"Date","volume","carbon_day"
2013-01-21,"5",6.21335087421826
2013-01-21,"10",6.41862892395257
2013-01-21,"15",7.53485845082911
2013-01-21,"20",7.63563056638066
2013-01-21,"25",7.85719683969869
2013-01-21,"35",7.24085854587363
2013-01-21,"1000",8.69691934816278
2013-01-22,"5",5.0468145818473
2013-01-22,"10",5.11908877894628
2013-01-22,"15",6.13266146854532
2013-01-22,"20",6.24444048787522
2013-01-22,"25",6.48632426236769
2013-01-22,"35",5.93309622689039
2013-01-22,"1000",7.24973684768282
2013-01-23,"5",4.18917081987931
2013-01-23,"10",4.10636002054699
2013-01-23,"15",4.88924477293771
2013-01-23,"20",4.95390789142689
2013-01-23,"25",5.13605994268898
2013-01-23,"35",4.75900911618665
2013-01-23,"1000",5.32814541822216
2013-01-24,"5",6.13621784058434
2013-01-24,"10",6.30336777994111
2013-01-24,"15",7.44155832142405
2013-01-24,"20",7.63122072379391
2013-01-24,"25",7.78757003166547
2013-01-24,"35",7.13736890416474
2013-01-24,"1000",8.67643067999301
2013-01-25,"5",6.47968475911639
2013-01-25,"10",6.74881021345238
2013-01-25,"15",8.02957098541241
2013-01-25,"20",8.16749357617389
2013-01-25,"25",8.42773170271242
2013-01-25,"35",7.68391283451674
2013-01-25,"1000",9.50959924802233
2013-01-26,"5",6.56163092198722
2013-01-26,"10",6.7189441919276
2013-01-26,"15",8.10144926346143
2013-01-26,"20",8.17353218352592
2013-01-26,"25",8.45821949898835
2013-01-26,"35",7.69017077125646
2013-01-26,"1000",9.43415124311289
2013-01-27,"5",3.95490491665859
2013-01-27,"10",3.76843694676803
2013-01-27,"15",4.47083501848774
2013-01-27,"20",4.5274366561537
2013-01-27,"25",4.68887064664326
2013-01-27,"35",4.38338631088198
2013-01-27,"1000",4.49915263253632
2013-01-28,"5",2.18545165301025
2013-01-28,"10",1.90944895221323
2013-01-28,"15",2.41682346834958
2013-01-28,"20",2.39584600495411
2013-01-28,"25",2.5695644564605
2013-01-28,"35",2.41125481869814
2013-01-28,"1000",2.11983707264335
2013-01-29,"5",6.730300329483
2013-01-29,"10",7.06227744265678
2013-01-29,"15",8.21059287870043
2013-01-29,"20",8.38358375911262
2013-01-29,"25",8.64995023167645
2013-01-29,"35",7.88582563999127
2013-01-29,"1000",9.91205452096884
2013-01-30,"5",5.7690913451755
2013-01-30,"10",5.93866661659016
2013-01-30,"15",6.95256596019643
2013-01-30,"20",7.11900233728331
2013-01-30,"25",7.32245443703567
2013-01-30,"35",6.71048709854084
2013-01-30,"1000",8.18802621534376
2013-01-31,"5",6.62089947248203
2013-01-31,"10",6.83638721519245
2013-01-31,"15",8.3063051075746
2013-01-31,"20",8.39520198077479
2013-01-31,"25",8.72263748102185
2013-01-31,"35",7.8690843885593
2013-01-31,"1000",9.9201572088331
2013-02-01,"5",3.42317311926707
2013-02-01,"10",3.37987315146684
2013-02-01,"15",4.09493707657443
2013-02-01,"20",4.15458250508992
2013-02-01,"25",4.38343556423375
2013-02-01,"35",3.98719902730028
2013-02-01,"1000",4.66066454460222
2013-02-02,"5",3.84656766297884
2013-02-02,"10",3.91939237362794
2013-02-02,"15",4.61545803860901
2013-02-02,"20",4.67920774966643
2013-02-02,"25",4.76918085812661
2013-02-02,"35",4.473074426907
2013-02-02,"1000",5.18600958145966
2013-02-03,"5",5.65377326143777
2013-02-03,"10",5.8895824234993
2013-02-03,"15",6.9594194969838
2013-02-03,"20",7.12098397534897
2013-02-03,"25",7.18885948956082
2013-02-03,"35",6.73535078956285
2013-02-03,"1000",8.28775146934447
2013-02-04,"5",6.08229496739689
2013-02-04,"10",6.32938633532972
2013-02-04,"15",7.4204421366765
2013-02-04,"20",7.57937205127194
2013-02-04,"25",7.7601996486759
2013-02-04,"35",7.13932601816712
2013-02-04,"1000",8.8536876524222
2013-02-05,"5",6.64991577804218
2013-02-05,"10",7.01866083566405
2013-02-05,"15",8.16435377337665
2013-02-05,"20",8.3674085677696
2013-02-05,"25",8.55051183759998
2013-02-05,"35",7.84328997808273
2013-02-05,"1000",9.94461459993234
2013-02-06,"5",6.96445286909019
2013-02-06,"10",7.36193578076498
2013-02-06,"15",8.60988216122821
2013-02-06,"20",8.78489892061079
2013-02-06,"25",9.0056676575789
2013-02-06,"35",8.25797290220844
2013-02-06,"1000",10.5623511735461
2013-02-07,"5",6.79157014764977
2013-02-07,"10",7.12574908967881
2013-02-07,"15",8.43627247402766
2013-02-07,"20",8.61023026352916
2013-02-07,"25",8.83367540594875
2013-02-07,"35",8.0404249569472
2013-02-07,"1000",10.2611452527748
2013-02-08,"5",5.72017598739554
2013-02-08,"10",5.89865588739249
2013-02-08,"15",7.19601457828784
2013-02-08,"20",7.30770925802579
2013-02-08,"25",7.57823515462569
2013-02-08,"35",6.84575883335333
2013-02-08,"1000",8.63756599782143
2013-02-09,"5",5.56726972493993
2013-02-09,"10",5.6521933579911
2013-02-09,"15",6.83540652990082
2013-02-09,"20",6.93768036182514
2013-02-09,"25",7.21670525123511
2013-02-09,"35",6.54939490223638
2013-02-09,"1000",7.95167062164658
2013-02-10,"5",5.03411853437936
2013-02-10,"10",5.15878328625443
2013-02-10,"15",6.20106625315349
2013-02-10,"20",6.28135541278026
2013-02-10,"25",6.54363619382561
2013-02-10,"35",5.9436380221606
2013-02-10,"1000",7.28777686835472
2013-02-11,"5",4.01593454736618
2013-02-11,"10",3.86647786481809
2013-02-11,"15",4.50874308727999
2013-02-11,"20",4.5538944174608
2013-02-11,"25",4.74998529577316
2013-02-11,"35",4.41512269442713
2013-02-11,"1000",4.64826399238075
2013-02-12,"5",3.27760376581861
2013-02-12,"10",3.15325630335976
2013-02-12,"15",3.65506757327106
2013-02-12,"20",3.68939293755113
2013-02-12,"25",3.81669705194892
2013-02-12,"35",3.59681149769351
2013-02-12,"1000",3.69443856502476
2013-02-13,"5",5.65186165682101
2013-02-13,"10",5.83462790519853
2013-02-13,"15",6.86518213425681
2013-02-13,"20",6.97752406719326
2013-02-13,"25",7.16202076907063
2013-02-13,"35",6.59351947069585
2013-02-13,"1000",8.08019557588973
2013-02-14,"5",6.26555590061553
2013-02-14,"10",6.53710383681338
2013-02-14,"15",7.72193383258378
2013-02-14,"20",7.88448246074742
2013-02-14,"25",8.06129336145244
2013-02-14,"35",7.4058495257171
2013-02-14,"1000",9.37360259338949
2013-02-15,"5",5.45807082650053
2013-02-15,"10",5.55031637479542
2013-02-15,"15",6.41968346266334
2013-02-15,"20",6.50452908711705
2013-02-15,"25",6.7097375886658
2013-02-15,"35",6.21551121831959
2013-02-15,"1000",7.17559402827962
2013-02-16,"5",5.32092709351482
2013-02-16,"10",5.45084838633374
2013-02-16,"15",6.31490313066327
2013-02-16,"20",6.47749553992695
2013-02-16,"25",6.65354291406814
2013-02-16,"35",6.09762646038397
2013-02-16,"1000",7.37610807106709
2013-02-17,"5",6.26339665405695
2013-02-17,"10",6.61116880271507
2013-02-17,"15",7.6882102004098
2013-02-17,"20",7.87723069732874
2013-02-17,"25",8.02680237116222
2013-02-17,"35",7.39017142405414
2013-02-17,"1000",9.31580887869822
2013-02-18,"5",5.81358655363526
