"gs","D","A","Ca","ID","gBBOpti"
0.66266301,1.090926782,37.95307948,1600.559814,"3-2",0.337891047322293
0.207488554,1.549600357,12.18496534,399.7410889,"3-3",0.356158934876381
0.207441837,1.549814402,12.17251837,399.7331848,"3-3",0.35600080790756
0.207463565,1.549296241,12.16695717,399.7189331,"3-3",0.355954382470626
0.207485522,1.548802778,12.17159752,399.7150574,"3-3",0.356029528462713
0.207592788,1.547746585,12.1913141,399.7434387,"3-3",0.356297759241472
0.159964498,1.568281787,15.5450819,1598.861084,"3-3",0.253248167907332
0.159854034,1.568155376,15.63429798,1598.913818,"3-3",0.25352286628591
0.15970341,1.568111147,15.65921082,1598.894897,"3-3",0.253600681407298
0.15946112,1.567975497,15.66301329,1598.894531,"3-3",0.253613822606054
0.159447328,1.566813663,15.69189876,1598.894287,"3-3",0.253714971315787
0.409969717,1.241604532,17.7184677,400.3951416,"3-4",0.441651855245344
0.410111964,1.241362195,17.7083899,400.3803711,"3-4",0.44154230416136
0.410261019,1.241152612,17.60420355,400.3132935,"3-4",0.440205832129851
0.410376657,1.241078548,17.58796508,400.2859802,"3-4",0.440010099436488
0.410431568,1.241156886,17.55695112,400.2638855,"3-4",0.439604036777311
0.359491438,1.269307221,22.77267748,1599.212402,"3-4",0.280795405176439
0.359447492,1.268983897,22.76174536,1599.18811,"3-4",0.280767033342805
0.35901694,1.269425163,22.9017167,1599.278809,"3-4",0.281217376218871
0.35904082,1.269298279,22.93255653,1599.295288,"3-4",0.281321427235456
0.358678844,1.269461496,22.99395589,1599.35498,"3-4",0.281518606874187
0.617340384,1.120114637,23.20139373,399.1667175,"3-7",0.527217510379963
0.617678058,1.119668542,23.22653925,399.1794434,"3-7",0.527601729280251
0.617895404,1.119306291,23.23358222,399.1760559,"3-7",0.527739277817463
0.618295498,1.118644893,23.19814088,399.1379089,"3-7",0.527345911654366
0.618370022,1.118471228,23.21578578,399.1246338,"3-7",0.527619349287561
0.628885446,1.113879279,30.70932811,1599.138428,"3-7",0.31189328041079
0.628868797,1.113809365,30.70385376,1599.126099,"3-7",0.311877486084812
0.628889215,1.113790712,30.69632982,1599.137085,"3-7",0.311851281236202
0.629129561,1.113438771,30.77793678,1599.197021,"3-7",0.312142462228432
0.629314657,1.113168204,30.72134652,1599.232666,"3-7",0.311952925223284
0.325659939,1.239839522,18.66801638,400.8695679,"3-5",0.454145495322558
0.325361839,1.240542224,18.6268801,400.8391418,"3-5",0.453566803312655
0.325723366,1.240114104,18.61977278,400.8139954,"3-5",0.453517657079806
0.325564675,1.240201481,18.62306056,400.8086243,"3-5",0.453558680430006
0.325761262,1.239029777,18.6580841,400.8255615,"3-5",0.454097340588021
0.266417105,1.268129825,28.31722887,1600.357178,"3-5",0.299131028162191
0.266066758,1.268350199,28.31693517,1600.353027,"3-5",0.299124609546609
0.265687751,1.268722023,28.40581896,1600.344482,"3-5",0.299409878179189
0.265762821,1.267676093,28.41744564,1600.370239,"3-5",0.299473966617095
0.265892567,1.26616948,28.4364769,1600.386963,"3-5",0.299575145025788
0.504524189,1.150733603,23.47915909,400.2714539,"4-8",0.527078291815623
0.504524189,1.150733603,23.47915909,400.2714539,"4-8",0.527078291815623
0.505385537,1.150125387,23.53021244,400.2449036,"4-8",0.527859664790803
0.505385537,1.150125387,23.53021244,400.2449036,"4-8",0.527859664790803
0.504311859,1.151026459,23.41971435,400.2701721,"4-8",0.526235810372283
0.372509244,1.337528085,35.99163659,1599.989136,"4-8",0.322389819859288
0.372279611,1.33796254,36.22335094,1600.025269,"4-8",0.323127505403399
0.371761705,1.338214491,36.3641836,1600.089111,"4-8",0.323573039657433
0.372350373,1.337710907,36.40281689,1600.039917,"4-8",0.323717719982435
0.368010305,1.344640502,36.2801286,1599.928833,"4-8",0.323116114917897
0.156673484,1.424762169,9.754721806,398.8003235,"4-1",0.329875052627295
0.155328843,1.425873648,9.806046561,398.7780762,"4-1",0.330503832814768
0.154624272,1.42501475,9.626445195,398.7738342,"4-1",0.328238033668754
0.153964756,1.424632463,9.832078403,398.8358154,"4-1",0.330855415244883
0.154213281,1.421934926,9.732129646,398.8421936,"4-1",0.329658229640291
0.104483734,1.429488722,16.66354848,1599.829102,"4-1",0.258308142094155
0.103460134,1.43239445,16.22399956,1599.716431,"4-1",0.256878610308105
0.10319881,1.432682883,16.55003048,1599.747192,"4-1",0.257909750015032
0.101624149,1.435796889,16.56144489,1599.719238,"4-1",0.257907818281774
0.101035105,1.436299526,16.57180419,1599.671021,"4-1",0.257935982732867
0.470804381,1.066731752,18.0168964,399.216217,"4-6",0.4596525417337
0.47014131,1.066931542,18.01683501,399.2311096,"4-6",0.459625137892509
0.47014131,1.066931542,18.01683501,399.2311096,"4-6",0.459625137892509
0.469578483,1.067209482,17.92688982,399.240387,"4-6",0.458326181699363
0.46936936,1.067186425,17.97134562,399.246521,"4-6",0.458951621455337
0.435888435,1.106307492,22.53054184,1600.316406,"4-6",0.283646388679802
0.436000926,1.105689061,22.49760848,1600.325073,"4-6",0.283547072896592
0.437102873,1.104114558,22.32796533,1600.243896,"4-6",0.283000677086205
0.434900629,1.105949315,22.61964211,1600.23584,"4-6",0.283969104861469
0.432749158,1.107695159,22.41719516,1600.171265,"4-6",0.283224712364796
0.206827105,1.391844183,10.45684594,400.1609497,"4-2",0.33945778319892
0.206658111,1.391586725,10.42520797,400.1603699,"4-2",0.339060694821102
0.206658111,1.391586725,10.42520797,400.1603699,"4-2",0.339060694821102
0.206658111,1.391586725,10.42520797,400.1603699,"4-2",0.339060694821102
0.206858895,1.390893558,10.39743312,400.1532288,"4-2",0.338729676862797
0.163736782,1.472729807,15.45101245,1600.376709,"4-2",0.253939053351513
0.163736782,1.472729807,15.45101245,1600.376709,"4-2",0.253939053351513
0.163703098,1.472685155,15.54724547,1600.401611,"4-2",0.254241510222329
0.163853908,1.472488726,15.64157941,1600.445435,"4-2",0.254539138306512
0.163127504,1.473391946,15.50966924,1600.469971,"4-2",0.254113243426748
0.221121481,1.388311235,11.8189778,400.2530212,"4-5",0.357026538390758
0.221121481,1.388311235,11.8189778,400.2530212,"4-5",0.357026538390758
0.221121481,1.388311235,11.8189778,400.2530212,"4-5",0.357026538390758
0.221973424,1.386775195,11.8445733,400.2894897,"4-5",0.357399140632992
0.222312619,1.386204906,11.69823825,400.2809143,"4-5",0.355544952091018
0.193170142,1.436740611,16.54399178,1600.059692,"4-5",0.25782942925543
0.193170142,1.436740611,16.54399178,1600.059692,"4-5",0.25782942925543
0.192887365,1.436650557,16.342773,1600.093506,"4-5",0.257190988548988
0.192714124,1.436600541,16.4326816,1600.046631,"4-5",0.257478413582395
0.191678595,1.437890347,16.56880872,1600.095215,"4-5",0.257892608234682
0.165004134,1.463662532,10.20766574,399.3658752,"4-4",0.33427936299764
0.164568459,1.464785642,10.11200976,399.3323975,"4-4",0.333048297249118
0.164568459,1.464785642,10.11200976,399.3323975,"4-4",0.333048297249118
0.164568459,1.464785642,10.11200976,399.3323975,"4-4",0.333048297249118
0.16456542,1.465331154,10.02134374,399.3520203,"4-4",0.331880902819455
0.143144602,1.474896914,16.9936676,1600.632568,"4-4",0.258756312721982
0.142741923,1.474486735,17.0211879,1600.59314,"4-4",0.258849217379047
0.142840249,1.473658674,17.02026736,1600.617798,"4-4",0.258855751117248
0.142632841,1.472652051,17.00860639,1600.665039,"4-4",0.25882997080859
0.142273653,1.472748627,17.03870586,1600.642212,"4-4",0.258924202398239
0.302032628,1.331479049,12.00215238,400.3518677,"4-7",0.361578823482621
0.302032628,1.331479049,12.00215238,400.3518677,"4-7",0.361578823482621
0.30193986,1.331465289,11.98849255,400.3612671,"4-7",0.361397896158473
0.30193986,1.331465289,11.98849255,400.3612671,"4-7",0.361397896158473
0.300856135,1.33212805,11.93522714,400.3635254,"4-7",0.360676842930203
0.21285076,1.439090709,18.15989055,1599.666382,"4-7",0.262938526268335
0.21285076,1.439090709,18.15989055,1599.666382,"4-7",0.262938526268335
0.21285076,1.439090709,18.15989055,1599.666382,"4-7",0.262938526268335
0.212308783,1.43908428,18.13285695,1599.664917,"4-7",0.262852917453231
0.211468941,1.439958618,18.29623344,1599.657959,"4-7",0.263359329224264
0.229505711,1.644105568,16.76149798,399.966217,"2-1",0.408597441270883
0.229505711,1.644105568,16.76149798,399.966217,"2-1",0.408597441270883
0.229561227,1.644129086,16.78597344,399.9698486,"2-1",0.408891423507662
0.22960598,1.643628616,16.81656905,400.0036011,"2-1",0.409266035908175
0.22955491,1.643731771,16.77876245,399.9837341,"2-1",0.408813393025864
0.19450915,1.659110665,26.80385243,1600.588257,"2-1",0.28631313101387
0.194355976,1.660044891,26.7903868,1600.56665,"2-1",0.286258301634249
0.194277721,1.660336479,26.8225883,1600.603882,"2-1",0.286348923896943
0.194177382,1.660893563,26.84062717,1600.638306,"2-1",0.286392567189606
0.194011103,1.661320461,26.89521487,1600.696289,"2-1",0.28654749389259
0.132977019,1.442118699,12.64670222,398.8617859,"2-2",0.366103999987558
0.133447255,1.441055589,12.61505376,398.8486328,"2-2",0.365747446706138
0.134071305,1.439163547,12.56820078,398.8373108,"2-2",0.365228097198498
0.134071852,1.437985944,12.43521314,398.8143311,"2-2",0.363589695077631
0.134469069,1.437833566,12.43741667,398.808197,"2-2",0.363625915356845
0.101755618,1.429844652,18.12940605,1599.033691,"2-2",0.262991729979645
0.10121876,1.430283566,18.15945404,1599.05896,"2-2",0.263080303307414
0.101327581,1.429928177,18.09366891,1599.0802,"2-2",0.2628752523838
0.101357133,1.429808136,18.06996158,1599.082886,"2-2",0.26280141807957
0.101108535,1.430545217,18.18521386,1599.114868,"2-2",0.263156569477231
0.79798719,1.026766549,27.03960227,400.8292542,"2-3",0.590723053641254
0.796315912,1.027626458,27.05950983,400.8461304,"2-3",0.590874362801371
0.795072422,1.028087025,27.0132465,400.8642883,"2-3",0.590135716574642
0.795218544,1.027886096,27.00860835,400.8780212,"2-3",0.59008353178671
0.794008732,1.028417511,26.90485093,400.8901062,"2-3",0.588522629517886
0.84760421,0.947687382,34.21113349,1601.258545,"2-3",0.330985735085836
0.845858074,0.94862707,34.17216679,1601.218628,"2-3",0.330800485642799
0.844988247,0.949069446,34.13991361,1601.255493,"2-3",0.330657916792678
0.844097189,0.949449135,34.2659355,1601.246948,"2-3",0.331102886300946
0.844097189,0.949449135,34.2659355,1601.246948,"2-3",0.331102886300946
0.168594265,1.345895681,13.14344843,399.9125977,"2-4",0.375986573690765
0.16846313,1.34629608,13.18906328,399.9049683,"2-4",0.376564470418451
0.168377602,1.346762872,13.13675358,399.8919373,"2-4",0.375870461730586
0.168519028,1.346183641,13.06327796,399.8518677,"2-4",0.374958872525746
0.168699995,1.346140904,13.01385735,399.8168945,"2-4",0.374333797857866
0.134701794,1.374535768,23.45494072,1599.650879,"2-4",0.280917368815129
0.134779773,1.371711724,23.36768976,1599.667236,"2-4",0.280688866404097
0.134889455,1.369269429,23.3822919,1599.691284,"2-4",0.280781184608038
0.134543388,1.368130745,23.35561558,1599.682861,"2-4",0.280717142584222
0.134782422,1.366384931,23.36134533,1599.709229,"2-4",0.28076762290329
0.160643479,1.355126008,8.231236075,400.1282043,"2-8",0.311898231203176
0.161282469,1.351685988,8.359234471,400.1286011,"2-8",0.313650312415505
0.161413703,1.351685062,8.431227268,400.1259766,"2-8",0.3145838965499
0.160991451,1.35343997,8.356115741,400.1064758,"2-8",0.313567363440531
0.160078293,1.356958692,8.345487881,400.1009827,"2-8",0.313334248919011
0.120929287,1.417519285,15.16515241,1600.799805,"2-8",0.253654757160975
0.12042895,1.419407322,15.08263814,1600.790771,"2-8",0.253370182281356
0.12067337,1.420456821,15.18723938,1600.819824,"2-8",0.253690168525012
0.120589612,1.42225465,15.38797736,1600.799316,"2-8",0.254308666372856
0.119891098,1.425818348,15.68473063,1600.80188,"2-8",0.255210193226754
0.110158523,1.564195912,9.08535182,399.5354309,"2-6",0.317494464220173
0.110460592,1.559579731,9.180972056,399.5346985,"2-6",0.318788339523305
0.110460592,1.559579731,9.180972056,399.5346985,"2-6",0.318788339523305
0.110926627,1.551439099,9.171614115,399.5385742,"2-6",0.318872321350602
0.111432946,1.542175205,9.073694699,399.5225525,"2-6",0.317892569421343
0.07084192,1.6226353,20.85102802,1600.25708,"2-6",0.268813318337882
0.069965629,1.624391451,21.01569404,1600.239624,"2-6",0.269292080162984
0.06848797,1.626288602,20.84469492,1600.150513,"2-6",0.268750367387941
0.068715491,1.626733731,20.76211451,1600.091675,"2-6",0.268495659750955
0.06883454,1.625832362,20.79905116,1600.081665,"2-6",0.268620191344271
0.597387336,1.148900162,23.03125407,399.0402832,"2-7",0.522093099844332
0.59775878,1.148326299,23.0351024,399.0479736,"2-7",0.522195996327555
0.59775878,1.148326299,23.0351024,399.0479736,"2-7",0.522195996327555
0.597461041,1.148154371,23.10389797,399.0507202,"2-7",0.523156986053564
0.596900792,1.148283354,23.11236781,399.0386658,"2-7",0.523270450402183
0.573250143,1.152995273,28.26477939,1601.016846,"2-7",0.302103233075988
0.573647242,1.152634714,28.43795695,1601.032227,"2-7",0.302705969097935
0.573647242,1.152634714,28.43795695,1601.032227,"2-7",0.302705969097935
0.573675108,1.152790847,28.45367769,1601.044189,"2-7",0.302754396095372
0.572960639,1.153527387,28.46205471,1601.03772,"2-7",0.302761437306748
0.257435102,1.574693586,14.87293338,400.6885986,"7-1",0.388000576153957
0.257435102,1.574693586,14.87293338,400.6885986,"7-1",0.388000576153957
0.257435102,1.574693586,14.87293338,400.6885986,"7-1",0.388000576153957
0.257496233,1.573860179,14.80507857,400.6627808,"7-1",0.387211410336363
0.257923388,1.573112163,14.86105452,400.6545105,"7-1",0.3879321161238
0.174031051,1.751632438,21.80512752,1601.550659,"7-1",0.269992718247256
0.173702483,1.751642166,21.75972075,1601.551514,"7-1",0.269857924752942
0.17291188,1.751801003,21.7112478,1601.457886,"7-1",0.26971602139293
0.172824579,1.750739296,21.68090557,1601.435913,"7-1",0.269639854295146
0.171902232,1.751283619,21.6539679,1601.414673,"7-1",0.269554191975776
0.351645045,1.587029696,22.26140554,400.4988708,"7-2",0.478154014211156
0.351850081,1.585931445,22.26660051,400.4972534,"7-2",0.478282454890503
0.351850081,1.585931445,22.26660051,400.4972534,"7-2",0.478282454890503
0.351888935,1.585073202,22.2991229,400.4917603,"7-2",0.478734744777447
0.351888935,1.585073202,22.2991229,400.4917603,"7-2",0.478734744777447
0.291178426,1.660408119,39.58270012,1599.647827,"7-2",0.324958277513153
0.28062065,1.620207434,40.90636367,1599.762817,"7-2",0.329969317003018
0.280786616,1.619088346,40.85863561,1599.749634,"7-2",0.329853820084011
0.280786616,1.619088346,40.85863561,1599.749634,"7-2",0.329853820084011
0.280109663,1.616452752,40.43465545,1599.553345,"7-2",0.32864432173735
0.160452175,1.678994627,11.96711069,400.0928955,"7-8",0.349396104350276
0.160452175,1.678994627,11.96711069,400.0928955,"7-8",0.349396104350276
0.160030127,1.678589879,12.04319694,400.0882568,"7-8",0.35032538252438
0.160030127,1.678589879,12.04319694,400.0882568,"7-8",0.35032538252438
0.159963537,1.678265432,12.01089452,400.0835266,"7-8",0.349947534019562
0.129829614,1.766041606,20.44062912,1599.179932,"7-8",0.265872023986628
0.129188372,1.767563393,20.46305903,1599.13623,"7-8",0.265922828754266
0.128993695,1.768248407,20.49100057,1599.145386,"7-8",0.265997429212728
0.129167854,1.768954491,20.50117162,1599.157837,"7-8",0.266019047340767
0.129167854,1.768954491,20.50117162,1599.157837,"7-8",0.266019047340767
0.393942962,1.555698272,16.70806208,399.665802,"7-3",0.411909219544808
0.392157292,1.560739088,16.68413345,399.6652222,"7-3",0.411388238839448
0.392157292,1.560739088,16.68413345,399.6652222,"7-3",0.411388238839448
0.390783841,1.563896283,16.73791698,399.6899414,"7-3",0.411898606349735
0.390281092,1.565417821,16.67703628,399.7298279,"7-3",0.41105915507337
0.288990068,1.653680302,23.95748668,1599.501831,"7-3",0.277842651630792
0.288577288,1.654203536,24.0017974,1599.445068,"7-3",0.277971642446715
0.288368142,1.653702694,23.95389685,1599.484131,"7-3",0.277832260776184
0.288368142,1.653702694,23.95389685,1599.484131,"7-3",0.277832260776184
0.288244688,1.654362098,23.91708376,1599.505981,"7-3",0.27771019910392
0.731526254,1.153960934,21.77388066,400.1915588,"7-4",0.5034741073307
0.731748233,1.153811085,21.72065345,400.1962585,"7-4",0.502755476210154
0.731748233,1.153811085,21.72065345,400.1962585,"7-4",0.502755476210154
0.731829807,1.153666119,21.72210998,400.2038574,"7-4",0.502783003306741
0.731740215,1.153104714,21.63971156,400.2077332,"7-4",0.501702895376956
0.676222779,1.148509082,27.67919819,1600.908936,"7-4",0.30023576054723
0.676222779,1.148509082,27.67919819,1600.908936,"7-4",0.30023576054723
0.676222779,1.148509082,27.67919819,1600.908936,"7-4",0.30023576054723
0.676557135,1.14768846,27.71219897,1600.872559,"7-4",0.300375127091928
0.676304332,1.147676424,27.72560498,1600.934326,"7-4",0.300417787736726
0.402316629,1.497763553,16.13815226,400.3162231,"7-5",0.407119310713979
0.402121165,1.497978345,16.09923118,400.3171692,"7-5",0.406622366846454
0.402121165,1.497978345,16.09923118,400.3171692,"7-5",0.406622366846454
0.401750437,1.497648368,16.15516966,400.3222046,"7-5",0.407334354002022
0.402387474,1.496362772,16.18586691,400.3159485,"7-5",0.40778048035466
0.352562735,1.608045653,22.22977683,1598.826172,"7-5",0.273277131255114
0.352377066,1.608466247,22.34960053,1598.855103,"7-5",0.27363610644036
0.352724708,1.60787639,22.21373524,1598.867065,"7-5",0.273228770128684
0.352796846,1.606975809,22.11341245,1598.875366,"7-5",0.27293453462297
0.352796846,1.606975809,22.11341245,1598.875366,"7-5",0.27293453462297
0.248568041,1.575027756,12.20412365,399.9709778,"7-6",0.355481308494336
0.248568041,1.575027756,12.20412365,399.9709778,"7-6",0.355481308494336
0.249161432,1.573661392,12.17911244,399.9785156,"7-6",0.355214664516987
0.249161432,1.573661392,12.17911244,399.9785156,"7-6",0.355214664516987
0.249601579,1.573122268,12.13023477,399.9811401,"7-6",0.354629449801551
0.188531215,1.657910318,18.47074206,1599.151001,"7-6",0.261201680373757
0.188291873,1.658410913,18.35720905,1599.109375,"7-6",0.260854131818073
0.188293125,1.658190318,18.28710106,1599.107544,"7-6",0.260644627969101
0.187235135,1.657318465,18.49036309,1598.979858,"7-6",0.261273693413682
0.184665237,1.658598055,18.53675907,1599.218262,"7-6",0.261391214666654
0.33378849,1.425742984,16.3547378,400.0959473,"5-5",0.413412475238412
0.333108437,1.425839427,16.24829079,400.0820313,"5-5",0.412060578613851
0.331984356,1.426349709,16.24761475,400.067627,"5-5",0.412034063232596
0.331984356,1.426349709,16.24761475,400.067627,"5-5",0.412034063232596
0.331899075,1.425954076,16.32996475,400.061554,"5-5",0.413104610823445
0.235586705,1.59154106,25.45130351,1599.130859,"5-5",0.283378802285712
0.235586705,1.59154106,25.45130351,1599.130859,"5-5",0.283378802285712
0.235586705,1.59154106,25.45130351,1599.130859,"5-5",0.283378802285712
0.235429748,1.59183226,25.45453492,1599.15918,"5-5",0.283382518772002
0.235232715,1.591963846,25.40732991,1599.17688,"5-5",0.28323475181316
0.525805982,1.409637702,24.03718334,400.1712646,"5-6",0.512290591585404
0.525805982,1.409637702,24.03718334,400.1712646,"5-6",0.512290591585404
0.525202571,1.410668645,23.9238535,400.1720581,"5-6",0.510766069348427
0.525202571,1.410668645,23.9238535,400.1720581,"5-6",0.510766069348427
0.525402913,1.411228665,23.87246579,400.1576233,"5-6",0.51007947010708
0.492340407,1.527877825,39.18076127,1598.907959,"5-6",0.32716423878873
0.491798051,1.528894547,39.12261974,1598.961792,"5-6",0.326951924326324
0.491956037,1.529086327,39.26085837,1599.028442,"5-6",0.327371373364689
0.489923571,1.531254772,39.02626159,1598.923828,"5-6",0.326591841756515
0.489899083,1.531139591,38.95787025,1598.827637,"5-6",0.3263897168546
0.283133948,1.780958421,16.79806117,398.7385864,"5-7",0.404301957329605
0.283162791,1.781155294,16.75016518,398.7546082,"5-7",0.403719428277044
0.282934683,1.781622482,16.86316725,398.7408447,"5-7",0.405047364326496
0.282934683,1.781622482,16.86316725,398.7408447,"5-7",0.405047364326496
0.282934683,1.781622482,16.86316725,398.7408447,"5-7",0.405047364326496
0.174634927,1.867517606,28.879584,1599.570679,"5-7",0.289283727891202
0.173708682,1.869989169,28.55816214,1599.596558,"5-7",0.288312077960506
0.17396378,1.868995845,28.48680007,1599.686401,"5-7",0.288114506444544
0.173929839,1.868534582,28.49484261,1599.682129,"5-7",0.288144799960628
0.173929839,1.868534582,28.49484261,1599.682129,"5-7",0.288144799960628
0.591935566,1.308920226,17.32205898,399.945282,"5-4",0.432404266033731
0.592026635,1.308630427,17.33199986,399.9515686,"5-4",0.432548484062429
0.592026635,1.308630427,17.33199986,399.9515686,"5-4",0.432548484062429
0.593096257,1.307249094,17.34398179,399.9620056,"5-4",0.432783071931929
0.592939454,1.306826609,17.50020265,399.9627991,"5-4",0.434857057229275
0.556836196,1.408366297,21.98645141,1599.664307,"5-4",0.275594337344153
0.557182113,1.407937303,22.15566537,1599.72644,"5-4",0.276139723924556
0.555921874,1.407519522,22.47796621,1599.810791,"5-4",0.277173247611776
0.553040608,1.407158006,22.19497896,1599.811523,"5-4",0.276275078569349
0.551421853,1.407620933,22.11145227,1599.785278,"5-4",0.276001286843943
0.193404056,1.801483789,12.06004852,400.3181763,"5-2",0.347081083883184
0.193404056,1.801483789,12.06004852,400.3181763,"5-2",0.347081083883184
0.192693501,1.809633961,12.0909536,400.3391113,"5-2",0.347225472916496
0.191947321,1.818097443,12.12271678,400.3466797,"5-2",0.347376924841065
0.191947321,1.818097443,12.12271678,400.3466797,"5-2",0.347376924841065
0.180643304,1.939977559,17.10223449,1601.422241,"5-2",0.2543776491996
0.180879704,1.939028957,17.22921987,1601.451538,"5-2",0.254748755736069
0.180525686,1.939849153,17.118517,1601.427368,"5-2",0.254425241560773
0.180193371,1.941261094,16.91015045,1601.424683,"5-2",0.253816317367041
0.177984614,1.945822031,16.92432672,1601.438232,"5-2",0.253819479594853
0.160892597,1.995103694,11.89722013,399.0366211,"5-3",0.341009620486925
0.160878965,1.996069813,11.99642754,399.0793457,"5-3",0.342104848872638
0.160572795,1.996843578,11.85584418,399.097168,"5-3",0.340479072043992
0.160737722,1.996301494,11.8303584,399.0914001,"5-3",0.340202381584415
0.160431448,1.99679487,11.87030886,399.0895996,"5-3",0.340647588613484
0.102686944,1.846709656,26.89650606,1600.784546,"5-3",0.283747870549825
0.102581092,1.848468903,26.82186245,1600.760742,"5-3",0.283506965003044
0.102596297,1.84946394,26.77705199,1600.810791,"5-3",0.283360132447483
0.102653671,1.849018735,26.89795323,1600.815063,"5-3",0.28371840876308
0.102653671,1.849018735,26.89795323,1600.815063,"5-3",0.28371840876308
0.299874037,1.846083097,17.17114734,399.7546997,"5-8",0.405816723769805
0.299874037,1.846083097,17.17114734,399.7546997,"5-8",0.405816723769805
0.299874037,1.846083097,17.17114734,399.7546997,"5-8",0.405816723769805
0.299398694,1.84662749,17.23972654,399.7537537,"5-8",0.406598392256778
0.299837618,1.845551752,17.27727198,399.7843018,"5-8",0.407059919518408
0.274169742,1.844381988,25.06273167,1601.213135,"5-8",0.278412565968121
0.274390077,1.843929306,25.18792534,1601.239258,"5-8",0.278782325225072
0.274390077,1.843929306,25.18792534,1601.239258,"5-8",0.278782325225072
0.274390077,1.843929306,25.18792534,1601.239258,"5-8",0.278782325225072
0.274484269,1.843454299,25.11787553,1601.255249,"5-8",0.278583535643855
0.464376653,1.265595452,20.73144855,400.6657104,"5-6",0.479806995806249
0.460248144,1.268641089,20.77625569,400.6583252,"5-6",0.480174555921758
0.459162623,1.269249035,20.77335214,400.6570129,"5-6",0.480091096162955
0.456828499,1.270664742,20.39416779,400.6210632,"5-6",0.474995154162491
0.454643619,1.271893461,20.58798867,400.6047058,"5-6",0.477477239114641
0.391269349,1.276158311,30.62794983,1599.967651,"5-6",0.306586309509795
0.393553506,1.273846861,30.46570841,1599.944336,"5-6",0.306115143384562
0.393869721,1.273232432,30.19379132,1599.961548,"5-6",0.305231392631763
0.393869721,1.273232432,30.19379132,1599.961548,"5-6",0.305231392631763
0.389333117,1.275900183,30.59250356,1599.911743,"5-6",0.306479800261291
0.497662177,1.136898788,16.52088286,399.024353,"5-7",0.433410180088023
0.486343203,1.142834552,16.26748937,399.0245361,"5-7",0.429497575488674
0.505011482,1.128025847,16.42422621,398.9416504,"5-7",0.43275445331417
0.504197612,1.128221378,16.51473712,398.9474487,"5-7",0.433990314402137
0.502708873,1.128643683,16.47231415,398.9593506,"5-7",0.433365834478619
0.470831369,1.145720411,18.92216231,1599.312378,"5-7",0.270332506174086
0.472287828,1.144394677,19.88623548,1599.06958,"5-7",0.273682444918637
0.470121842,1.145434063,19.96095362,1599.143311,"5-7",0.273914010048732
0.471285182,1.145392583,19.5151374,1599.165283,"5-7",0.272382302027666
0.467105844,1.147986743,19.39779726,1599.203247,"5-7",0.271924187609933
0.597835534,1.004562092,13.3624325,400.2166138,"5-4",0.397587546017134
0.592921285,1.010968025,12.98889632,400.1750488,"5-4",0.391804446278116
0.585657156,1.015909915,13.4168736,400.2006836,"5-4",0.397597745922435
0.591622531,1.012407509,13.2241445,400.2227478,"5-4",0.395061639037704
0.594295542,1.010683125,13.50075624,400.2473145,"5-4",0.399137407296511
0.447232397,1.103081535,17.23971673,1599.376953,"5-4",0.265354465393488
0.447579047,1.102839141,17.56304744,1599.388916,"5-4",0.266484439994795
0.452025766,1.09979508,16.81192452,1599.258911,"5-4",0.263931748264107
0.457478014,1.095996286,17.05258092,1599.261353,"5-4",0.264843803877166
0.44773161,1.103383298,17.16768133,1599.368652,"5-4",0.265098166720332
0.286418937,1.198382306,14.60273239,399.1182251,"5-3",0.403165518524315
0.28676787,1.198145951,14.83738332,399.131134,"5-3",0.406351891328478
0.283911455,1.200412953,14.93867294,399.1419373,"5-3",0.407584057800819
0.284842512,1.199214292,14.93976426,399.1347961,"5-3",0.40767358976916
0.28876744,1.195141534,15.01772325,399.1112671,"5-3",0.40898521154379
0.190130544,1.225958508,21.16858822,1600.33252,"5-3",0.276288573535313
0.189325031,1.226896377,21.86383212,1600.34314,"5-3",0.278598733962213
0.188300334,1.227958217,22.11208019,1600.350708,"5-3",0.279407746006482
0.187604958,1.229496386,21.18466635,1600.406006,"5-3",0.276267467813732
0.184324554,1.232694579,20.79461963,1600.356934,"5-3",0.274900237527061
0.489010038,1.017122909,18.08004041,399.1124573,"5-2",0.465014873912787
0.481966574,1.021489874,18.35408926,399.0999146,"5-2",0.468552591605493
0.478253519,1.023881673,18.30262979,399.0771484,"5-2",0.467608568664215
0.476077589,1.025226511,18.37752746,399.0929871,"5-2",0.468546951089696
0.477500237,1.024397911,18.50114647,399.081665,"5-2",0.470402149089828
0.501493037,1.023439283,25.0104695,1599.301025,"5-2",0.29478094553618
0.495336561,1.029616665,24.5024142,1599.307739,"5-2",0.292774003085775
0.492803205,1.036090508,25.23134566,1599.464355,"5-2",0.295163675517151
0.491742217,1.036791219,25.35371914,1599.48645,"5-2",0.295576162560702
0.498837719,1.032879425,24.20000092,1599.360229,"5-2",0.291593759989304
0.698314706,0.946261525,24.86025471,398.9754028,"5-5",0.57198694381741
0.70293053,0.943657319,24.81900586,398.9857483,"5-5",0.571736577189368
0.706921472,0.941579251,24.82289669,398.9651794,"5-5",0.572107302800441
0.709477272,0.940457134,24.6402562,398.9546204,"5-5",0.569576534025436
0.709477272,0.940457134,24.6402562,398.9546204,"5-5",0.569576534025436
0.71423646,0.922486263,31.69912545,1600.878052,"5-5",0.322937473093994
0.716672024,0.921494831,31.71492432,1600.839478,"5-5",0.323045152837588
