"gs","D","A","Ca","ID","gBBOpti"
0.17598211,1.543244142,20.46367577,1599.459717,"7-5",0.268728338534639
0.175732243,1.54325956,20.36626959,1599.355103,"7-5",0.268430507721481
0.734875564,1.038554808,18.48887439,398.8735962,"7-8",0.469059174211023
0.735317176,1.03851186,18.48297196,398.8561401,"7-8",0.468990439437542
0.735728712,1.038333361,18.48153732,398.8541565,"7-8",0.468987573226268
0.735985553,1.037961708,18.48891412,398.8516541,"7-8",0.46912840227171
0.736274712,1.037442405,18.51581933,398.880127,"7-8",0.469540936217598
0.732487231,1.099005183,23.68968469,1600.885254,"7-8",0.287840479832521
0.732047518,1.099178848,23.59837919,1600.763306,"7-8",0.287524120166092
0.731815404,1.099044774,23.47992403,1600.68103,"7-8",0.287119326509004
0.730755613,1.098996854,23.419889,1600.596436,"7-8",0.286915797194882
0.72999334,1.099395089,23.3910092,1600.537109,"7-8",0.286807695328355
0.170869929,1.612789484,8.016277962,399.2738037,"7-3",0.303346035971642
0.170611466,1.61490364,8.259378848,399.4881592,"7-3",0.306219664827718
0.170494499,1.615030696,8.563448937,399.8294067,"7-3",0.309841670600014
0.170045929,1.616839063,8.604713426,399.9397583,"7-3",0.310276806816157
0.169808482,1.616711297,8.593003377,399.9655457,"7-3",0.31013001994431
0.103607985,1.723323274,14.82069451,1599.56897,"7-3",0.249575570874915
0.103455965,1.72424689,14.85361421,1599.590088,"7-3",0.249665353472574
0.10306993,1.725302968,14.90886008,1599.592041,"7-3",0.249821120413522
0.10301383,1.72565625,14.90184544,1599.638428,"7-3",0.249795875046976
0.102933955,1.726563,14.90314873,1599.636108,"7-3",0.249792065524643
0.698293111,1.11181959,17.48491034,400.2563782,"6-1",0.44789077105127
0.698868992,1.11155743,17.51628142,400.305542,"6-1",0.448316508527051
0.699113598,1.111366945,17.57445829,400.3670044,"6-1",0.449100964360602
0.699093026,1.111512238,17.61381119,400.4244385,"6-1",0.449600396942734
0.698795094,1.111891665,17.56543932,400.4047852,"6-1",0.448911952462727
0.594740692,1.157006337,23.96659642,1599.125366,"6-1",0.287384136313015
0.594496093,1.156595954,24.0420972,1599.151001,"6-1",0.28765162200027
0.593948751,1.156552674,24.16095608,1599.2677,"6-1",0.288053631043744
0.593455863,1.156415862,24.2820585,1599.34314,"6-1",0.28846779662126
0.592025842,1.157557049,24.36174982,1599.416382,"NA-NA",0.288707702469977
0.141114216,1.588648619,9.980445517,400.2933655,"6-3",0.327669188592928
0.140938657,1.58907197,9.982974186,400.3114014,"6-3",0.32768368543661
0.140699219,1.588912495,9.932677684,400.2894592,"6-3",0.327078059984781
0.14051499,1.588055662,9.798279441,400.1456299,"6-3",0.325495784507297
0.140406958,1.587680095,9.634003109,399.9609375,"6-3",0.323545185107785
0.11147318,1.67784071,17.40380323,1598.542603,"6-3",0.257784791250112
0.111377369,1.677311094,17.40384248,1598.565918,"6-3",0.257789674325158
0.11125934,1.677047612,17.37916514,1598.575806,"6-3",0.257717723210968
0.111087565,1.677225267,17.35786357,1598.558105,"6-3",0.257652247860067
0.1107866,1.677231621,17.34730151,1598.512085,"6-3",0.257621853170055
0.344901294,1.338681679,13.98342237,399.4604797,"6-4",0.387436402807498
0.344906348,1.338939093,13.9342736,399.3808899,"6-4",0.386820439723548
0.345189582,1.338626028,13.80359732,399.23349,"6-4",0.385199408898338
0.345131629,1.3384328,13.73539891,399.1682129,"6-4",0.384348986639894
0.345476066,1.337764245,13.68945322,399.1298828,"6-4",0.383798181777463
0.299436159,1.412226115,21.47812343,1600.726685,"6-4",0.273859975117892
0.299289501,1.411971305,21.45366611,1600.748901,"6-4",0.273785237315829
0.298468773,1.412812863,21.28889113,1600.794678,"6-4",0.273243677287148
0.298278209,1.412994222,21.19891699,1600.696777,"6-4",0.272957832357545
0.297678208,1.413741724,21.12223641,1600.719482,"6-4",0.272700043541423
0.549620082,1.176833961,13.67776568,399.2279663,"6-5",0.391772371510087
0.550196805,1.176448071,13.5596374,399.067749,"6-5",0.390257821851385
0.550800107,1.176243768,13.48220841,398.9390259,"6-5",0.389272475116923
0.550617016,1.176350613,13.4567768,398.863678,"6-5",0.388954307784726
0.550997573,1.175834302,13.46945031,398.8430786,"6-5",0.38916521793729
0.45232403,1.251015477,19.37702293,1599.391846,"6-5",0.269862846790522
0.451356531,1.25142286,19.17670661,1599.106812,"6-5",0.269199889575248
0.450279567,1.252151431,19.04036573,1598.908569,"6-5",0.268740789717987
0.449734303,1.252644424,19.06229679,1598.916992,"6-5",0.268804747694414
0.448398886,1.253657506,19.12623776,1598.914185,"6-5",0.268999752343739
0.797108995,1.055680385,22.32494583,399.7982483,"6-6",0.521180115831642
0.796862687,1.055680619,22.27963904,399.7440491,"6-6",0.520581845966606
0.79724779,1.05558849,22.2479414,399.7139282,"6-6",0.520166914033563
0.796857702,1.055654666,22.29159349,399.7468872,"6-6",0.520751536475918
0.79777319,1.054925177,22.30899113,399.7530212,"6-6",0.52107111441461
0.759735721,1.04368849,26.40969456,1599.875854,"6-6",0.299088137119663
0.759959648,1.043397981,26.39862139,1599.809326,"6-6",0.299062095852436
0.75940317,1.043402753,26.36122211,1599.62146,"6-6",0.298940151204052
0.759149145,1.043272245,26.49039853,1599.611206,"6-6",0.299403662794606
0.758417409,1.043289835,26.71932083,1599.782593,"6-6",0.300205827992348
0.28381144,1.322226741,13.36397895,400.5024109,"6-7",0.379662463915388
0.283409205,1.322593813,13.29511375,400.4617004,"6-7",0.378765083835977
0.282567376,1.32380458,13.17120223,400.3534851,"6-7",0.37714061999988
0.282240466,1.323437115,13.05114644,400.2644653,"6-7",0.375628875208284
0.282051889,1.323310791,12.93420848,400.1556091,"6-7",0.374154555461037
0.249789293,1.390237632,23.90397412,1600.588867,"6-7",0.282018545898457
0.249747012,1.390544189,23.79945616,1600.547974,"6-7",0.281679415799112
0.250101477,1.388707829,23.62611523,1600.350586,"6-7",0.281167210590472
0.250561857,1.387158996,23.45892387,1600.077026,"6-7",0.280672399196919
0.250702562,1.386973106,23.37573416,1599.867554,"6-7",0.28041853609196
0.692824499,1.045922171,22.67871651,399.6629944,"6-8",0.527364903624106
0.69394436,1.0451066,22.64668901,399.5929871,"6-8",0.527056560753933
0.694976877,1.044554459,22.63054123,399.5358887,"6-8",0.526934129337698
0.696822344,1.043291602,22.6994311,399.5570374,"6-8",0.528036200625391
0.697392856,1.042866907,22.79230343,399.6583862,"6-8",0.529321701667839
0.655190994,1.007741539,36.36921004,1599.623291,"6-8",0.336103640334937
0.654315726,1.007556888,36.37724582,1599.581299,"6-8",0.336144618044484
0.654420633,1.007317822,36.39293807,1599.613281,"6-8",0.336209637627423
0.654199367,1.007058891,36.31856872,1599.508545,"6-8",0.335962868606694
0.653333001,1.007075069,36.28002859,1599.465454,"6-8",0.335827010407972
0.903912255,0.886589311,22.71997193,400.9151001,"2-1",0.546837375368991
0.905599082,0.88594347,22.75040104,400.975708,"2-1",0.547334581754984
0.909775781,0.884186551,22.66334569,400.9186401,"2-1",0.546322953247878
0.911816814,0.883653126,22.62370528,400.8905945,"2-1",0.545825829314719
0.914888694,0.88282502,22.53152762,400.8091125,"2-1",0.544624343341668
0.847767773,0.919691215,29.61998772,1600.02417,"2-1",0.315404641650641
0.848760453,0.919151789,29.62794275,1600.057983,"2-1",0.315455485162177
0.84903854,0.91901328,29.68095926,1600.162354,"2-1",0.315651414295377
0.85009201,0.917975633,29.79941024,1600.370361,"2-1",0.316123003822689
0.848900355,0.918327744,29.97214664,1600.608276,"2-1",0.316733015634911
0.330559032,1.238395602,13.73495468,398.8424988,"2-2",0.389402608907656
0.330689434,1.238332026,13.74227241,398.849823,"2-2",0.389500606518031
0.331207085,1.237070151,13.75447074,398.8569031,"2-2",0.389726660740634
0.331506103,1.236423049,13.77147646,398.8795471,"2-2",0.389978005315137
0.331624733,1.235778507,13.80682303,398.9050293,"2-2",0.390473917095434
0.210978491,1.400249914,23.59186915,1599.850586,"2-2",0.280865577483327
0.210956024,1.399892798,23.77848315,1600.049683,"2-2",0.281460225944547
0.210845586,1.400427859,24.04888603,1600.392334,"2-2",0.282299293742435
0.210887173,1.401460534,24.24162265,1600.660156,"2-2",0.282883470471247
0.210600704,1.402851483,24.00548822,1600.482178,"2-2",0.282110447772182
1.431950308,1.270747008,26.11402043,399.9766541,"2-3",0.551173596835618
1.431991188,1.270897435,26.02901556,399.8483276,"2-3",0.550144234024327
1.43174124,1.271425544,25.91244757,399.6099854,"2-3",0.548754994670355
1.430550066,1.272048425,25.85308477,399.4841003,"2-3",0.548017656640008
1.43116736,1.272057077,25.72930503,399.2329407,"2-3",0.546590702188138
1.407231146,1.290086732,33.78304116,1599.989502,"2-3",0.316593277749741
1.406364894,1.290529415,33.8900738,1600.084106,"2-3",0.316925837666802
1.405873821,1.290470928,34.02849784,1600.190918,"2-3",0.317375914889731
1.406760718,1.290005852,34.04272082,1600.190674,"2-3",0.317436829306424
1.406611829,1.289768921,34.0689234,1600.172119,"2-3",0.317531589058261
0.851445332,1.395098444,23.67192642,400.2938538,"2-4",0.508612548773372
0.851100826,1.395333482,23.65223155,400.2722473,"2-4",0.50835902121945
0.850396585,1.395707354,23.54501193,400.210968,"2-4",0.50700375182221
0.849688308,1.396097827,23.54020172,400.2329712,"2-4",0.506896523066207
0.849461057,1.396241663,23.65745276,400.4163818,"2-4",0.508249008973389
0.62914241,1.49999504,33.38668523,1600.313477,"2-4",0.309707798964368
0.627582956,1.501264112,33.49245005,1600.506592,"2-4",0.309995698480603
0.626366415,1.502104633,33.57831338,1600.721313,"2-4",0.310229969918057
0.625053981,1.502859247,33.47476646,1600.899292,"2-4",0.309877025291561
0.624510436,1.502995133,33.12598361,1600.667969,"2-4",0.30879955460621
0.503847752,1.565201173,18.86696793,399.6747742,"2-6",0.438116452425292
0.504267608,1.564116654,18.93115563,399.7059326,"2-6",0.438944880177279
0.50412186,1.564303272,19.12802736,399.9399414,"2-6",0.441226644587761
0.501313052,1.565993844,18.9652673,399.717804,"2-6",0.439264072388058
0.501307679,1.565841772,19.29527463,400.1237183,"2-6",0.443100918637585
0.403427303,1.535642052,26.67987145,1599.7854,"2-6",0.288106313104995
0.403205569,1.535702728,26.71287986,1599.719116,"2-6",0.28821104100645
0.402764921,1.537098858,26.77357725,1599.663452,"2-6",0.288376672792946
0.401985394,1.539104788,26.82719978,1599.628296,"2-6",0.28850806719649
0.401705727,1.540034093,26.92926241,1599.678955,"2-6",0.288804781557782
0.38711669,1.546174106,14.48383247,400.0355835,"2-8",0.384616058071076
0.387129051,1.545922797,14.39913415,399.9494324,"2-8",0.383615867161905
0.386789667,1.545716544,14.24551325,399.7729187,"2-8",0.38179968878695
0.385883549,1.546809106,14.27755604,399.7912598,"2-8",0.382146213117219
0.385508782,1.546451123,14.31711039,399.825531,"2-8",0.382634735524207
0.236316491,1.684776527,22.10428008,1598.834839,"2-8",0.271846474719578
0.235963614,1.684929662,22.17077841,1598.858643,"2-8",0.272043547470238
0.235760632,1.684710784,22.17987025,1598.873901,"2-8",0.27207315929308
0.235125869,1.684790543,22.21065172,1598.805542,"2-8",0.27216757926697
0.234786457,1.68534381,22.17540567,1598.768311,"2-8",0.27205576784239
0.301259573,1.640031785,17.72591023,398.9309692,"2-7",0.421029641069968
0.301172842,1.640024395,17.73571234,398.9558105,"2-7",0.421135803908672
0.300994391,1.640067293,17.78239298,399.0257568,"2-7",0.421663967325657
0.300869817,1.639793942,17.78764059,399.0414124,"2-7",0.421731406564482
0.300787111,1.639556281,17.80280294,399.068634,"2-7",0.421911612819358
0.245495478,1.660806979,33.44473859,1599.578857,"2-7",0.306405091376043
0.245361207,1.661014389,33.41324022,1599.572021,"2-7",0.306306118060877
0.245313814,1.660814922,33.38079102,1599.547729,"2-7",0.306213645476147
0.245351319,1.661203476,33.37773419,1599.457886,"2-7",0.3062021807355
0.245394163,1.661165839,33.37625766,1599.454224,"2-7",0.306198714027765
0.261706882,1.572454374,11.91396021,399.1688538,"5-2",0.352287088976931
0.261615413,1.572774903,11.98165817,399.2676086,"5-2",0.353075382656192
0.262127215,1.570765473,12.11798813,399.4598999,"5-2",0.35474892659717
0.262414631,1.569608709,12.15852016,399.5235596,"5-2",0.355262075859128
0.263293324,1.565524533,12.07250725,399.506073,"5-2",0.354339008662578
0.249944316,1.609295193,15.69244676,1600.537231,"5-2",0.253233259070426
0.249700232,1.609569182,15.63412897,1600.476807,"5-2",0.253054329119995
0.249369317,1.610713056,15.56384894,1600.432739,"5-2",0.252829784359568
0.248846896,1.612280691,15.56499103,1600.356934,"5-2",0.252819988790159
0.248662487,1.612214554,15.57641158,1600.323853,"5-2",0.252856466821124
0.310378737,1.498138883,16.79952623,399.0368652,"5-3",0.416044285592183
0.310372463,1.497463797,16.84741955,399.066925,"5-3",0.41666146905034
0.309829643,1.49817598,16.86741072,399.0733948,"5-3",0.416874580185413
0.309985188,1.497969901,16.83172536,399.0524292,"5-3",0.416448009831037
0.309748337,1.497986245,16.85662606,399.0589294,"5-3",0.416756098316786
0.190757806,1.673715106,26.80512949,1599.067871,"5-3",0.286156836778736
0.190405826,1.674590815,26.95863448,1599.181641,"5-3",0.286599689223183
0.190142426,1.67519351,26.99445484,1599.271973,"5-3",0.286693289648908
0.189927921,1.676034022,26.97700579,1599.329224,"5-3",0.286624169941868
0.189462332,1.67713532,27.07982116,1599.5448,"5-3",0.286905083054225
0.907367965,1.164174369,14.76014369,399.5018921,"5-4",0.407157542354926
0.907318827,1.163883209,14.78372681,399.5054321,"5-4",0.407496089982182
0.906829719,1.163919863,14.83194146,399.5304871,"5-4",0.408140423763904
0.906416222,1.164065917,14.83773837,399.5315247,"5-4",0.408210160503536
0.905220636,1.164538603,14.85794778,399.5259094,"5-4",0.408460178933178
0.70834697,1.208505763,18.10516782,1600.048828,"5-4",0.266337856177369
