"Date","gs","D","A","Ca","Ci","ID","volume"
"2013-03-07",0.14157957,1.677804637,8.630868524,400,273.4066824,"1-4",20
"2013-03-07",0.141985467,1.677843808,8.649746688,400,273.5369274,"1-4",20
"2013-03-07",0.141969328,1.678204545,8.646296395,400,273.5443912,"1-4",20
"2013-03-22",0.386452202,1.522149967,16.79183232,400,292.2049758,"1-4",20
"2013-03-22",0.386372665,1.522510458,16.77941864,400,292.2483779,"1-4",20
"2013-03-22",0.386124977,1.523123895,16.7723509,400,292.2363269,"1-4",20
"2013-03-22",0.386160136,1.52313588,16.79171437,400,292.1600602,"1-4",20
"2013-03-22",0.386369034,1.522587568,16.79883046,400,292.1665507,"1-4",20
"2013-04-08",0.422939918,0.986358812,17.86238061,400,295.0964051,"1-4",20
"2013-04-08",0.419384546,0.988727479,17.76925495,400,295.0238093,"1-4",20
"2013-04-08",0.425799987,0.984097096,17.9001317,400,295.3513855,"1-4",20
"2013-04-08",0.422939918,0.986358812,17.86238061,400,295.0964051,"1-4",20
"2013-04-08",0.425798372,0.98376025,17.78650892,400,295.947053,"1-4",20
"2013-05-01",0.399122081,1.249314236,20.4576363,400,276.047015,"1-4",20
"2013-05-01",0.395346109,1.252855341,20.41206615,400,275.4955932,"1-4",20
"2013-05-01",0.396699695,1.25154509,20.43680035,400,275.6506706,"1-4",20
"2013-05-01",0.399065703,1.249106462,20.44920144,400,276.0885073,"1-4",20
"2013-05-01",0.400587685,1.247836804,20.26325932,400,277.45393,"1-4",20
"2013-05-16",0.219876907,1.278679148,16.46603146,400,245.0629673,"1-4",20
"2013-05-16",0.219239591,1.279200949,16.55548856,400,243.9883458,"1-4",20
"2013-05-16",0.218802947,1.279779665,16.55586709,400,243.719124,"1-4",20
"2013-05-16",0.21857529,1.280315199,16.52857588,400,243.8033293,"1-4",20
"2013-05-16",0.218423997,1.280505128,16.51437321,400,243.8268081,"1-4",20
"2013-03-07",0.802381637,1.070493176,26.28680075,400,281.7371174,"1-5",1000
"2013-03-07",0.802094502,1.070410517,26.36233826,400,281.6584253,"1-5",1000
"2013-03-07",0.802686004,1.070142205,26.85382656,400,279.9222558,"1-5",1000
"2013-03-07",0.801319799,1.071397431,26.74714806,400,280.548713,"1-5",1000
"2013-03-07",0.802580324,1.069444435,26.76007328,400,280.2762333,"1-5",1000
"2013-03-22",0.537859175,1.311374166,23.49733502,400,281.0965693,"1-5",1000
"2013-03-22",0.537960421,1.311341669,23.49284966,400,281.116396,"1-5",1000
"2013-03-22",0.537666394,1.311717579,23.510741,400,281.0125564,"1-5",1000
"2013-03-22",0.537892186,1.311535305,23.46132401,400,281.2263513,"1-5",1000
"2013-03-22",0.537666394,1.311717579,23.510741,400,281.0125564,"1-5",1000
"2013-04-08",0.359918079,0.98505438,18.43552226,400,279.3924033,"1-5",1000
"2013-04-08",0.359918079,0.98505438,18.43552226,400,279.3924033,"1-5",1000
"2013-04-08",0.359918079,0.98505438,18.43552226,400,279.3924033,"1-5",1000
"2013-04-08",0.36776997,0.979112123,18.60135175,400,280.1340926,"1-5",1000
"2013-04-08",0.364925424,0.98148309,18.53118699,400,279.9217994,"1-5",1000
"2013-04-17",0.574276948,1.092731798,19.5249794,400,303.6446681,"1-5",1000
"2013-04-17",0.5737273,1.093484547,19.50506225,400,303.6763299,"1-5",1000
"2013-04-17",0.574276948,1.092731798,19.5249794,400,303.6446681,"1-5",1000
"2013-04-17",0.574712601,1.092130464,19.54895627,400,303.6046279,"1-5",1000
"2013-04-17",0.5737273,1.093484547,19.50506225,400,303.6763299,"1-5",1000
"2013-05-01",0.277030674,1.387874569,18.34134633,400,253.9423948,"1-5",1000
"2013-05-01",0.280179014,1.382581666,18.0056124,400,257.6981522,"1-5",1000
"2013-05-01",0.27785122,1.386990226,18.23038074,400,255.0498702,"1-5",1000
"2013-05-01",0.281634556,1.380909547,18.13051606,400,257.3204873,"1-5",1000
"2013-05-01",0.281105599,1.381419175,18.28384109,400,256.0210644,"1-5",1000
"2013-05-16",0.31385585,1.028570773,17.35437365,400,275.4057674,"1-5",1000
"2013-05-16",0.313436398,1.029971485,17.35282178,400,275.2724924,"1-5",1000
"2013-05-16",0.31416521,1.02802068,17.3847562,400,275.3159724,"1-5",1000
"2013-05-16",0.313735728,1.029204922,17.3811964,400,275.1922269,"1-5",1000
"2013-05-16",0.31375413,1.028901842,17.37380437,400,275.2445861,"1-5",1000
"2013-03-07",0.08134573,2.073794093,8.568241604,400,203.1517919,"1-6",25
"2013-03-07",0.081372217,2.073217152,8.616164022,400,202.2308264,"1-6",25
"2013-03-07",0.081312937,2.074602595,8.555147139,400,203.3152553,"1-6",25
"2013-03-07",0.081327305,2.073027653,8.62231549,400,202.0492504,"1-6",25
"2013-03-07",0.081412596,2.072714464,8.604118225,400,202.6331817,"1-6",25
"2013-03-22",0.187524221,1.841967581,13.74443283,400,247.755307,"1-6",25
"2013-03-22",0.187517435,1.841546113,13.72324501,400,247.9428983,"1-6",25
"2013-03-22",0.187676339,1.838783926,13.77007791,400,247.6443663,"1-6",25
"2013-03-22",0.187576227,1.840663146,13.74605291,400,247.7677094,"1-6",25
"2013-03-22",0.18758936,1.839677617,13.7658724,400,247.612067,"1-6",25
"2013-04-08",0.331801604,1.064886343,15.75990675,400,289.7468628,"1-6",25
"2013-04-08",0.33480678,1.062739218,15.26609086,400,293.6212428,"1-6",25
"2013-04-08",0.334133098,1.063303651,15.35863406,400,292.8962191,"1-6",25
"2013-04-08",0.334133098,1.063303651,15.35863406,400,292.8962191,"1-6",25
"2013-04-08",0.334133098,1.063303651,15.35863406,400,292.8962191,"1-6",25
"2013-04-17",0.355649519,1.237491923,16.33299239,400,290.9510653,"1-6",25
"2013-04-17",0.356004038,1.236217182,16.27723065,400,291.3395954,"1-6",25
"2013-04-17",0.355841044,1.236693391,16.33005003,400,291.0029282,"1-6",25
"2013-04-17",0.355841044,1.236693391,16.33005003,400,291.0029282,"1-6",25
"2013-04-17",0.355841044,1.236693391,16.33005003,400,291.0029282,"1-6",25
"2013-05-01",0.238631481,1.377328844,14.78257835,400,267.3954198,"1-6",25
"2013-05-01",0.238338481,1.377668278,14.69325885,400,268.0122613,"1-6",25
"2013-05-01",0.237736842,1.378485791,14.88507932,400,266.1721697,"1-6",25
"2013-05-01",0.237736842,1.378485791,14.88507932,400,266.1721697,"1-6",25
"2013-05-01",0.236528637,1.380263284,14.5575425,400,268.4981143,"1-6",25
"2013-05-16",0.272751596,1.235252205,15.24674391,400,277.3643406,"1-6",25
"2013-05-16",0.272716744,1.234564436,15.27464746,400,277.1678136,"1-6",25
"2013-05-16",0.272755823,1.233592781,15.30036592,400,277.0015438,"1-6",25
"2013-05-16",0.272784511,1.232906983,15.30251324,400,277.0041794,"1-6",25
"2013-05-16",0.272847544,1.23090578,15.27018105,400,277.2739533,"1-6",25
"2013-03-07",0.621152954,1.202934823,23.40030545,400,280.2129423,"1-7",35
"2013-03-07",0.621410488,1.201837538,23.53758992,400,279.7084854,"1-7",35
"2013-03-07",0.622321999,1.199387869,23.66021529,400,279.443446,"1-7",35
"2013-03-07",0.622179834,1.198470184,23.70446437,400,279.3001663,"1-7",35
"2013-03-07",0.621594519,1.198284858,23.75727041,400,279.133524,"1-7",35
"2013-03-22",0.492856517,1.377747541,21.98673035,400,280.9717926,"1-7",35
"2013-03-22",0.492849047,1.377630745,21.95783176,400,281.0862131,"1-7",35
"2013-03-22",0.493188202,1.377004733,21.93961488,400,281.2113645,"1-7",35
"2013-03-22",0.493603625,1.376324116,21.94033358,400,281.2890064,"1-7",35
"2013-03-22",0.493520456,1.376215293,21.93513253,400,281.2898473,"1-7",35
"2013-04-08",0.206793736,1.183342596,15.67338902,400,245.9219621,"1-7",35
"2013-04-08",0.206793736,1.183342596,15.67338902,400,245.9219621,"1-7",35
"2013-04-08",0.206793736,1.183342596,15.67338902,400,245.9219621,"1-7",35
"2013-04-08",0.209485791,1.180705103,15.29955955,400,250.9264838,"1-7",35
"2013-04-08",0.198202877,1.237820193,15.34374803,400,243.5732314,"1-7",35
"2013-04-17",0.221018911,1.256494499,18.07999466,400,231.187229,"1-7",35
"2013-04-17",0.221018911,1.256494499,18.07999466,400,231.187229,"1-7",35
"2013-04-17",0.221009949,1.255953923,18.09456882,400,231.0662534,"1-7",35
"2013-04-17",0.221380912,1.254180149,18.16768174,400,230.6619369,"1-7",35
"2013-04-17",0.221133266,1.255195613,18.13943994,400,230.7690865,"1-7",35
"2013-05-01",0.143049077,1.490349345,12.69302509,400,227.2516235,"1-7",35
"2013-05-01",0.14306366,1.490690318,12.71910043,400,226.9495283,"1-7",35
"2013-05-01",0.143040993,1.490054726,12.64105827,400,227.8920813,"1-7",35
"2013-05-01",0.143134524,1.489814807,12.63241089,400,228.0811486,"1-7",35
"2013-05-01",0.14306366,1.490690318,12.71910043,400,226.9495283,"1-7",35
"2013-05-16",0.147935488,1.243348382,12.92849915,400,231.5217794,"1-7",35
"2013-05-16",0.147624609,1.244452576,12.89073412,400,231.6387616,"1-7",35
"2013-05-16",0.148029363,1.242751764,12.89068641,400,232.0512871,"1-7",35
"2013-05-16",0.148515198,1.241001148,12.81414326,400,233.3388465,"1-7",35
"2013-05-16",0.147302356,1.245829968,12.8413737,400,231.8647218,"1-7",35
"2013-03-07",0.200454858,1.754172251,12.84128931,400,258.6377246,"1-8",5
"2013-03-07",0.200500504,1.753544347,12.80561484,400,258.9640704,"1-8",5
"2013-03-07",0.200523554,1.752807567,12.77669523,400,259.222544,"1-8",5
"2013-03-07",0.200553827,1.752539943,12.65395979,400,260.3246912,"1-8",5
"2013-03-07",0.200512725,1.752502921,12.72373923,400,259.6955662,"1-8",5
"2013-03-22",0.172197663,1.69902975,11.9035721,400,259.2067883,"1-8",5
"2013-03-22",0.172196057,1.698327752,11.93568736,400,258.8772328,"1-8",5
"2013-03-22",0.172078937,1.7004519,11.91522436,400,258.996974,"1-8",5
"2013-03-22",0.172128456,1.699924404,11.88950421,400,259.3034371,"1-8",5
"2013-03-22",0.172196057,1.698327752,11.93568736,400,258.8772328,"1-8",5
"2013-04-08",0.259321005,1.107926099,12.42984656,400,293.88415,"1-8",5
"2013-04-08",0.259321005,1.107926099,12.42984656,400,293.88415,"1-8",5
"2013-04-08",0.260734586,1.096696408,12.43135589,400,294.5200343,"1-8",5
"2013-04-08",0.261370228,1.10214954,12.24482117,400,295.972505,"1-8",5
"2013-04-08",0.259929454,1.098570506,12.62480705,400,292.7752145,"1-8",5
"2013-04-17",0.202682859,1.087656969,10.05053549,400,296.8839957,"1-8",5
"2013-04-17",0.202682859,1.087656969,10.05053549,400,296.8839957,"1-8",5
"2013-04-17",0.202682859,1.087656969,10.05053549,400,296.8839957,"1-8",5
"2013-04-17",0.202822366,1.087267847,10.0521988,400,296.9194302,"1-8",5
"2013-04-17",0.203008135,1.086535914,10.07825059,400,296.7612016,"1-8",5
"2013-05-01",0.240903371,1.198500348,16.33475864,400,257.3822757,"1-8",5
"2013-05-01",0.240903371,1.198500348,16.33475864,400,257.3822757,"1-8",5
"2013-05-01",0.240494007,1.199065036,16.31958246,400,257.3306786,"1-8",5
"2013-05-01",0.241777604,1.196200513,16.39161659,400,257.3286852,"1-8",5
"2013-05-01",0.241777604,1.196200513,16.39161659,400,257.3286852,"1-8",5
"2013-05-16",0.248776315,1.172755207,16.0926526,400,263.1662863,"1-8",5
"2013-05-16",0.248991808,1.171649851,16.07024344,400,263.392722,"1-8",5
"2013-05-16",0.248837804,1.170683612,16.08641048,400,263.2250102,"1-8",5
"2013-05-16",0.248410828,1.170679609,16.10653681,400,262.8925966,"1-8",5
"2013-05-16",0.248781478,1.173146296,16.15386022,400,262.7625269,"1-8",5
"2013-03-07",0.909775781,0.884186551,22.66334569,400,305.1936615,"2-1",20
"2013-03-07",0.903912255,0.886589311,22.71997193,400,304.7024147,"2-1",20
"2013-03-07",0.905599082,0.88594347,22.75040104,400,304.7205092,"2-1",20
"2013-03-07",0.911816814,0.883653126,22.62370528,400,305.4097809,"2-1",20
"2013-03-07",0.914888694,0.88282502,22.53152762,400,305.8201701,"2-1",20
"2013-03-22",0.22960598,1.643628616,16.81656905,400,244.7651643,"2-1",20
"2013-03-22",0.22955491,1.643731771,16.77876245,400,245.0416929,"2-1",20
"2013-03-22",0.229505711,1.644105568,16.76149798,400,245.145277,"2-1",20
"2013-03-22",0.229561227,1.644129086,16.78597344,400,244.9674621,"2-1",20
"2013-03-22",0.229505711,1.644105568,16.76149798,400,245.145277,"2-1",20
"2013-04-08",0.352593199,0.960925288,16.42387044,400,291.1963816,"2-1",20
"2013-04-08",0.348443553,0.965011405,16.55308208,400,289.6120583,"2-1",20
"2013-04-08",0.366416975,0.952776701,16.98056664,400,290.6967559,"2-1",20
"2013-04-08",0.351907302,0.962689222,16.45599977,400,290.945904,"2-1",20
"2013-04-08",0.356212977,0.960045007,16.70705038,400,290.2673008,"2-1",20
"2013-04-17",0.41220845,1.131267934,18.59548446,400,287.6015448,"2-1",20
"2013-04-17",0.41321931,1.128411053,18.6439812,400,287.5590411,"2-1",20
"2013-04-17",0.412385774,1.130385257,18.59969089,400,287.622463,"2-1",20
"2013-04-17",0.412976014,1.129186681,18.6453273,400,287.5193047,"2-1",20
"2013-04-17",0.412385774,1.130385257,18.59969089,400,287.622463,"2-1",20
"2013-05-01",0.142544233,1.277144029,9.646761724,400,267.2614341,"2-1",20
"2013-05-01",0.142632917,1.276363141,9.625917123,400,267.5559202,"2-1",20
"2013-05-01",0.142632917,1.276363141,9.625917123,400,267.5559202,"2-1",20
"2013-05-01",0.142544233,1.277144029,9.646761724,400,267.2614341,"2-1",20
"2013-05-01",0.142610837,1.276583733,9.637311024,400,267.4211575,"2-1",20
"2013-05-16",0.176569199,1.295136496,14.82878715,400,233.4991315,"2-1",20
"2013-05-16",0.176528401,1.294876196,14.84538075,400,233.3122444,"2-1",20
"2013-05-16",0.176863759,1.295044543,14.87963637,400,233.2199476,"2-1",20
"2013-05-16",0.177112894,1.295062766,14.88458398,400,233.3783568,"2-1",20
"2013-05-16",0.177370415,1.294555215,14.92289583,400,233.1928009,"2-1",20
"2013-03-07",0.330559032,1.238395602,13.73495468,400,294.4909143,"2-2",15
"2013-03-07",0.330689434,1.238332026,13.74227241,400,294.4729844,"2-2",15
"2013-03-07",0.331207085,1.237070151,13.75447074,400,294.5049636,"2-2",15
"2013-03-07",0.331506103,1.236423049,13.77147646,400,294.471856,"2-2",15
"2013-03-07",0.331624733,1.235778507,13.80682303,400,294.279915,"2-2",15
"2013-03-22",0.134071305,1.439163547,12.56820078,400,219.8056045,"2-2",15
"2013-03-22",0.134071852,1.437985944,12.43521314,400,221.5777298,"2-2",15
"2013-03-22",0.133447255,1.441055589,12.61505376,400,218.4843927,"2-2",15
"2013-03-22",0.134469069,1.437833566,12.43741667,400,221.9739068,"2-2",15
"2013-03-22",0.132977019,1.442118699,12.64670222,400,217.5364862,"2-2",15
"2013-04-08",0.248913226,1.071667065,14.49908607,400,274.993291,"2-2",15
"2013-04-08",0.248913226,1.071667065,14.49908607,400,274.993291,"2-2",15
"2013-04-08",0.249541996,1.071557912,14.65858331,400,273.9436223,"2-2",15
"2013-04-08",0.247692536,1.074141615,14.71546639,400,272.8156538,"2-2",15
"2013-04-08",0.249164883,1.072423914,14.61905374,400,274.1229807,"2-2",15
"2013-04-17",0.263249617,1.313193069,11.87432123,400,297.8590479,"2-2",15
"2013-04-17",0.262900704,1.31404789,11.86541971,400,297.8059635,"2-2",15
"2013-04-17",0.263501783,1.312375688,11.84883524,400,298.1066603,"2-2",15
"2013-04-17",0.263249617,1.313193069,11.87432123,400,297.8590479,"2-2",15
"2013-04-17",0.263083272,1.313650517,11.88485313,400,297.7311957,"2-2",15
"2013-05-01",0.233400705,1.331404201,14.10931398,400,271.8409147,"2-2",15
"2013-05-01",0.233140048,1.331372561,14.10765854,400,271.7468167,"2-2",15
"2013-05-01",0.233256901,1.33067252,14.14044995,400,271.5188453,"2-2",15
"2013-05-01",0.233140048,1.331372561,14.10765854,400,271.7468167,"2-2",15
"2013-05-01",0.233201448,1.330550713,14.17126861,400,271.2463203,"2-2",15
"2013-05-16",0.1553756,1.341976625,11.8295679,400,250.7088739,"2-2",15
"2013-05-16",0.15457813,1.344413796,11.80403186,400,250.3482194,"2-2",15
"2013-05-16",0.155309414,1.342370652,11.85429504,400,250.3881162,"2-2",15
"2013-05-16",0.154785029,1.343821262,11.82481712,400,250.2822863,"2-2",15
"2013-05-16",0.155014083,1.343391636,11.83503889,400,250.3539674,"2-2",15
"2013-03-07",1.43116736,1.272057077,25.72930503,400,304.3704455,"2-3",1000
"2013-03-07",1.43174124,1.271425544,25.91244757,400,304.1608367,"2-3",1000
"2013-03-07",1.430550066,1.272048425,25.85308477,400,304.2024858,"2-3",1000
"2013-03-07",1.431991188,1.270897435,26.02901556,400,304.0218381,"2-3",1000
"2013-03-07",1.431950308,1.270747008,26.11402043,400,303.8718246,"2-3",1000
"2013-03-22",0.79798719,1.026766549,27.03960227,400,292.898086,"2-3",1000
"2013-03-22",0.796315912,1.027626458,27.05950983,400,292.7255084,"2-3",1000
"2013-03-22",0.794008732,1.028417511,26.90485093,400,293.176689,"2-3",1000
"2013-03-22",0.795218544,1.027886096,27.00860835,400,292.8679928,"2-3",1000
"2013-03-22",0.795072422,1.028087025,27.0132465,400,292.827487,"2-3",1000
"2013-04-08",0.730823719,0.695829059,25.68265675,400,294.0833658,"2-3",1000
"2013-04-08",0.725921425,0.69753481,25.6619132,400,293.7772216,"2-3",1000
"2013-04-08",0.734873312,0.694473589,25.59311374,400,294.7414855,"2-3",1000
"2013-04-08",0.729456771,0.696575606,25.75066331,400,293.7027435,"2-3",1000
"2013-04-08",0.735815034,0.69471354,25.88641666,400,293.6541563,"2-3",1000
"2013-04-17",0.470314704,0.996646345,21.51278528,400,282.4309091,"2-3",1000
"2013-04-17",0.469787964,0.997092944,21.5166078,400,282.3308121,"2-3",1000
"2013-04-17",0.470315621,0.996527571,21.52503508,400,282.4053668,"2-3",1000
"2013-04-17",0.469835417,0.997018796,21.51719094,400,282.3296799,"2-3",1000
"2013-04-17",0.470314704,0.996646345,21.51278528,400,282.4309091,"2-3",1000
"2013-05-01",0.474302195,1.112975736,17.32523414,400,303.2573332,"2-3",1000
"2013-05-01",0.473572545,1.11409921,17.33272214,400,303.127181,"2-3",1000
"2013-05-01",0.473572545,1.11409921,17.33272214,400,303.127181,"2-3",1000
"2013-05-01",0.473295345,1.115541041,17.30452167,400,303.2136812,"2-3",1000
"2013-05-01",0.473284548,1.115016413,17.31316386,400,303.1671038,"2-3",1000
"2013-05-16",0.2205016,1.265759698,17.27788343,400,237.6061112,"2-3",1000
"2013-05-16",0.221129742,1.264608518,17.28658134,400,237.8428761,"2-3",1000
"2013-05-16",0.221786452,1.263842453,17.35019857,400,237.7181268,"2-3",1000
"2013-05-16",0.220198409,1.266011052,17.32856733,400,237.0572693,"2-3",1000
"2013-05-16",0.219915495,1.265654665,17.33332273,400,236.870768,"2-3",1000
"2013-03-07",0.850396585,1.395707354,23.54501193,400,294.5317589,"2-4",25
"2013-03-07",0.849461057,1.396241663,23.65745276,400,294.2325015,"2-4",25
"2013-03-07",0.849688308,1.396097827,23.54020172,400,294.531636,"2-4",25
"2013-03-07",0.851445332,1.395098444,23.67192642,400,294.1640408,"2-4",25
"2013-03-07",0.851100826,1.395333482,23.65223155,400,294.202238,"2-4",25
"2013-03-22",0.168699995,1.346140904,13.01385735,400,246.624337,"2-4",25
"2013-03-22",0.168519028,1.346183641,13.06327796,400,245.982599,"2-4",25
"2013-03-22",0.168377602,1.346762872,13.13675358,400,245.1044419,"2-4",25
"2013-03-22",0.168594265,1.345895681,13.14344843,400,245.211778,"2-4",25
"2013-03-22",0.16846313,1.34629608,13.18906328,400,244.6037028,"2-4",25
"2013-04-08",0.248091142,1.115726842,13.7892112,400,279.6805658,"2-4",25
"2013-04-08",0.24522314,1.118480482,13.47979524,400,281.0736754,"2-4",25
"2013-04-08",0.246570532,1.117313326,13.53262894,400,281.2114993,"2-4",25
"2013-04-08",0.24522314,1.118480482,13.47979524,400,281.0736754,"2-4",25
"2013-04-08",0.244376187,1.118822494,13.9634853,400,276.8684064,"2-4",25
"2013-04-17",0.202010561,1.347049751,14.52597017,400,253.0160938,"2-4",25
"2013-04-17",0.201578646,1.348355719,14.47134486,400,253.2592899,"2-4",25
"2013-04-17",0.201690737,1.347910136,14.49364327,400,253.1218496,"2-4",25
"2013-04-17",0.201690737,1.347910136,14.49364327,400,253.1218496,"2-4",25
"2013-04-17",0.201578646,1.348355719,14.47134486,400,253.2592899,"2-4",25
"2013-05-01",0.276878742,1.268014003,15.33286551,400,276.7564489,"2-4",25
"2013-05-01",0.276878742,1.268014003,15.33286551,400,276.7564489,"2-4",25
"2013-05-01",0.278376854,1.26234705,15.35410462,400,277.1259836,"2-4",25
"2013-05-01",0.276878742,1.268014003,15.33286551,400,276.7564489,"2-4",25
"2013-05-01",0.27940422,1.257257202,15.35759286,400,277.4324695,"2-4",25
"2013-05-16",0.1672078,1.363239257,14.32345741,400,230.4292871,"2-4",25
"2013-05-16",0.167894783,1.363453001,14.2150054,400,232.0706527,"2-4",25
"2013-05-16",0.168394767,1.364069642,14.2515918,400,232.0759012,"2-4",25
"2013-05-16",0.168031161,1.363755371,14.21212325,400,232.2024563,"2-4",25
"2013-05-16",0.167431369,1.363072494,14.27506722,400,231.1029046,"2-4",25
"2013-03-07",0.504267608,1.564116654,18.93115563,400,287.9502519,"2-6",5
"2013-03-07",0.503847752,1.565201173,18.86696793,400,288.2037007,"2-6",5
"2013-03-07",0.501313052,1.565993844,18.9652673,400,287.4288304,"2-6",5
"2013-03-07",0.501307679,1.565841772,19.29527463,400,286.0810936,"2-6",5
"2013-03-07",0.50412186,1.564303272,19.12802736,400,287.1242186,"2-6",5
"2013-03-22",0.110460592,1.559579731,9.180972056,400,242.3442894,"2-6",5
"2013-03-22",0.110926627,1.551439099,9.171614115,400,243.0906867,"2-6",5
"2013-03-22",0.111432946,1.542175205,9.073694699,400,245.2668277,"2-6",5
"2013-03-22",0.110460592,1.559579731,9.180972056,400,242.3442894,"2-6",5
"2013-03-22",0.110158523,1.564195912,9.08535182,400,243.490077,"2-6",5
"2013-04-08",0.218340804,1.08128461,13.34648953,400,273.5677697,"2-6",5
"2013-04-08",0.218959226,1.08120466,13.17570424,400,275.3617644,"2-6",5
"2013-04-08",0.218959226,1.08120466,13.17570424,400,275.3617644,"2-6",5
"2013-04-08",0.218959226,1.08120466,13.17570424,400,275.3617644,"2-6",5
