"ID","Date","plot","pot","volume","campaign","CO2","CO2R","Photo","Cond","Ci","Tleaf","VpdL","Area","Trmmol"
"5-6",2013-03-07,5,6,"1000",1,1600,1598.4264158,30.0447047,0.8895475116,1443.627028,25.732968142,1.0745990674,6,5.9481847852
"5-6",2013-03-22,5,6,"1000",2,1600,1598.9299316,39.109674244,0.4911834298,1358.1453218,27.801368332,1.5296506124,6,6.5384830964
"5-6",2013-04-08,5,6,"1000",3,1600,1599.9493652,30.414748888,0.3923790828,1386.9852094,24.766703414,1.2744740438,6,4.4088860772
"5-6",2013-04-17,5,6,"1000",4,1600,1599.7310058,26.908694864,0.3190949552,1382.950067,24.57650375,1.2617124906,6,3.6680072048
"5-6",2013-05-01,5,6,"1000",5,1600,1599.6994386,34.631429114,0.3328504326,1338.8782274,24.580696108,1.2722697808,6,3.8003070694
"5-6",2013-05-16,5,6,"1000",6,1600,1599.3875976,32.105907614,0.2810281774,1329.3733432,24.407473374,1.1787310856,6,3.071524794
"5-7",2013-03-07,5,7,"35",1,1600,1600.462378,31.843618964,1.145087972,1444.7989986,26.579130172,1.2185421538,6,7.8267938724
"5-7",2013-03-22,5,7,"35",2,1600,1599.6435792,28.582846286,0.1740334134,1240.5416398,28.151892088,1.8687143568,6,3.1250453904
"5-7",2013-04-08,5,7,"35",3,1600,1599.1787598,19.536457214,0.470326413,1463.8303216,24.653437044,1.1457856954,6,4.6408966702
"5-7",2013-04-17,5,7,"35",4,1600,1599.668042,23.245021542,0.2273629658,1359.3998836,24.410088348,1.3674037738,6,2.9150336098
"5-7",2013-05-01,5,7,"35",5,1600,1601.0441648,23.9310912,0.178987456,1309.343819,24.43234482,1.4426200408,6,2.4328293134
"5-7",2013-05-16,5,7,"35",6,1600,1599.4888428,25.848563608,0.412691966,1422.3595206,25.140613556,1.0853955374,6,3.9939126608
"5-8",2013-03-07,5,8,"5",1,1600,1599.1032716,22.29280728,0.3408945308,1401.3781164,27.630376054,1.565936389,6,4.3644752184
"5-8",2013-03-22,5,8,"5",2,1600,1601.2372316,25.148876644,0.2743648484,1359.8710836,29.134282684,1.843924841,6,4.7161736266
"5-8",2013-04-08,5,8,"5",3,1600,1600.151245,23.586011254,0.3015860548,1401.185732,25.640175628,1.1910763678,6,3.2654165766
"5-8",2013-04-17,5,8,"5",4,1600,1600.6744628,22.008032272,0.5274385448,1456.7587672,25.078546522,1.2355847096,6,5.577829881
"5-8",2013-05-01,5,8,"5",5,1600,1599.5784668,26.950231112,0.5753841806,1445.9715264,24.608063126,1.0254677976,6,4.9264015988
"5-8",2013-05-16,5,8,"5",6,1600,1600.1809816,29.259999836,0.6351138734,1440.9448412,25.433134842,1.0765235152,6,5.7096998626
"6-1",2013-03-07,6,1,"35",1,1600,1599.22180175,24.11292705,0.59416034975,1445.97429325,25.708188055,1.15664270675,6,4.89323777775
"6-1",2013-03-22,6,1,"35",2,1600,1599.2480468,24.014550702,0.3486160216,1411.6297816,26.325872802,1.2562460906,6,3.9261984888
"6-1",2013-04-08,6,1,"35",3,1600,1600.0405028,20.280137874,0.3597928784,1444.4438274,25.137332152,1.0462534312,6,3.3618034884
"6-1",2013-04-17,6,1,"35",4,1600,1599.3530764,22.366765616,0.35770618,1428.7281076,25.218378452,1.0959000192,6,3.5393421504
"6-1",2013-05-01,6,1,"35",5,1600,1600.1744138,20.56407443,0.2475260504,1389.0643814,25.622145464,1.5518365522,6,3.5871416482
"6-1",2013-05-16,6,1,"35",6,1600,1600.714258,21.609065058,0.2143268946,1367.2121914,24.716566466,1.3014093186,6,2.6438203998
"6-3",2013-03-07,6,3,"5",1,1600,1598.5509034,17.378395186,0.1111968108,1269.4616124,26.544265748,1.6773312608,6,1.7452792568
"6-3",2013-03-22,6,3,"5",2,1600,1599.2631834,20.540292292,0.085132747,1145.923618,26.400231172,1.401402975,6,1.1653188972
"6-3",2013-04-08,6,3,"5",3,1600,1600.0925538,20.764343946,0.1841028492,1351.546493,25.039817808,1.2478505824,6,2.1684091874
"6-3",2013-04-17,6,3,"5",4,1600,1599.877783,21.185784814,0.2556852866,1395.7839282,25.376735686,1.2900456578,5.900000095,3.07795833
"6-3",2013-05-01,6,3,"5",5,1600,1600.2810302,17.762424582,0.199927026,1395.7790194,24.756954192,1.3951235708,5,2.6360333272
"6-3",2013-05-16,6,3,"5",6,1600,1600.6093264,17.201565462,0.1884169022,1394.611655,24.413962934,1.1293311632,6,2.0347117178
"6-4",2013-03-07,6,4,"20",1,1600,1600.7373046,21.308366814,0.29863017,1400.74792,26.372162246,1.4127492458,6,3.5208776602
"6-4",2013-03-22,6,4,"20",2,1600,1600.149878,20.570575156,0.197791801,1357.4070248,25.831454086,1.5569362062,6,2.8908667906
"6-4",2013-04-08,6,4,"20",3,1600,1599.0927978,21.0725195,0.398792838,1443.351536,24.961202622,1.1757788724,6,4.1337381358
"6-4",2013-04-17,6,4,"20",4,1600,1598.7001952,28.072169356,0.483022538,1422.9069036,25.412941358,1.1254506,6,4.723972125
"6-4",2013-05-01,6,4,"20",5,1600,1599.0951902,27.742471742,0.1578874066,1238.0147504,24.493259812,1.3266936394,6,1.9894687378
"6-4",2013-05-16,6,4,"20",6,1600,1600.0988282,26.187812296,0.1993172294,1312.0131278,24.904787444,1.2592869962,6,2.3924509156
"6-5",2013-03-07,6,5,"10",1,1600,1599.0476808,19.156525964,0.4504186634,1451.8414084,26.416623308,1.2521783396,6,4.3290923116
"6-5",2013-03-22,6,5,"10",2,1600,1599.976367,19.245245276,0.2400204644,1396.7261752,25.273617554,1.5349605884,6,3.4077585512
"6-5",2013-04-08,6,5,"10",3,1600,1599.5452878,17.661212258,0.297701614,1437.5775628,25.241431046,1.2881492628,6,3.490034103
"6-5",2013-04-17,6,5,"10",4,1600,1600.0237546,19.24749291,0.3868220684,1453.6831762,25.306896212,1.1180632948,6,3.8698700942
"6-5",2013-05-01,6,5,"10",5,1600,1599.87274175,17.2915624225,0.33092400825,1452.863677,24.41408396,1.16271621525,6,3.45758385875
"6-5",2013-05-16,6,5,"10",6,1600,1600.9542482,21.717583368,0.3412347724,1426.7711272,24.70036774,1.1973476724,6,3.7210175462
"6-6",2013-03-07,6,6,"15",1,1600,1599.7400878,26.475851484,0.7593330186,1452.6811186,26.42255516,1.0434102608,6,5.2249658764
"6-6",2013-03-22,6,6,"15",2,1600,1599.7550292,20.179627748,0.1974567588,1360.332103,25.8498703,1.5639028504,6,2.8998284924
"6-6",2013-04-08,6,6,"15",3,1600,1599.016748,19.28471392,0.1947364242,1367.8681502,25.829394914,1.4971424824,6,2.7436194444
"6-6",2013-04-17,6,6,"15",4,1600,1600.826758,17.354331058,0.4346693662,1468.1201166,24.941648482,1.2597836338,6,4.8216349454
"6-6",2013-05-01,6,6,"15",5,1600,1600.1777346,26.925239686,0.3440686266,1396.2141946,25.156998062,1.147472001,6,3.5388808216
"6-6",2013-05-16,6,6,"15",6,1600,1600.320996,20.898875798,0.3318676258,1426.4464778,24.898841096,1.2749795552,6,3.8655189108
"6-7",2013-03-07,6,7,"25",1,1600,1600.2864014,23.632840708,0.2501804402,1360.1689666,26.961379242,1.3887243504,6,2.9879587392
"6-7",2013-03-22,6,7,"25",2,1600,1601.3032226,24.600533214,0.2069119072,1329.4902264,25.567289732,1.506408387,6,2.9167552708
"6-7",2013-04-08,6,7,"25",3,1600,1599.5792968,28.10720997,0.3370652176,1381.6417626,25.798384094,1.284286962,6,3.8960008538
"6-7",2013-04-17,6,7,"25",4,1600,1600.4486814,29.73894317,0.622313659,1439.0489594,24.628391264,1.0441353834,6,5.414783509
"6-7",2013-05-01,6,7,"25",5,1600,1599.1609864,30.23633066,0.1769932654,1241.258997,25.284681322,1.3260909196,6,2.2189496284
"6-7",2013-05-16,6,7,"25",6,1600,1599.6947022,34.312005446,0.2433153598,1280.783048,24.54530945,1.3124267798,6,2.9988234136
"6-8",2013-03-07,6,8,"1000",1,1600,1599.558374,36.347598248,0.6542919442,1400.5052994,26.499008942,1.0073500418,6,4.568787626
"6-8",2013-03-22,6,8,"1000",2,1600,1600.5898194,37.560760432,0.5793558252,1392.708191,24.350214004,1.281673582,6,6.1849994732
"6-8",2013-04-08,6,8,"1000",3,1600,1599.9065184,31.404724274,0.4919755526,1410.9267282,25.449626922,1.0885399208,6,4.5974018046
"6-8",2013-04-17,6,8,"1000",4,1600,1599.6365236,31.096301856,0.1844739006,1246.2345024,25.292408372,1.2097055308,6,2.1299769146
"6-8",2013-05-01,6,8,"1000",5,1600,1599.4836668,32.036100588,0.2098557214,1266.9838156,25.228984832,1.315761354,6,2.5826165794
"6-8",2013-05-16,6,8,"1000",6,1600,1599.976807,40.099790665,0.34004751,1306.06283,24.9737634675,1.31229303475,6,4.06482266825
"7-1",2013-03-07,7,1,"15",1,1600,1600.8832032,21.364007056,0.4254499626,1436.6845622,25.093667982,1.2680511682,6,4.1857872092
"7-1",2013-03-22,7,1,"15",2,1600,1601.482129,21.722193908,0.173074445,1317.7661978,26.889980696,1.7514197044,6,2.907844259
"7-1",2013-04-08,7,1,"15",3,1600,1600.3841554,18.879615466,0.479954814,1466.6861266,24.315925214,1.2344965642,6,5.082445374
"7-1",2013-04-17,7,1,"15",4,1600,1600.5362794,19.018874622,0.3370114078,1437.7255878,24.65508003,1.3600908166,6,4.1529708844
"7-1",2013-05-01,7,1,"15",5,1600,1600.4829104,22.48698128,0.3459666382,1416.8363764,25.27645607,1.4122779876,6,4.4039045288
"7-1",2013-05-16,7,1,"15",6,1600,1601.3984618,21.712212978,0.3230521202,1409.9852654,25.34337883,1.6036169546,6,4.7530055074
"7-2",2013-03-07,7,2,"1000",1,1600,1600.003003,34.536086724,0.3967211796,1349.8487534,25.346400068,1.2659034808,6,3.9599138558
"7-2",2013-03-22,7,2,"1000",2,1600,1599.6926514,40.528198092,0.2826963942,1257.4432612,26.87477913,1.6270489994,6,4.2598355586
"7-2",2013-04-08,7,2,"1000",3,1600,1599.8708742,31.336866836,0.3874505172,1381.198903,24.160396196,1.2381791116,6,4.2320325522
"7-2",2013-04-17,7,2,"1000",4,1600,1600.1253176,32.9117206,0.3598776834,1358.8716264,24.618245696,1.350282215,6,4.3716716128
"7-2",2013-05-01,7,2,"1000",5,1600,1600.2169922,32.82545562,0.1948376736,1235.3684144,25.731771088,1.5510182706,6,2.8603756356
"7-2",2013-05-16,7,2,"1000",6,1600,1598.5589844,39.811355458,0.2851095202,1263.7974878,25.184132766,1.6097762842,6,4.2611079784
"7-3",2013-03-07,7,3,"25",1,1600,1599.605127,14.877632594,0.103216333,1295.0797062,26.475922392,1.7250184764,5.800000191,1.677600216
"7-3",2013-03-22,7,3,"25",2,1600,1599.4842284,23.956832308,0.2885096656,1384.8165964,27.017252348,1.6539302648,5.199999809,4.4566361522
"7-3",2013-04-08,7,3,"25",3,1600,1599.9946288,21.393198262,0.22843957,1375.4857022,24.964692306,1.4860806196,5.699999809,3.16156733
"7-3",2013-04-17,7,3,"25",4,1600,1600.3634768,24.586232104,0.5042308782,1441.5336754,24.667433166,1.2324546166,6,5.3542012678
"7-3",2013-05-01,7,3,"25",5,1600,1600.3484866,32.717469142,0.3331513658,1350.1078306,25.514613724,1.3216680478,6,3.9890978056
"7-3",2013-05-16,7,3,"25",6,1600,1598.7677736,23.761569808,0.1318821446,1226.3076318,24.868265534,1.7633144114,6,2.26714438
"7-4",2013-03-07,7,4,"10",1,1600,1600.2794188,25.438236316,0.4018812332,1407.5031552,25.409622192,1.2496153608,6,3.9492871616
"7-4",2013-03-22,7,4,"10",2,1600,1600.9067386,27.695079704,0.6763059608,1453.984155,24.763996886,1.148178426,5.5,6.4630843282
"7-4",2013-04-08,7,4,"10",3,1600,1600.1513914,27.29633722,0.4223720016,1414.2596062,24.315623094,1.2060509422,6,4.4486766982
"7-4",2013-04-17,7,4,"10",4,1600,1599.4311282,31.536953216,0.675006561,1433.032619,25.465016176,1.1364245456,6,6.301374046
"7-4",2013-05-01,7,4,"10",5,1600,1600.097168,26.542199762,0.5287311238,1439.5230476,25.15826492,1.1053225926,6,4.9895387308
"7-4",2013-05-16,7,4,"10",6,1600,1599.5776856,28.957232772,0.3913738966,1390.198255,24.682276152,1.3980056022,6,4.9143674898
"7-5",2013-03-07,7,5,"20",1,1600,1599.4671144,20.475249756,0.1765759166,1329.4432494,26.432769394,1.542157901,6,2.4449000678
"7-5",2013-03-22,7,5,"20",2,1600,1598.8598144,22.2039875,0.3526516402,1412.758754,26.72062912,1.6076679816,6,5.1334526106
"7-5",2013-04-08,7,5,"20",3,1600,1600.7062742,26.097515704,0.5684460394,1447.0114944,24.381455228,1.1191194606,6,5.3214530354
"7-5",2013-04-17,7,5,"20",4,1600,1599.3661622,26.062047476,0.2033370578,1316.29148,24.454834364,1.2751438414,6,2.453851333
"7-5",2013-05-01,7,5,"20",5,1600,1599.426465,29.394718494,0.3004006936,1359.1327086,24.964200212,1.2050784722,6,3.3126343648
"7-5",2013-05-16,7,5,"20",6,1600,1600.93212875,22.5620379,0.271105515,1384.8895985,25.051635265,1.57178277975,6,3.97449131275
"7-6",2013-03-07,7,6,"5",1,1600,1600.127124,20.910204362,0.1680309296,1315.7471792,26.13829956,1.5492826092,6,2.348501765
"7-6",2013-03-22,7,6,"5",2,1600,1599.113208,18.428434866,0.187403317,1365.8417626,26.676179502,1.6580856138,6,2.965798599
"7-6",2013-04-08,7,6,"5",3,1600,1599.7602048,14.477303372,0.2906661474,1456.9855242,25.736303712,1.3989520852,5.599999905,3.7285969654
"7-6",2013-04-17,7,6,"5",4,1600,1599.716113,23.48343969,0.4118597584,1433.7561984,25.224195864,1.142436002,6,4.1772557654
"7-6",2013-05-01,7,6,"5",5,1600,1600.103369,24.863191862,0.3287377946,1398.771669,25.813729858,1.315408647,6,3.9266713218
"7-6",2013-05-16,7,6,"5",6,1600,1600.0513186,23.134708982,0.1871760668,1318.5273856,24.967537308,1.676806092,6,3.0069221894
"7-8",2013-03-07,7,8,"35",1,1600,1600.692627,23.515777222,0.7314198212,1462.719054,25.594790652,1.0991241496,6,5.3594805528
"7-8",2013-03-22,7,8,"35",2,1600,1599.1554444,20.479406392,0.1292694778,1266.344463,27.771115874,1.7679524776,6,2.2282154876
"7-8",2013-04-08,7,8,"35",3,1600,1600.8029544,17.83982289,0.1633308986,1360.4561666,25.495400998,1.3485338062,6,2.0954094614
"7-8",2013-04-17,7,8,"35",4,1600,1600.2656252,20.535010098,0.1923784538,1359.6650414,25.094111252,1.3026380878,6,2.383452288
"7-8",2013-05-01,7,8,"35",5,1600,1600.8134032,17.646668418,0.1420442864,1333.0410008,25.681483842,1.5125757682,6,2.071111999
"7-8",2013-05-16,7,8,"35",6,1600,1599.3708738,28.108834492,0.190592183,1270.0801702,25.65621071,1.745842746,6,3.1877664612
