"ID","campaign","Date","volume","Nperc","area","mass","sla","massarea","Nmass","Narea","Npercentage"
"1-1",1,2013-03-07,"10",0.011,29.23,0.23,0.0127086956521739,78.6862812179268,0.00253,1.15533596837945,1.1
"1-1",2,2013-03-22,"10",0.01,30.28,0.29,0.0104413793103448,95.7727873183619,0.0029,1.04413793103448,1
"1-1",3,2013-04-08,"10",0.01,18.945,0.21,0.00902142857142857,110.847189231987,0.0021,0.902142857142857,1
"1-1",4,2013-04-17,"10",0.011,24.72,0.3,0.00824,121.359223300971,0.0033,0.749090909090909,1.1
"1-1",6,2013-05-16,"10",0.012,28.65,0.39,0.00734615384615385,136.125654450262,0.00468,0.612179487179487,1.2
"1-2",1,2013-03-07,"15",0.015,14.05,0.1,0.01405,71.1743772241993,0.0015,0.936666666666667,1.5
"1-2",2,2013-03-22,"15",0.013,19.65,0.16,0.01228125,81.4249363867685,0.00208,0.944711538461538,1.3
"1-2",3,2013-04-08,"15",0.015,21.425,0.21,0.010202380952381,98.0163360560093,0.00315,0.68015873015873,1.5
"1-2",4,2013-04-17,"15",0.013,19.72,0.19,0.0103789473684211,96.3488843813387,0.00247,0.798380566801619,1.3
"1-2",5,2013-05-01,"15",0.012,24.24,0.33,0.00734545454545455,136.138613861386,0.00396,0.612121212121212,1.2
"1-2",6,2013-05-16,"15",0.012,14.83,0.19,0.00780526315789474,128.118678354686,0.00228,0.650438596491228,1.2
"1-4",1,2013-03-07,"20",0.011,14.62,0.13,0.0112461538461538,88.9192886456909,0.00143,1.02237762237762,1.1
"1-4",2,2013-03-22,"20",0.01,14.24,0.13,0.0109538461538462,91.2921348314607,0.0013,1.09538461538462,1
"1-4",3,2013-04-08,"20",0.013,13.97,0.155,0.00901290322580645,110.952040085898,0.002015,0.693300248138958,1.3
"1-4",4,2013-04-17,"20",0.014,15.92,0.18,0.00884444444444444,113.065326633166,0.00252,0.631746031746032,1.4
"1-4",5,2013-05-01,"20",0.014,19.99,0.26,0.00768846153846154,130.065032516258,0.00364,0.549175824175824,1.4
"1-4",6,2013-05-16,"20",0.016,19.25,0.21,0.00916666666666667,109.090909090909,0.00336,0.572916666666667,1.6
"1-5",1,2013-03-07,"1000",0.029,21.37,0.15,0.0142466666666667,70.1918577445016,0.00435,0.491264367816092,2.9
"1-5",2,2013-03-22,"1000",0.019,50.11,0.42,0.0119309523809524,83.8156056675314,0.00798,0.627944862155389,1.9
"1-5",3,2013-04-08,"1000",0.017,32.95,0.315,0.0104603174603175,95.5993930197268,0.005355,0.61531279178338,1.7
"1-5",4,2013-04-17,"1000",0.015,35.3,0.34,0.0103823529411765,96.3172804532578,0.0051,0.692156862745098,1.5
"1-5",5,2013-05-01,"1000",0.016,27.54,0.28,0.00983571428571428,101.670297748729,0.00448,0.614732142857143,1.6
"1-5",6,2013-05-16,"1000",0.016,34.06,0.39,0.00873333333333333,114.503816793893,0.00624,0.545833333333333,1.6
"1-6",1,2013-03-07,"25",0.011,20.54,0.21,0.00978095238095238,102.239532619279,0.00231,0.889177489177489,1.1
"1-6",2,2013-03-22,"25",0.011,11.3,0.12,0.00941666666666667,106.194690265487,0.00132,0.856060606060606,1.1
"1-6",3,2013-04-08,"25",0.011,12.71,0.15,0.00847333333333333,118.01730920535,0.00165,0.77030303030303,1.1
"1-6",4,2013-04-17,"25",0.011,13.45,0.17,0.00791176470588235,126.39405204461,0.00187,0.719251336898396,1.1
"1-6",5,2013-05-01,"25",0.01,11.23,0.14,0.00802142857142857,124.6660730187,0.0014,0.802142857142857,1
"1-6",6,2013-05-16,"25",0.011,12.28,0.15,0.00818666666666667,122.14983713355,0.00165,0.744242424242424,1.1
"1-7",1,2013-03-07,"35",0.033,35.48,0.21,0.0168952380952381,59.1882750845547,0.00693,0.511976911976912,3.3
"1-7",2,2013-03-22,"35",0.021,29.47,0.22,0.0133954545454545,74.6521886664405,0.00462,0.637878787878788,2.1
"1-7",3,2013-04-08,"35",0.018,26.48,0.24,0.0110333333333333,90.6344410876133,0.00432,0.612962962962963,1.8
"1-7",4,2013-04-17,"35",0.016,31.39,0.29,0.0108241379310345,92.3861102261867,0.00464,0.676508620689655,1.6
"1-7",5,2013-05-01,"35",0.011,33.75,0.36,0.009375,106.666666666667,0.00396,0.852272727272727,1.1
"1-7",6,2013-05-16,"35",0.012,26.52,0.27,0.00982222222222222,101.809954751131,0.00324,0.818518518518518,1.2
"1-8",1,2013-03-07,"5",0.011,20.64,0.2,0.01032,96.8992248062015,0.0022,0.938181818181818,1.1
"1-8",2,2013-03-22,"5",0.009,17.245,0.15,0.0114966666666667,86.9817338358944,0.00135,1.27740740740741,0.9
"1-8",3,2013-04-08,"5",0.011,11.615,0.13,0.00893461538461538,111.924235901851,0.00143,0.812237762237762,1.1
"1-8",4,2013-04-17,"5",0.011,13.42,0.12,0.0111833333333333,89.4187779433681,0.00132,1.01666666666667,1.1
"1-8",5,2013-05-01,"5",0.013,17.24,0.17,0.0101411764705882,98.6078886310905,0.00221,0.780090497737556,1.3
"1-8",6,2013-05-16,"5",0.012,6.66,0.1,0.00666,150.15015015015,0.0012,0.555,1.2
"2-1",1,2013-03-07,"20",0.02,36.1,0.25,0.01444,69.2520775623269,0.005,0.722,2
"2-1",2,2013-03-22,"20",0.015,35.91,0.29,0.0123827586206897,80.7574491785018,0.00435,0.82551724137931,1.5
"2-1",3,2013-04-08,"20",0.013,29.68,0.27,0.0109925925925926,90.9703504043127,0.00351,0.845584045584045,1.3
"2-1",4,2013-04-17,"20",0.013,29.82,0.31,0.00961935483870968,103.957075788062,0.00403,0.739950372208437,1.3
"2-1",5,2013-05-01,"20",0.012,17.97,0.16,0.01123125,89.0372843628269,0.00192,0.9359375,1.2
"2-1",6,2013-05-16,"20",0.014,37.08,0.39,0.00950769230769231,105.177993527508,0.00546,0.679120879120879,1.4
"2-2",1,2013-03-07,"15",0.014,21.8,0.16,0.013625,73.394495412844,0.00224,0.973214285714286,1.4
"2-2",2,2013-03-22,"15",0.012,23.73,0.22,0.0107863636363636,92.7096502317741,0.00264,0.898863636363636,1.2
"2-2",3,2013-04-08,"15",0.012,19.615,0.21,0.00934047619047619,107.060922763191,0.00252,0.778373015873016,1.2
"2-2",4,2013-04-17,"15",0.01,20.03,0.24,0.00834583333333333,119.820269595607,0.0024,0.834583333333333,1
"2-2",5,2013-05-01,"15",0.009,24.92,0.32,0.0077875,128.410914927769,0.00288,0.865277777777778,0.9
"2-2",6,2013-05-16,"15",0.009,19.98,0.29,0.00688965517241379,145.145145145145,0.00261,0.76551724137931,0.9
"2-3",1,2013-03-07,"1000",0.03,52,0.29,0.0179310344827586,55.7692307692308,0.0087,0.597701149425287,3
"2-3",2,2013-03-22,"1000",0.031,77.71,0.52,0.0149442307692308,66.9154548964097,0.01612,0.482071960297767,3.1
"2-3",3,2013-04-08,"1000",0.03,50.345,0.34,0.0148073529411765,67.5340152944682,0.0102,0.493578431372549,3
"2-3",4,2013-04-17,"1000",0.021,45.42,0.33,0.0137636363636364,72.6552179656539,0.00693,0.655411255411255,2.1
"2-3",5,2013-05-01,"1000",0.018,46.25,0.42,0.0110119047619048,90.8108108108108,0.00756,0.611772486772487,1.8
"2-3",6,2013-05-16,"1000",0.016,41.62,0.37,0.0112486486486486,88.8995675156175,0.00592,0.703040540540541,1.6
"2-4",1,2013-03-07,"25",0.023,40.2,0.25,0.01608,62.1890547263682,0.00575,0.699130434782609,2.3
"2-4",2,2013-03-22,"25",0.014,48.13,0.39,0.0123410256410256,81.0305422813214,0.00546,0.881501831501832,1.4
"2-4",3,2013-04-08,"25",0.011,24.44,0.24,0.0101833333333333,98.1996726677578,0.00264,0.925757575757576,1.1
"2-4",4,2013-04-17,"25",0.01,23.08,0.25,0.009232,108.318890814558,0.0025,0.9232,1
"2-4",5,2013-05-01,"25",0.01,24.97,0.26,0.00960384615384615,104.124949939928,0.0026,0.960384615384615,1
"2-4",6,2013-05-16,"25",0.01,46.47,0.6,0.007745,129.11555842479,0.006,0.7745,1
"2-6",1,2013-03-07,"5",0.012,30.1,0.32,0.00940625,106.312292358804,0.00384,0.783854166666667,1.2
"2-6",2,2013-03-22,"5",0.01,37.27,0.4,0.0093175,107.324926214113,0.004,0.93175,1
"2-6",3,2013-04-08,"5",0.009,26.48,0.305,0.00868196721311475,115.181268882175,0.002745,0.964663023679417,0.9
"2-6",4,2013-04-17,"5",0.009,17,0.19,0.00894736842105263,111.764705882353,0.00171,0.994152046783626,0.9
"2-6",6,2013-05-16,"5",0.013,24.26,0.32,0.00758125,131.904369332234,0.00416,0.583173076923077,1.3
"2-7",1,2013-03-07,"35",0.016,20.9,0.28,0.00746428571428571,133.971291866029,0.00448,0.466517857142857,1.6
"2-7",2,2013-03-22,"35",0.024,18.87,0.1,0.01887,52.9941706412295,0.0024,0.78625,2.4
"2-7",3,2013-04-08,"35",0.015,42.56,0.29,0.0146758620689655,68.1390977443609,0.00435,0.978390804597701,1.5
"2-7",4,2013-04-17,"35",0.012,35.94,0.31,0.0115935483870968,86.2548692264886,0.00372,0.966129032258064,1.2
"2-7",5,2013-05-01,"35",0.011,27.31,0.26,0.0105038461538462,95.2032222629074,0.00286,0.954895104895105,1.1
"2-7",6,2013-05-16,"35",0.01,33.43,0.36,0.00928611111111111,107.687705653605,0.0036,0.928611111111111,1
"2-8",1,2013-03-07,"10",0.011,24.7,0.24,0.0102916666666667,97.165991902834,0.00264,0.935606060606061,1.1
"2-8",2,2013-03-22,"10",0.01,15.53,0.15,0.0103533333333333,96.5872504829363,0.0015,1.03533333333333,1
"2-8",3,2013-04-08,"10",0.01,18.61,0.19,0.00979473684210526,102.095647501343,0.0019,0.979473684210526,1
"2-8",4,2013-04-17,"10",0.01,23.42,0.31,0.00755483870967742,132.365499573014,0.0031,0.755483870967742,1
"2-8",5,2013-05-01,"10",0.012,11.29,0.11,0.0102636363636364,97.4313551815766,0.00132,0.85530303030303,1.2
"2-8",6,2013-05-16,"10",0.012,19.82,0.29,0.00683448275862069,146.316851664985,0.00348,0.569540229885057,1.2
"3-1",1,2013-03-07,"5",0.01,10.5,0.13,0.00807692307692308,123.809523809524,0.0013,0.807692307692308,1
"3-1",3,2013-04-08,"5",0.008,9.995,0.09,0.0111055555555556,90.0450225112556,0.00072,1.38819444444444,0.8
"3-1",4,2013-04-17,"5",0.009,12.35,0.13,0.0095,105.263157894737,0.00117,1.05555555555556,0.9
"3-1",5,2013-05-01,"5",0.011,8.63,0.08,0.0107875,92.6998841251448,0.00088,0.980681818181818,1.1
"3-1",6,2013-05-16,"5",0.011,14.03,0.16,0.00876875,114.041339985745,0.00176,0.797159090909091,1.1
"3-2",1,2013-03-07,"1000",0.029,32.3,0.18,0.0179444444444444,55.7275541795666,0.00522,0.618773946360153,2.9
"3-2",2,2013-03-22,"1000",0.03,38.17,0.23,0.016595652173913,60.2567461357087,0.0069,0.553188405797101,3
"3-2",3,2013-04-08,"1000",0.013,36.79,0.25,0.014716,67.9532481652623,0.00325,1.132,1.3
"3-2",4,2013-04-17,"1000",0.023,33.97,0.27,0.0125814814814815,79.4818957904033,0.00621,0.547020933977456,2.3
"3-2",5,2013-05-01,"1000",0.017,38.5,0.33,0.0116666666666667,85.7142857142857,0.00561,0.686274509803921,1.7
"3-2",6,2013-05-16,"1000",0.022,39.64,0.37,0.0107135135135135,93.3400605449041,0.00814,0.486977886977887,2.2
"3-3",1,2013-03-07,"25",0.01,38.4,0.38,0.0101052631578947,98.9583333333333,0.0038,1.01052631578947,1
"3-3",2,2013-03-22,"25",0.01,39.02,0.36,0.0108388888888889,92.2603792926704,0.0036,1.08388888888889,1
"3-3",3,2013-04-08,"25",0.009,16.105,0.19,0.00847631578947368,117.975783918038,0.00171,0.941812865497076,0.9
"3-3",4,2013-04-17,"25",0.012,19.56,0.25,0.007824,127.811860940695,0.003,0.652,1.2
"3-3",5,2013-05-01,"25",0.013,23.31,0.33,0.00706363636363636,141.570141570142,0.00429,0.543356643356643,1.3
"3-3",6,2013-05-16,"25",0.013,22.75,0.34,0.00669117647058824,149.450549450549,0.00442,0.514705882352941,1.3
"3-4",1,2013-03-07,"20",0.01,32,0.31,0.0103225806451613,96.875,0.0031,1.03225806451613,1
"3-4",2,2013-03-22,"20",0.012,15.98,0.16,0.0099875,100.125156445557,0.00192,0.832291666666667,1.2
"3-4",3,2013-04-08,"20",0.013,15.905,0.18,0.00883611111111111,113.171958503615,0.00234,0.679700854700855,1.3
"3-4",4,2013-04-17,"20",0.015,20.33,0.24,0.00847083333333333,118.052139695032,0.0036,0.564722222222222,1.5
"3-4",6,2013-05-16,"20",0.017,19.74,0.31,0.00636774193548387,157.041540020263,0.00527,0.374573055028463,1.7
"3-5",1,2013-03-07,"35",0.018,35.5,0.31,0.0114516129032258,87.3239436619718,0.00558,0.636200716845878,1.8
"3-5",2,2013-03-22,"35",0.013,29.6,0.3,0.00986666666666667,101.351351351351,0.0039,0.758974358974359,1.3
"3-5",3,2013-04-08,"35",0.011,22.765,0.245,0.00929183673469388,107.621348561388,0.002695,0.844712430426716,1.1
"3-5",4,2013-04-17,"35",0.013,17.31,0.21,0.00824285714285714,121.317157712305,0.00273,0.634065934065934,1.3
"3-5",5,2013-05-01,"35",0.011,12.44,0.15,0.00829333333333333,120.578778135048,0.00165,0.753939393939394,1.1
"3-5",6,2013-05-16,"35",0.011,21.58,0.3,0.00719333333333333,139.017608897127,0.0033,0.653939393939394,1.1
"3-6",1,2013-03-07,"10",0.016,35.6,0.32,0.011125,89.8876404494382,0.00512,0.6953125,1.6
"3-6",2,2013-03-22,"10",0.013,15.73,0.14,0.0112357142857143,89.0019071837254,0.00182,0.864285714285714,1.3
"3-6",3,2013-04-08,"10",0.012,15.455,0.165,0.00936666666666667,106.761565836299,0.00198,0.780555555555556,1.2
