"ID","campaign","Date","volume","Nperc","area","mass","sla","massarea","Nmass","Narea","Npercentage"
"3-6",4,2013-04-17,"10",0.014,18.29,0.18,0.0101611111111111,98.4144341170038,0.00252,0.725793650793651,1.4
"3-6",5,2013-05-01,"10",0.012,15.01,0.19,0.0079,126.582278481013,0.00228,0.658333333333333,1.2
"3-6",6,2013-05-16,"10",0.014,25.88,0.3,0.00862666666666667,115.919629057187,0.0042,0.616190476190476,1.4
"3-7",1,2013-03-07,"15",0.011,10.1,0.13,0.00776923076923077,128.712871287129,0.00143,0.706293706293706,1.1
"3-7",2,2013-03-22,"15",0.018,9.64,0.09,0.0107111111111111,93.3609958506224,0.00162,0.595061728395062,1.8
"3-7",3,2013-04-08,"15",0.024,15.645,0.09,0.0173833333333333,57.5263662511985,0.00216,0.724305555555556,2.4
"3-7",4,2013-04-17,"15",0.021,14.25,0.08,0.0178125,56.140350877193,0.00168,0.848214285714286,2.1
"3-7",5,2013-05-01,"15",0.018,28.35,0.24,0.0118125,84.6560846560846,0.00432,0.65625,1.8
"3-7",6,2013-05-16,"15",0.016,31.43,0.32,0.009821875,101.813553929367,0.00512,0.6138671875,1.6
"4-1",1,2013-03-07,"25",0.023,34.74,0.24,0.014475,69.0846286701209,0.00552,0.629347826086957,2.3
"4-1",2,2013-03-22,"25",0.014,35.18,0.27,0.0130296296296296,76.7481523592951,0.00378,0.930687830687831,1.4
"4-1",3,2013-04-08,"25",0.011,16.115,0.155,0.0103967741935484,96.1836798014272,0.001705,0.94516129032258,1.1
"4-1",4,2013-04-17,"25",0.012,20.77,0.2,0.010385,96.2927298988926,0.0024,0.865416666666667,1.2
"4-1",5,2013-05-01,"25",0.011,20.25,0.21,0.00964285714285714,103.703703703704,0.00231,0.876623376623377,1.1
"4-1",6,2013-05-16,"25",0.011,17.86,0.21,0.00850476190476191,117.581187010078,0.00231,0.773160173160173,1.1
"4-2",1,2013-03-07,"10",0.012,25.39,0.2,0.012695,78.7711697518708,0.0024,1.05791666666667,1.2
"4-2",2,2013-03-22,"10",0.01,20,0.17,0.0117647058823529,85,0.0017,1.17647058823529,1
"4-2",3,2013-04-08,"10",0.01,16.79,0.155,0.0108322580645161,92.3168552709947,0.00155,1.08322580645161,1
"4-2",4,2013-04-17,"10",0.011,17.68,0.2,0.00884,113.122171945701,0.0022,0.803636363636364,1.1
"4-2",5,2013-05-01,"10",0.012,9.63,0.1,0.00963,103.842159916926,0.0012,0.8025,1.2
"4-2",6,2013-05-16,"10",0.013,17.235,0.185,0.00931621621621622,107.339715694807,0.002405,0.716632016632017,1.3
"4-4",1,2013-03-07,"35",0.018,20.88,0.15,0.01392,71.8390804597701,0.0027,0.773333333333333,1.8
"4-4",2,2013-03-22,"35",0.016,20.21,0.16,0.01263125,79.1687283523008,0.00256,0.789453125,1.6
"4-4",3,2013-04-08,"35",0.016,13.665,0.13,0.0105115384615385,95.1335528723015,0.00208,0.656971153846154,1.6
"4-4",4,2013-04-17,"35",0.02,18.97,0.14,0.01355,73.8007380073801,0.0028,0.6775,2
"4-4",5,2013-05-01,"35",0.018,18.27,0.16,0.01141875,87.5752599890531,0.00288,0.634375,1.8
"4-4",6,2013-05-16,"35",0.016,12.505,0.125,0.010004,99.9600159936026,0.002,0.62525,1.6
"4-5",1,2013-03-07,"5",0.011,20.9,0.18,0.0116111111111111,86.1244019138756,0.00198,1.05555555555556,1.1
"4-5",2,2013-03-22,"5",0.01,19,0.19,0.01,100,0.0019,1,1
"4-5",3,2013-04-08,"5",0.01,16.18,0.18,0.00898888888888889,111.248454882571,0.0018,0.898888888888889,1
"4-5",4,2013-04-17,"5",0.01,13.62,0.13,0.0104769230769231,95.4478707782673,0.0013,1.04769230769231,1
"4-5",5,2013-05-01,"5",0.012,12.14,0.12,0.0101166666666667,98.8467874794069,0.00144,0.843055555555556,1.2
"4-5",6,2013-05-16,"5",0.014,14.57,0.135,0.0107925925925926,92.656142759094,0.00189,0.770899470899471,1.4
"4-6",1,2013-03-07,"15",0.023,30.23,0.17,0.0177823529411765,56.235527621568,0.00391,0.773145780051151,2.3
"4-6",2,2013-03-22,"15",0.017,24.34,0.15,0.0162266666666667,61.6269515201315,0.00255,0.954509803921568,1.7
"4-6",3,2013-04-08,"15",0.014,33.46,0.26,0.0128692307692308,77.7047220561865,0.00364,0.919230769230769,1.4
"4-6",4,2013-04-17,"15",0.013,34.43,0.29,0.0118724137931034,84.2288701713622,0.00377,0.913262599469496,1.3
"4-6",6,2013-05-16,"15",0.016,23.61,0.22,0.0107318181818182,93.1808555696739,0.00352,0.670738636363636,1.6
"4-7",1,2013-03-07,"20",0.01,13.4,0.12,0.0111666666666667,89.5522388059701,0.0012,1.11666666666667,1
"4-7",2,2013-03-22,"20",0.012,12.36,0.1,0.01236,80.9061488673139,0.0012,1.03,1.2
"4-7",3,2013-04-08,"20",0.011,13.015,0.165,0.00788787878787879,126.77679600461,0.001815,0.717079889807162,1.1
"4-7",4,2013-04-17,"20",0.014,8.88,0.1,0.00888,112.612612612613,0.0014,0.634285714285714,1.4
"4-7",5,2013-05-01,"20",0.019,9.07,0.11,0.00824545454545455,121.278941565601,0.00209,0.433971291866029,1.9
"4-7",6,2013-05-16,"20",0.021,9.14,0.095,0.00962105263157895,103.938730853392,0.001995,0.458145363408521,2.1
"4-8",1,2013-03-07,"1000",0.031,38.5,0.23,0.0167391304347826,59.7402597402597,0.00713,0.539971949509116,3.1
"4-8",2,2013-03-22,"1000",0.03,25.18,0.16,0.0157375,63.5424940428912,0.0048,0.524583333333333,3
"4-8",3,2013-04-08,"1000",0.023,31.155,0.26,0.0119826923076923,83.4536992457069,0.00598,0.520986622073579,2.3
"4-8",4,2013-04-17,"1000",0.019,46.58,0.42,0.0110904761904762,90.167453842851,0.00798,0.583709273182957,1.9
"4-8",5,2013-05-01,"1000",0.016,28.16,0.29,0.00971034482758621,102.982954545455,0.00464,0.606896551724138,1.6
"4-8",6,2013-05-16,"1000",0.015,29.37,0.38,0.00772894736842105,129.383724889343,0.0057,0.515263157894737,1.5
"5-2",1,2013-03-07,"25",0.01,19,0.16,0.011875,84.2105263157895,0.0016,1.1875,1
"5-2",2,2013-03-22,"25",0.01,15.6,0.13,0.012,83.3333333333333,0.0013,1.2,1
"5-2",3,2013-04-08,"25",0.013,14.65,0.13,0.0112692307692308,88.7372013651877,0.00169,0.866863905325444,1.3
"5-2",4,2013-04-17,"25",0.014,20.76,0.25,0.008304,120.423892100193,0.0035,0.593142857142857,1.4
"5-2",6,2013-05-16,"25",0.018,16.075,0.16,0.010046875,99.5334370139969,0.00288,0.558159722222222,1.8
"5-3",1,2013-03-07,"10",0.014,13.9,0.15,0.00926666666666667,107.913669064748,0.0021,0.661904761904762,1.4
"5-3",2,2013-03-22,"10",0.013,11.29,0.12,0.00940833333333333,106.288751107175,0.00156,0.723717948717949,1.3
"5-3",3,2013-04-08,"10",0.013,13.305,0.155,0.00858387096774194,116.497557309282,0.002015,0.66029776674938,1.3
"5-3",4,2013-04-17,"10",0.013,13.38,0.17,0.00787058823529412,127.055306427504,0.00221,0.605429864253394,1.3
"5-3",5,2013-05-01,"10",0.013,6.39,0.06,0.01065,93.8967136150235,0.00078,0.819230769230769,1.3
"5-3",6,2013-05-16,"10",0.016,11.165,0.145,0.0077,129.87012987013,0.00232,0.48125,1.6
"5-4",1,2013-03-07,"15",0.015,13.3,0.08,0.016625,60.1503759398496,0.0012,1.10833333333333,1.5
"5-4",2,2013-03-22,"15",0.016,21.54,0.14,0.0153857142857143,64.9953574744661,0.00224,0.961607142857143,1.6
"5-4",3,2013-04-08,"15",0.015,14.885,0.115,0.0129434782608696,77.2589855559288,0.001725,0.862898550724638,1.5
"5-4",4,2013-04-17,"15",0.018,24,0.2,0.012,83.3333333333333,0.0036,0.666666666666667,1.8
"5-4",5,2013-05-01,"15",0.018,13.39,0.12,0.0111583333333333,89.6191187453323,0.00216,0.619907407407407,1.8
"5-4",6,2013-05-16,"15",0.017,26.395,0.27,0.00977592592592593,102.292100776662,0.00459,0.575054466230937,1.7
"5-5",1,2013-03-07,"20",0.009,21,0.25,0.0084,119.047619047619,0.00225,0.933333333333333,0.9
"5-5",2,2013-03-22,"20",0.01,12.28,0.15,0.00818666666666667,122.14983713355,0.0015,0.818666666666667,1
"5-5",3,2013-04-08,"20",0.014,13.41,0.155,0.00865161290322581,115.58538404176,0.00217,0.617972350230415,1.4
"5-5",4,2013-04-17,"20",0.015,10.62,0.14,0.00758571428571429,131.826741996234,0.0021,0.505714285714286,1.5
"5-5",5,2013-05-01,"20",0.016,10.59,0.15,0.00706,141.643059490085,0.0024,0.44125,1.6
"5-5",6,2013-05-16,"20",0.018,9.935,0.115,0.00863913043478261,115.7523905385,0.00207,0.479951690821256,1.8
"5-6",1,2013-03-07,"1000",0.027,40.5,0.23,0.0176086956521739,56.7901234567901,0.00621,0.652173913043478,2.7
"5-6",2,2013-03-22,"1000",0.029,49.87,0.31,0.0160870967741935,62.1616202125526,0.00899,0.554727474972191,2.9
"5-6",3,2013-04-08,"1000",0.022,27.855,0.195,0.0142846153846154,70.0053850296177,0.00429,0.649300699300699,2.2
"5-6",4,2013-04-17,"1000",0.019,28.26,0.2,0.01413,70.7714083510262,0.0038,0.743684210526316,1.9
"5-6",5,2013-05-01,"1000",0.02,44.74,0.48,0.00932083333333333,107.286544479213,0.0096,0.466041666666667,2
"5-6",6,2013-05-16,"1000",0.019,31.83,0.36,0.00884166666666667,113.100848256362,0.00684,0.465350877192982,1.9
"5-7",1,2013-03-07,"35",0.025,30.2,0.19,0.0158947368421053,62.9139072847682,0.00475,0.63578947368421,2.5
"5-7",2,2013-03-22,"35",0.018,35.98,0.25,0.014392,69.4830461367426,0.0045,0.799555555555555,1.8
"5-7",3,2013-04-08,"35",0.016,27.115,0.21,0.0129119047619048,77.4479070625115,0.00336,0.806994047619047,1.6
"5-7",4,2013-04-17,"35",0.015,35.42,0.34,0.0104176470588235,95.990965556183,0.0051,0.694509803921569,1.5
"5-7",5,2013-05-01,"35",0.015,20.28,0.21,0.00965714285714286,103.550295857988,0.00315,0.643809523809524,1.5
"5-7",6,2013-05-16,"35",0.014,34.62,0.34,0.0101823529411765,98.209127671866,0.00476,0.727310924369748,1.4
"5-8",1,2013-03-07,"5",0.016,13.5,0.08,0.016875,59.2592592592593,0.00128,1.0546875,1.6
"5-8",2,2013-03-22,"5",0.013,16.84,0.17,0.00990588235294118,100.950118764846,0.00221,0.761990950226244,1.3
"5-8",3,2013-04-08,"5",0.01,13.04,0.15,0.00869333333333333,115.030674846626,0.0015,0.869333333333333,1
"5-8",4,2013-04-17,"5",0.011,22.61,0.26,0.00869615384615384,114.99336576736,0.00286,0.79055944055944,1.1
"5-8",6,2013-05-16,"5",0.012,14.335,0.19,0.00754473684210526,132.542727589815,0.00228,0.628728070175439,1.2
"6-1",1,2013-03-07,"35",0.018,40.2,0.25,0.01608,62.1890547263682,0.0045,0.893333333333333,1.8
"6-1",2,2013-03-22,"35",0.015,50.68,0.41,0.0123609756097561,80.8997632202052,0.00615,0.824065040650407,1.5
"6-1",3,2013-04-08,"35",0.011,47.43,0.44,0.0107795454545455,92.7682901117436,0.00484,0.97995867768595,1.1
"6-1",4,2013-04-17,"35",0.012,27.35,0.23,0.0118913043478261,84.0950639853748,0.00276,0.990942028985507,1.2
"6-1",5,2013-05-01,"35",0.011,25.55,0.29,0.00881034482758621,113.502935420744,0.00319,0.800940438871473,1.1
"6-1",6,2013-05-16,"35",0.011,14.6,0.18,0.00811111111111111,123.287671232877,0.00198,0.737373737373737,1.1
"6-3",1,2013-03-07,"5",0.011,27.1,0.21,0.0129047619047619,77.4907749077491,0.00231,1.17316017316017,1.1
"6-3",2,2013-03-22,"5",0.012,27.14,0.26,0.0104384615384615,95.7995578481946,0.00312,0.869871794871795,1.2
"6-3",3,2013-04-08,"5",0.01,11.8,0.15,0.00786666666666667,127.118644067797,0.0015,0.786666666666667,1
"6-3",4,2013-04-17,"5",0.009,15.23,0.19,0.00801578947368421,124.753775443204,0.00171,0.890643274853801,0.9
"6-3",5,2013-05-01,"5",0.01,7.57,0.07,0.0108142857142857,92.4702774108322,7e-04,1.08142857142857,1
"6-3",6,2013-05-16,"5",0.01,10.24,0.13,0.00787692307692308,126.953125,0.0013,0.787692307692308,1
"6-4",1,2013-03-07,"20",0.01,15.9,0.13,0.0122307692307692,81.7610062893082,0.0013,1.22307692307692,1
"6-4",2,2013-03-22,"20",0.011,22.27,0.21,0.0106047619047619,94.2972608890884,0.00231,0.964069264069264,1.1
"6-4",3,2013-04-08,"20",0.014,23.825,0.255,0.00934313725490196,107.030430220357,0.00357,0.667366946778711,1.4
"6-4",4,2013-04-17,"20",0.016,24.51,0.28,0.00875357142857143,114.239086087311,0.00448,0.547098214285714,1.6
"6-4",5,2013-05-01,"20",0.019,19.39,0.16,0.01211875,82.5167612171222,0.00304,0.637828947368421,1.9
"6-4",6,2013-05-16,"20",0.02,23,0.19,0.0121052631578947,82.6086956521739,0.0038,0.605263157894737,2
"6-5",1,2013-03-07,"10",0.01,31.2,0.25,0.01248,80.1282051282051,0.0025,1.248,1
"6-5",2,2013-03-22,"10",0.011,25.21,0.2,0.012605,79.3335977786593,0.0022,1.14590909090909,1.1
"6-5",3,2013-04-08,"10",0.011,21.24,0.21,0.0101142857142857,98.8700564971752,0.00231,0.919480519480519,1.1
"6-5",4,2013-04-17,"10",0.012,17.65,0.2,0.008825,113.314447592068,0.0024,0.735416666666666,1.2
"6-5",5,2013-05-01,"10",0.013,11.91,0.11,0.0108272727272727,92.3593618807725,0.00143,0.832867132867133,1.3
"6-5",6,2013-05-16,"10",0.013,21.39,0.22,0.00972272727272727,102.851799906498,0.00286,0.747902097902098,1.3
"6-6",1,2013-03-07,"15",0.017,30.5,0.23,0.0132608695652174,75.4098360655738,0.00391,0.780051150895141,1.7
