"DateTime15","RECORD.mean","PPFD_Avg.mean","AirTC_Avg.mean","RH.mean"
2013-01-01 00:15:00,220747,0.0723333333333333,21.4933333333333,82.3
2013-01-01 00:30:00,220750,0.0473333333333333,21.1766666666667,83.4666666666667
2013-01-01 00:45:00,220753,0.0473333333333333,20.53,84.5333333333333
2013-01-01 01:00:00,220756,0.036,20.75,83.3333333333333
2013-01-01 01:15:00,220759,0.0553333333333333,21.0066666666667,81.7333333333333
2013-01-01 01:30:00,220762,0.0613333333333333,20.42,82.6333333333333
2013-01-01 01:45:00,220765,0.0276666666666667,20.3133333333333,84.9333333333333
2013-01-01 02:00:00,220768,0.0276666666666667,20.2233333333333,85.5333333333333
2013-01-01 02:15:00,220771,0.00833333333333333,20.23,85.7
2013-01-01 02:30:00,220774,0.00533333333333333,19.7,86.2666666666667
2013-01-01 02:45:00,220777,0.014,19.36,87.3666666666667
2013-01-01 03:00:00,220780,0.011,18.7466666666667,88.3333333333333
2013-01-01 03:15:00,220783,0.0136666666666667,18.7333333333333,89.1666666666667
2013-01-01 03:30:00,220786,0.00266666666666667,18.86,89.8
2013-01-01 03:45:00,220789,0.0166666666666667,18.81,89.6333333333333
2013-01-01 04:00:00,220792,0.011,18.81,88.3666666666667
2013-01-01 04:15:00,220795,0.0166666666666667,18.5333333333333,87.5
2013-01-01 04:30:00,220798,0.0806666666666667,18.0733333333333,88.5
2013-01-01 04:45:00,220801,1.00266666666667,18.12,89
2013-01-01 05:00:00,220804,8.514,18.1866666666667,89.4666666666667
2013-01-01 05:15:00,220807,29.2333333333333,18.15,89.1666666666667
2013-01-01 05:30:00,220810,63.5,17.6633333333333,89.4
2013-01-01 05:45:00,220813,118.5,17.93,89.9666666666667
2013-01-01 06:00:00,220816,219.2,18.92,90.0333333333333
2013-01-01 06:15:00,220819,307.8,20.0366666666667,89.2666666666667
2013-01-01 06:30:00,220822,405.9,21,86.7
2013-01-01 06:45:00,220825,513.133333333333,21.7633333333333,83.4
2013-01-01 07:00:00,220828,626.533333333333,22.3866666666667,79.9266666666667
2013-01-01 07:15:00,220831,736.466666666667,23.3633333333333,75.82
2013-01-01 07:30:00,220834,842.333333333333,23.64,74.37
2013-01-01 07:45:00,220837,953.333333333333,24.06,71.5466666666667
2013-01-01 08:00:00,220840,1060,24.72,68.59
2013-01-01 08:15:00,220843,1164,25.2333333333333,67.0866666666667
2013-01-01 08:30:00,220846,1267.33333333333,25.8033333333333,64.5566666666667
2013-01-01 08:45:00,220849,1362.33333333333,26.3766666666667,61.67
2013-01-01 09:00:00,220852,1454.66666666667,27.0033333333333,56.89
2013-01-01 09:15:00,220855,1544.33333333333,27.98,53.85
2013-01-01 09:30:00,220858,1621.66666666667,28.98,50.7966666666667
2013-01-01 09:45:00,220861,1699,29.6133333333333,47.62
2013-01-01 10:00:00,220864,1773.33333333333,30.84,42.2866666666667
2013-01-01 10:15:00,220867,1806,31.71,40.29
2013-01-01 10:30:00,220870,1899.66666666667,32.65,35.19
2013-01-01 10:45:00,220873,1934,33.5566666666667,30.4766666666667
2013-01-01 11:00:00,220876,2009.33333333333,34.6833333333333,28.8033333333333
2013-01-01 11:15:00,220879,2137,35.77,24.7733333333333
2013-01-01 11:30:00,220882,1782.33333333333,36.8433333333333,19.1633333333333
2013-01-01 11:45:00,220885,1611.33333333333,37.4933333333333,17.8433333333333
2013-01-01 12:00:00,220888,1874.66666666667,38.0133333333333,14.8066666666667
2013-01-01 12:15:00,220891,1720,38.01,15.3033333333333
2013-01-01 12:30:00,220894,2232,38.68,12.9333333333333
2013-01-01 12:45:00,220897,2214.66666666667,38.97,13.97
2013-01-01 13:00:00,220900,2136.33333333333,38.8533333333333,13.2466666666667
2013-01-01 13:15:00,220903,2101,38.9833333333333,13.7533333333333
2013-01-01 13:30:00,220906,1457.33333333333,38.8733333333333,13.04
2013-01-01 13:45:00,220909,2094.66666666667,39.3433333333333,12.4866666666667
2013-01-01 14:00:00,220912,1238.6,39.0766666666667,12.5066666666667
2013-01-01 14:15:00,220915,1759.66666666667,38.8666666666667,12.42
