"Date","volume","canopysqm_pred"
2013-01-21,5,0.0198875347189651
2013-01-21,10,0.0182726103261818
2013-01-21,15,0.028704670734779
2013-01-21,20,0.0212693567431997
2013-01-21,25,0.0227526587582779
2013-01-21,35,0.0296655993105538
2013-01-21,1000,0.0401435025138677
2013-01-22,5,0.0196881630668382
2013-01-22,10,0.0180514366502336
2013-01-22,15,0.0284012684599743
2013-01-22,20,0.0213875070273535
2013-01-22,25,0.0224275061401497
2013-01-22,35,0.0294712714965142
2013-01-22,1000,0.0399434321608445
2013-01-23,5,0.0194887914147112
2013-01-23,10,0.0178302629742855
2013-01-23,15,0.0280978661851696
2013-01-23,20,0.0215056573115073
2013-01-23,25,0.0221023535220215
2013-01-23,35,0.0292769436824746
2013-01-23,1000,0.0397433618078213
2013-01-24,5,0.0192894197625843
2013-01-24,10,0.0176090892983374
2013-01-24,15,0.0277944639103649
2013-01-24,20,0.021623807595661
2013-01-24,25,0.0217772009038934
2013-01-24,35,0.029082615868435
2013-01-24,1000,0.039543291454798
2013-01-25,5,0.0190900481104573
2013-01-25,10,0.0173879156223893
2013-01-25,15,0.0274910616355603
2013-01-25,20,0.0217419578798148
2013-01-25,25,0.0214520482857652
2013-01-25,35,0.0288882880543953
2013-01-25,1000,0.0393432211017748
2013-01-26,5,0.0188906764583304
2013-01-26,10,0.0171667419464412
2013-01-26,15,0.0271876593607556
2013-01-26,20,0.0218601081639686
2013-01-26,25,0.021126895667637
2013-01-26,35,0.0286939602403557
2013-01-26,1000,0.0391431507487515
2013-01-27,5,0.0186913048062034
2013-01-27,10,0.0169455682704931
2013-01-27,15,0.0268842570859509
2013-01-27,20,0.0219782584481223
2013-01-27,25,0.0208017430495088
2013-01-27,35,0.0284996324263161
2013-01-27,1000,0.0389430803957283
2013-01-28,5,0.0184919331540765
2013-01-28,10,0.016724394594545
2013-01-28,15,0.0265808548111462
2013-01-28,20,0.0220964087322761
2013-01-28,25,0.0204765904313806
2013-01-28,35,0.0283053046122765
2013-01-28,1000,0.038743010042705
2013-01-29,5,0.0182925615019495
2013-01-29,10,0.0165032209185969
2013-01-29,15,0.0262774525363415
2013-01-29,20,0.0222145590164299
2013-01-29,25,0.0201514378132524
2013-01-29,35,0.0281109767982368
2013-01-29,1000,0.0385429396896818
2013-01-30,5,0.0207776025339902
2013-01-30,10,0.0189974690281871
2013-01-30,15,0.0286711854480977
2013-01-30,20,0.024847514289265
2013-01-30,25,0.0228045893657496
2013-01-30,35,0.031563393132048
2013-01-30,1000,0.0399534359963685
2013-01-31,5,0.0232626435660309
2013-01-31,10,0.0214917171377773
2013-01-31,15,0.031064918359854
2013-01-31,20,0.0274804695621001
2013-01-31,25,0.0254577409182468
2013-01-31,35,0.0350158094658591
2013-01-31,1000,0.0413639323030552
2013-02-01,5,0.0257476845980715
2013-02-01,10,0.0239859652473675
2013-02-01,15,0.0334586512716102
2013-02-01,20,0.0301134248349352
2013-02-01,25,0.028110892470744
2013-02-01,35,0.0384682257996702
2013-02-01,1000,0.0427744286097419
2013-02-02,5,0.0282327256301122
2013-02-02,10,0.0264802133569577
2013-02-02,15,0.0358523841833664
2013-02-02,20,0.0327463801077703
2013-02-02,25,0.0307640440232411
2013-02-02,35,0.0419206421334813
2013-02-02,1000,0.0441849249164286
2013-02-03,5,0.0307177666621529
2013-02-03,10,0.0289744614665479
2013-02-03,15,0.0382461170951226
2013-02-03,20,0.0353793353806054
2013-02-03,25,0.0334171955757383
2013-02-03,35,0.0453730584672924
2013-02-03,1000,0.0455954212231153
2013-02-04,5,0.0319578531020952
2013-02-04,10,0.0312798505076795
2013-02-04,15,0.0398187676276818
2013-02-04,20,0.0365018188515146
2013-02-04,25,0.035184878949648
2013-02-04,35,0.0488923456059368
2013-02-04,1000,0.04831855902704
2013-02-05,5,0.0331979395420375
2013-02-05,10,0.033585239548811
2013-02-05,15,0.0413914181602409
2013-02-05,20,0.0376243023224239
2013-02-05,25,0.0369525623235577
2013-02-05,35,0.0524116327445813
2013-02-05,1000,0.0510416968309646
2013-02-06,5,0.0344380259819799
2013-02-06,10,0.0358906285899425
2013-02-06,15,0.0429640686928001
2013-02-06,20,0.0387467857933332
2013-02-06,25,0.0387202456974674
2013-02-06,35,0.0559309198832257
2013-02-06,1000,0.0537648346348892
2013-02-07,5,0.0356781124219223
2013-02-07,10,0.038196017631074
2013-02-07,15,0.0445367192253592
2013-02-07,20,0.0398692692642424
2013-02-07,25,0.040487929071377
2013-02-07,35,0.0594502070218701
2013-02-07,1000,0.0564879724388138
2013-02-08,5,0.0369181988618646
2013-02-08,10,0.0405014066722055
2013-02-08,15,0.0461093697579184
2013-02-08,20,0.0409917527351517
2013-02-08,25,0.0422556124452867
2013-02-08,35,0.0629694941605146
2013-02-08,1000,0.0592111102427385
2013-02-09,5,0.038158285301807
2013-02-09,10,0.0428067957133371
2013-02-09,15,0.0476820202904775
2013-02-09,20,0.042114236206061
2013-02-09,25,0.0440232958191964
2013-02-09,35,0.066488781299159
2013-02-09,1000,0.0619342480466631
2013-02-10,5,0.0393983717417493
2013-02-10,10,0.0451121847544686
2013-02-10,15,0.0492546708230367
2013-02-10,20,0.0432367196769702
2013-02-10,25,0.0457909791931061
2013-02-10,35,0.0700080684378034
2013-02-10,1000,0.0646573858505877
2013-02-11,5,0.0406384581816917
2013-02-11,10,0.0474175737956001
2013-02-11,15,0.0508273213555958
2013-02-11,20,0.0443592031478795
2013-02-11,25,0.0475586625670157
2013-02-11,35,0.0735273555764479
2013-02-11,1000,0.0673805236545123
2013-02-12,5,0.0419775268248289
2013-02-12,10,0.0487158407935502
2013-02-12,15,0.0522902079026022
2013-02-12,20,0.0457525505078246
2013-02-12,25,0.049797640776902
2013-02-12,35,0.0767945975218397
2013-02-12,1000,0.0715919078473771
2013-02-13,5,0.0433165954679661
2013-02-13,10,0.0500141077915004
