"Date","volume","canopysqm_pred"
2013-02-13,15,0.0537530944496086
2013-02-13,20,0.0471458978677698
2013-02-13,25,0.0520366189867884
2013-02-13,35,0.0800618394672315
2013-02-13,1000,0.0758032920402418
2013-02-14,5,0.0446556641111033
2013-02-14,10,0.0513123747894505
2013-02-14,15,0.0552159809966149
2013-02-14,20,0.0485392452277149
2013-02-14,25,0.0542755971966747
2013-02-14,35,0.0833290814126233
2013-02-14,1000,0.0800146762331065
2013-02-15,5,0.0459947327542406
2013-02-15,10,0.0526106417874006
2013-02-15,15,0.0566788675436213
2013-02-15,20,0.04993259258766
2013-02-15,25,0.056514575406561
2013-02-15,35,0.0865963233580151
2013-02-15,1000,0.0842260604259712
2013-02-16,5,0.0473338013973778
2013-02-16,10,0.0539089087853508
2013-02-16,15,0.0581417540906276
2013-02-16,20,0.0513259399476051
2013-02-16,25,0.0587535536164473
2013-02-16,35,0.0898635653034069
2013-02-16,1000,0.088437444618836
2013-02-17,5,0.048672870040515
2013-02-17,10,0.0552071757833009
2013-02-17,15,0.059604640637634
2013-02-17,20,0.0527192873075502
2013-02-17,25,0.0609925318263336
2013-02-17,35,0.0931308072487988
2013-02-17,1000,0.0926488288117007
2013-02-18,5,0.0500119386836522
2013-02-18,10,0.0565054427812511
2013-02-18,15,0.0610675271846404
2013-02-18,20,0.0541126346674954
2013-02-18,25,0.0632315100362199
2013-02-18,35,0.0963980491941906
2013-02-18,1000,0.0968602130045654
2013-02-19,5,0.0503340076808207
2013-02-19,10,0.0563570887875104
2013-02-19,15,0.0621976456666553
2013-02-19,20,0.0547689752865695
2013-02-19,25,0.0646241649315827
2013-02-19,35,0.0965989703477982
2013-02-19,1000,0.100228146726209
2013-02-20,5,0.0506560766779891
2013-02-20,10,0.0562087347937697
2013-02-20,15,0.0633277641486702
2013-02-20,20,0.0554253159056436
2013-02-20,25,0.0660168198269454
2013-02-20,35,0.0967998915014058
2013-02-20,1000,0.103596080447853
2013-02-21,5,0.0509781456751575
2013-02-21,10,0.056060380800029
2013-02-21,15,0.0644578826306851
2013-02-21,20,0.0560816565247177
2013-02-21,25,0.0674094747223082
2013-02-21,35,0.0970008126550135
2013-02-21,1000,0.106964014169497
2013-02-22,5,0.0513002146723259
2013-02-22,10,0.0559120268062884
2013-02-22,15,0.0655880011127
2013-02-22,20,0.0567379971437919
2013-02-22,25,0.068802129617671
2013-02-22,35,0.0972017338086211
2013-02-22,1000,0.11033194789114
2013-02-23,5,0.0516222836694944
2013-02-23,10,0.0557636728125477
2013-02-23,15,0.0667181195947149
2013-02-23,20,0.057394337762866
2013-02-23,25,0.0701947845130338
2013-02-23,35,0.0974026549622288
2013-02-23,1000,0.113699881612784
2013-02-24,5,0.0519443526666628
2013-02-24,10,0.055615318818807
2013-02-24,15,0.0678482380767298
2013-02-24,20,0.0580506783819401
2013-02-24,25,0.0715874394083966
2013-02-24,35,0.0976035761158364
2013-02-24,1000,0.117067815334428
2013-02-25,5,0.0522664216638312
2013-02-25,10,0.0554669648250663
2013-02-25,15,0.0689783565587447
2013-02-25,20,0.0587070190010142
2013-02-25,25,0.0729800943037594
2013-02-25,35,0.097804497269444
2013-02-25,1000,0.120435749056072
2013-02-26,5,0.0524511493169565
2013-02-26,10,0.0560139773338807
2013-02-26,15,0.0693427520517295
2013-02-26,20,0.0587816814699946
2013-02-26,25,0.0734303883487341
2013-02-26,35,0.100949620124723
2013-02-26,1000,0.124845274385209
2013-02-27,5,0.0526358769700818
2013-02-27,10,0.056560989842695
2013-02-27,15,0.0697071475447142
2013-02-27,20,0.0588563439389749
2013-02-27,25,0.0738806823937089
2013-02-27,35,0.104094742980001
2013-02-27,1000,0.129254799714345
2013-02-28,5,0.0528206046232071
2013-02-28,10,0.0571080023515093
2013-02-28,15,0.0700715430376989
2013-02-28,20,0.0589310064079552
2013-02-28,25,0.0743309764386837
2013-02-28,35,0.10723986583528
2013-02-28,1000,0.133664325043482
2013-03-01,5,0.0530053322763323
2013-03-01,10,0.0576550148603237
2013-03-01,15,0.0704359385306837
2013-03-01,20,0.0590056688769355
2013-03-01,25,0.0747812704836584
2013-03-01,35,0.110384988690559
2013-03-01,1000,0.138073850372619
2013-03-02,5,0.0531900599294576
2013-03-02,10,0.058202027369138
2013-03-02,15,0.0708003340236684
2013-03-02,20,0.0590803313459159
2013-03-02,25,0.0752315645286332
2013-03-02,35,0.113530111545837
2013-03-02,1000,0.142483375701756
2013-03-03,5,0.0533747875825829
2013-03-03,10,0.0587490398779523
2013-03-03,15,0.0711647295166531
2013-03-03,20,0.0591549938148962
2013-03-03,25,0.0756818585736079
2013-03-03,35,0.116675234401116
2013-03-03,1000,0.146892901030893
2013-03-04,5,0.0535595152357081
2013-03-04,10,0.0592960523867667
2013-03-04,15,0.0715291250096379
2013-03-04,20,0.0592296562838765
2013-03-04,25,0.0761321526185827
2013-03-04,35,0.119820357256395
2013-03-04,1000,0.15130242636003
2013-03-05,5,0.0534206339265064
2013-03-05,10,0.0593075037738249
2013-03-05,15,0.0720092836407063
2013-03-05,20,0.0592224572997255
2013-03-05,25,0.0767145708486086
2013-03-05,35,0.12077159261704
2013-03-05,1000,0.156885011242976
2013-03-06,5,0.0532817526173046
2013-03-06,10,0.0593189551608832
2013-03-06,15,0.0724894422717747
2013-03-06,20,0.0592152583155745
2013-03-06,25,0.0772969890786344
2013-03-06,35,0.121722827977686
2013-03-06,1000,0.162467596125922
2013-03-07,5,0.0531428713081028
2013-03-07,10,0.0593304065479414
2013-03-07,15,0.0729696009028431
2013-03-07,20,0.0592080593314235
2013-03-07,25,0.0778794073086603
2013-03-07,35,0.122674063338331
2013-03-07,1000,0.168050181008869
2013-03-08,5,0.053003989998901
2013-03-08,10,0.0593418579349997
2013-03-08,15,0.0734497595339115
2013-03-08,20,0.0592008603472725
2013-03-08,25,0.0784618255386862
2013-03-08,35,0.123625298698977
2013-03-08,1000,0.173632765891815
2013-03-09,5,0.0528651086896992
2013-03-09,10,0.059353309322058
2013-03-09,15,0.0739299181649799
2013-03-09,20,0.0591936613631216
2013-03-09,25,0.079044243768712
2013-03-09,35,0.124576534059622
2013-03-09,1000,0.179215350774761
2013-03-10,5,0.0527262273804974
2013-03-10,10,0.0593647607091162
2013-03-10,15,0.0744100767960483
2013-03-10,20,0.0591864623789706
2013-03-10,25,0.0796266619987379
2013-03-10,35,0.125527769420268
2013-03-10,1000,0.184797935657707
2013-03-11,5,0.0525873460712956
2013-03-11,10,0.0593762120961745
2013-03-11,15,0.0748902354271167
2013-03-11,20,0.0591792633948196
2013-03-11,25,0.0802090802287638
2013-03-11,35,0.126479004780913
2013-03-11,1000,0.190380520540654
2013-03-12,5,0.0527302278475565
2013-03-12,10,0.0589417041284093
2013-03-12,15,0.0751148623704177
2013-03-12,20,0.0591630070837688
2013-03-12,25,0.0810111349489364
2013-03-12,35,0.128897048405225
2013-03-12,1000,0.198039864475127
2013-03-13,5,0.0528731096238174
2013-03-13,10,0.0585071961606441
2013-03-13,15,0.0753394893137187
2013-03-13,20,0.0591467507727181
2013-03-13,25,0.0818131896691091
2013-03-13,35,0.131315092029536
2013-03-13,1000,0.2056992084096
2013-03-14,5,0.0530159914000782
2013-03-14,10,0.0580726881928788
2013-03-14,15,0.0755641162570198
2013-03-14,20,0.0591304944616674
2013-03-14,25,0.0826152443892818
2013-03-14,35,0.133733135653847
2013-03-14,1000,0.213358552344073
2013-03-15,5,0.0531588731763391
2013-03-15,10,0.0576381802251136
2013-03-15,15,0.0757887432003208
2013-03-15,20,0.0591142381506166
2013-03-15,25,0.0834172991094544
2013-03-15,35,0.136151179278159
2013-03-15,1000,0.221017896278547
2013-03-16,5,0.0533017549526
2013-03-16,10,0.0572036722573484
2013-03-16,15,0.0760133701436218
2013-03-16,20,0.0590979818395659
2013-03-16,25,0.0842193538296271
2013-03-16,35,0.13856922290247
2013-03-16,1000,0.22867724021302
2013-03-17,5,0.0534446367288609
2013-03-17,10,0.0567691642895832
2013-03-17,15,0.0762379970869228
2013-03-17,20,0.0590817255285152
2013-03-17,25,0.0850214085497997
2013-03-17,35,0.140987266526781
2013-03-17,1000,0.236336584147493
2013-03-18,5,0.0535875185051217
2013-03-18,10,0.056334656321818
2013-03-18,15,0.0764626240302238
2013-03-18,20,0.0590654692174644
2013-03-18,25,0.0858234632699724
2013-03-18,35,0.143405310151093
2013-03-18,1000,0.243995928081967
2013-03-19,5,0.0533350859427296
2013-03-19,10,0.0564256323949154
2013-03-19,15,0.0767607881078042
2013-03-19,20,0.0588370223214005
2013-03-19,25,0.085826402820314
2013-03-19,35,0.14490686102956
2013-03-19,1000,0.251507026237775
2013-03-20,5,0.0530826533803375
2013-03-20,10,0.0565166084680129
2013-03-20,15,0.0770589521853845
2013-03-20,20,0.0586085754253366
2013-03-20,25,0.0858293423706556
2013-03-20,35,0.146408411908028
2013-03-20,1000,0.259018124393584
2013-03-21,5,0.0528302208179454
2013-03-21,10,0.0566075845411103
2013-03-21,15,0.0773571162629648
2013-03-21,20,0.0583801285292727
2013-03-21,25,0.0858322819209972
2013-03-21,35,0.147909962786496
2013-03-21,1000,0.266529222549392
2013-03-22,5,0.0525777882555533
2013-03-22,10,0.0566985606142078
2013-03-22,15,0.0776552803405451
2013-03-22,20,0.0581516816332087
2013-03-22,25,0.0858352214713389
2013-03-22,35,0.149411513664963
2013-03-22,1000,0.274040320705201
2013-03-23,5,0.0523253556931612
2013-03-23,10,0.0567895366873052
2013-03-23,15,0.0779534444181254
2013-03-23,20,0.0579232347371448
2013-03-23,25,0.0858381610216805
2013-03-23,35,0.150913064543431
2013-03-23,1000,0.281551418861009
2013-03-24,5,0.0520729231307691
2013-03-24,10,0.0568805127604027
2013-03-24,15,0.0782516084957057
2013-03-24,20,0.0576947878410809
2013-03-24,25,0.0858411005720221
2013-03-24,35,0.152414615421899
2013-03-24,1000,0.289062517016818
2013-03-25,5,0.051820490568377
2013-03-25,10,0.0569714888335001
2013-03-25,15,0.078549772573286
2013-03-25,20,0.057466340945017
2013-03-25,25,0.0858440401223637
2013-03-25,35,0.153916166300366
2013-03-25,1000,0.296573615172627
2013-03-26,5,0.051644544448062
2013-03-26,10,0.0567251287884699
2013-03-26,15,0.0785636514002218
2013-03-26,20,0.0572866419800419
2013-03-26,25,0.0860235368882989
2013-03-26,35,0.154769361732786
2013-03-26,1000,0.306880898654671
2013-03-27,5,0.051468598327747
2013-03-27,10,0.0564787687434398
2013-03-27,15,0.0785775302271577
2013-03-27,20,0.0571069430150668
2013-03-27,25,0.0862030336542341
2013-03-27,35,0.155622557165205
2013-03-27,1000,0.317188182136716
2013-03-28,5,0.0512926522074321
2013-03-28,10,0.0562324086984096
2013-03-28,15,0.0785914090540935
2013-03-28,20,0.0569272440500917
2013-03-28,25,0.0863825304201693
2013-03-28,35,0.156475752597624
2013-03-28,1000,0.32749546561876
2013-03-29,5,0.0511167060871171
2013-03-29,10,0.0559860486533795
2013-03-29,15,0.0786052878810293
2013-03-29,20,0.0567475450851166
2013-03-29,25,0.0865620271861045
2013-03-29,35,0.157328948030044
2013-03-29,1000,0.337802749100805
2013-03-30,5,0.0509407599668022
2013-03-30,10,0.0557396886083493
2013-03-30,15,0.0786191667079651
2013-03-30,20,0.0565678461201415
2013-03-30,25,0.0867415239520396
2013-03-30,35,0.158182143462463
2013-03-30,1000,0.348110032582849
2013-03-31,5,0.0507648138464872
2013-03-31,10,0.0554933285633192
2013-03-31,15,0.078633045534901
2013-03-31,20,0.0563881471551664
2013-03-31,25,0.0869210207179748
2013-03-31,35,0.159035338894883
2013-03-31,1000,0.358417316064894
2013-04-01,5,0.0505888677261723
2013-04-01,10,0.055246968518289
2013-04-01,15,0.0786469243618368
2013-04-01,20,0.0562084481901913
2013-04-01,25,0.08710051748391
2013-04-01,35,0.159888534327302
2013-04-01,1000,0.368724599546938
2013-04-02,5,0.0504129216058573
2013-04-02,10,0.0550006084732589
2013-04-02,15,0.0786608031887726
2013-04-02,20,0.0560287492252162
2013-04-02,25,0.0872800142498452
2013-04-02,35,0.160741729759721
2013-04-02,1000,0.379031883028983
2013-04-03,5,0.0496187513464897
2013-04-03,10,0.0548302441415913
2013-04-03,15,0.0783396838251814
2013-04-03,20,0.0557701350446972
2013-04-03,25,0.0873203749093791
2013-04-03,35,0.16135480785311
2013-04-03,1000,0.388700070935749
2013-04-04,5,0.0488245810871222
2013-04-04,10,0.0546598798099237
2013-04-04,15,0.0780185644615902
2013-04-04,20,0.0555115208641782
2013-04-04,25,0.0873607355689129
2013-04-04,35,0.161967885946499
2013-04-04,1000,0.398368258842515
2013-04-05,5,0.0480304108277546
2013-04-05,10,0.0544895154782561
2013-04-05,15,0.077697445097999
2013-04-05,20,0.0552529066836592
2013-04-05,25,0.0874010962284467
2013-04-05,35,0.162580964039887
2013-04-05,1000,0.408036446749281
2013-04-06,5,0.0472362405683871
2013-04-06,10,0.0543191511465885
2013-04-06,15,0.0773763257344078
2013-04-06,20,0.0549942925031403
2013-04-06,25,0.0874414568879806
2013-04-06,35,0.163194042133276
2013-04-06,1000,0.417704634656047
2013-04-07,5,0.0464420703090195
2013-04-07,10,0.0541487868149209
2013-04-07,15,0.0770552063708165
2013-04-07,20,0.0547356783226213
2013-04-07,25,0.0874818175475144
2013-04-07,35,0.163807120226664
2013-04-07,1000,0.427372822562814
2013-04-08,5,0.045647900049652
2013-04-08,10,0.0539784224832533
2013-04-08,15,0.0767340870072253
2013-04-08,20,0.0544770641421023
2013-04-08,25,0.0875221782070483
2013-04-08,35,0.164420198320053
2013-04-08,1000,0.43704101046958
2013-04-09,5,0.0444573565653512
2013-04-09,10,0.0530401176410414
2013-04-09,15,0.0759599211168479
2013-04-09,20,0.0539010958608468
2013-04-09,25,0.0860911920384402
2013-04-09,35,0.163997164407582
2013-04-09,1000,0.443867856860136
2013-04-10,5,0.0432668130810505
2013-04-10,10,0.0521018127988295
2013-04-10,15,0.0751857552264705
2013-04-10,20,0.0533251275795912
2013-04-10,25,0.0846602058698321
2013-04-10,35,0.163574130495111
2013-04-10,1000,0.450694703250692
2013-04-11,5,0.0420762695967498
2013-04-11,10,0.0511635079566175
2013-04-11,15,0.0744115893360931
2013-04-11,20,0.0527491592983357
2013-04-11,25,0.083229219701224
2013-04-11,35,0.16315109658264
2013-04-11,1000,0.457521549641247
2013-04-12,5,0.0408857261124491
2013-04-12,10,0.0502252031144056
2013-04-12,15,0.0736374234457157
2013-04-12,20,0.0521731910170802
2013-04-12,25,0.0817982335326159
2013-04-12,35,0.162728062670169
2013-04-12,1000,0.464348396031803
2013-04-13,5,0.0396951826281483
2013-04-13,10,0.0492868982721937
2013-04-13,15,0.0728632575553383
2013-04-13,20,0.0515972227358247
2013-04-13,25,0.0803672473640078
2013-04-13,35,0.162305028757698
2013-04-13,1000,0.471175242422359
2013-04-14,5,0.0385046391438476
2013-04-14,10,0.0483485934299817
2013-04-14,15,0.0720890916649609
2013-04-14,20,0.0510212544545691
2013-04-14,25,0.0789362611953997
2013-04-14,35,0.161881994845227
2013-04-14,1000,0.478002088812915
2013-04-15,5,0.0373140956595469
2013-04-15,10,0.0474102885877698
2013-04-15,15,0.0713149257745835
2013-04-15,20,0.0504452861733136
2013-04-15,25,0.0775052750267916
2013-04-15,35,0.161458960932756
2013-04-15,1000,0.484828935203471
2013-04-16,5,0.0366899226557669
2013-04-16,10,0.0461696356242516
2013-04-16,15,0.0702171409455826
2013-04-16,20,0.0507633880805433
2013-04-16,25,0.0766220991259786
2013-04-16,35,0.160235175208122
2013-04-16,1000,0.487118187908
2013-04-17,5,0.0360657496519869
2013-04-17,10,0.0449289826607335
2013-04-17,15,0.0691193561165816
2013-04-17,20,0.051081489987773
2013-04-17,25,0.0757389232251655
2013-04-17,35,0.159011389483488
2013-04-17,1000,0.489407440612529
2013-04-18,5,0.0354415766482069
2013-04-18,10,0.0436883296972153
2013-04-18,15,0.0680215712875807
2013-04-18,20,0.0513995918950027
2013-04-18,25,0.0748557473243525
2013-04-18,35,0.157787603758854
2013-04-18,1000,0.491696693317058
2013-04-19,5,0.034817403644427
2013-04-19,10,0.0424476767336971
2013-04-19,15,0.0669237864585797
2013-04-19,20,0.0517176938022324
2013-04-19,25,0.0739725714235394
2013-04-19,35,0.15656381803422
2013-04-19,1000,0.493985946021587
2013-04-20,5,0.034193230640647
2013-04-20,10,0.041207023770179
2013-04-20,15,0.0658260016295788
2013-04-20,20,0.0520357957094621
2013-04-20,25,0.0730893955227263
2013-04-20,35,0.155340032309586
2013-04-20,1000,0.496275198726116
2013-04-21,5,0.033569057636867
2013-04-21,10,0.0399663708066608
2013-04-21,15,0.0647282168005778
2013-04-21,20,0.0523538976166918
2013-04-21,25,0.0722062196219133
2013-04-21,35,0.154116246584952
2013-04-21,1000,0.498564451430645
2013-04-22,5,0.032944884633087
2013-04-22,10,0.0387257178431427
2013-04-22,15,0.0636304319715769
2013-04-22,20,0.0526719995239215
2013-04-22,25,0.0713230437211002
2013-04-22,35,0.152892460860318
2013-04-22,1000,0.500853704135174
2013-04-23,5,0.0325561411068358
2013-04-23,10,0.0383105162544421
2013-04-23,15,0.0629366764364573
2013-04-23,20,0.0525193390368583
2013-04-23,25,0.0707867432360246
2013-04-23,35,0.151623020325964
2013-04-23,1000,0.501191293792516
2013-04-24,5,0.0321673975805846
2013-04-24,10,0.0378953146657416
2013-04-24,15,0.0622429209013377
2013-04-24,20,0.052366678549795
2013-04-24,25,0.0702504427509489
2013-04-24,35,0.15035357979161
2013-04-24,1000,0.501528883449859
2013-04-25,5,0.0317786540543334
2013-04-25,10,0.0374801130770411
2013-04-25,15,0.0615491653662181
2013-04-25,20,0.0522140180627317
2013-04-25,25,0.0697141422658732
2013-04-25,35,0.149084139257257
2013-04-25,1000,0.501866473107201
2013-04-26,5,0.0313899105280821
2013-04-26,10,0.0370649114883406
2013-04-26,15,0.0608554098310985
2013-04-26,20,0.0520613575756684
2013-04-26,25,0.0691778417807975
2013-04-26,35,0.147814698722903
2013-04-26,1000,0.502204062764544
2013-04-27,5,0.0310011670018309
2013-04-27,10,0.0366497098996401
2013-04-27,15,0.0601616542959789
2013-04-27,20,0.0519086970886051
2013-04-27,25,0.0686415412957219
2013-04-27,35,0.146545258188549
2013-04-27,1000,0.502541652421886
2013-04-28,5,0.0306124234755797
2013-04-28,10,0.0362345083109396
2013-04-28,15,0.0594678987608593
2013-04-28,20,0.0517560366015419
2013-04-28,25,0.0681052408106462
2013-04-28,35,0.145275817654195
2013-04-28,1000,0.502879242079229
2013-04-29,5,0.0302236799493285
2013-04-29,10,0.0358193067222391
2013-04-29,15,0.0587741432257397
2013-04-29,20,0.0516033761144786
2013-04-29,25,0.0675689403255705
2013-04-29,35,0.144006377119841
2013-04-29,1000,0.503216831736571
2013-04-30,5,0.0297753549337904
2013-04-30,10,0.0355267516941228
2013-04-30,15,0.0580568447512528
2013-04-30,20,0.051473551424177
2013-04-30,25,0.0667733776106211
2013-04-30,35,0.142945201660572
2013-04-30,1000,0.503561143759362
2013-05-01,5,0.0293270299182523
2013-05-01,10,0.0352341966660066
2013-05-01,15,0.0573395462767658
2013-05-01,20,0.0513437267338753
2013-05-01,25,0.0659778148956718
2013-05-01,35,0.141884026201302
2013-05-01,1000,0.503905455782152
2013-05-02,5,0.0288787049027142
2013-05-02,10,0.0349416416378903
2013-05-02,15,0.0566222478022789
2013-05-02,20,0.0512139020435737
2013-05-02,25,0.0651822521807224
2013-05-02,35,0.140822850742032
2013-05-02,1000,0.504249767804942
2013-05-03,5,0.0284303798871762
2013-05-03,10,0.0346490866097741
2013-05-03,15,0.0559049493277919
2013-05-03,20,0.0510840773532721
2013-05-03,25,0.064386689465773
2013-05-03,35,0.139761675282762
2013-05-03,1000,0.504594079827732
2013-05-04,5,0.0279820548716381
2013-05-04,10,0.0343565315816578
2013-05-04,15,0.055187650853305
2013-05-04,20,0.0509542526629704
2013-05-04,25,0.0635911267508237
2013-05-04,35,0.138700499823492
2013-05-04,1000,0.504938391850523
2013-05-05,5,0.0275337298561
2013-05-05,10,0.0340639765535415
2013-05-05,15,0.054470352378818
2013-05-05,20,0.0508244279726688
2013-05-05,25,0.0627955640358743
2013-05-05,35,0.137639324364222
2013-05-05,1000,0.505282703873313
2013-05-06,5,0.0270854048405619
2013-05-06,10,0.0337714215254253
2013-05-06,15,0.0537530539043311
2013-05-06,20,0.0506946032823672
2013-05-06,25,0.0620000013209249
2013-05-06,35,0.136578148904952
2013-05-06,1000,0.505627015896103
2013-05-07,5,0.0267946764029853
2013-05-07,10,0.033556481326288
2013-05-07,15,0.0534958899933617
2013-05-07,20,0.0506870853561634
2013-05-07,25,0.0622942977253642
2013-05-07,35,0.136167746596768
2013-05-07,1000,0.50529074325794
2013-05-08,5,0.0265039479654086
2013-05-08,10,0.0333415411271507
2013-05-08,15,0.0532387260823923
2013-05-08,20,0.0506795674299596
2013-05-08,25,0.0625885941298036
2013-05-08,35,0.135757344288584
2013-05-08,1000,0.504954470619778
2013-05-09,5,0.026213219527832
2013-05-09,10,0.0331266009280134
2013-05-09,15,0.0529815621714228
2013-05-09,20,0.0506720495037558
2013-05-09,25,0.0628828905342429
2013-05-09,35,0.1353469419804
2013-05-09,1000,0.504618197981615
2013-05-10,5,0.0259224910902553
2013-05-10,10,0.0329116607288761
2013-05-10,15,0.0527243982604534
2013-05-10,20,0.050664531577552
2013-05-10,25,0.0631771869386822
2013-05-10,35,0.134936539672216
2013-05-10,1000,0.504281925343452
2013-05-11,5,0.0256317626526787
2013-05-11,10,0.0326967205297388
2013-05-11,15,0.052467234349484
2013-05-11,20,0.0506570136513482
2013-05-11,25,0.0634714833431215
2013-05-11,35,0.134526137364032
2013-05-11,1000,0.50394565270529
2013-05-12,5,0.025341034215102
2013-05-12,10,0.0324817803306015
2013-05-12,15,0.0522100704385146
2013-05-12,20,0.0506494957251444
2013-05-12,25,0.0637657797475608
