"volume","rd25_eucs.mean","resppermass25.mean","rd25_eucs.se","resppermass25.se"
5,0.60785371108048,4.00533902665599,0.0435492411665074,0.337814179274422
10,0.788136054706094,3.88919285300795,0.0648879025549424,0.388418600554069
15,0.698654142719815,2.79462740330867,0.0458262040169711,0.357891723463866
20,0.729255027941652,3.29685619575131,0.107441652072317,0.441043590967006
25,0.52834872711382,2.35734095719289,0.131020136514322,0.440053832019165
35,0.605917760125508,1.98856925575209,0.0427693855255037,0.231457749269163
1000,0.640314727677235,1.96839073384346,0.0667461382454905,0.100367480781339
