"volume","tdc_net.sum","Rleaf.sum","tdc_gross.sum"
"5",23.1123563776544,2.2217235531832,25.3340799308376
"10",28.8247035394598,3.41585441450478,32.2405579539645
"15",43.1931550626437,3.22942405834829,46.422579120992
"20",34.7746548283499,2.64101667466143,37.4156715030114
"25",46.1740730109695,2.9283868001726,49.1024598111421
"35",79.9095901699946,6.00280662034248,85.9123967903371
"1000",213.630185959377,18.1908357040735,231.82102166345
