"volume","RS.mean","LR.mean","RS.se","LR.se"
"5",0.765533982629023,1.19200712790401,0.0487257920983396,0.133211930758584
"10",1.01674733503798,1.79689435144835,0.0752927196603809,0.379490604219462
"15",0.8864278732386,1.02883430059557,0.0700800477825204,0.202280215633075
"20",0.981710909518688,1.50504133028885,0.120774783387871,0.374726708414188
"25",0.90672077094584,1.23231034221466,0.0601518629657249,0.166927269292676
"35",0.835278701452404,0.880215693280155,0.0289489782268735,0.167141248569254
"1000",0.933184476712387,1.09364766308304,0.0618131482146034,0.102256241741987
