"volume","rd12.3","rd25_euct","rd25_eucs"
5,0.3538123417,3.68213962508302,3.82136793509187
10,0.4634792242,2.95018927654764,3.06074614535292
15,0.325574131371429,4.00801543413535,4.16176236146572
20,0.336821475828571,3.80874170194428,3.9522270073665
25,0.281635834033333,4.41956114111442,4.58705687720056
35,0.324767042771429,3.99672247354961,4.14949702350557
1000,0.443782048058824,3.1021600940303,3.22015483751967
