"ID","Date","volume","campaign","Photo","Nperc","area","mass","sla","massarea","Nmass","Narea","Npercentage","starch_mgperg","sugars_mgperg","starch","sugars","tnc","Nmass_notnc","lma_notnc","A_mass"
"1-4","2013-03-07","20",1,20.359972884,0.011,14.62,0.13,0.0112461538461538,88.9192886456909,0.00143,1.02237762237762,1.1,146.0560345,67.69758621,0.1460560345,0.06769758621,0.21375362071,0.00181876831190158,113.09341573819,228.971387356984
"1-4","2013-03-22","20",2,21.280276584,0.01,14.24,0.13,0.0109538461538462,91.2921348314607,0.0013,1.09538461538462,1,195.1797753,53.39920365,0.1951797753,0.05339920365,0.24857897895,0.00173005540646633,121.492654948478,233.100875812432
"1-4","2013-04-08","20",3,23.774805834,0.013,13.97,0.155,0.00901290322580645,110.952040085898,0.002015,0.693300248138958,1.3,164.7479999,72.746484,0.1647479999,0.072746484,0.2374944839,0.00264260383361704,145.50981959237,214.280024194181
"1-4","2013-04-17","20",4,28.282672622,0.014,15.92,0.18,0.00884444444444444,113.065326633166,0.00252,0.631746031746032,1.4,155.1232394,43.2252993,0.1551232394,0.0432252993,0.1983485387,0.00314351076702765,141.040504622562,250.144526745689
"1-4","2013-05-01","20",5,31.570368272,0.014,19.99,0.26,0.00768846153846154,130.065032516258,0.00364,0.549175824175824,1.4,97.45754717,67.57385613,0.09745754717,0.06757385613,0.1650314033,0.00435944539038494,155.772364410239,242.727562214338
"1-4","2013-05-16","20",6,29.592785608,0.016,19.25,0.21,0.00916666666666667,109.090909090909,0.00336,0.572916666666667,1.6,86.80788177,66.34627094,0.08680788177,0.06634627094,0.15315415271,0.00396766425761237,128.820268104298,271.267201406667
"1-5","2013-03-07","free",1,41.228814326,0.029,21.37,0.15,0.0142466666666667,70.1918577445016,0.00435,0.491264367816092,2.9,83.556,70.74141333,0.083556,0.07074141333,0.15429741333,0.00514365223491672,82.9982772322902,587.373174764415
"1-5","2013-03-22","free",2,30.9258149,0.019,50.11,0.42,0.0119309523809524,83.8156056675314,0.00798,0.627944862155389,1.9,143.8613445,81.44433561,0.1438613445,0.08144433561,0.22530568011,0.0103008371109951,108.191842273263,368.974424914048
"1-5","2013-04-08","free",3,28.22939328,0.017,32.95,0.315,0.0104603174603175,95.5993930197268,0.005355,0.61531279178338,1.7,143.1119135,90.4635704,0.1431119135,0.0904635704,0.2335754839,0.00698698943928524,124.734257596809,295.288415420953
"1-5","2013-04-17","free",4,27.021609572,0.015,35.3,0.34,0.0103823529411765,96.3172804532578,0.0051,0.692156862745098,1.5,111.6984733,46.89790458,0.1116984733,0.04689790458,0.15859637788,0.00606130026770035,114.472148587353,280.547887615177
"1-5","2013-05-01","free",5,29.091997564,0.016,27.54,0.28,0.00983571428571428,101.670297748729,0.00448,0.614732142857143,1.6,129.5416667,65.82484954,0.1295416667,0.06582484954,0.19536651624,0.00556775238716794,126.356036382715,286.1405760402
"1-5","2013-05-16","free",6,26.646218054,0.016,34.06,0.39,0.00873333333333333,114.503816793893,0.00624,0.545833333333333,1.6,108.2226563,61.78922819,0.1082226563,0.06178922819,0.17001188449,0.00751817993943893,137.958381155294,232.710304338267
"1-6","2013-03-07","25",1,21.74859277,0.011,20.54,0.21,0.00978095238095238,102.239532619279,0.00231,0.889177489177489,1.1,189.4302326,48.87060724,0.1894302326,0.04887060724,0.23830083984,0.00303269337925326,134.225607650405,212.721950236095
"1-6","2013-03-22","25",2,21.9207103,0.011,11.3,0.12,0.00941666666666667,106.194690265487,0.00132,0.856060606060606,1.1,168.6533333,49.43417278,0.1686533333,0.04943417278,0.21808750608,0.00168816844629554,135.814034295699,206.420021991667
"1-6","2013-04-08","25",3,20.916821164,0.011,12.71,0.15,0.00847333333333333,118.01730920535,0.00165,0.77030303030303,1.1,151.5473684,65.16223158,0.1515473684,0.06516223158,0.21670959998,0.00210649843271138,150.668652650839,177.235197996293
"1-6","2013-04-17","25",4,23.72770021,0.011,13.45,0.17,0.00791176470588235,126.39405204461,0.00187,0.719251336898396,1.1,115.2738095,62.97555159,0.1152738095,0.06297555159,0.17824936109,0.00227562950541838,153.810713444973,187.727981073235
"1-6","2013-05-01","25",5,22.595839694,0.01,11.23,0.14,0.00802142857142857,124.6660730187,0.0014,0.802142857142857,1,147.4166667,65.11986111,0.1474166667,0.06511986111,0.21253652781,0.0017778602429729,158.313467762503,181.250914116871
"1-6","2013-05-16","25",6,21.449873122,0.011,12.28,0.15,0.00818666666666667,122.14983713355,0.00165,0.744242424242424,1.1,124.3469388,90.35800442,0.1243469388,0.09035800442,0.21470494322,0.0021011210827757,155.546423066013,175.602961292107
"1-7","2013-03-07","35",1,39.35161087,0.033,35.48,0.21,0.0168952380952381,59.1882750845547,0.00693,0.511976911976912,3.3,7.390510949,76.94760341,0.007390510949,0.07694760341,0.084338114359,0.00756829579637764,64.639880738424,664.85483507981
"1-7","2013-03-22","35",2,32.48001031,0.021,29.47,0.22,0.0133954545454545,74.6521886664405,0.00462,0.637878787878788,2.1,92.49382716,51.87673868,0.09249382716,0.05187673868,0.14437056584,0.00539953374153802,87.2482709056509,435.084501743498
"1-7","2013-04-08","35",3,27.61691949,0.018,26.48,0.24,0.0110333333333333,90.6344410876133,0.00432,0.612962962962963,1.8,119.2374581,79.6482291,0.1192374581,0.0796482291,0.1988856872,0.0053924888508121,113.135465987162,304.706678372999
"1-7","2013-04-17","35",4,27.765287006,0.016,31.39,0.29,0.0108241379310345,92.3861102261867,0.00464,0.676508620689655,1.6,85.08097166,58.51853576,0.08508097166,0.05851853576,0.14359950742,0.0054180258421168,107.877226865977,300.535296247704
"1-7","2013-05-01","35",5,21.973259152,0.011,33.75,0.36,0.009375,106.666666666667,0.00396,0.852272727272727,1.1,64.11267606,64.64926056,0.06411267606,0.06464926056,0.12876193662,0.00454525595982002,122.431136964849,205.99930455
"1-7","2013-05-16","35",6,21.47447198,0.012,26.52,0.27,0.00982222222222222,101.809954751131,0.00324,0.818518518518518,1.2,66.31279621,82.71709479,0.06631279621,0.08271709479,0.149029891,0.00380741928034043,119.639871805569,210.927035892444
"1-8","2013-03-07","05",1,23.60376985,0.011,20.64,0.2,0.01032,96.8992248062015,0.0022,0.938181818181818,1.1,201.6512456,51.90166074,0.2016512456,0.05190166074,0.25355290634,0.00294729528547415,129.813922017008,243.590904852
"1-8","2013-03-22","05",2,20.139561964,0.009,17.245,0.15,0.0114966666666667,86.9817338358944,0.00135,1.27740740740741,0.9,209.5893536,44.08211549,0.2095893536,0.04408211549,0.25367146909,0.00180885487300605,116.546172675239,231.537830712787
"1-8","2013-04-08","05",3,17.083352152,0.011,11.615,0.13,0.00893461538461538,111.924235901851,0.00143,0.812237762237762,1.1,150.1378092,61.87776678,0.1501378092,0.06187776678,0.21201557598,0.00181475668352006,142.038639965566,152.633180958061
"1-8","2013-04-17","05",4,15.772714164,0.011,13.42,0.12,0.0111833333333333,89.4187779433681,0.00132,1.01666666666667,1.1,159.2599278,60.34219856,0.1592599278,0.06034219856,0.21960212636,0.00169144489572113,114.58101176813,176.391520067399
"1-8","2013-05-01","05",5,22.95911683,0.013,17.24,0.17,0.0101411764705882,98.6078886310905,0.00221,0.780090497737556,1.3,102.8275862,67.92147515,0.1028275862,0.06792147515,0.17074906135,0.00266505577141441,118.912001223202,232.832455381882
"1-8","2013-05-16","05",6,23.405686858,0.012,6.66,0.1,0.00666,150.15015015015,0.0012,0.555,1.2,108.0728155,83.23485639,0.1080728155,0.08323485639,0.19130767189,0.00148387706707263,185.670303687766,155.88187447428
"2-1","2013-03-07","20",1,29.740089322,0.02,36.1,0.25,0.01444,69.2520775623269,0.005,0.722,2,138.5639098,53.35706767,0.1385639098,0.05335706767,0.19192097747,0.00618751367204855,85.6996353469328,429.44688980968
"2-1","2013-03-22","20",2,26.830533914,0.015,35.91,0.29,0.0123827586206897,80.7574491785018,0.00435,0.82551724137931,1.5,117.761194,73.7331264,0.117761194,0.0737331264,0.1914943204,0.00538029615593068,99.8848260638759,332.236025121291
"2-1","2013-04-08","20",3,22.0623746,0.013,29.68,0.27,0.0109925925925926,90.9703504043127,0.00351,0.845584045584045,1.3,98.87307681,98.87685,0.09887307681,0.09887685,0.19774992681,0.00437519436557124,113.394006986607,242.522695602963
"2-1","2013-04-17","20",4,25.813263024,0.013,29.82,0.31,0.00961935483870968,103.957075788062,0.00403,0.739950372208437,1.3,79.10227273,68.9181452,0.07910227273,0.0689181452,0.14802041793,0.00473016030526056,122.018271301155,248.3069365728
"2-1","2013-05-01","20",5,16.326792716,0.012,17.97,0.16,0.01123125,89.0372843628269,0.00192,0.9359375,1.2,77.18918919,64.2273705,0.07718918919,0.0642273705,0.14141655969,0.00223624159267126,103.702540932631,183.370290691575
"2-1","2013-05-16","20",6,24.677693474,0.014,37.08,0.39,0.00950769230769231,105.177993527508,0.00546,0.679120879120879,1.4,41.72727273,100.420122,0.04172727273,0.100420122,0.14214739473,0.00636472975247481,122.606136393797,234.627916414339
"2-2","2013-03-07","15",1,23.93326984,0.014,21.8,0.16,0.013625,73.394495412844,0.00224,0.973214285714286,1.4,81.6741573,54.27072409,0.0816741573,0.05427072409,0.13594488139,0.0025924272095089,84.9419138109075,326.09080157
"2-2","2013-03-22","15",2,18.127540888,0.012,23.73,0.22,0.0107863636363636,92.7096502317741,0.00264,0.898863636363636,1.2,34.90045249,60.30640175,0.03490045249,0.06030640175,0.09520685424,0.002917793986804,102.465022714005,195.530247851017
"2-2","2013-04-08","15",3,21.894052314,0.012,19.615,0.21,0.00934047619047619,107.060922763191,0.00252,0.778373015873016,1.2,117.3923076,68.63845155,0.1173923076,0.06863845155,0.18603075915,0.00309594008413445,131.529445328169,204.500874351957
"2-2","2013-04-17","15",4,16.880158964,0.01,20.03,0.24,0.00834583333333333,119.820269595607,0.0024,0.834583333333333,1,141.9444444,65.38378642,0.1419444444,0.06538378642,0.20732823082,0.00302773492549475,151.16000626534,140.878993353717
"2-2","2013-05-01","15",5,18.381719994,0.009,24.92,0.32,0.0077875,128.410914927769,0.00288,0.865277777777778,0.9,152.25,61.01464844,0.15225,0.06101464844,0.21326464844,0.00366069732889124,163.219962943251,143.147644453275
"2-2","2013-05-16","15",6,17.494308658,0.009,19.98,0.29,0.00688965517241379,145.145145145145,0.00261,0.76551724137931,0.9,83.23318386,90.02135389,0.08323318386,0.09002135389,0.17325453775,0.00315695715208021,175.56207051942,120.529754133393
"2-3","2013-03-07","free",1,33.962651404,0.03,52,0.29,0.0179310344827586,55.7692307692308,0.0087,0.597701149425287,3,61.09859155,76.46106514,0.06109859155,0.07646106514,0.13755965669,0.0100876542563047,64.6644503609275,608.985473451034
"2-3","2013-03-22","free",2,34.211016978,0.031,77.71,0.52,0.0149442307692308,66.9154548964097,0.01612,0.482071960297767,3.1,6.253012048,75.23924598,0.006253012048,0.07523924598,0.081492258028,0.0175502059083258,72.8523580571514,511.257332569305
"2-3","2013-04-08","free",3,36.902134668,0.03,50.345,0.34,0.0148073529411765,67.5340152944682,0.0102,0.493578431372549,3,14.14285714,77.1321139,0.01414285714,0.0771321139,0.09127497104,0.0112245175107298,74.3173271806524,546.422932311901
"2-3","2013-04-17","free",4,28.602195518,0.021,45.42,0.33,0.0137636363636364,72.6552179656539,0.00693,0.655411255411255,2.1,72.70652174,81.78662681,0.07270652174,0.08178662681,0.15449314855,0.00819626711257917,85.9309629969929,393.670218311383
"2-3","2013-05-01","free",5,24.930671328,0.018,46.25,0.42,0.0110119047619048,90.8108108108108,0.00756,0.611772486772487,1.8,88.29953917,61.35235023,0.08829953917,0.06135235023,0.1496518894,0.008890476624527,106.79251200633,274.534178314287
"2-3","2013-05-16","free",6,27.019050664,0.016,41.62,0.37,0.0112486486486486,88.8995675156175,0.00592,0.703040540540541,1.6,76.8364486,67.89699572,0.0768364486,0.06789699572,0.14473344432,0.00692181865487908,103.943696763561,303.927807739372
"2-4","2013-03-07","25",1,33.411639746,0.023,40.2,0.25,0.01608,62.1890547263682,0.00575,0.699130434782609,2.3,133.40625,60.18959635,0.13340625,0.06018959635,0.19359584635,0.00713041962144412,77.118966271297,537.25916711568
"2-4","2013-03-22","25",2,23.384376658,0.014,48.13,0.39,0.0123410256410256,81.0305422813214,0.00546,0.881501831501832,1.4,21.32751092,83.09248087,0.02132751092,0.08309248087,0.10441999179,0.00609660772901008,90.4782839483851,288.587191935779
"2-4","2013-04-08","25",3,22.154895592,0.011,24.44,0.24,0.0101833333333333,98.1996726677578,0.00264,0.925757575757576,1.1,101.4747083,80.77536187,0.1014747083,0.08077536187,0.18225007017,0.0032283708059123,120.085210754065,225.610686778533
"2-4","2013-04-17","25",4,19.919640216,0.01,23.08,0.25,0.009232,108.318890814558,0.0025,0.9232,1,103,70.00826372,0.103,0.07000826372,0.17300826372,0.00302300481410561,130.979411356396,183.898118474112
"2-4","2013-05-01","25",5,24.108382758,0.01,24.97,0.26,0.00960384615384615,104.124949939928,0.0026,0.960384615384615,1,85.72839506,59.15606481,0.08572839506,0.05915606481,0.14488445987,0.00304052479224589,121.767112224505,231.533199025869
"2-4","2013-05-16","25",6,26.165757868,0.01,46.47,0.6,0.007745,129.11555842479,0.006,0.7745,1,98.6453202,102.9305911,0.0986453202,0.1029305911,0.2015759113,0.00751480332935501,161.713004720357,202.65379468766
"2-6","2013-03-07","05",1,26.78455815,0.012,30.1,0.32,0.00940625,106.312292358804,0.00384,0.783854166666667,1.2,242.8308271,39.49215539,0.2428308271,0.03949215539,0.28232298249,0.00535059630768585,148.133895561624,251.942250098437
"2-6","2013-03-22","05",2,20.85451653,0.01,37.27,0.4,0.0093175,107.324926214113,0.004,0.93175,1,162.8372093,51.55937161,0.1628372093,0.05155937161,0.21439658091,0.00509162753470877,136.614637368092,194.311957768275
"2-6","2013-04-08","05",3,20.61161356,0.009,26.48,0.305,0.00868196721311475,115.181268882175,0.002745,0.964663023679417,0.9,175.7402135,65.8160605,0.1757402135,0.0658160605,0.241556274,0.00361925335512631,151.865280090899,178.949353137311
"2-6","2013-04-17","05",4,19.698913596,0.009,17,0.19,0.00894736842105263,111.764705882353,0.00171,0.994152046783626,0.9,156.5267176,60.32823791,0.1565267176,0.06032823791,0.21685495551,0.00218350356939765,142.712651594618,176.253437437895
"2-6","2013-05-16","05",6,26.829694386,0.013,24.26,0.32,0.00758125,131.904369332234,0.00416,0.583173076923077,1.3,99.89861751,79.01557796,0.09989861751,0.07901557796,0.17891419547,0.00506646196664091,160.646266936423,203.402620563863
"2-7","2013-03-07","35",1,33.398552336,0.016,20.9,0.28,0.00746428571428571,133.971291866029,0.00448,0.466517857142857,1.6,113.2099644,43.47768683,0.1132099644,0.04347768683,0.15668765123,0.00531238515187668,158.86319234081,249.296337079428
"2-7","2013-03-22","35",2,28.411285138,0.024,18.87,0.1,0.01887,52.9941706412295,0.0024,0.78625,2.4,31.38235294,54.01079896,0.03138235294,0.05401079896,0.0853931519,0.00262407831844442,57.9420225764975,536.12095055406
"2-7","2013-04-08","35",3,21.578842618,0.015,42.56,0.29,0.0146758620689655,68.1390977443609,0.00435,0.978390804597701,1.5,100.4823529,71.08229115,0.1004823529,0.07108229115,0.17156464405,0.0052508623258983,82.250349716452,316.688117869682
"2-7","2013-04-17","35",4,21.89944807,0.012,35.94,0.31,0.0115935483870968,86.2548692264886,0.00372,0.966129032258064,1.2,154.294964,63.3266295,0.154294964,0.0633266295,0.2176215935,0.00475473245311251,110.246996223161,253.892310850259
"2-7","2013-05-01","35",5,23.780564998,0.011,27.31,0.26,0.0105038461538462,95.2032222629074,0.00286,0.954895104895105,1.1,120.483871,69.11276498,0.120483871,0.06911276498,0.18959663598,0.00352910677198203,117.476341399488,249.787396190532
"2-7","2013-05-16","35",6,23.11013763,0.01,33.43,0.36,0.00928611111111111,107.687705653605,0.0036,0.928611111111111,1,153.9782609,85.6627163,0.1539782609,0.0856627163,0.2396409772,0.00473460548510769,141.627444962838,214.60330582525
"2-8","2013-03-07","10",1,22.168197226,0.011,24.7,0.24,0.0102916666666667,97.165991902834,0.00264,0.935606060606061,1.1,151.8987342,43.26063291,0.1518987342,0.04326063291,0.19515936711,0.00328015248251118,120.726996043842,228.147696450917
"2-8","2013-03-22","10",2,15.301547584,0.01,15.53,0.15,0.0103533333333333,96.5872504829363,0.0015,1.03533333333333,1,138.8333333,40.29058073,0.1388333333,0.04029058073,0.17912391403,0.00182731599279994,117.663618338695,158.422022653013
"2-8","2013-04-08","10",3,18.0691527,0.01,18.61,0.19,0.00979473684210526,102.095647501343,0.0019,0.979473684210526,1,115.4285714,77.96888095,0.1154285714,0.07796888095,0.19339745235,0.00235555913570514,126.57491325659,176.982595656316
"2-8","2013-04-17","10",4,18.707791664,0.01,23.42,0.31,0.00755483870967742,132.365499573014,0.0031,0.755483870967742,1,111.8358779,49.06223791,0.1118358779,0.04906223791,0.16089811581,0.00369442621737465,157.74663609627,141.334348635768
"2-8","2013-05-01","10",5,15.386707414,0.012,11.29,0.11,0.0102636363636364,97.4313551815766,0.00132,0.85530303030303,1.2,52.81463415,74.31631098,0.05281463415,0.07431631098,0.12713094513,0.00151225432112104,111.621960519711,157.923569730964
"2-8","2013-05-16","10",6,26.3521664,0.012,19.82,0.29,0.00683448275862069,146.316851664985,0.00348,0.569540229885057,1.2,51.02620087,81.88408515,0.05102620087,0.08188408515,0.13291028602,0.0040134255358959,168.744766897742,180.103426913103
"3-1","2013-03-07","05",1,21.784697838,0.01,10.5,0.13,0.00807692307692308,123.809523809524,0.0013,0.807692307692308,1,217.5461538,39.91138462,0.2175461538,0.03991138462,0.25745753842,0.00175074163063191,166.73729815542,175.953328691539
"3-1","2013-04-08","05",3,15.881424914,0.008,9.995,0.09,0.0111055555555556,90.0450225112556,0.00072,1.38819444444444,0.8,198.9054547,56.32742727,0.1989054547,0.05632742727,0.25523288197,0.000966745151027194,120.903595676237,176.372046683812
"3-1","2013-04-17","05",4,19.627820688,0.009,12.35,0.13,0.0095,105.263157894737,0.00117,1.05555555555556,0.9,146.9776119,58.55723259,0.1469776119,0.05855723259,0.20553484449,0.00147268887991561,132.495625723401,186.464296536
"3-1","2013-05-01","05",5,18.042357098,0.011,8.63,0.08,0.0107875,92.6998841251448,0.00088,0.980681818181818,1.1,94.99078341,69.25724078,0.09499078341,0.06925724078,0.16424802419,0.00105294396599795,110.917935952591,194.631927194675
"3-1","2013-05-16","05",6,18.203196,0.011,14.03,0.16,0.00876875,114.041339985745,0.00176,0.797159090909091,1.1,92.31308411,97.99244743,0.09231308411,0.09799244743,0.19030553154,0.00217365940926759,140.844904378124,159.619274925
"3-2","2013-03-07","free",1,34.7734356,0.029,32.3,0.18,0.0179444444444444,55.7275541795666,0.00522,0.618773946360153,2.9,93.24896266,73.4769018,0.09324896266,0.0734769018,0.16672586446,0.00626444500958523,66.8778158384246,623.989983266665
"3-2","2013-03-22","free",2,37.961791872,0.03,38.17,0.23,0.016595652173913,60.2567461357087,0.0069,0.553188405797101,3,38.51694915,85.97586117,0.03851694915,0.08597586117,0.12449281032,0.00788114601608465,68.8249586593717,630.00069380619
"3-2","2013-04-08","free",3,32.059886666,0.013,36.79,0.25,0.014716,67.9532481652623,0.00325,1.132,1.3,82.88602941,75.81807353,0.08288602941,0.07581807353,0.15870410294,0.00386308789970031,80.7721140715559,471.793292176856
"3-2","2013-04-17","free",4,34.805017208,0.023,33.97,0.27,0.0125814814814815,79.4818957904033,0.00621,0.547020933977456,2.3,74.45084746,81.57280113,0.07445084746,0.08157280113,0.15602364859,0.00735802607457565,94.1755010760857,437.898679465097
"3-2","2013-05-01","free",5,30.281718654,0.017,38.5,0.33,0.0116666666666667,85.7142857142857,0.00561,0.686274509803921,1.7,116.6603774,63.09510613,0.1166603774,0.06309510613,0.17975548353,0.00683942396121484,104.498456244688,353.286717630001
"3-2","2013-05-16","free",6,37.50604502,0.022,39.64,0.37,0.0107135135135135,93.3400605449041,0.00814,0.486977886977887,2.2,89.23222749,94.28258254,0.08923222749,0.09428258254,0.18351481003,0.00996956233866175,114.319355319028,401.821520160216
"3-3","2013-03-07","25",1,19.972933164,0.01,38.4,0.38,0.0101052631578947,98.9583333333333,0.0038,1.01052631578947,1,167.9315589,56.02623574,0.1679315589,0.05602623574,0.22395779464,0.00489664089627343,127.516690007121,201.831745657262
"3-3","2013-03-22","25",2,15.63870055,0.01,39.02,0.36,0.0108388888888889,92.2603792926704,0.0036,1.08388888888889,1,150.0113636,41.22678598,0.1500113636,0.04122678598,0.19123814958,0.0044512485327176,114.076077209575,169.506137628056
"3-3","2013-04-08","25",3,19.775254396,0.009,16.105,0.19,0.00847631578947368,117.975783918038,0.00171,0.941812865497076,0.9,125.6519999,71.396058,0.1256519999,0.071396058,0.1970480579,0.00212964177597946,146.927577769461,167.621301077674
"3-3","2013-04-17","25",4,25.502405522,0.012,19.56,0.25,0.007824,127.811860940695,0.003,0.652,1.2,102.3240418,65.10919512,0.1023240418,0.06510919512,0.16743323692,0.00360331463257288,153.515449581326,199.530820804128
"3-3","2013-05-01","25",5,30.995542492,0.013,23.31,0.33,0.00706363636363636,141.570141570142,0.00429,0.543356643356643,1.3,124.2426778,83.12080021,0.1242426778,0.08312080021,0.20736347801,0.00541231684508997,178.606634494603,218.941241057127
"3-3","2013-05-16","25",6,31.097659494,0.013,22.75,0.34,0.00669117647058824,149.450549450549,0.00442,0.514705882352941,1.3,96.14018692,88.23493769,0.09614018692,0.08823493769,0.18437512461,0.00541915791605366,183.234418125229,208.079927496618
"3-4","2013-03-07","20",1,21.699101828,0.01,32,0.31,0.0103225806451613,96.875,0.0031,1.03225806451613,1,121.110687,38.17033079,0.121110687,0.03817033079,0.15928101779,0.00368732009815102,115.228753067219,223.990728547097
"3-4","2013-03-22","20",2,22.872530392,0.012,15.98,0.16,0.0099875,100.125156445557,0.00192,0.832291666666667,1.2,88.57959184,44.68481786,0.08857959184,0.04468481786,0.1332644097,0.00221520844590614,115.519839690558,228.4393972901
"3-4","2013-04-08","20",3,25.001328782,0.013,15.905,0.18,0.00883611111111111,113.171958503615,0.00234,0.679700854700855,1.3,92.20077208,83.8146139,0.09220077208,0.0838146139,0.17601538598,0.0028398588519557,137.34717442293,220.914519043172
"3-4","2013-04-17","20",4,27.15532787,0.015,20.33,0.24,0.00847083333333333,118.052139695032,0.0036,0.564722222222222,1.5,39.4047619,63.51202778,0.0394047619,0.06351202778,0.10291678968,0.00401300565943692,131.595529084667,230.028256498792
"3-4","2013-05-16","20",6,37.333746022,0.017,19.74,0.31,0.00636774193548387,157.041540020263,0.00527,0.374573055028463,1.7,48.08823529,83.80660586,0.04808823529,0.08380660586,0.13189484115,0.00607069310241319,180.901516848835,237.731660152993
"3-5","2013-03-07","35",1,36.30029056,0.018,35.5,0.31,0.0114516129032258,87.3239436619718,0.00558,0.636200716845878,1.8,153.6579926,58.02228005,0.1536579926,0.05802228005,0.21168027265,0.00707834626790023,110.772242064166,415.696875767742
"3-5","2013-03-22","35",2,28.378781108,0.013,29.6,0.3,0.00986666666666667,101.351351351351,0.0039,0.758974358974359,1.3,94.41176471,67.09780931,0.09441176471,0.06709780931,0.16150957402,0.00465121589843057,120.873594034059,280.003973598933
"3-5","2013-04-17","35",4,25.38049822,0.013,17.31,0.21,0.00824285714285714,121.317157712305,0.00273,0.634065934065934,1.3,40.03278689,67.50283743,0.04003278689,0.06750283743,0.10753562432,0.003058945627852,135.935014347065,209.207821042
"3-5","2013-05-01","35",5,24.680962828,0.011,12.44,0.15,0.00829333333333333,120.578778135048,0.00165,0.753939393939394,1.1,140.025,61.61828125,0.140025,0.06161828125,0.20164328125,0.0020667453047598,151.033711251081,204.687451720213
"3-5","2013-05-16","35",6,29.161139328,0.011,21.58,0.3,0.00719333333333333,139.017608897127,0.0033,0.653939393939394,1.1,161.7619048,91.14254894,0.1617619048,0.09114254894,0.25290445374,0.00441710570558207,186.07741619269,209.76579556608
"3-6","2013-03-07","10",1,31.32519138,0.016,35.6,0.32,0.011125,89.8876404494382,0.00512,0.6953125,1.6,94.00352113,55.48776995,0.09400352113,0.05548776995,0.14949129108,0.00601992659957771,105.686913616182,348.4927541025
"3-6","2013-03-22","10",2,25.603453986,0.013,15.73,0.14,0.0112357142857143,89.0019071837254,0.00182,0.864285714285714,1.3,15.55405405,67.87953276,0.01555405405,0.06787953276,0.08343358681,0.00198567171326484,97.1036096271135,287.673093714129
"3-6","2013-04-08","10",3,20.43429976,0.012,15.455,0.165,0.00936666666666667,106.761565836299,0.00198,0.780555555555556,1.2,87.27058835,43.11498235,0.08727058835,0.04311498235,0.1303855707,0.00227687114344895,122.768852768735,191.401274418667
"3-6","2013-04-17","10",4,24.529160012,0.014,18.29,0.18,0.0101611111111111,98.4144341170038,0.00252,0.725793650793651,1.4,197.9895105,55.58086131,0.1979895105,0.05558086131,0.25357037181,0.00337607177532689,131.846902106025,249.243520344155
"3-6","2013-05-01","10",5,25.079686578,0.012,15.01,0.19,0.0079,126.582278481013,0.00228,0.658333333333333,1.2,30.88317757,63.51001168,0.03088317757,0.06351001168,0.09439318925,0.00251764891002947,139.776199757354,198.1295239662
