"ID","Date","volume","campaign","Photo","Nperc","area","mass","sla","massarea","Nmass","Narea","Npercentage","starch_mgperg","sugars_mgperg","starch","sugars","tnc","Nmass_notnc","lma_notnc","A_mass"
"3-6","2013-05-16","10",6,28.73742841,0.014,25.88,0.3,0.00862666666666667,115.919629057187,0.0042,0.616190476190476,1.4,23.625,87.41852882,0.023625,0.08741852882,0.11104352882,0.00472464078519494,130.399668392442,247.908215750267
"3-7","2013-03-07","15",1,22.126510146,0.011,10.1,0.13,0.00776923076923077,128.712871287129,0.00143,0.706293706293706,1.1,155.1304348,47.09412238,0.1551304348,0.04709412238,0.20222455718,0.00179248435492724,161.339725916043,171.905963442
"3-7","2013-03-22","15",2,30.721758998,0.018,9.64,0.09,0.0107111111111111,93.3609958506224,0.00162,0.595061728395062,1.8,45.95121951,53.01001646,0.04595121951,0.05301001646,0.09896123597,0.00179792486702166,103.61484941342,329.064174156355
"3-7","2013-04-08","15",3,26.436044766,0.024,15.645,0.09,0.0173833333333333,57.5263662511985,0.00216,0.724305555555556,2.4,47.71428571,108.4090893,0.04771428571,0.1084090893,0.15612337501,0.00255961586804895,68.1691666147053,459.546578182299
"3-7","2013-04-17","15",4,28.928063646,0.021,14.25,0.08,0.0178125,56.140350877193,0.00168,0.848214285714286,2.1,10.04705882,66.15199085,0.01004705882,0.06615199085,0.07619904967,0.00181857357843145,60.771046898294,515.281133694375
"3-7","2013-05-01","15",5,20.40674792,0.018,28.35,0.24,0.0118125,84.6560846560846,0.00432,0.65625,1.8,85.60714286,69.89217076,0.08560714286,0.06989217076,0.15549931362,0.00511544877307078,100.24395008957,241.054709805
"3-7","2013-05-16","15",6,24.795859176,0.016,31.43,0.32,0.009821875,101.813553929367,0.00512,0.6138671875,1.6,75.9,82.31561957,0.0759,0.08231561957,0.15821561957,0.0060823176564343,120.949682954866,243.541829344275
"4-1","2013-03-07","25",1,29.543890878,0.023,34.74,0.24,0.014475,69.0846286701209,0.00552,0.629347826086957,2.3,12.43700787,88.81444882,0.01243700787,0.08881444882,0.10125145669,0.00614187365430424,76.8675834685519,427.64782045905
"4-1","2013-03-22","25",2,16.51416552,0.014,35.18,0.27,0.0130296296296296,76.7481523592951,0.00378,0.930687830687831,1.4,7.990909091,48.46656944,0.007990909091,0.04846656944,0.056457478531,0.00400617875081552,81.3404278164443,215.173460367999
"4-1","2013-04-08","25",3,14.91399358,0.011,16.115,0.155,0.0103967741935484,96.1836798014272,0.001705,0.94516129032258,1.1,58.284,66.370422,0.058284,0.066370422,0.124654422,0.00194780215134645,109.880808470169,155.05742357529
"4-1","2013-04-17","25",4,19.11330059,0.012,20.77,0.2,0.010385,96.2927298988926,0.0024,0.865416666666667,1.2,29.1746988,58.47079384,0.0291746988,0.05847079384,0.08764549264,0.00263055641270921,105.543107555337,198.49162662715
"4-1","2013-05-01","25",5,22.203971732,0.011,20.25,0.21,0.00964285714285714,103.703703703704,0.00231,0.876623376623377,1.1,39.9486166,55.98585968,0.0399486166,0.05598585968,0.09593447628,0.00255512453399941,114.708172121186,214.109727415714
"4-1","2013-05-16","25",6,22.171291992,0.011,17.86,0.21,0.00850476190476191,117.581187010078,0.00231,0.773160173160173,1.1,68.70149254,72.96422803,0.06870149254,0.07296422803,0.14166572057,0.00269125916948583,136.987639696927,188.561559512914
"4-2","2013-03-07","10",1,22.117936652,0.012,25.39,0.2,0.012695,78.7711697518708,0.0024,1.05791666666667,1.2,65.51470588,66.23723039,0.06551470588,0.06623723039,0.13175193627,0.00276418698786333,90.7242676862063,280.78720579714
"4-2","2013-03-22","10",2,15.520103804,0.01,20,0.17,0.0117647058823529,85,0.0017,1.17647058823529,1,77.29965157,66.75396864,0.07729965157,0.06675396864,0.14405362021,0.00198610571893193,99.3052859465965,182.589456517646
"4-2","2013-04-08","10",3,14.79410738,0.01,16.79,0.155,0.0108322580645161,92.3168552709947,0.00155,1.08322580645161,1,114.0232559,92.23925,0.1140232559,0.09223925,0.2062625059,0.00195278667257304,116.306532017453,160.253588974322
"4-2","2013-04-17","10",4,20.036318446,0.011,17.68,0.2,0.00884,113.122171945701,0.0022,0.803636363636364,1.1,79.22619048,73.30271825,0.07922619048,0.07330271825,0.15252890873,0.0025959587561897,133.482042173473,177.12105506264
"4-2","2013-05-01","10",5,21.392812444,0.012,9.63,0.1,0.00963,103.842159916926,0.0012,0.8025,1.2,95.74468085,61.55105851,0.09574468085,0.06155105851,0.15729573936,0.0014239871044305,123.224913848261,206.01278383572
"4-2","2013-05-16","10",6,20.072400906,0.013,17.235,0.185,0.00931621621621622,107.339715694807,0.002405,0.716632016632017,1.3,33.58441558,97.68569553,0.03358441558,0.09768569553,0.13127011111,0.00276840941097691,123.559367609601,186.99882681887
"4-4","2013-03-07","35",1,27.358603328,0.018,20.88,0.15,0.01392,71.8390804597701,0.0027,0.773333333333333,1.8,81.60211268,88.61570423,0.08160211268,0.08861570423,0.17021781691,0.00325386596027593,86.5758290835443,380.83175832576
"4-4","2013-03-22","35",2,17.016487022,0.016,20.21,0.16,0.01263125,79.1687283523008,0.00256,0.789453125,1.6,94.87966805,76.7877417,0.09487966805,0.0767877417,0.17166740975,0.00309054603203209,95.5760153399335,214.939501696638
"4-4","2013-04-08","35",3,22.851540034,0.016,13.665,0.13,0.0105115384615385,95.1335528723015,0.00208,0.656971153846154,1.6,102.515625,55.08263672,0.102515625,0.05508263672,0.15759826172,0.00246913070745427,112.931334954915,240.204841972778
"4-4","2013-04-17","35",4,21.059934728,0.02,18.97,0.14,0.01355,73.8007380073801,0.0028,0.6775,2,55.53515625,60.7300013,0.05553515625,0.0607300013,0.11626515755,0.00316837117368541,83.5100467497473,285.3621155644
"4-4","2013-05-01","35",5,26.52390399,0.018,18.27,0.16,0.01141875,87.5752599890531,0.00288,0.634375,1.8,110.125,76.73143519,0.110125,0.07673143519,0.18685643519,0.00354180998858786,107.699628674447,302.869828685813
"4-4","2013-05-16","35",6,29.866777172,0.016,12.505,0.125,0.010004,99.9600159936026,0.002,0.62525,1.6,122.7524272,94.66583212,0.1227524272,0.09466583212,0.21741825932,0.00255564357821863,127.731086476341,298.787238828688
"4-5","2013-03-07","05",1,21.944980274,0.011,20.9,0.18,0.0116111111111111,86.1244019138756,0.00198,1.05555555555556,1.1,230.1954545,66.13862121,0.2301954545,0.06613862121,0.29633407571,0.00281383527559306,122.393878886171,254.805604292555
"4-5","2013-03-22","05",2,16.486449376,0.01,19,0.19,0.01,100,0.0019,1,1,150.1897233,70.69936265,0.1501897233,0.07069936265,0.22088908595,0.00243867717129434,128.351430068123,164.86449376
"4-5","2013-04-08","05",3,22.262609498,0.01,16.18,0.18,0.00898888888888889,111.248454882571,0.0018,0.898888888888889,1,159.7976189,72.1846627,0.1597976189,0.0721846627,0.2319822816,0.00234369592898184,144.851417118779,200.116123154244
"4-5","2013-04-17","05",4,25.231935544,0.01,13.62,0.13,0.0104769230769231,95.4478707782673,0.0013,1.04769230769231,1,99.67241379,71.3376954,0.09967241379,0.0713376954,0.17101010919,0.00156817352589159,115.137556967077,264.35304777637
"4-5","2013-05-01","05",5,22.469804674,0.012,12.14,0.12,0.0101166666666667,98.8467874794069,0.00144,0.843055555555556,1.2,67.95067265,64.96578818,0.06795067265,0.06496578818,0.13291646083,0.00166073963458978,113.999151193697,227.319523951967
"4-5","2013-05-16","05",6,24.950353122,0.014,14.57,0.135,0.0107925925925926,92.656142759094,0.00189,0.770899470899471,1.4,31.90178571,104.669298,0.03190178571,0.104669298,0.13657108371,0.00218894684245808,107.31183657506,269.278996287067
"4-6","2013-03-07","15",1,31.483342228,0.023,30.23,0.17,0.0177823529411765,56.235527621568,0.00391,0.773145780051151,2.3,9.881040892,55.69992565,0.009881040892,0.05569992565,0.065580966542,0.00418441818926813,60.1823439035241,559.847903266142
"4-6","2013-04-08","15",3,23.161289826,0.014,33.46,0.26,0.0128692307692308,77.7047220561865,0.00364,0.919230769230769,1.4,24.00000011,72.19095018,0.02400000011,0.07219095018,0.09619095029,0.00402739937287411,85.9747112303414,298.067983683831
"4-6","2013-04-17","15",4,23.680366272,0.013,34.43,0.29,0.0118724137931034,84.2288701713622,0.00377,0.913262599469496,1.3,17.61538462,72.53360073,0.01761538462,0.07253360073,0.09014898535,0.004143535523176,92.57435427905,281.143107153433
"4-6","2013-05-16","15",6,31.996002836,0.016,23.61,0.22,0.0107318181818182,93.1808555696739,0.00352,0.670738636363636,1.6,36.3546798,97.32892693,0.0363546798,0.09732892693,0.13368360673,0.00406318064317518,107.559843370796,343.375284980891
"4-7","2013-03-07","20",1,19.808783102,0.01,13.4,0.12,0.0111666666666667,89.5522388059701,0.0012,1.11666666666667,1,126.7468354,60.85461322,0.1267468354,0.06085461322,0.18760144862,0.00147710750833023,110.231903606734,221.198077972334
"4-7","2013-03-22","20",2,18.181752408,0.012,12.36,0.1,0.01236,80.9061488673139,0.0012,1.03,1.2,135.8953488,56.5787345,0.1358953488,0.0565787345,0.1924740833,0.00148602041765281,100.190157608738,224.72645976288
"4-7","2013-04-17","20",4,25.796474142,0.014,8.88,0.1,0.00888,112.612612612613,0.0014,0.634285714285714,1.4,130.5977011,79.10583525,0.1305977011,0.07910583525,0.20970353635,0.00177148711198083,142.494137064095,229.07269038096
"4-7","2013-05-01","20",5,38.381041682,0.019,9.07,0.11,0.00824545454545455,121.278941565601,0.00209,0.433971291866029,1.9,62.12376238,67.4602599,0.06212376238,0.0674602599,0.12958402228,0.00240115077560343,139.334461533304,316.469134596128
"4-7","2013-05-16","20",6,38.017776144,0.021,9.14,0.095,0.00962105263157895,103.938730853392,0.001995,0.458145363408521,2.1,51.50704225,82.27112285,0.05150704225,0.08227112285,0.1337781651,0.00230310518578686,119.990892246893,365.771025217011
"4-8","2013-03-07","free",1,40.455795122,0.031,38.5,0.23,0.0167391304347826,59.7402597402597,0.00713,0.539971949509116,3.1,11.05154639,74.96127148,0.01105154639,0.07496127148,0.08601281787,0.00780098467396873,65.3622511434331,677.19483139
"4-8","2013-03-22","free",2,36.252423324,0.03,25.18,0.16,0.0157375,63.5424940428912,0.0048,0.524583333333333,3,5.91588785,42.36673705,0.00591588785,0.04236673705,0.0482826249,0.00504351409944118,66.7661384622873,570.52251206145
"4-8","2013-04-08","free",3,30.488835966,0.023,31.155,0.26,0.0119826923076923,83.4536992457069,0.00598,0.520986622073579,2.3,112.232558,73.74785368,0.112232558,0.07374785368,0.18598041168,0.00734626056400156,102.52050496468,365.338340200281
"4-8","2013-04-17","free",4,29.527741664,0.019,46.58,0.42,0.0110904761904762,90.167453842851,0.00798,0.583709273182957,1.9,84.328125,56.93066016,0.084328125,0.05693066016,0.14125878516,0.00929267148483938,104.99956481028,327.476715883124
"4-8","2013-05-01","free",5,30.014836136,0.016,28.16,0.29,0.00971034482758621,102.982954545455,0.00464,0.606896551724138,1.6,107.9853659,64.28828049,0.1079853659,0.06428828049,0.17227364639,0.00560571737236994,124.416667533069,291.454408824055
"4-8","2013-05-16","free",6,35.562868946,0.015,29.37,0.38,0.00772894736842105,129.383724889343,0.0057,0.515263157894737,1.5,134.5656109,66.11068967,0.1345656109,0.06611068967,0.20067630057,0.007131028398213,161.86649411447,274.863542353689
"5-2","2013-03-07","25",1,15.606365456,0.01,19,0.16,0.011875,84.2105263157895,0.0016,1.1875,1,124.7563636,71.41281212,0.1247563636,0.07141281212,0.19616917572,0.00199046858079017,104.761504252114,185.32558979
"5-2","2013-03-22","25",2,17.056889706,0.01,15.6,0.13,0.012,83.3333333333333,0.0013,1.2,1,90.13636364,79.12520485,0.09013636364,0.07912520485,0.16926156849,0.00156487282963067,100.312360873761,204.682676472
"5-2","2013-04-08","25",3,24.859589884,0.013,14.65,0.13,0.0112692307692308,88.7372013651877,0.00169,0.866863905325444,1.3,59.56809339,103.4550097,0.05956809339,0.1034550097,0.16302310309,0.00201917162377987,106.021088148063,280.148455231232
"5-2","2013-04-17","25",4,29.793442906,0.014,20.76,0.25,0.008304,120.423892100193,0.0035,0.593142857142857,1.4,68.33333333,75.37927842,0.06833333333,0.07537927842,0.14371261175,0.00408741276355007,140.634901030487,247.404749891424
"5-2","2013-05-16","25",6,27.115687222,0.018,16.075,0.16,0.010046875,99.5334370139969,0.00288,0.558159722222222,1.8,49.25714286,89.69996389,0.04925714286,0.08969996389,0.13895710675,0.00334478110507301,115.596374808122,272.427920058531
"5-3","2013-03-07","10",1,26.963009152,0.014,13.9,0.15,0.00926666666666667,107.913669064748,0.0021,0.661904761904762,1.4,186.222973,42.48225225,0.186222973,0.04248225225,0.22870522525,0.00272269444672521,139.912355946825,249.857218141867
"5-3","2013-03-22","10",2,26.858265392,0.013,11.29,0.12,0.00940833333333333,106.288751107175,0.00156,0.723717948717949,1.3,182.4485294,58.21738051,0.1824485294,0.05821738051,0.24066590991,0.00205443166632371,139.976266697807,252.691513563067
"5-3","2013-04-08","10",3,21.424757302,0.013,13.305,0.155,0.00858387096774194,116.497557309282,0.002015,0.66029776674938,1.3,151.1884617,45.60427885,0.1511884617,0.04560427885,0.19679274055,0.00250869246547869,145.040468619587,183.907352195555
"5-3","2013-04-17","10",4,20.22960869,0.013,13.38,0.17,0.00787058823529412,127.055306427504,0.00221,0.605429864253394,1.3,111.3263158,75.50126433,0.1113263158,0.07550126433,0.18682758013,0.00271775080659193,156.246453178793,159.218920160118
"5-3","2013-05-01","10",5,23.358419308,0.013,6.39,0.06,0.01065,93.8967136150235,0.00078,0.819230769230769,1.3,131.987234,92.00655851,0.131987234,0.09200655851,0.22399379251,0.00100514659866307,120.999951686899,248.7671656302
"5-3","2013-05-16","10",6,24.6036928,0.016,11.165,0.145,0.0077,129.87012987013,0.00232,0.48125,1.6,64.16666667,85.17819198,0.06416666667,0.08517819198,0.14934485865,0.00272730967841813,152.670716436304,189.44843456
"5-4","2013-04-08","15",3,17.166990188,0.015,14.885,0.115,0.0129434782608696,77.2589855559288,0.001725,0.862898550724638,1.5,15.44943809,70.95026685,0.01544943809,0.07095026685,0.08639970494,0.00188813424133878,84.5654122198536,222.20056430294
"5-4","2013-04-17","15",4,22.815594995,0.018,24,0.2,0.012,83.3333333333333,0.0036,0.666666666666667,1.8,14.68791946,79.49141946,0.01468791946,0.07949141946,0.09417933892,0.00397429662921108,91.997607157664,273.78713994
"5-4","2013-05-01","15",5,22.036883378,0.018,13.39,0.12,0.0111583333333333,89.6191187453323,0.00216,0.619907407407407,1.8,12.02764977,85.83067972,0.01202764977,0.08583067972,0.09785832949,0.00239430243675465,99.3404048109968,245.894890359516
"5-4","2013-05-16","15",6,26.080576578,0.017,26.395,0.27,0.00977592592592593,102.292100776662,0.00459,0.575054466230937,1.7,33.14285714,104.2436357,0.03314285714,0.1042436357,0.13738649284,0.00532103886839397,118.583931190042,254.961784731967
"5-5","2013-03-07","20",1,20.050237156,0.009,21,0.25,0.0084,119.047619047619,0.00225,0.933333333333333,0.9,140.6366782,49.89197232,0.1406366782,0.04989197232,0.19052865052,0.00277959189222125,147.06835408578,168.4219921104
"5-5","2013-03-22","20",2,25.443155072,0.01,12.28,0.15,0.00818666666666667,122.14983713355,0.0015,0.818666666666667,1,13.54205607,70.56471964,0.01354205607,0.07056471964,0.08410677571,0.00163774549283602,133.366896810751,208.294629522773
"5-5","2013-04-08","20",3,31.822856302,0.014,13.41,0.155,0.00865161290322581,115.58538404176,0.00217,0.617972350230415,1.4,55.19548861,60.98595395,0.05519548861,0.06098595395,0.11618144256,0.00245525507665901,130.779539611111,275.319034199884
"5-5","2013-04-17","20",4,32.745769976,0.015,10.62,0.14,0.00758571428571429,131.826741996234,0.0021,0.505714285714286,1.5,29.91397849,63.73227121,0.02991397849,0.06373227121,0.0936462497,0.00231697612472493,145.447339907403,248.400055103657
"5-5","2013-05-01","20",5,31.3662613725,0.016,10.59,0.15,0.00706,141.643059490085,0.0024,0.44125,1.6,14.175,88.8266875,0.014175,0.0888266875,0.1030016875,0.00267559031779115,157.907832730828,221.44580528985
"5-5","2013-05-16","20",6,25.4191886625,0.018,9.935,0.115,0.00863913043478261,115.7523905385,0.00207,0.479951690821256,1.8,25.70616114,91.24580909,0.02570616114,0.09124580909,0.11695197023,0.00234415335317509,131.082779912492,219.599686401685
"5-6","2013-03-07","free",1,30.0447047,0.027,40.5,0.23,0.0176086956521739,56.7901234567901,0.00621,0.652173913043478,2.7,102.4253731,53.18355721,0.1024253731,0.05318355721,0.15560893031,0.00735441221835739,67.2557130165285,529.048061021739
"5-6","2013-03-22","free",2,39.109674244,0.029,49.87,0.31,0.0160870967741935,62.1616202125526,0.00899,0.554727474972191,2.9,32.21359223,76.1477311,0.03221359223,0.0761477311,0.10836132333,0.0100825594887549,69.7161550289714,629.161114370411
"5-6","2013-04-08","free",3,30.414748888,0.022,27.855,0.195,0.0142846153846154,70.0053850296177,0.00429,0.649300699300699,2.2,51.39,106.6169292,0.05139,0.1066169292,0.1580069292,0.00509505380599386,83.1424716632213,434.462989884739
"5-6","2013-04-17","free",4,26.908694864,0.019,28.26,0.2,0.01413,70.7714083510262,0.0038,0.743684210526316,1.9,26.73046875,61.63949609,0.02673046875,0.06163949609,0.08836996484,0.00416835761596322,77.6317207874849,380.21985842832
"5-6","2013-05-01","free",5,34.631429114,0.02,44.74,0.48,0.00932083333333333,107.286544479213,0.0096,0.466041666666667,2,90.86956522,98.826407,0.09086956522,0.098826407,0.18969597222,0.0118474050120437,132.402827582071,322.793778866742
"5-6","2013-05-16","free",6,32.105907614,0.019,31.83,0.36,0.00884166666666667,113.100848256362,0.00684,0.465350877192982,1.9,125.9142857,80.49935437,0.1259142857,0.08049935437,0.20641364007,0.00861909975444051,142.518639390851,283.869733153783
"5-7","2013-03-07","35",1,31.843618964,0.025,30.2,0.19,0.0158947368421053,62.9139072847682,0.00475,0.63578947368421,2.5,95.70731707,70.22418699,0.09570731707,0.07022418699,0.16593150406,0.00569497591998931,75.43014463562,506.145943533054
"5-7","2013-03-22","35",2,28.582846286,0.018,35.98,0.25,0.014392,69.4830461367426,0.0045,0.799555555555555,1.8,23.56730769,86.18958821,0.02356730769,0.08618958821,0.1097568959,0.0050547990535117,78.049519077137,411.364323748112
"5-7","2013-04-08","35",3,19.536457214,0.016,27.115,0.21,0.0129119047619048,77.4479070625115,0.00336,0.806994047619047,1.6,42.03225806,72.22395609,0.04203225806,0.07222395609,0.11425621415,0.00379342204108787,87.4382731211476,252.252874932196
"5-7","2013-04-17","35",4,23.245021542,0.015,35.42,0.34,0.0104176470588235,95.990965556183,0.0051,0.694509803921569,1.5,77.56719368,52.02467852,0.07756719368,0.05202467852,0.1295918722,0.00585932028563486,110.282708180592,242.158430299305
"5-7","2013-05-01","35",5,23.9310912,0.015,20.28,0.21,0.00965714285714286,103.550295857988,0.00315,0.643809523809524,1.5,37.69626168,87.09669977,0.03769626168,0.08709669977,0.12479296145,0.00359914838575655,118.315200057743,231.105966445714
"5-7","2013-05-16","35",6,25.848563608,0.014,34.62,0.34,0.0101823529411765,98.209127671866,0.00476,0.727310924369748,1.4,59.36111111,73.81403704,0.05936111111,0.07381403704,0.13317514815,0.0054913054117462,113.297545014158,263.199197679107
"5-8","2013-03-22","05",2,25.148876644,0.013,16.84,0.17,0.00990588235294118,100.950118764846,0.00221,0.761990950226244,1.3,47.76136364,54.50291193,0.04776136364,0.05450291193,0.10226427557,0.00246174897562776,112.44970654247,249.121813344094
"5-8","2013-04-08","05",3,23.586011254,0.01,13.04,0.15,0.00869333333333333,115.030674846626,0.0015,0.869333333333333,1,142.8185328,73.88084459,0.1428185328,0.07388084459,0.21669937739,0.00191497358319711,146.853802392416,205.041057834773
"5-8","2013-04-17","05",4,22.008032272,0.011,22.61,0.26,0.00869615384615384,114.99336576736,0.00286,0.79055944055944,1.1,92.87258687,61.17201416,0.09287258687,0.06117201416,0.15404460103,0.00338079289225202,135.933130644205,191.385234488431
"5-8","2013-05-16","05",6,29.259999836,0.012,14.335,0.19,0.00754473684210526,132.542727589815,0.00228,0.628728070175439,1.2,50.23963134,87.06147389,0.05023963134,0.08706147389,0.13730110523,0.00264286880836663,153.637298474981,220.758998762663
"6-1","2013-03-07","35",1,24.11292705,0.018,40.2,0.25,0.01608,62.1890547263682,0.0045,0.893333333333333,1.8,106.5679012,51.79438957,0.1065679012,0.05179438957,0.15836229077,0.00534671860665199,73.8905280079048,387.735866964
"6-1","2013-03-22","35",2,24.014550702,0.015,50.68,0.41,0.0123609756097561,80.8997632202052,0.00615,0.824065040650407,1.5,93.38541667,51.73624913,0.09338541667,0.05173624913,0.1451216658,0.00719400615732671,94.6330723142161,296.843275506673
"6-1","2013-04-08","35",3,20.280137874,0.011,47.43,0.44,0.0107795454545455,92.7682901117436,0.00484,0.97995867768595,1.1,95.95555567,90.4441713,0.09595555567,0.0904441713,0.18639972697,0.0059488672268692,114.021950565795,218.610668037233
"6-1","2013-04-17","35",4,22.366765616,0.012,27.35,0.23,0.0118913043478261,84.0950639853748,0.00276,0.990942028985507,1.2,83.81521739,51.32216546,0.08381521739,0.05132216546,0.13513738285,0.003191258293826,97.2351704395491,265.970017216348
"6-1","2013-05-01","35",5,20.56407443,0.011,25.55,0.29,0.00881034482758621,113.502935420744,0.00319,0.800940438871473,1.1,99.89861751,60.568053,0.09989861751,0.060568053,0.16046667051,0.00379973002612995,135.197652593131,181.176586788448
"6-1","2013-05-16","35",6,21.609065058,0.011,14.6,0.18,0.00811111111111111,123.287671232877,0.00198,0.737373737373737,1.1,112.6256158,73.06331076,0.1126256158,0.07306331076,0.18568892656,0.00243150322349864,151.40119697999,175.273527692667
"6-3","2013-03-07","05",1,17.378395186,0.011,27.1,0.21,0.0129047619047619,77.4907749077491,0.00231,1.17316017316017,1.1,84.2749004,37.39921647,0.0842749004,0.03739921647,0.12167411687,0.00263000333289518,88.2255395134243,224.26405216219
"6-3","2013-03-22","05",2,20.540292292,0.012,27.14,0.26,0.0104384615384615,95.7995578481946,0.00312,0.869871794871795,1.2,91.73863636,50.75705682,0.09173863636,0.05075705682,0.14249569318,0.00363846569070926,111.71903987685,214.409051078799
"6-3","2013-04-08","05",3,20.764343946,0.01,11.8,0.15,0.00786666666666667,127.118644067797,0.0015,0.786666666666667,1,101.0571429,64.81758036,0.1010571429,0.06481758036,0.16587472326,0.00179829102633411,152.397544604586,163.3461723752
"6-3","2013-04-17","05",4,21.185784814,0.009,15.23,0.19,0.00801578947368421,124.753775443204,0.00171,0.890643274853801,0.9,65.44086022,60.04423775,0.06544086022,0.06004423775,0.12548509797,0.00195536976674794,142.654830870938,169.8207909038
"6-3","2013-05-01","05",5,17.762424582,0.01,7.57,0.07,0.0108142857142857,92.4702774108322,7e-04,1.08142857142857,1,53.44864865,89.58794554,0.05344864865,0.08958794554,0.14303659419,0.000816837679712078,107.904581203709,192.0879344082
"6-3","2013-05-16","05",6,17.201565462,0.01,10.24,0.13,0.00787692307692308,126.953125,0.0013,0.787692307692308,1,62.02427184,76.05385882,0.06202427184,0.07605385882,0.13807813066,0.00150825735631404,147.290757452543,135.495407946831
"6-4","2013-03-07","20",1,21.308366814,0.01,15.9,0.13,0.0122307692307692,81.7610062893082,0.0013,1.22307692307692,1,103.0921053,46.71790936,0.1030921053,0.04671790936,0.14981001466,0.00152906999896043,96.16792446292,260.617717186615
"6-4","2013-03-22","20",2,20.570575156,0.011,22.27,0.21,0.0106047619047619,94.2972608890884,0.00231,0.964069264069264,1.1,87.73933649,71.18959605,0.08773933649,0.07118959605,0.15892893254,0.00274649799448708,112.115687410176,218.14605177339
"6-4","2013-04-08","20",3,21.0725195,0.014,23.825,0.255,0.00934313725490196,107.030430220357,0.00357,0.667366946778711,1.4,24.92647048,64.26088695,0.02492647048,0.06426088695,0.08918735743,0.00391957668695363,117.510918511576,196.883441995098
"6-4","2013-04-17","20",4,28.072169356,0.016,24.51,0.28,0.00875357142857143,114.239086087311,0.00448,0.547098214285714,1.6,12.89878543,45.45848988,0.01289878543,0.04545848988,0.05835727531,0.00475764308748296,121.31892817939,245.7317396127
"6-4","2013-05-01","20",5,27.742471742,0.019,19.39,0.16,0.01211875,82.5167612171222,0.00304,0.637828947368421,1.9,38.78475336,77.99821188,0.03878475336,0.07799821188,0.11678296524,0.00344196259849774,93.4275019271394,336.204079423362
"6-4","2013-05-16","20",6,26.187812296,0.02,23,0.19,0.0121052631578947,82.6086956521739,0.0038,0.605263157894737,2,40.0546875,74.03405794,0.0400546875,0.07403405794,0.11408874544,0.00428936869290291,93.2471454978892,317.010359372631
"6-5","2013-03-07","10",1,19.156525964,0.01,31.2,0.25,0.01248,80.1282051282051,0.0025,1.248,1,136.3601695,63.75956215,0.1363601695,0.06375956215,0.20011973165,0.00312546777176667,100.175249095086,239.07344403072
"6-5","2013-03-22","10",2,19.245245276,0.011,25.21,0.2,0.012605,79.3335977786593,0.0022,1.14590909090909,1.1,122.5877863,55.03450906,0.1225877863,0.05503450906,0.17762229536,0.00267516980043016,96.4685658804283,242.58631670398
"6-5","2013-04-08","10",3,17.661212258,0.011,21.24,0.21,0.0101142857142857,98.8700564971752,0.00231,0.919480519480519,1.1,121.902439,82.58916159,0.121902439,0.08258916159,0.20449160059,0.0029038034063666,124.285370928206,178.630546838057
"6-5","2013-04-17","10",4,19.24749291,0.012,17.65,0.2,0.008825,113.314447592068,0.0024,0.735416666666666,1.2,85.98823529,50.21759608,0.08598823529,0.05021759608,0.13620583137,0.0027784396875548,131.182232651313,169.85912493075
"6-5","2013-05-01","10",5,17.2915624225,0.013,11.91,0.11,0.0108272727272727,92.3593618807725,0.00143,0.832867132867133,1.3,101.5471698,78.4960908,0.1015471698,0.0784960908,0.1800432606,0.00174399444664166,112.639310640164,187.220462229068
"6-5","2013-05-16","10",6,21.717583368,0.013,21.39,0.22,0.00972272727272727,102.851799906498,0.00286,0.747902097902098,1.3,77.65505226,86.56690912,0.07765505226,0.08656690912,0.16422196138,0.00342196117610641,123.061142018427,211.154140109782
"6-6","2013-03-07","15",1,26.475851484,0.017,30.5,0.23,0.0132608695652174,75.4098360655738,0.00391,0.780051150895141,1.7,86.45038168,46.02736641,0.08645038168,0.04602736641,0.13247774809,0.00450708900133854,86.9255352235012,351.092813157392
"6-6","2013-03-22","15",2,20.179627748,0.014,18.74,0.14,0.0133857142857143,74.7065101387407,0.00196,0.956122448979592,1.4,116.3023256,43.40911142,0.1163023256,0.04340911142,0.15971143702,0.00233253204476454,88.9057800260918,270.1187314268
"6-6","2013-04-08","15",3,19.28471392,0.01,19.57,0.225,0.00869777777777778,114.971895758815,0.00225,0.869777777777778,1,107.7628457,71.20854743,0.1077628457,0.07120854743,0.17897139313,0.00274046480375106,140.033970554474,167.734156184178
"6-6","2013-04-17","15",4,17.354331058,0.011,24.54,0.28,0.00876428571428571,114.099429502853,0.00308,0.796753246753247,1.1,91.68965517,85.018375,0.09168965517,0.085018375,0.17670803017,0.00374107863658136,138.589265636118,152.098315772614
"6-6","2013-05-01","15",5,26.925239686,0.012,22.42,0.24,0.00934166666666667,107.047279214987,0.00288,0.778472222222222,1.2,66.50826446,73.46600723,0.06650826446,0.07346600723,0.13997427169,0.00334873702634381,124.469856762705,251.526614066717
"6-6","2013-05-16","15",6,20.898875798,0.012,20.1,0.2,0.01005,99.502487562189,0.0024,0.8375,1.2,47.47826087,91.0485777,0.04747826087,0.0910485777,0.13852683857,0.00278592544428909,115.502713278984,210.0337017699
"6-7","2013-03-07","25",1,23.632840708,0.013,23.7,0.19,0.0124736842105263,80.168776371308,0.00247,0.959514170040486,1.3,119.024735,42.82467609,0.119024735,0.04282467609,0.16184941109,0.00294696446280876,95.6496093089502,294.788591989263
