"Date","volume","cday_gross","tdc_gross","cday_net","tdc_net","Rleaf"
2013-01-21,"10",8.38860612584442,0.139976413298986,7.51509307786744,0.125400544365412,0.0145758689335738
2013-01-21,"1000",10.4836175522579,0.374817906999175,9.6391982466021,0.344627614841156,0.0301902921580192
2013-01-21,"15",8.8614324521684,0.230150462553689,8.24212005580872,0.214065587421279,0.01608487513241
2013-01-21,"20",9.04627356839367,0.168596682314334,8.40240986311923,0.156596903206265,0.0119997791080687
2013-01-21,"25",9.03272250728856,0.18211864684354,8.48073133447224,0.1709893460838,0.0111293007597399
2013-01-21,"35",8.76569249947007,0.233228619622019,8.16174212647831,0.217159323120734,0.0160692965012847
2013-01-21,"5",7.73354872966899,0.133355173793011,7.07066497833565,0.121924589858823,0.0114305839341889
2013-01-22,"10",7.13080311093765,0.117548431946222,6.27578004321146,0.10345371928547,0.0140947126607519
2013-01-22,"1000",9.00242969345828,0.32025902363449,8.12432241302834,0.289020592471713,0.0312384311627763
2013-01-22,"15",7.54157830951058,0.193802147234453,6.92536582501014,0.177966827657083,0.01583531957737
2013-01-22,"20",7.69302910516119,0.144172020022975,7.04611980635395,0.132048548357163,0.0121234716658116
2013-01-22,"25",7.67588836518792,0.152551763191427,7.14777057499939,0.142055870568574,0.0104958926228532
2013-01-22,"35",7.44010329291822,0.196662965444023,6.81126988750208,0.180041120637498,0.0166218448065249
2013-01-22,"5",6.57515401412905,0.112244247078516,5.9152955945928,0.100979824782079,0.0112644222964376
2013-01-23,"10",5.887110069059,0.0958580711078802,5.14718566870032,0.0838101010594155,0.0120479700484647
2013-01-23,"1000",6.91690028742503,0.244835693004153,6.17841495657667,0.218695722751817,0.0261399702523352
2013-01-23,"15",6.13637944738902,0.156008190788573,5.57410821412731,0.141713292862901,0.0142948979256723
2013-01-23,"20",6.22420415341205,0.117289324229025,5.69290300965847,0.107277449525525,0.0100118747035
2013-01-23,"25",6.21324410389723,0.121693824318079,5.75197276741455,0.112659272955502,0.00903455136257707
2013-01-23,"35",6.07513642684285,0.159525009449304,5.505278768562,0.144561304614571,0.0149637048347329
2013-01-23,"5",5.53239539748428,0.0934875875401295,4.98972160148263,0.084317370958627,0.00917021658150254
2013-01-24,"10",8.35277395044415,0.134319344516129,7.46759419472802,0.12008493984145,0.0142344046746788
2013-01-24,"1000",10.5217771116608,0.370563710903435,9.74415893937617,0.343176980265662,0.0273867306377729
2013-01-24,"15",8.84421868983448,0.222424631584018,8.21282580344789,0.206545633668609,0.0158789979154095
2013-01-24,"20",9.01913725743496,0.170890369888679,8.39071060276677,0.158983237266252,0.0119071326224272
2013-01-24,"25",8.99234027072068,0.173536325085086,8.46508512531329,0.163361229663695,0.0101750954213911
2013-01-24,"35",8.71931118231806,0.227438986988195,8.10260771309905,0.211352577250265,0.0160864097379293
2013-01-24,"5",7.68731107178625,0.128573753998459,7.02251995536632,0.117454821947349,0.01111893205111
2013-01-25,"10",9.05773219788081,0.143826892708268,8.03676254408048,0.127615009904988,0.0162118828032797
2013-01-25,"1000",11.5527053191914,0.404815320647587,10.6113351872807,0.371829016464407,0.0329863041831802
2013-01-25,"15",9.63124651142786,0.23957547987777,8.91678393112189,0.221803355020576,0.0177721248571943
2013-01-25,"20",9.81612918455887,0.18700698636559,9.10056799848308,0.173374836823516,0.0136321495420737
2013-01-25,"25",9.78001043271196,0.185920678092494,9.184122058474,0.174592676822149,0.0113280012703457
2013-01-25,"35",9.45057951885565,0.244867854378664,8.75760641835584,0.226912676505924,0.0179551778727391
2013-01-25,"5",8.27794655121908,0.137022288428797,7.53830215677119,0.124779183581031,0.0122431048477664
2013-01-26,"10",9.19070208121879,0.144082695014682,8.1242384325479,0.127363737607751,0.0167189574069314
2013-01-26,"1000",11.5997069671561,0.404397523702266,10.5449469200746,0.367625702453025,0.0367718212492414
2013-01-26,"15",9.75181949242677,0.239899355632276,8.98963273628239,0.22114920220578,0.0187501534264955
2013-01-26,"20",9.93422622533801,0.190284651681688,9.12745938568965,0.174831475602481,0.015453176079207
2013-01-26,"25",9.90058549666212,0.185361775728286,9.23094534939069,0.172824569030861,0.0125372066974252
2013-01-26,"35",9.57862581855407,0.246517350206882,8.83521555223423,0.22738480108749,0.0191325491193917
2013-01-26,"5",8.42103973353224,0.137936014302372,7.57818497744876,0.12413011510598,0.0138058991963914
2013-01-27,"10",5.47206876520001,0.0846808283781454,4.74039469868411,0.0733580967543391,0.0113227316238063
2013-01-27,"1000",6.13455049781204,0.212775242308458,5.46594724241551,0.189584917324426,0.0231903249840327
2013-01-27,"15",5.64149216783388,0.137235632494669,5.12928780889692,0.124775686247464,0.0124599462472054
2013-01-27,"20",5.70950864936973,0.109953209261139,5.1805737773498,0.0997670285860048,0.0101861806751341
2013-01-27,"25",5.70839946121836,0.105230516853248,5.25525379732574,0.0968770803523181,0.00835343650092964
2013-01-27,"35",5.61622429419111,0.14356208407421,5.17100880878248,0.132181473258242,0.011380610815968
2013-01-27,"5",5.21257207344097,0.0844809929623249,4.64972495368407,0.0753588392744511,0.00912215368787379
2013-01-28,"10",3.46919835765725,0.0529857529082521,2.84846018612679,0.0435050959994774,0.00948065690877473
2013-01-28,"1000",3.612541924024,0.124656996708874,3.00318934449988,0.103630233809561,0.0210267628993134
2013-01-28,"15",3.51689757629657,0.0845876138062719,3.07082272022233,0.0738587236877175,0.0107288901185544
2013-01-28,"20",3.52238715760689,0.0681982410410514,3.05925250064626,0.0592313195878956,0.0089669214531558
2013-01-28,"25",3.5150132191788,0.0637846578367848,3.10335849614317,0.056314627421975,0.00747003041480978
2013-01-28,"35",3.49030127594644,0.0886112906094211,3.04859947181417,0.0773974257209075,0.0112138648885137
