"volume","respdark","g1_vol","Jmax.mean","Vcmax.mean"
5,-0.3538123417,5.144015762932,103.689667129479,62.8615139344193
10,-0.4634792242,5.44610793002963,116.536950030212,69.3977758838052
15,-0.325574131371429,6.22523604576838,123.147991017138,79.3620848982904
20,-0.336821475828571,5.18089002379529,129.961721654231,81.4123096403516
25,-0.281635834033333,4.83645150740724,131.907692302648,78.5853423454955
35,-0.324767042771429,5.11476016364598,121.218514660318,78.0033166023345
1000,-0.443782048058824,5.27286229062714,171.704738356319,101.190523980786
