"volume","tnc.mean","tnc.se"
"05",0.190754262610789,0.00811057182502259
"10",0.161103395628146,0.00670371224037137
"15",0.144845151063111,0.00702005349931984
"20",0.162723681672195,0.00816714044349616
"25",0.167290579589775,0.00672505590046925
"35",0.16650609831339,0.00683919205485515
"free",0.142031679366238,0.00685145145222419
