"volume","frld.mean","frld.se"
"5","36.3881802898025","5.67994060274519"
"10","45.8592273975722","8.6826926145156"
"15","20.891927336345","1.51067955188494"
"20","23.0010079060528","3.09082083274218"
"25","24.6520377208649","7.58351779642336"
"35","13.2909085700251","1.97667610957705"
"1000","",""
