"pot","plot","ID","Date","height","volume"
6,4,"4-6",2013-05-06,79.3,"15"
6,4,"4-6",2013-02-03,54.2,"15"
6,4,"4-6",2013-01-29,54,"15"
6,4,"4-6",2013-04-02,79,"15"
6,4,"4-6",2013-02-25,67.4,"15"
6,4,"4-6",2013-02-18,60.4,"15"
6,4,"4-6",2013-01-21,53.4,"15"
6,4,"4-6",2013-04-15,80.1,"15"
6,4,"4-6",2013-03-25,78.1,"15"
6,4,"4-6",2013-02-11,56.4,"15"
6,5,"5-6",2013-02-11,50.2,"1000"
6,5,"5-6",2013-04-02,104.1,"1000"
6,5,"5-6",2013-03-25,96.4,"1000"
6,5,"5-6",2013-04-08,111,"1000"
6,5,"5-6",2013-03-04,72.5,"1000"
6,5,"5-6",2013-01-29,43.3,"1000"
6,5,"5-6",2013-02-25,63,"1000"
6,5,"5-6",2013-03-18,85.1,"1000"
6,5,"5-6",2013-04-29,125.3,"1000"
6,5,"5-6",2013-04-22,120.1,"1000"
6,5,"5-6",2013-03-11,81.5,"1000"
6,5,"5-6",2013-02-03,44.3,"1000"
6,5,"5-6",2013-05-21,133.3,"1000"
6,5,"5-6",2013-04-15,116.6,"1000"
6,5,"5-6",2013-05-13,131.5,"1000"
6,5,"5-6",2013-02-18,55.5,"1000"
6,5,"5-6",2013-05-06,131,"1000"
6,5,"5-6",2013-01-21,43.3,"1000"
6,6,"6-6",2013-05-13,81.3,"15"
6,6,"6-6",2013-05-06,80.9,"15"
6,6,"6-6",2013-02-18,67,"15"
6,6,"6-6",2013-01-21,51.6,"15"
6,6,"6-6",2013-02-03,52.1,"15"
6,6,"6-6",2013-02-25,72.5,"15"
6,6,"6-6",2013-01-29,51.9,"15"
6,6,"6-6",2013-05-21,81.3,"15"
6,6,"6-6",2013-04-08,81.1,"15"
6,6,"6-6",2013-02-11,58.9,"15"
6,6,"6-6",2013-04-29,81,"15"
6,6,"6-6",2013-03-18,79,"15"
6,6,"6-6",2013-04-02,80.1,"15"
6,6,"6-6",2013-04-22,81.3,"15"
6,6,"6-6",2013-03-11,76.4,"15"
6,6,"6-6",2013-04-15,81.5,"15"
6,6,"6-6",2013-03-25,81,"15"
6,6,"6-6",2013-03-04,74.5,"15"
6,7,"7-6",2013-01-29,39.5,"5"
6,7,"7-6",2013-04-22,51.8,"5"
6,7,"7-6",2013-05-21,52.1,"5"
6,7,"7-6",2013-01-21,37.2,"5"
6,7,"7-6",2013-03-18,53,"5"
6,7,"7-6",2013-04-29,51.6,"5"
6,7,"7-6",2013-05-06,52,"5"
6,7,"7-6",2013-05-13,52.1,"5"
6,7,"7-6",2013-04-02,51.9,"5"
6,7,"7-6",2013-02-25,53.6,"5"
6,7,"7-6",2013-03-04,52.5,"5"
6,7,"7-6",2013-02-18,52.5,"5"
6,7,"7-6",2013-02-03,42.9,"5"
6,7,"7-6",2013-04-08,52,"5"
6,7,"7-6",2013-03-25,53,"5"
6,7,"7-6",2013-04-15,51.8,"5"
6,7,"7-6",2013-02-11,48.8,"5"
6,7,"7-6",2013-03-11,52,"5"
7,1,"1-7",2013-01-29,55,"35"
7,1,"1-7",2013-02-03,56.2,"35"
7,1,"1-7",2013-04-08,110.5,"35"
7,1,"1-7",2013-02-18,63.1,"35"
7,1,"1-7",2013-04-22,114.1,"35"
7,1,"1-7",2013-01-21,41,"35"
7,1,"1-7",2013-04-02,106.6,"35"
7,1,"1-7",2013-04-29,114.1,"35"
7,1,"1-7",2013-05-06,115,"35"
7,1,"1-7",2013-05-13,115.5,"35"
7,1,"1-7",2013-02-11,59,"35"
7,1,"1-7",2013-04-15,112.8,"35"
7,1,"1-7",2013-05-21,115.8,"35"
7,1,"1-7",2013-03-11,85,"35"
7,1,"1-7",2013-03-25,99.7,"35"
7,1,"1-7",2013-02-25,71.2,"35"
7,1,"1-7",2013-03-04,77.8,"35"
7,1,"1-7",2013-03-18,92.2,"35"
7,2,"2-7",2013-02-03,47.5,"35"
7,2,"2-7",2013-03-25,66,"35"
7,2,"2-7",2013-01-21,35,"35"
7,2,"2-7",2013-04-08,73.5,"35"
7,2,"2-7",2013-01-29,37.5,"35"
7,2,"2-7",2013-04-22,75.5,"35"
7,2,"2-7",2013-03-18,59,"35"
7,2,"2-7",2013-04-02,70.4,"35"
7,2,"2-7",2013-03-04,49.3,"35"
7,2,"2-7",2013-04-15,74.9,"35"
7,2,"2-7",2013-02-11,47.6,"35"
7,2,"2-7",2013-04-29,76.1,"35"
7,2,"2-7",2013-02-18,47,"35"
7,2,"2-7",2013-02-25,40.4,"35"
7,2,"2-7",2013-05-13,76.5,"35"
7,2,"2-7",2013-05-06,76.3,"35"
7,2,"2-7",2013-05-21,76.5,"35"
7,2,"2-7",2013-03-11,53,"35"
7,3,"3-7",2013-02-11,34.5,"15"
7,3,"3-7",2013-02-25,38.3,"15"
7,3,"3-7",2013-03-18,45.8,"15"
7,3,"3-7",2013-04-02,53.9,"15"
7,3,"3-7",2013-03-11,41.5,"15"
7,3,"3-7",2013-02-03,33.6,"15"
7,3,"3-7",2013-04-15,61.4,"15"
7,3,"3-7",2013-03-25,50.6,"15"
7,3,"3-7",2013-05-21,68.1,"15"
7,3,"3-7",2013-02-18,35.5,"15"
7,3,"3-7",2013-04-29,64.4,"15"
7,3,"3-7",2013-04-08,59.3,"15"
7,3,"3-7",2013-01-21,32.7,"15"
7,3,"3-7",2013-03-04,39.2,"15"
7,3,"3-7",2013-04-22,62.9,"15"
7,3,"3-7",2013-01-29,33.3,"15"
7,3,"3-7",2013-05-06,66.8,"15"
7,3,"3-7",2013-05-13,68.1,"15"
7,4,"4-7",2013-05-13,61.6,"20"
7,4,"4-7",2013-05-21,62.7,"20"
7,4,"4-7",2013-02-11,51.2,"20"
7,4,"4-7",2013-01-21,42.6,"20"
7,4,"4-7",2013-03-18,56.3,"20"
7,4,"4-7",2013-03-11,55.7,"20"
7,4,"4-7",2013-02-03,47.7,"20"
7,4,"4-7",2013-01-29,45.8,"20"
7,4,"4-7",2013-04-22,57,"20"
7,4,"4-7",2013-04-15,57.1,"20"
7,4,"4-7",2013-05-06,58.1,"20"
7,4,"4-7",2013-02-25,54.2,"20"
7,4,"4-7",2013-02-18,52.2,"20"
7,4,"4-7",2013-04-08,57.4,"20"
7,4,"4-7",2013-03-04,55.1,"20"
7,4,"4-7",2013-03-25,56.9,"20"
7,4,"4-7",2013-04-02,56.5,"20"
7,4,"4-7",2013-04-29,57,"20"
7,5,"5-7",2013-03-04,77.1,"35"
7,5,"5-7",2013-04-22,95.6,"35"
7,5,"5-7",2013-02-25,68.5,"35"
7,5,"5-7",2013-03-18,87.1,"35"
7,5,"5-7",2013-03-25,92.3,"35"
7,5,"5-7",2013-03-11,82.7,"35"
7,5,"5-7",2013-02-03,45.4,"35"
7,5,"5-7",2013-05-21,94.8,"35"
7,5,"5-7",2013-02-18,64.1,"35"
7,5,"5-7",2013-05-13,96.2,"35"
7,5,"5-7",2013-04-08,94.7,"35"
7,5,"5-7",2013-01-21,45.1,"35"
7,5,"5-7",2013-04-15,95,"35"
7,5,"5-7",2013-05-06,96,"35"
7,5,"5-7",2013-04-02,92.7,"35"
7,5,"5-7",2013-01-29,45.3,"35"
7,5,"5-7",2013-04-29,96.3,"35"
7,5,"5-7",2013-02-11,55.4,"35"
7,6,"6-7",2013-04-08,60,"25"
7,6,"6-7",2013-01-29,42.6,"25"
7,6,"6-7",2013-01-21,43,"25"
7,6,"6-7",2013-04-02,62,"25"
7,6,"6-7",2013-02-11,50.5,"25"
7,6,"6-7",2013-04-29,68.3,"25"
7,6,"6-7",2013-04-15,65.9,"25"
7,6,"6-7",2013-02-03,44.1,"25"
7,6,"6-7",2013-04-22,67.1,"25"
7,6,"6-7",2013-05-13,70,"25"
7,6,"6-7",2013-05-21,70,"25"
7,6,"6-7",2013-02-18,55,"25"
7,6,"6-7",2013-02-25,57.3,"25"
7,6,"6-7",2013-03-04,58.3,"25"
7,6,"6-7",2013-05-06,69,"25"
7,6,"6-7",2013-03-11,59.5,"25"
7,6,"6-7",2013-03-18,60.6,"25"
7,6,"6-7",2013-03-25,60.4,"25"
8,1,"1-8",2013-01-21,41.2,"5"
8,1,"1-8",2013-04-29,67,"5"
8,1,"1-8",2013-02-25,57,"5"
8,1,"1-8",2013-01-29,44.2,"5"
8,1,"1-8",2013-05-13,67,"5"
8,1,"1-8",2013-05-21,67,"5"
8,1,"1-8",2013-02-11,51.6,"5"
8,1,"1-8",2013-04-22,66.3,"5"
8,1,"1-8",2013-05-06,67,"5"
8,1,"1-8",2013-03-25,61.6,"5"
8,1,"1-8",2013-04-15,66,"5"
8,1,"1-8",2013-02-18,53.6,"5"
8,1,"1-8",2013-03-18,59.3,"5"
8,1,"1-8",2013-04-08,64.9,"5"
8,1,"1-8",2013-03-04,56.3,"5"
8,1,"1-8",2013-04-02,63.2,"5"
8,1,"1-8",2013-02-03,47.2,"5"
8,1,"1-8",2013-03-11,57.5,"5"
8,2,"2-8",2013-01-21,44.2,"10"
8,2,"2-8",2013-04-02,66.5,"10"
8,2,"2-8",2013-01-29,46.5,"10"
8,2,"2-8",2013-04-29,65.5,"10"
8,2,"2-8",2013-04-08,68,"10"
8,2,"2-8",2013-03-18,67.8,"10"
8,2,"2-8",2013-02-25,63.2,"10"
8,2,"2-8",2013-03-04,65,"10"
8,2,"2-8",2013-04-15,67.8,"10"
8,2,"2-8",2013-03-11,66.1,"10"
8,2,"2-8",2013-04-22,65.8,"10"
8,2,"2-8",2013-05-13,68,"10"
8,2,"2-8",2013-02-18,60.1,"10"
8,2,"2-8",2013-05-06,65.5,"10"
8,2,"2-8",2013-02-03,51,"10"
8,2,"2-8",2013-02-11,56.3,"10"
8,2,"2-8",2013-05-21,68,"10"
8,2,"2-8",2013-03-25,67.4,"10"
8,4,"4-8",2013-01-29,40,"1000"
8,4,"4-8",2013-03-18,91.8,"1000"
8,4,"4-8",2013-02-03,40.4,"1000"
8,4,"4-8",2013-02-11,46.2,"1000"
8,4,"4-8",2013-02-18,53.8,"1000"
8,4,"4-8",2013-05-21,132.1,"1000"
8,4,"4-8",2013-05-13,130.3,"1000"
8,4,"4-8",2013-02-25,62.6,"1000"
8,4,"4-8",2013-04-08,114.4,"1000"
8,4,"4-8",2013-04-02,101.6,"1000"
8,4,"4-8",2013-03-04,71,"1000"
8,4,"4-8",2013-03-11,80,"1000"
8,4,"4-8",2013-05-06,128.4,"1000"
8,4,"4-8",2013-04-29,124.6,"1000"
8,4,"4-8",2013-04-15,120.2,"1000"
8,4,"4-8",2013-03-25,99,"1000"
8,4,"4-8",2013-04-22,122.3,"1000"
8,4,"4-8",2013-01-21,40,"1000"
8,5,"5-8",2013-05-21,54.3,"5"
8,5,"5-8",2013-05-13,53.4,"5"
8,5,"5-8",2013-02-25,44.5,"5"
8,5,"5-8",2013-02-18,41,"5"
8,5,"5-8",2013-05-06,53.7,"5"
8,5,"5-8",2013-03-18,52.4,"5"
8,5,"5-8",2013-03-04,49.8,"5"
8,5,"5-8",2013-04-29,53.3,"5"
8,5,"5-8",2013-03-11,51,"5"
8,5,"5-8",2013-02-03,39.8,"5"
8,5,"5-8",2013-01-21,38.4,"5"
8,5,"5-8",2013-01-29,38.9,"5"
8,5,"5-8",2013-03-25,53.8,"5"
8,5,"5-8",2013-04-02,53.8,"5"
8,5,"5-8",2013-04-08,54.1,"5"
8,5,"5-8",2013-02-11,40.2,"5"
8,5,"5-8",2013-04-15,54.1,"5"
8,5,"5-8",2013-04-22,54.4,"5"
8,6,"6-8",2013-04-02,82.8,"1000"
8,6,"6-8",2013-01-21,36,"1000"
8,6,"6-8",2013-04-08,86.5,"1000"
8,6,"6-8",2013-04-22,89.5,"1000"
8,6,"6-8",2013-04-29,89.5,"1000"
8,6,"6-8",2013-05-21,91.3,"1000"
8,6,"6-8",2013-03-11,64.5,"1000"
8,6,"6-8",2013-04-15,89.3,"1000"
8,6,"6-8",2013-05-13,89.5,"1000"
8,6,"6-8",2013-05-06,89.5,"1000"
8,6,"6-8",2013-03-25,77.2,"1000"
8,6,"6-8",2013-02-11,40,"1000"
8,6,"6-8",2013-02-25,49.2,"1000"
8,6,"6-8",2013-03-04,56.2,"1000"
8,6,"6-8",2013-02-03,36.7,"1000"
8,6,"6-8",2013-02-18,43,"1000"
8,6,"6-8",2013-03-18,71.7,"1000"
8,6,"6-8",2013-01-29,35.8,"1000"
8,7,"7-8",2013-04-22,77.1,"35"
8,7,"7-8",2013-03-18,74.5,"35"
8,7,"7-8",2013-05-06,76.6,"35"
8,7,"7-8",2013-01-21,41.7,"35"
8,7,"7-8",2013-04-29,76.9,"35"
8,7,"7-8",2013-03-25,75.4,"35"
8,7,"7-8",2013-02-18,60.5,"35"
8,7,"7-8",2013-05-13,76,"35"
8,7,"7-8",2013-02-03,47.5,"35"
8,7,"7-8",2013-04-08,75.6,"35"
8,7,"7-8",2013-02-25,63.8,"35"
8,7,"7-8",2013-03-11,72.5,"35"
8,7,"7-8",2013-01-29,43,"35"
8,7,"7-8",2013-04-02,75.1,"35"
8,7,"7-8",2013-04-15,76.4,"35"
8,7,"7-8",2013-03-04,68.5,"35"
8,7,"7-8",2013-02-11,55,"35"
8,7,"7-8",2013-05-21,76.3,"35"
