"plant_id","M","totPARleaf","volume","LA","meanleafsize","stemdiam","leaflen","nleavesp","crownsurf"
"10nd",0.832657206767243,75.5158170343276,"15",2.98984659509729,26.766755551453,26.4,12.5726320501343,1117,6.88714466777219
"10nd",0.795574439303706,75.5158170343276,"20",2.98984659509729,26.766755551453,26.4,12.5726320501343,1117,6.88714466777219
"10nd",0.84895070772459,75.5158170343276,"10",2.98984659509729,26.766755551453,26.4,12.5726320501343,1117,6.88714466777219
"10nd",0.807517234129341,75.5158170343276,"25",2.98984659509729,26.766755551453,26.4,12.5726320501343,1117,6.88714466777219
"10nd",0.824328473015389,75.5158170343276,"35",2.98984659509729,26.766755551453,26.4,12.5726320501343,1117,6.88714466777219
"10nd",0.773543835044119,75.5158170343276,"5",2.98984659509729,26.766755551453,26.4,12.5726320501343,1117,6.88714466777219
"10nd",0.812008174392025,75.5158170343276,"free",2.98984659509729,26.766755551453,26.4,12.5726320501343,1117,6.88714466777219
"11nd",0.805506734238561,78.8790160467403,"10",3.5128912457921,36.9778025872853,24.9,12.0930421052632,950,6.77031288187175
"11nd",0.759684464758407,78.8790160467403,"25",3.5128912457921,36.9778025872853,24.9,12.0930421052632,950,6.77031288187175
"11nd",0.777300508138813,78.8790160467403,"35",3.5128912457921,36.9778025872853,24.9,12.0930421052632,950,6.77031288187175
"11nd",0.747740819440958,78.8790160467403,"20",3.5128912457921,36.9778025872853,24.9,12.0930421052632,950,6.77031288187175
"11nd",0.721709552881521,78.8790160467403,"5",3.5128912457921,36.9778025872853,24.9,12.0930421052632,950,6.77031288187175
"11nd",0.786445019857895,78.8790160467403,"15",3.5128912457921,36.9778025872853,24.9,12.0930421052632,950,6.77031288187175
"11nd",0.76518251052275,78.8790160467403,"free",3.5128912457921,36.9778025872853,24.9,12.0930421052632,950,6.77031288187175
"12nd",0.834276786824629,59.1300736409169,"15",2.42149664217408,33.4923463647867,28.4,12.9207053941909,723,6.51334011381377
"12nd",0.795647334496812,59.1300736409169,"20",2.42149664217408,33.4923463647867,28.4,12.9207053941909,723,6.51334011381377
"12nd",0.850492733838144,59.1300736409169,"10",2.42149664217408,33.4923463647867,28.4,12.9207053941909,723,6.51334011381377
"12nd",0.80833530391743,59.1300736409169,"25",2.42149664217408,33.4923463647867,28.4,12.9207053941909,723,6.51334011381377
"12nd",0.81275058363229,59.1300736409169,"free",2.42149664217408,33.4923463647867,28.4,12.9207053941909,723,6.51334011381377
"12nd",0.825812458929981,59.1300736409169,"35",2.42149664217408,33.4923463647867,28.4,12.9207053941909,723,6.51334011381377
"12nd",0.773626387383623,59.1300736409169,"5",2.42149664217408,33.4923463647867,28.4,12.9207053941909,723,6.51334011381377
"19d",0.871150301582167,48.1421600151189,"10",1.84380263187574,20.6472859112625,21.8,10.4218812989922,893,5.04318818024546
"19d",0.856256062051466,48.1421600151189,"15",1.84380263187574,20.6472859112625,21.8,10.4218812989922,893,5.04318818024546
"19d",0.848344456498755,48.1421600151189,"35",1.84380263187574,20.6472859112625,21.8,10.4218812989922,893,5.04318818024546
"19d",0.79908418353693,48.1421600151189,"5",1.84380263187574,20.6472859112625,21.8,10.4218812989922,893,5.04318818024546
"19d",0.83526017086763,48.1421600151189,"free",1.84380263187574,20.6472859112625,21.8,10.4218812989922,893,5.04318818024546
"19d",0.818711273626624,48.1421600151189,"20",1.84380263187574,20.6472859112625,21.8,10.4218812989922,893,5.04318818024546
"19d",0.831372262455259,48.1421600151189,"25",1.84380263187574,20.6472859112625,21.8,10.4218812989922,893,5.04318818024546
"20d",0.866055836553531,36.9710132353437,"25",1.27903478135727,23.8181523530217,17.6,11.8882867783985,537,6.10690283634987
"20d",0.881204869056666,36.9710132353437,"35",1.27903478135727,23.8181523530217,17.6,11.8882867783985,537,6.10690283634987
"20d",0.899600984948444,36.9710132353437,"10",1.27903478135727,23.8181523530217,17.6,11.8882867783985,537,6.10690283634987
"20d",0.887698886378979,36.9710132353437,"15",1.27903478135727,23.8181523530217,17.6,11.8882867783985,537,6.10690283634987
"20d",0.854040279220422,36.9710132353437,"20",1.27903478135727,23.8181523530217,17.6,11.8882867783985,537,6.10690283634987
"20d",0.838939049398292,36.9710132353437,"5",1.27903478135727,23.8181523530217,17.6,11.8882867783985,537,6.10690283634987
"20d",0.868938717867643,36.9710132353437,"free",1.27903478135727,23.8181523530217,17.6,11.8882867783985,537,6.10690283634987
"21d",0.796309616809601,42.1958065129425,"5",1.63029610710248,25.5532305188477,16.7,10.8306739811912,638,4.967405511205
"21d",0.854099732526015,42.1958065129425,"15",1.63029610710248,25.5532305188477,16.7,10.8306739811912,638,4.967405511205
"21d",0.846038862742069,42.1958065129425,"35",1.63029610710248,25.5532305188477,16.7,10.8306739811912,638,4.967405511205
"21d",0.816495895758683,42.1958065129425,"20",1.63029610710248,25.5532305188477,16.7,10.8306739811912,638,4.967405511205
"21d",0.869228037735576,42.1958065129425,"10",1.63029610710248,25.5532305188477,16.7,10.8306739811912,638,4.967405511205
"21d",0.833045576530186,42.1958065129425,"free",1.63029610710248,25.5532305188477,16.7,10.8306739811912,638,4.967405511205
"21d",0.829045713421184,42.1958065129425,"25",1.63029610710248,25.5532305188477,16.7,10.8306739811912,638,4.967405511205
"22nd",0.806168967110485,88.5222602651054,"10",4.23576192739368,32.1622014228829,24.9,13.8371753986333,1317,7.8254451374929
"22nd",0.785831725561422,88.5222602651054,"15",4.23576192739368,32.1622014228829,24.9,13.8371753986333,1317,7.8254451374929
"22nd",0.743044311169062,88.5222602651054,"20",4.23576192739368,32.1622014228829,24.9,13.8371753986333,1317,7.8254451374929
"22nd",0.756219714773735,88.5222602651054,"25",4.23576192739368,32.1622014228829,24.9,13.8371753986333,1317,7.8254451374929
"22nd",0.762027442705402,88.5222602651054,"free",4.23576192739368,32.1622014228829,24.9,13.8371753986333,1317,7.8254451374929
"22nd",0.775730198628486,88.5222602651054,"35",4.23576192739368,32.1622014228829,24.9,13.8371753986333,1317,7.8254451374929
"22nd",0.715167006960665,88.5222602651054,"5",4.23576192739368,32.1622014228829,24.9,13.8371753986333,1317,7.8254451374929
"23nd",0.833249493516165,66.0279486252193,"20",2.44929439357014,41.5839455614625,25.2,14.7446349745331,589,7.99964789019722
"23nd",0.815317308701089,66.0279486252193,"5",2.44929439357014,41.5839455614625,25.2,14.7446349745331,589,7.99964789019722
"23nd",0.883280652145077,66.0279486252193,"10",2.44929439357014,41.5839455614625,25.2,14.7446349745331,589,7.99964789019722
"23nd",0.869577025295035,66.0279486252193,"15",2.44929439357014,41.5839455614625,25.2,14.7446349745331,589,7.99964789019722
"23nd",0.862150341183922,66.0279486252193,"35",2.44929439357014,41.5839455614625,25.2,14.7446349745331,589,7.99964789019722
"23nd",0.845777385994524,66.0279486252193,"25",2.44929439357014,41.5839455614625,25.2,14.7446349745331,589,7.99964789019722
"23nd",0.849257727554628,66.0279486252193,"free",2.44929439357014,41.5839455614625,25.2,14.7446349745331,589,7.99964789019722
"24nd",0.752734054586887,78.7877019765899,"5",3.45494478177595,36.7156724949623,26.7,14.6442507970244,941,7.92760198030967
"24nd",0.809817726870622,78.7877019765899,"35",3.45494478177595,36.7156724949623,26.7,14.6442507970244,941,7.92760198030967
"24nd",0.837547819409935,78.7877019765899,"10",3.45494478177595,36.7156724949623,26.7,14.6442507970244,941,7.92760198030967
"24nd",0.81927146260473,78.7877019765899,"15",3.45494478177595,36.7156724949623,26.7,14.6442507970244,941,7.92760198030967
"24nd",0.795824612968523,78.7877019765899,"free",3.45494478177595,36.7156724949623,26.7,14.6442507970244,941,7.92760198030967
"24nd",0.777381971338931,78.7877019765899,"20",3.45494478177595,36.7156724949623,26.7,14.6442507970244,941,7.92760198030967
"24nd",0.790808410967293,78.7877019765899,"25",3.45494478177595,36.7156724949623,26.7,14.6442507970244,941,7.92760198030967
"31d",0.915190109754282,17.2260267937763,"10",0.537405037893262,18.9227126018754,12.7,9.3555985915493,284,2.82672601537978
"31d",0.877746842859817,17.2260267937763,"20",0.537405037893262,18.9227126018754,12.7,9.3555985915493,284,2.82672601537978
"31d",0.905484510167744,17.2260267937763,"15",0.537405037893262,18.9227126018754,12.7,9.3555985915493,284,2.82672601537978
"31d",0.890080128477764,17.2260267937763,"free",0.537405037893262,18.9227126018754,12.7,9.3555985915493,284,2.82672601537978
"31d",0.900140760199142,17.2260267937763,"35",0.537405037893262,18.9227126018754,12.7,9.3555985915493,284,2.82672601537978
"31d",0.887747513182016,17.2260267937763,"25",0.537405037893262,18.9227126018754,12.7,9.3555985915493,284,2.82672601537978
"31d",0.86535701869745,17.2260267937763,"5",0.537405037893262,18.9227126018754,12.7,9.3555985915493,284,2.82672601537978
"32d",0.836797520920934,40.8441768921439,"20",1.47443939315131,24.5331013835492,18.3,11.4258901830283,601,5.17107574717505
"32d",0.849114136137365,40.8441768921439,"25",1.47443939315131,24.5331013835492,18.3,11.4258901830283,601,5.17107574717505
"32d",0.872140482138234,40.8441768921439,"15",1.47443939315131,24.5331013835492,18.3,11.4258901830283,601,5.17107574717505
"32d",0.865102540338144,40.8441768921439,"35",1.47443939315131,24.5331013835492,18.3,11.4258901830283,601,5.17107574717505
"32d",0.885387291325171,40.8441768921439,"10",1.47443939315131,24.5331013835492,18.3,11.4258901830283,601,5.17107574717505
"32d",0.852421166610721,40.8441768921439,"free",1.47443939315131,24.5331013835492,18.3,11.4258901830283,601,5.17107574717505
"32d",0.81986496031239,40.8441768921439,"5",1.47443939315131,24.5331013835492,18.3,11.4258901830283,601,5.17107574717505
"33d",0.867001596066024,38.0004556889878,"10",1.47605595003785,22.5696628446154,17.2,12.0484862385321,654,3.94808590678153
"33d",0.852053188771437,38.0004556889878,"15",1.47605595003785,22.5696628446154,17.2,12.0484862385321,654,3.94808590678153
"33d",0.814659930731969,38.0004556889878,"20",1.47605595003785,22.5696628446154,17.2,12.0484862385321,654,3.94808590678153
"33d",0.827252206148468,38.0004556889878,"25",1.47605595003785,22.5696628446154,17.2,12.0484862385321,654,3.94808590678153
"33d",0.831186908561214,38.0004556889878,"free",1.47605595003785,22.5696628446154,17.2,12.0484862385321,654,3.94808590678153
"33d",0.844143599280816,38.0004556889878,"35",1.47605595003785,22.5696628446154,17.2,12.0484862385321,654,3.94808590678153
"33d",0.794784783378006,38.0004556889878,"5",1.47605595003785,22.5696628446154,17.2,12.0484862385321,654,3.94808590678153
"34nd",0.870402665060112,55.0542044418968,"10",2.11877837544804,37.4342469160431,23.8,13.8298409893993,566,6.09187759020322
"34nd",0.847242037102192,55.0542044418968,"35",2.11877837544804,37.4342469160431,23.8,13.8298409893993,566,6.09187759020322
"34nd",0.797825607205384,55.0542044418968,"5",2.11877837544804,37.4342469160431,23.8,13.8298409893993,566,6.09187759020322
"34nd",0.830455608779128,55.0542044418968,"25",2.11877837544804,37.4342469160431,23.8,13.8298409893993,566,6.09187759020322
"34nd",0.855355653500371,55.0542044418968,"15",2.11877837544804,37.4342469160431,23.8,13.8298409893993,566,6.09187759020322
"34nd",0.81810028119081,55.0542044418968,"20",2.11877837544804,37.4342469160431,23.8,13.8298409893993,566,6.09187759020322
"34nd",0.834463319757145,55.0542044418968,"free",2.11877837544804,37.4342469160431,23.8,13.8298409893993,566,6.09187759020322
"35nd",0.868619686534831,57.1011360524219,"10",2.21550272617881,38.2642957889259,23.9,13.160414507772,579,6.62697523274215
"35nd",0.853382730758955,57.1011360524219,"15",2.21550272617881,38.2642957889259,23.9,13.160414507772,579,6.62697523274215
