"volume","mass","leafarea"
5,14.8350120657235,0.0208581428571429
10,20.0380129996545,0.0259992857142857
15,25.4297740700205,0.0527315714285714
20,23.4278649871943,0.0446587142857143
25,30.438898493811,0.0552285714285714
35,52.2340436120822,0.105558571428571
1000,174.531048572646,0.471928714285714
