"","plot","pot","ID","campaign","mass","volume","Date","Photo","Cond","Ci","CTleaf","Area","Trmmol","resppermass"
"194",7,1,"7-1",6,0.2,15,2013-05-16,-0.335668928,0.004430988,520.3094201,11.60946198,16.53,0.017639459,-1.67834464
"195",7,2,"7-2",6,0.29,1000,2013-05-16,-0.287139932,-0.002901066,242.9239957,11.82692651,26.97,-0.011741304,-0.990137696551724
"196",7,2,"7-2",6,0.29,1000,2013-05-16,-0.282739008,-0.002942233,247.5008929,11.82608193,26.97,-0.01191753,-0.974962096551724
"197",7,2,"7-2",6,0.29,1000,2013-05-16,-0.273310103,-0.002865405,248.7120443,11.82112287,26.97,-0.011603396,-0.942448631034483
"198",7,2,"7-2",6,0.29,1000,2013-05-16,-0.283828446,-0.00283688,241.2815971,11.81765648,26.97,-0.011478114,-0.978718779310345
"199",7,2,"7-2",6,0.29,1000,2013-05-16,-0.280188456,-0.002757191,238.7280702,11.81447387,26.97,-0.011153194,-0.966167089655172
"200",7,3,"7-3",6,0.18,25,2013-05-16,-0.491770682,0.016086862,450.4611752,11.95608934,18.83,0.055480578,-2.73205934444444
"201",7,3,"7-3",6,0.18,25,2013-05-16,-0.494501287,0.016152073,450.5624719,11.9460603,18.83,0.055594506,-2.74722937222222
"202",7,3,"7-3",6,0.18,25,2013-05-16,-0.490966549,0.016245638,449.9524191,11.94586304,18.83,0.055942558,-2.72759193888889
"203",7,3,"7-3",6,0.18,25,2013-05-16,-0.4870247,0.016255989,449.4955388,11.94630165,18.83,0.056010378,-2.70569277777778
"204",7,3,"7-3",6,0.18,25,2013-05-16,-0.497627849,0.01639362,450.1610279,11.94019862,18.83,0.056385124,-2.76459916111111
"205",7,4,"7-4",6,0.14,10,2013-05-16,-0.875006609,0.019929303,472.9655472,11.56794966,16.16,0.07255939,-6.25004720714286
"206",7,4,"7-4",6,0.14,10,2013-05-16,-0.892617396,0.019940875,474.4421619,11.5557971,16.16,0.072479646,-6.37583854285714
"207",7,4,"7-4",6,0.14,10,2013-05-16,-0.88022547,0.020082068,472.8223168,11.54925331,16.16,0.07292087,-6.28732478571428
"208",7,4,"7-4",6,0.14,10,2013-05-16,-0.885867075,0.020208067,472.890109,11.5516795,16.16,0.073451405,-6.32762196428571
"209",7,4,"7-4",6,0.14,10,2013-05-16,-0.883662565,0.020482102,471.7500269,11.5478824,16.16,0.074348538,-6.31187546428571
"210",7,5,"7-5",6,0.21,20,2013-05-16,-0.391122244,0.006912158,491.6528425,11.49565665,22.91,0.028218819,-1.86248687619048
"211",7,5,"7-5",6,0.21,20,2013-05-16,-0.385794434,0.006858288,491.1656356,11.49376922,22.91,0.028013016,-1.83711635238095
"212",7,5,"7-5",6,0.21,20,2013-05-16,-0.393926631,0.006992346,491.3020278,11.4924842,22.91,0.028545828,-1.8758411
"213",7,5,"7-5",6,0.21,20,2013-05-16,-0.394253981,0.006977256,491.5555663,11.49650236,22.91,0.028527564,-1.87739990952381
"214",7,5,"7-5",6,0.21,20,2013-05-16,-0.386746923,0.006906334,490.7658605,11.5011106,22.91,0.028293234,-1.84165201428571
"215",7,6,"7-6",6,0.11,5,2013-05-16,-0.4099752,0.00181752,758.8891421,11.53609432,9.25,0.007647802,-3.72704727272727
"216",7,6,"7-6",6,0.11,5,2013-05-16,-0.395058491,0.001932322,725.242154,11.53149077,9.25,0.008123355,-3.59144082727273
"217",7,6,"7-6",6,0.11,5,2013-05-16,-0.382583938,0.002209987,675.2452105,11.53177769,9.25,0.009290199,-3.4780358
"218",7,6,"7-6",6,0.11,5,2013-05-16,-0.3916754,0.00226567,674.8619644,11.52830044,9.25,0.009522444,-3.56068545454545
"219",7,6,"7-6",6,0.11,5,2013-05-16,-0.404065496,0.002266928,683.4430917,11.5282674,9.25,0.009536276,-3.67332269090909
"220",7,8,"7-8",6,0.29,35,2013-05-16,-0.31467838,0.003555143,541.3507385,11.70812559,19.39,0.015639952,-1.08509786206897
"221",7,8,"7-8",6,0.29,35,2013-05-16,-0.31324652,0.003548316,541.0576854,11.70986398,19.39,0.015611182,-1.0801604137931
"222",7,8,"7-8",6,0.29,35,2013-05-16,-0.314559633,0.003509131,543.1691613,11.70723641,19.39,0.01544211,-1.08468838965517
"223",7,8,"7-8",6,0.29,35,2013-05-16,-0.317102979,0.003496744,544.8765312,11.71008482,19.39,0.015397415,-1.09345854827586
"224",7,8,"7-8",6,0.29,35,2013-05-16,-0.314061012,0.003594606,539.5908939,11.71578985,19.39,0.0158388,-1.08296900689655
