"plant_id","M","totPARleaf","volume"
"44d",0.857191943508737,29.7365910896522,"5"
"45d",0.860876135922795,26.4923532516618,"5"
"21d",0.796309616809601,42.1958065129425,"5"
"47nd",0.800620249755799,63.618871312446,"5"
"23nd",0.815317308701089,66.0279486252193,"5"
"20d",0.838939049398292,36.9710132353437,"5"
"19d",0.79908418353693,48.1421600151189,"5"
"22nd",0.715167006960665,88.5222602651054,"5"
"43d",0.799970354684395,42.7777002378526,"5"
"24nd",0.752734054586887,78.7877019765899,"5"
"31d",0.86535701869745,17.2260267937763,"5"
"32d",0.81986496031239,40.8441768921439,"5"
"34nd",0.797825607205384,55.0542044418968,"5"
"esalroomot50",0.83038454133669,10.1998769689868,"5"
"Esal-ch7-tree37",0.770592258259764,22.4273581881814,"5"
"esalroomot41",0.857194054414148,8.75654355359907,"5"
"esal-ch2-tree48",0.761249576229864,16.2249303590275,"5"
"esalroomot392",0.841855803790648,10.0245336358395,"5"
"esal-ch10-tree1S",0.820087488388614,9.57556202817996,"5"
"esalroomot591",0.859318709453279,16.5144028517766,"5"
"esalroomot131",0.840872339974432,7.99317151885702,"5"
"esalroomot151",0.855833770833999,8.92435424101491,"5"
"esal-ref",0.766829526886464,15.5790280843823,"5"
"esalroomot588_fix",0.824100897117584,14.7287299689515,"5"
"Esal-ch12-tree46_fix",0.824680643441163,5.25157436913905,"5"
"esalroomot360",0.835919148359391,16.2685822344829,"5"
"Esal-ch1-tree54",0.751849842195281,12.4516721208952,"5"
"esalroomot251",0.826607031544706,10.5685668776875,"5"
"esalroomot460",0.815103728287938,11.4818253961586,"5"
"esalroomot259",0.831698269212363,11.9126406122117,"5"
"esalroomot449",0.765282837911805,13.655638597921,"5"
"Ambtr1",0.749581419654402,34.5663647395618,"5"
"Eletr5",0.797210765360738,47.0497799714074,"5"
"Eletr4",0.823089694053139,54.0584783275011,"5"
"Ambtr2",0.776233087917559,40.1773529784835,"5"
"Eletr8",0.752516457095576,38.8082595070983,"5"
"Eletr1",0.737458621581142,67.5239699378583,"5"
"Eletr2",0.73809324687984,55.8220726700182,"5"
"Eletr3",0.739296346456348,48.0694862907612,"5"
"Ambtr3",0.752481179769374,29.7890998193905,"5"
"Eletr6",0.76246854902712,24.6250732946414,"5"
"Eletr7",0.778305370130056,67.122145748471,"5"
"Ambtr4",0.769372365004889,32.4976420119938,"5"
"euchae3",0.894101214552189,2.5057914201716,"free"
"euchae1",0.909319250949019,0.58212289833256,"free"
"euchae2",0.882424761342284,5.53864249342375,"free"
"euchaeR90",0.912821499895428,3.07034993698251,"free"
"euchaeR50",0.90892071099366,1.46614593440656,"free"
"euchaeR70",0.898448370892121,3.14540420165441,"free"
"euchaeR91",0.897167396511053,2.10233546122769,"free"
"euchaeR71",0.885878869617,1.72290735559345,"free"
"10nd",0.812008174392025,75.5158170343276,"free"
"11nd",0.76518251052275,78.8790160467403,"free"
"12nd",0.81275058363229,59.1300736409169,"free"
"7d",0.852868934744332,44.9520826384261,"free"
"33d",0.831186908561214,38.0004556889878,"free"
"8d",0.78892695850412,54.1440361069408,"free"
"35nd",0.832022766872627,57.1011360524219,"free"
"36nd",0.857921959247139,32.268785357824,"free"
"46nd",0.810949699286603,53.6518588570418,"free"
"9d",0.858433712559142,38.8780442654048,"free"
"44d",0.883661638269658,29.7365910896522,"free"
"45d",0.887066837859044,26.4923532516618,"free"
"21d",0.833045576530186,42.1958065129425,"free"
"47nd",0.836469234873302,63.618871312446,"free"
"23nd",0.849257727554628,66.0279486252193,"free"
"20d",0.868938717867643,36.9710132353437,"free"
"19d",0.83526017086763,48.1421600151189,"free"
"22nd",0.762027442705402,88.5222602651054,"free"
"43d",0.83636406292625,42.7777002378526,"free"
"24nd",0.795824612968523,78.7877019765899,"free"
"31d",0.890080128477764,17.2260267937763,"free"
"32d",0.852421166610721,40.8441768921439,"free"
"34nd",0.834463319757145,55.0542044418968,"free"
"esalroomot50",0.859627391068284,10.1998769689868,"free"
"Esal-ch7-tree37",0.807051937631761,22.4273581881814,"free"
"esalroomot41",0.882967788311819,8.75654355359907,"free"
"esal-ch2-tree48",0.798712577407419,16.2249303590275,"free"
"esalroomot392",0.870060057225813,10.0245336358395,"free"
"esal-ch10-tree1S",0.850976234242197,9.57556202817996,"free"
"esalroomot591",0.886106327381619,16.5144028517766,"free"
"esalroomot131",0.869266405633119,7.99317151885702,"free"
"esalroomot151",0.881840854034086,8.92435424101491,"free"
"esal-ref",0.803305687219187,15.5790280843823,"free"
"esalroomot588_fix",0.854385225552107,14.7287299689515,"free"
"Esal-ch12-tree46_fix",0.855072769325107,5.25157436913905,"free"
"esalroomot360",0.866305446066857,16.2685822344829,"free"
"Esal-ch1-tree54",0.790710992707895,12.4516721208952,"free"
"esalroomot251",0.856067779951396,10.5685668776875,"free"
"esalroomot460",0.847914986117587,11.4818253961586,"free"
"esalroomot259",0.863093563107457,11.9126406122117,"free"
"esalroomot449",0.804027402393596,13.655638597921,"free"
"Ambtr1",0.791224794916495,34.5663647395618,"free"
"Eletr5",0.834773516482089,47.0497799714074,"free"
"Eletr4",0.856362169741606,54.0584783275011,"free"
"Ambtr2",0.817205238149183,40.1773529784835,"free"
"Eletr8",0.795675398959176,38.8082595070983,"free"
"Eletr1",0.782771943924464,67.5239699378583,"free"
"Eletr2",0.78282467331749,55.8220726700182,"free"
"Eletr3",0.784993936895672,48.0694862907612,"free"
"Ambtr3",0.795252115953749,29.7890998193905,"free"
"Eletr6",0.803954112372669,24.6250732946414,"free"
"Eletr7",0.818235407566329,67.122145748471,"free"
"Ambtr4",0.810218598900773,32.4976420119938,"free"
