"volume","Vcmax","Jmax"
5,63.2670605740774,104.517383785923
10,69.3977758838052,116.536950030212
15,80.7963681732079,125.352778870391
20,82.0836900172274,131.52886283453
25,78.9534238456292,132.754092773362
35,78.504664729589,121.748522488266
1000,100.382369839035,169.046334847329
