"pot","plot","ID","Date","diameter","volume","predmass"
5,3,"3-5",2013-04-08,7.1,"35",30.2314537765663
5,3,"3-5",2013-02-11,3.3,"35",3.99476452802269
5,3,"3-5",2013-02-18,3.4,"35",4.3225406618375
5,3,"3-5",2013-04-29,7.7,"35",37.4565559032345
5,3,"3-5",2013-01-29,2.7,"35",2.35113649620652
5,3,"3-5",2013-03-25,6.3,"35",22.045223188633
5,3,"3-5",2013-05-21,8.1,"35",42.8180930365904
5,3,"3-5",2013-05-13,8.1,"35",42.8180930365904
5,3,"3-5",2013-01-21,2.6,"35",2.12804791117228
5,3,"3-5",2013-04-22,7.6,"35",36.1852264279355
5,3,"3-5",2013-05-06,8,"35",41.4358224875133
5,3,"3-5",2013-03-11,5.2,"35",13.2792451139603
5,3,"3-5",2013-03-04,4.37,"35",8.38835765375025
5,3,"3-5",2013-02-25,4,"35",6.64024308125453
5,3,"3-5",2013-02-03,2.9,"35",2.83959865898107
5,4,"4-5",2013-02-03,3.5,"5",4.66653100740254
5,4,"4-5",2013-05-21,6,"5",19.3794510373016
5,4,"4-5",2013-03-18,5.6,"5",16.1507055976928
5,4,"4-5",2013-03-11,5,"5",11.9723283472414
5,4,"4-5",2013-03-04,4.8,"5",10.7484744768634
5,4,"4-5",2013-04-15,5.7,"5",16.9237577954479
5,4,"4-5",2013-04-29,5.8,"5",17.7193973969837
5,4,"4-5",2013-04-02,5.3,"5",13.9645147386438
5,4,"4-5",2013-04-22,5.9,"5",18.5378778491817
5,4,"4-5",2013-04-08,5.3,"5",13.9645147386438
5,4,"4-5",2013-05-06,5.8,"5",17.7193973969837
5,4,"4-5",2013-02-11,3.5,"5",4.66653100740254
5,4,"4-5",2013-01-29,3.2,"5",3.68289499747209
5,4,"4-5",2013-01-21,3,"5",3.10562836559433
5,4,"4-5",2013-03-25,5.6,"5",16.1507055976928
5,4,"4-5",2013-05-13,6,"5",19.3794510373016
5,4,"4-5",2013-02-18,3.7,"5",5.40436875759211
5,4,"4-5",2013-02-25,4.5,"5",9.06373036568407
5,5,"5-5",2013-04-02,5.4,"20",14.6713415922602
5,5,"5-5",2013-04-15,5.4,"20",14.6713415922602
5,5,"5-5",2013-04-29,6,"20",19.3794510373016
5,5,"5-5",2013-04-22,5.5,"20",15.3999857578734
5,5,"5-5",2013-02-18,3.9,"20",6.21067629527255
5,5,"5-5",2013-05-13,6,"20",19.3794510373016
5,5,"5-5",2013-03-11,4.7,"20",10.1670263055452
5,5,"5-5",2013-04-08,5.3,"20",13.9645147386438
5,5,"5-5",2013-03-25,5,"20",11.9723283472414
5,5,"5-5",2013-05-21,6.1,"20",20.2443673208353
5,5,"5-5",2013-02-11,3.8,"20",5.79881573496304
5,5,"5-5",2013-02-25,4.4,"20",8.54133347451163
5,5,"5-5",2013-03-18,4.8,"20",10.7484744768634
5,5,"5-5",2013-02-03,3.6,"20",5.02703994624052
5,5,"5-5",2013-05-06,6,"20",19.3794510373016
5,5,"5-5",2013-03-04,4.9,"20",11.3501520261852
5,5,"5-5",2013-01-29,3.1,"20",3.38662110108745
5,5,"5-5",2013-01-21,2.9,"20",2.83959865898107
5,6,"6-5",2013-05-13,5.9,"10",18.5378778491817
5,6,"6-5",2013-02-03,3.3,"10",3.99476452802269
5,6,"6-5",2013-02-25,4.1,"10",7.08780605769028
5,6,"6-5",2013-03-11,5,"10",11.9723283472414
5,6,"6-5",2013-03-18,5.5,"10",15.3999857578734
5,6,"6-5",2013-03-04,4.8,"10",10.7484744768634
5,6,"6-5",2013-05-21,5.9,"10",18.5378778491817
5,6,"6-5",2013-03-25,5.5,"10",15.3999857578734
5,6,"6-5",2013-04-02,5.7,"10",16.9237577954479
5,6,"6-5",2013-01-21,2.6,"10",2.12804791117228
5,6,"6-5",2013-04-29,5.9,"10",18.5378778491817
5,6,"6-5",2013-01-29,3.2,"10",3.68289499747209
5,6,"6-5",2013-02-11,3.5,"10",4.66653100740254
5,6,"6-5",2013-05-06,5.9,"10",18.5378778491817
5,6,"6-5",2013-04-15,5.3,"10",13.9645147386438
5,6,"6-5",2013-02-18,3.6,"10",5.02703994624052
5,6,"6-5",2013-04-08,5.5,"10",15.3999857578734
5,6,"6-5",2013-04-22,5.9,"10",18.5378778491817
5,7,"7-5",2013-03-11,4.9,"20",11.3501520261852
5,7,"7-5",2013-04-29,6.3,"20",22.045223188633
5,7,"7-5",2013-03-18,5.3,"20",13.9645147386438
5,7,"7-5",2013-03-04,4.9,"20",11.3501520261852
5,7,"7-5",2013-02-03,3.5,"20",4.66653100740254
5,7,"7-5",2013-04-02,5.8,"20",17.7193973969837
5,7,"7-5",2013-01-21,2.6,"20",2.12804791117228
5,7,"7-5",2013-01-29,3.2,"20",3.68289499747209
5,7,"7-5",2013-04-22,5.9,"20",18.5378778491817
5,7,"7-5",2013-02-25,4.5,"20",9.06373036568407
5,7,"7-5",2013-02-11,3.8,"20",5.79881573496304
5,7,"7-5",2013-05-21,6.3,"20",22.045223188633
5,7,"7-5",2013-05-06,6.3,"20",22.045223188633
5,7,"7-5",2013-04-08,5.7,"20",16.9237577954479
5,7,"7-5",2013-03-25,5.4,"20",14.6713415922602
5,7,"7-5",2013-02-18,4,"20",6.64024308125453
5,7,"7-5",2013-05-13,6.3,"20",22.045223188633
5,7,"7-5",2013-04-15,5.9,"20",18.5378778491817
6,1,"1-6",2013-01-29,2.7,"25",2.35113649620652
6,1,"1-6",2013-02-25,4.3,"25",8.03806758957743
6,1,"1-6",2013-01-21,2.8,"25",2.58821002370055
6,1,"1-6",2013-02-11,3.9,"25",6.21067629527255
6,1,"1-6",2013-02-03,3.3,"25",3.99476452802269
6,1,"1-6",2013-03-04,5.4,"25",14.6713415922602
6,1,"1-6",2013-03-11,5.5,"25",15.3999857578734
6,1,"1-6",2013-04-22,6.7,"25",25.937906320899
6,1,"1-6",2013-04-29,6.7,"25",25.937906320899
6,1,"1-6",2013-03-18,6,"25",19.3794510373016
6,1,"1-6",2013-03-25,6.3,"25",22.045223188633
6,1,"1-6",2013-02-18,3.9,"25",6.21067629527255
6,1,"1-6",2013-05-13,7,"25",29.1196493997441
6,1,"1-6",2013-04-02,6,"25",19.3794510373016
6,1,"1-6",2013-04-08,6.4,"25",22.9816561665048
6,1,"1-6",2013-04-15,6.5,"25",23.9424190895429
6,1,"1-6",2013-05-06,7,"25",29.1196493997441
6,1,"1-6",2013-05-21,7,"25",29.1196493997441
6,2,"2-6",2013-02-25,5,"5",11.9723283472414
6,2,"2-6",2013-04-22,6.4,"5",22.9816561665048
6,2,"2-6",2013-03-18,5.7,"5",16.9237577954479
6,2,"2-6",2013-03-04,5.1,"5",12.6152708700234
6,2,"2-6",2013-02-03,3.8,"5",5.79881573496304
6,2,"2-6",2013-04-02,6.4,"5",22.9816561665048
6,2,"2-6",2013-05-13,6.4,"5",22.9816561665048
6,2,"2-6",2013-05-21,6.5,"5",23.9424190895429
6,2,"2-6",2013-01-29,3.7,"5",5.40436875759211
6,2,"2-6",2013-02-18,4,"5",6.64024308125453
6,2,"2-6",2013-04-08,6.3,"5",22.045223188633
6,2,"2-6",2013-01-21,2.8,"5",2.58821002370055
6,2,"2-6",2013-03-25,6.2,"5",21.132875567955
6,2,"2-6",2013-04-29,6.4,"5",22.9816561665048
6,2,"2-6",2013-02-11,4.3,"5",8.03806758957743
6,2,"2-6",2013-05-06,6.4,"5",22.9816561665048
6,2,"2-6",2013-04-15,6.3,"5",22.045223188633
6,2,"2-6",2013-03-11,6.2,"5",21.132875567955
6,3,"3-6",2013-04-08,6.6,"10",24.9277551796026
6,3,"3-6",2013-04-22,6.9,"10",28.0336147696652
6,3,"3-6",2013-03-18,7,"10",29.1196493997441
6,3,"3-6",2013-02-18,4.6,"10",9.60553609895979
6,3,"3-6",2013-05-13,7.2,"10",31.3692634894786
6,3,"3-6",2013-04-29,7.1,"10",30.2314537765663
6,3,"3-6",2013-05-21,7.3,"10",32.5333129413994
6,3,"3-6",2013-05-06,7.2,"10",31.3692634894786
6,3,"3-6",2013-04-15,6.9,"10",28.0336147696652
6,3,"3-6",2013-02-25,4.6,"10",9.60553609895979
6,3,"3-6",2013-03-04,5.6,"10",16.1507055976928
6,3,"3-6",2013-02-11,4.3,"10",8.03806758957743
6,3,"3-6",2013-04-02,6.5,"10",23.9424190895429
6,3,"3-6",2013-03-11,5.7,"10",16.9237577954479
6,3,"3-6",2013-01-21,3.3,"10",3.99476452802269
6,3,"3-6",2013-01-29,4,"10",6.64024308125453
6,3,"3-6",2013-03-25,6.4,"10",22.9816561665048
6,3,"3-6",2013-02-03,3.8,"10",5.79881573496304
6,4,"4-6",2013-03-11,5.6,"15",16.1507055976928
6,4,"4-6",2013-04-08,6.6,"15",24.9277551796026
6,4,"4-6",2013-04-15,6.6,"15",24.9277551796026
6,4,"4-6",2013-02-03,4.4,"15",8.54133347451163
6,4,"4-6",2013-03-18,6,"15",19.3794510373016
6,4,"4-6",2013-01-21,3.9,"15",6.21067629527255
6,4,"4-6",2013-04-29,6.8,"15",26.9731130874682
6,4,"4-6",2013-03-04,5.3,"15",13.9645147386438
6,4,"4-6",2013-04-22,6.7,"15",25.937906320899
6,4,"4-6",2013-05-13,7,"15",29.1196493997441
6,4,"4-6",2013-05-06,6.8,"15",26.9731130874682
6,4,"4-6",2013-04-02,6.3,"15",22.045223188633
6,4,"4-6",2013-02-25,5.1,"15",12.6152708700234
6,4,"4-6",2013-02-18,4.8,"15",10.7484744768634
6,4,"4-6",2013-05-21,7,"15",29.1196493997441
6,4,"4-6",2013-03-25,6,"15",19.3794510373016
6,4,"4-6",2013-02-11,4.7,"15",10.1670263055452
6,4,"4-6",2013-01-29,4.6,"15",9.60553609895979
6,5,"5-6",2013-04-02,10.7,"1000",89.3284767087328
6,5,"5-6",2013-02-11,3.3,"1000",3.99476452802269
6,5,"5-6",2013-04-08,11.6,"1000",110.570922802484
6,5,"5-6",2013-03-25,9.4,"1000",63.4433245993244
6,5,"5-6",2013-02-25,4.9,"1000",11.3501520261852
6,5,"5-6",2013-01-21,2.6,"1000",2.12804791117228
6,5,"5-6",2013-03-11,7,"1000",29.1196493997441
6,5,"5-6",2013-02-03,3,"1000",3.10562836559433
6,5,"5-6",2013-04-29,13.7,"1000",171.604090317885
6,5,"5-6",2013-04-22,13.1,"1000",152.458278516515
6,5,"5-6",2013-05-13,15.7,"1000",245.953703851373
6,5,"5-6",2013-03-04,6.1,"1000",20.2443673208353
6,5,"5-6",2013-05-21,16,"1000",258.5639357185
6,5,"5-6",2013-04-15,12.8,"1000",143.407976746003
6,5,"5-6",2013-05-06,14.7,"1000",206.705083358952
6,5,"5-6",2013-03-18,8.2,"1000",44.2286630231148
6,5,"5-6",2013-01-29,3.1,"1000",3.38662110108745
6,5,"5-6",2013-02-18,4,"1000",6.64024308125453
6,6,"6-6",2013-01-21,2.9,"15",2.83959865898107
6,6,"6-6",2013-05-06,7.3,"15",32.5333129413994
6,6,"6-6",2013-02-25,4.3,"15",8.03806758957743
6,6,"6-6",2013-05-13,7.3,"15",32.5333129413994
6,6,"6-6",2013-04-08,6.4,"15",22.9816561665048
6,6,"6-6",2013-02-11,3.9,"15",6.21067629527255
6,6,"6-6",2013-01-29,3.6,"15",5.02703994624052
6,6,"6-6",2013-05-21,7.4,"15",33.7238353711506
6,6,"6-6",2013-04-02,6.6,"15",24.9277551796026
6,6,"6-6",2013-04-22,7.1,"15",30.2314537765663
6,6,"6-6",2013-04-29,7.3,"15",32.5333129413994
6,6,"6-6",2013-03-18,6,"15",19.3794510373016
6,6,"6-6",2013-02-03,3.8,"15",5.79881573496304
6,6,"6-6",2013-03-04,5.6,"15",16.1507055976928
6,6,"6-6",2013-03-11,5.8,"15",17.7193973969837
6,6,"6-6",2013-02-18,3.9,"15",6.21067629527255
6,6,"6-6",2013-03-25,6.2,"15",21.132875567955
6,6,"6-6",2013-04-15,6.8,"15",26.9731130874682
6,7,"7-6",2013-01-29,3.1,"5",3.38662110108745
6,7,"7-6",2013-03-18,5.1,"5",12.6152708700234
6,7,"7-6",2013-01-21,2.4,"5",1.72248260066616
6,7,"7-6",2013-02-03,3.5,"5",4.66653100740254
6,7,"7-6",2013-04-02,5.3,"5",13.9645147386438
6,7,"7-6",2013-02-25,4.1,"5",7.08780605769028
6,7,"7-6",2013-03-04,4.4,"5",8.54133347451163
6,7,"7-6",2013-05-06,5.7,"5",16.9237577954479
6,7,"7-6",2013-04-29,5.5,"5",15.3999857578734
6,7,"7-6",2013-03-25,5.3,"5",13.9645147386438
6,7,"7-6",2013-04-15,5.6,"5",16.1507055976928
6,7,"7-6",2013-05-21,5.7,"5",16.9237577954479
6,7,"7-6",2013-04-22,5.6,"5",16.1507055976928
6,7,"7-6",2013-04-08,5.5,"5",15.3999857578734
6,7,"7-6",2013-02-18,3.7,"5",5.40436875759211
6,7,"7-6",2013-02-11,3.6,"5",5.02703994624052
6,7,"7-6",2013-05-13,5.7,"5",16.9237577954479
6,7,"7-6",2013-03-11,4.7,"5",10.1670263055452
7,1,"1-7",2013-02-25,4.7,"35",10.1670263055452
7,1,"1-7",2013-01-21,2.8,"35",2.58821002370055
7,1,"1-7",2013-02-18,4.1,"35",7.08780605769028
7,1,"1-7",2013-04-22,9.5,"35",65.2418001590196
7,1,"1-7",2013-04-29,9.9,"35",72.7512841113764
7,1,"1-7",2013-04-02,8.3,"35",45.6677561051447
7,1,"1-7",2013-03-04,5.2,"35",13.2792451139603
7,1,"1-7",2013-05-06,10.8,"35",91.5507306632681
7,1,"1-7",2013-05-13,11,"35",96.0975476899136
7,1,"1-7",2013-05-21,11,"35",96.0975476899136
7,1,"1-7",2013-04-08,8.7,"35",51.7137987364851
7,1,"1-7",2013-03-18,6.7,"35",25.937906320899
7,1,"1-7",2013-03-11,6.3,"35",22.045223188633
7,1,"1-7",2013-04-15,9.2,"35",59.9395660405105
7,1,"1-7",2013-02-03,3.8,"35",5.79881573496304
7,1,"1-7",2013-03-25,7.5,"35",34.9410628750699
7,1,"1-7",2013-01-29,3.4,"35",4.3225406618375
7,1,"1-7",2013-02-11,4.1,"35",7.08780605769028
7,2,"2-7",2013-01-21,2.6,"35",2.12804791117228
7,2,"2-7",2013-03-18,4.2,"35",7.55365260198905
7,2,"2-7",2013-04-08,5,"35",11.9723283472414
7,2,"2-7",2013-03-25,4.6,"35",9.60553609895979
7,2,"2-7",2013-04-22,5.4,"35",14.6713415922602
7,2,"2-7",2013-05-13,6.1,"35",20.2443673208353
7,2,"2-7",2013-04-02,4.9,"35",11.3501520261852
7,2,"2-7",2013-04-29,5.7,"35",16.9237577954479
7,2,"2-7",2013-01-29,2.8,"35",2.58821002370055
7,2,"2-7",2013-03-04,3.7,"35",5.40436875759211
7,2,"2-7",2013-02-11,3.5,"35",4.66653100740254
7,2,"2-7",2013-02-03,3.2,"35",3.68289499747209
7,2,"2-7",2013-04-15,5.3,"35",13.9645147386438
7,2,"2-7",2013-02-25,3.5,"35",4.66653100740254
7,2,"2-7",2013-02-18,3.3,"35",3.99476452802269
7,2,"2-7",2013-03-11,4.3,"35",8.03806758957743
7,2,"2-7",2013-05-06,5.9,"35",18.5378778491817
7,2,"2-7",2013-05-21,6.1,"35",20.2443673208353
7,3,"3-7",2013-03-18,3.7,"15",5.40436875759211
7,3,"3-7",2013-02-25,3.1,"15",3.38662110108745
7,3,"3-7",2013-03-11,3.1,"15",3.38662110108745
7,3,"3-7",2013-04-02,3.8,"15",5.79881573496304
7,3,"3-7",2013-03-25,3.4,"15",4.3225406618375
7,3,"3-7",2013-02-03,2.5,"15",1.91860968847027
7,3,"3-7",2013-01-29,2.6,"15",2.12804791117228
7,3,"3-7",2013-02-11,2.6,"15",2.12804791117228
7,3,"3-7",2013-05-21,5.4,"15",14.6713415922602
7,3,"3-7",2013-04-22,4.8,"15",10.7484744768634
7,3,"3-7",2013-01-21,2.3,"15",1.53932251838562
7,3,"3-7",2013-04-08,4,"15",6.64024308125453
7,3,"3-7",2013-02-18,2.6,"15",2.12804791117228
7,3,"3-7",2013-04-15,4.4,"15",8.54133347451163
7,3,"3-7",2013-05-06,5.2,"15",13.2792451139603
7,3,"3-7",2013-03-04,3.1,"15",3.38662110108745
7,3,"3-7",2013-05-13,5.2,"15",13.2792451139603
7,3,"3-7",2013-04-29,4.9,"15",11.3501520261852
7,4,"4-7",2013-05-06,6.1,"20",20.2443673208353
7,4,"4-7",2013-05-13,6.2,"20",21.132875567955
7,4,"4-7",2013-05-21,6.2,"20",21.132875567955
7,4,"4-7",2013-02-11,3.6,"20",5.02703994624052
7,4,"4-7",2013-03-18,5.6,"20",16.1507055976928
7,4,"4-7",2013-04-29,6,"20",19.3794510373016
7,4,"4-7",2013-02-25,4.4,"20",8.54133347451163
7,4,"4-7",2013-02-03,3.5,"20",4.66653100740254
7,4,"4-7",2013-04-22,5.9,"20",18.5378778491817
7,4,"4-7",2013-03-11,5.1,"20",12.6152708700234
7,4,"4-7",2013-03-04,5.3,"20",13.9645147386438
7,4,"4-7",2013-03-25,5.6,"20",16.1507055976928
7,4,"4-7",2013-01-29,3.3,"20",3.99476452802269
7,4,"4-7",2013-04-15,5.8,"20",17.7193973969837
7,4,"4-7",2013-04-02,5.9,"20",18.5378778491817
7,4,"4-7",2013-02-18,4.2,"20",7.55365260198905
7,4,"4-7",2013-04-08,5.8,"20",17.7193973969837
7,4,"4-7",2013-01-21,2.6,"20",2.12804791117228
7,5,"5-7",2013-01-21,2.7,"35",2.35113649620652
7,5,"5-7",2013-02-25,5.2,"35",13.2792451139603
7,5,"5-7",2013-02-03,3.9,"35",6.21067629527255
7,5,"5-7",2013-04-22,10.3,"35",80.7757576594784
7,5,"5-7",2013-04-08,9.4,"35",63.4433245993244
7,5,"5-7",2013-03-11,7.1,"35",30.2314537765663
7,5,"5-7",2013-03-04,6.2,"35",21.132875567955
7,5,"5-7",2013-03-25,8.2,"35",44.2286630231148
7,5,"5-7",2013-01-29,4.1,"35",7.08780605769028
7,5,"5-7",2013-04-02,9,"35",56.5586406870235
7,5,"5-7",2013-05-13,10.7,"35",89.3284767087328
7,5,"5-7",2013-05-21,11,"35",96.0975476899136
7,5,"5-7",2013-04-15,10.2,"35",78.7206308573015
7,5,"5-7",2013-05-06,10.4,"35",82.8639007001958
7,5,"5-7",2013-03-18,7.6,"35",36.1852264279355
7,5,"5-7",2013-02-18,4.4,"35",8.54133347451163
7,5,"5-7",2013-02-11,4.7,"35",10.1670263055452
7,5,"5-7",2013-04-29,10.3,"35",80.7757576594784
7,6,"6-7",2013-04-08,6.1,"25",20.2443673208353
7,6,"6-7",2013-02-11,4.1,"25",7.08780605769028
7,6,"6-7",2013-05-13,6.7,"25",25.937906320899
7,6,"6-7",2013-04-02,5.8,"25",17.7193973969837
7,6,"6-7",2013-04-22,6.4,"25",22.9816561665048
7,6,"6-7",2013-04-29,6.4,"25",22.9816561665048
7,6,"6-7",2013-04-15,6,"25",19.3794510373016
7,6,"6-7",2013-01-21,3.4,"25",4.3225406618375
7,6,"6-7",2013-02-25,4.7,"25",10.1670263055452
7,6,"6-7",2013-03-04,4.9,"25",11.3501520261852
7,6,"6-7",2013-03-11,5.1,"25",12.6152708700234
7,6,"6-7",2013-05-06,6.4,"25",22.9816561665048
7,6,"6-7",2013-05-21,7,"25",29.1196493997441
7,6,"6-7",2013-03-18,5.6,"25",16.1507055976928
7,6,"6-7",2013-03-25,5.6,"25",16.1507055976928
7,6,"6-7",2013-02-18,4.2,"25",7.55365260198905
7,6,"6-7",2013-02-03,3.7,"25",5.40436875759211
7,6,"6-7",2013-01-29,3.8,"25",5.79881573496304
8,1,"1-8",2013-02-25,5.5,"5",15.3999857578734
8,1,"1-8",2013-04-29,7,"5",29.1196493997441
8,1,"1-8",2013-05-21,7,"5",29.1196493997441
8,1,"1-8",2013-04-22,7,"5",29.1196493997441
8,1,"1-8",2013-05-13,7,"5",29.1196493997441
8,1,"1-8",2013-02-03,4.2,"5",7.55365260198905
8,1,"1-8",2013-01-21,2.8,"5",2.58821002370055
8,1,"1-8",2013-05-06,7,"5",29.1196493997441
8,1,"1-8",2013-03-25,6.6,"5",24.9277551796026
8,1,"1-8",2013-04-15,6.9,"5",28.0336147696652
8,1,"1-8",2013-02-18,4.8,"5",10.7484744768634
8,1,"1-8",2013-03-18,6.9,"5",28.0336147696652
8,1,"1-8",2013-04-08,6.7,"5",25.937906320899
8,1,"1-8",2013-02-11,4.3,"5",8.03806758957743
8,1,"1-8",2013-03-04,5.3,"5",13.9645147386438
8,1,"1-8",2013-04-02,6.6,"5",24.9277551796026
8,1,"1-8",2013-01-29,3.5,"5",4.66653100740254
8,1,"1-8",2013-03-11,6.3,"5",22.045223188633
8,2,"2-8",2013-03-18,6.6,"10",24.9277551796026
8,2,"2-8",2013-04-02,7.1,"10",30.2314537765663
8,2,"2-8",2013-04-08,8.1,"10",42.8180930365904
8,2,"2-8",2013-04-15,8.1,"10",42.8180930365904
8,2,"2-8",2013-04-22,8.2,"10",44.2286630231148
8,2,"2-8",2013-02-11,4.3,"10",8.03806758957743
8,2,"2-8",2013-04-29,8.3,"10",45.6677561051447
8,2,"2-8",2013-02-18,4.5,"10",9.06373036568407
8,2,"2-8",2013-03-11,7.3,"10",32.5333129413994
8,2,"2-8",2013-05-13,8.3,"10",45.6677561051447
8,2,"2-8",2013-05-21,8.3,"10",45.6677561051447
8,2,"2-8",2013-03-04,5.9,"10",18.5378778491817
8,2,"2-8",2013-02-25,5.4,"10",14.6713415922602
8,2,"2-8",2013-01-21,3.2,"10",3.68289499747209
8,2,"2-8",2013-05-06,8.3,"10",45.6677561051447
8,2,"2-8",2013-03-25,7.1,"10",30.2314537765663
8,2,"2-8",2013-01-29,3.3,"10",3.99476452802269
8,2,"2-8",2013-02-03,4.1,"10",7.08780605769028
8,4,"4-8",2013-02-11,3.2,"1000",3.68289499747209
8,4,"4-8",2013-05-21,14.1,"1000",185.158402737863
8,4,"4-8",2013-05-13,13.5,"1000",165.065554757285
8,4,"4-8",2013-02-03,3.1,"1000",3.38662110108745
8,4,"4-8",2013-03-11,5.9,"1000",18.5378778491817
8,4,"4-8",2013-04-29,11.8,"1000",115.678327804345
8,4,"4-8",2013-03-04,5,"1000",11.9723283472414
8,4,"4-8",2013-02-18,3.6,"1000",5.02703994624052
8,4,"4-8",2013-03-18,7,"1000",29.1196493997441
8,4,"4-8",2013-04-02,8.8,"1000",53.2988285708441
8,4,"4-8",2013-04-15,10.8,"1000",91.5507306632681
8,4,"4-8",2013-02-25,4.4,"1000",8.54133347451163
8,4,"4-8",2013-01-29,2.9,"1000",2.83959865898107
8,4,"4-8",2013-04-08,9.6,"1000",67.0716229790095
8,4,"4-8",2013-01-21,2.4,"1000",1.72248260066616
8,4,"4-8",2013-03-25,8,"1000",41.4358224875133
8,4,"4-8",2013-05-06,12.6,"1000",137.564535449089
8,4,"4-8",2013-04-22,11.3,"1000",103.176563960755
8,5,"5-8",2013-02-25,3.6,"5",5.02703994624052
8,5,"5-8",2013-02-03,2.7,"5",2.35113649620652
8,5,"5-8",2013-03-04,3.6,"5",5.02703994624052
8,5,"5-8",2013-05-21,4.5,"5",9.06373036568407
8,5,"5-8",2013-04-22,4.5,"5",9.06373036568407
8,5,"5-8",2013-05-13,4.5,"5",9.06373036568407
8,5,"5-8",2013-03-18,3.8,"5",5.79881573496304
8,5,"5-8",2013-01-21,2.5,"5",1.91860968847027
8,5,"5-8",2013-03-11,3.6,"5",5.02703994624052
8,5,"5-8",2013-05-06,4.5,"5",9.06373036568407
8,5,"5-8",2013-04-08,4.1,"5",7.08780605769028
8,5,"5-8",2013-01-29,2.6,"5",2.12804791117228
8,5,"5-8",2013-03-25,3.8,"5",5.79881573496304
8,5,"5-8",2013-04-02,4,"5",6.64024308125453
8,5,"5-8",2013-04-29,4.5,"5",9.06373036568407
8,5,"5-8",2013-02-18,3,"5",3.10562836559433
8,5,"5-8",2013-02-11,3,"5",3.10562836559433
8,5,"5-8",2013-04-15,4.4,"5",8.54133347451163
8,6,"6-8",2013-04-02,7.4,"1000",33.7238353711506
8,6,"6-8",2013-04-22,8.5,"1000",48.6324013261021
8,6,"6-8",2013-04-29,8.8,"1000",53.2988285708441
8,6,"6-8",2013-04-08,8.2,"1000",44.2286630231148
8,6,"6-8",2013-02-25,3.8,"1000",5.79881573496304
8,6,"6-8",2013-05-13,10.6,"1000",87.1400559820148
8,6,"6-8",2013-03-11,5.1,"1000",12.6152708700234
8,6,"6-8",2013-04-15,8.1,"1000",42.8180930365904
8,6,"6-8",2013-03-04,4.8,"1000",10.7484744768634
8,6,"6-8",2013-05-21,11.8,"1000",115.678327804345
8,6,"6-8",2013-01-29,3.1,"1000",3.38662110108745
8,6,"6-8",2013-02-11,3.3,"1000",3.99476452802269
8,6,"6-8",2013-03-18,5.7,"1000",16.9237577954479
8,6,"6-8",2013-05-06,9.3,"1000",61.6759841974335
8,6,"6-8",2013-02-03,3.1,"1000",3.38662110108745
8,6,"6-8",2013-02-18,3.3,"1000",3.99476452802269
8,6,"6-8",2013-03-25,6.5,"1000",23.9424190895429
8,6,"6-8",2013-01-21,2.4,"1000",1.72248260066616
8,7,"7-8",2013-03-18,6.7,"35",25.937906320899
8,7,"7-8",2013-04-02,7.1,"35",30.2314537765663
8,7,"7-8",2013-03-25,7,"35",29.1196493997441
8,7,"7-8",2013-04-22,7.7,"35",37.4565559032345
8,7,"7-8",2013-04-29,7.9,"35",40.081626725869
8,7,"7-8",2013-04-08,7.2,"35",31.3692634894786
8,7,"7-8",2013-02-18,4,"35",6.64024308125453
8,7,"7-8",2013-01-21,2.3,"35",1.53932251838562
8,7,"7-8",2013-05-13,8.3,"35",45.6677561051447
8,7,"7-8",2013-02-03,3.1,"35",3.38662110108745
8,7,"7-8",2013-02-25,4.7,"35",10.1670263055452
8,7,"7-8",2013-03-11,6,"35",19.3794510373016
8,7,"7-8",2013-05-06,8.2,"35",44.2286630231148
8,7,"7-8",2013-01-29,2.9,"35",2.83959865898107
8,7,"7-8",2013-04-15,7.7,"35",37.4565559032345
8,7,"7-8",2013-03-04,5.6,"35",16.1507055976928
8,7,"7-8",2013-02-11,3.3,"35",3.99476452802269
8,7,"7-8",2013-05-21,8.4,"35",47.1355949651813
