"pfile","lfile","totPARleaf","totPARdir","totPARdiff","totPARinc","totA","totA0","totE"
"yplant/euc_plfiles/euchae3.p","yplant/euc_plfiles/euchae.l",5.32653985268475,3.49799513112935,1.82854472155539,12.4928313843118,0.0566069946221191,0.0589778915957696,0.0142767257032526
"yplant/euc_plfiles/euchae1.p","yplant/euc_plfiles/euchae.l",1.23163141243996,0.798489304771127,0.433142107668838,2.72761395296184,0.0123939547719231,0.0128768983654824,0.00311992260865171
"yplant/euc_plfiles/euchae2.p","yplant/euc_plfiles/euchae.l",11.9152666315613,8.06144816381762,3.85381846774372,27.2171633304522,0.12209117711533,0.12849056063172,0.0309299967895682
"yplant/euc_plfiles/euchaeR90.p","yplant/euc_plfiles/euchae.l",6.65497620533951,4.57262444986415,2.08235175547536,13.8083661124645,0.0626549930714533,0.0651884504515381,0.0157997419782608
"yplant/euc_plfiles/euchaeR50.p","yplant/euc_plfiles/euchae.l",3.12535612805541,2.0689790571908,1.05637707086462,6.82343122254846,0.0310084150824103,0.0322130007661847,0.00781653297189535
"yplant/euc_plfiles/euchaeR70.p","yplant/euc_plfiles/euchae.l",6.7552479148421,4.54391431587017,2.21133359897192,15.0092439344689,0.0677471698666674,0.0708577210778013,0.0171102854530618
"yplant/euc_plfiles/euchaeR91.p","yplant/euc_plfiles/euchae.l",4.46354008774025,2.92710729582747,1.53643279191278,10.3602397263946,0.0466626368600252,0.0489100570313305,0.0118019358642747
"yplant/euc_plfiles/euchaeR71.p","yplant/euc_plfiles/euchae.l",3.64242608231294,2.36046699884493,1.28195908346802,8.43052429226322,0.0379112866940408,0.0397999886902334,0.00959574430753735
"yplant/euc_plfiles/10nd.p","yplant/euc_plfiles/10nd_leaf.l",164.438045666043,114.309177288139,50.1288683779041,425.590602527898,1.82449426446501,2.00918716085364,0.470323671207286
"yplant/euc_plfiles/11nd.p","yplant/euc_plfiles/11nd_leaf.l",171.48159629654,118.74409231112,52.7375039854206,500.043548844012,2.06594248014689,2.3606749590746,0.539816628031098
"yplant/euc_plfiles/12nd.p","yplant/euc_plfiles/12nd_leaf.l",128.363950961835,88.5868219856702,39.7771289761651,344.688659495793,1.47674688532651,1.62725404423233,0.381050479636519
"yplant/euc_plfiles/7d.p","yplant/euc_plfiles/7d_leaf.l",97.9789703625958,68.1942498223443,29.7847205402515,227.174847967562,0.996532950396481,1.07247853945596,0.254816207061042
"yplant/euc_plfiles/33d.p","yplant/euc_plfiles/33d_leaf.l",82.3571989711495,56.645628201723,25.7115707694265,210.109623072836,0.913016108407483,0.991914658223844,0.234293633091267
"yplant/euc_plfiles/8d.p","yplant/euc_plfiles/8d_leaf.l",116.218648148832,78.207958137481,38.0106900113505,345.473997789544,1.46114352817348,1.63096157820362,0.378844687837122
