"r2","intercept","b","p","volume"
0.514479610929426,0.867633607031913,-0.0287480680424898,7.86366859141284e-11,"5"
0.467695488066893,0.913571891362632,-0.0205178342132631,1.24064984996838e-09,"10"
0.479884283240983,0.905446618776556,-0.0223263364748544,6.18933526414185e-10,"15"
0.516645084668119,0.876791804212379,-0.0257655836415242,6.87856613820525e-11,"20"
0.502842171353324,0.886714319758635,-0.0251295969599638,1.59866002795278e-10,"25"
0.483673929178761,0.897609743973738,-0.0240320315889517,4.96996844187063e-10,"35"
0.497643136594786,0.891593171245964,-0.0241679062919952,2.18352529734065e-10,"1000"
