"","pfile","lfile","totPARleaf","totPARdir","totPARdiff","totPARinc","totA","totA0","totE"
"1","yplant/euc_plfiles/euchae3.p","yplant/euc_plfiles/euchae.l",2.5057914201716,1.2951943731796,1.210597046992,5.45795072220488,0.0631202696997455,0.0710869671061746,0.015230989694414
"2","yplant/euc_plfiles/euchae1.p","yplant/euc_plfiles/euchae.l",0.58212289833256,0.295359030711234,0.286763867621326,1.19165800661963,0.0140309224626233,0.0155207252373576,0.00337285604359219
"3","yplant/euc_plfiles/euchae2.p","yplant/euc_plfiles/euchae.l",5.53864249342375,2.9872029788762,2.55143951454755,11.8908141546163,0.135538217837981,0.154871664787287,0.0329053013677522
"4","yplant/euc_plfiles/euchaeR90.p","yplant/euc_plfiles/euchae.l",3.07034993698251,1.69171869200384,1.37863124497867,6.0326902267037,0.0713604011141161,0.0785726499806475,0.0171484280441778
"5","yplant/euc_plfiles/euchaeR50.p","yplant/euc_plfiles/euchae.l",1.46614593440656,0.766766287070971,0.699379647335588,2.98106571868018,0.0350762098370271,0.0388268292388601,0.00844219918703558
"6","yplant/euc_plfiles/euchaeR70.p","yplant/euc_plfiles/euchae.l",3.14540420165441,1.68137989135345,1.46402431030096,6.55733766444303,0.0762696636817586,0.0854059097602169,0.018409105503885
"7","yplant/euc_plfiles/euchaeR91.p","yplant/euc_plfiles/euchae.l",2.10233546122769,1.08513255726528,1.01720290396241,4.52624998748481,0.0525390478080502,0.0589520500186328,0.0127003365924385
"8","yplant/euc_plfiles/euchaeR71.p","yplant/euc_plfiles/euchae.l",1.72290735559345,0.874180024773322,0.848727330820132,3.68318315792738,0.042051680329538,0.0479715434088471,0.0102267328870356
"9","yplant/euc_plfiles/10nd.p","yplant/euc_plfiles/10nd_leaf.l",75.5158170343276,42.3277526069393,33.1880644273883,185.934834544212,1.93835492648722,2.42170443447991,0.48459008988266
"10","yplant/euc_plfiles/11nd.p","yplant/euc_plfiles/11nd_leaf.l",78.8790160467403,43.9638915557341,34.9151244910063,218.462329682473,2.14187412667974,2.84535812697894,0.546144774692046
"11","yplant/euc_plfiles/12nd.p","yplant/euc_plfiles/12nd_leaf.l",59.1300736409169,32.7954293149063,26.3346443260106,150.589859108591,1.5710381307469,1.9613545277029,0.393138465236672
"12","yplant/euc_plfiles/7d.p","yplant/euc_plfiles/7d_leaf.l",44.9520826384261,25.2329615764925,19.7191210619335,99.2496486495759,1.09003002756048,1.29267501081461,0.268474968964723
"13","yplant/euc_plfiles/33d.p","yplant/euc_plfiles/33d_leaf.l",38.0004556889878,20.9779835120335,17.0224721769544,91.7940804382157,0.98075045229869,1.1955701157406,0.243457144777601
"14","yplant/euc_plfiles/8d.p","yplant/euc_plfiles/8d_leaf.l",54.1440361069408,28.9788714055123,25.1651647014285,150.932962891528,1.52520897640774,1.96582327587837,0.385406913010521
"15","yplant/euc_plfiles/35nd.p","yplant/euc_plfiles/35nd_leaf.l",57.1011360524219,31.3571227808116,25.7440132716103,137.779354131345,1.47255729072633,1.79450436868148,0.365460469657232
"16","yplant/euc_plfiles/36nd.p","yplant/euc_plfiles/36nd_leaf.l",32.268785357824,18.0164094392731,14.2523759185509,71.3111460156737,0.787956569189182,0.928790556956867,0.193648705633592
"17","yplant/euc_plfiles/46nd.p","yplant/euc_plfiles/46nd_leaf.l",53.6518588570418,28.9440458826939,24.707812974348,144.847909791357,1.50616531061064,1.88656862672748,0.376885206443653
"18","yplant/euc_plfiles/9d.p","yplant/euc_plfiles/9d_leaf.l",38.8780442654048,21.6743456930894,17.2036985723154,85.4983148355981,0.945387580222939,1.11357104592843,0.232296797006431
"19","yplant/euc_plfiles/44d.p","yplant/euc_plfiles/44d_leaf.l",29.7365910896522,16.7878848337691,12.948706255883,59.8265905174722,0.682725528476934,0.779210199697818,0.166097724554456
"20","yplant/euc_plfiles/45d.p","yplant/euc_plfiles/45d_leaf.l",26.4923532516618,14.8377948681439,11.6545583835179,53.3957631285374,0.611690411309846,0.695452020423159,0.148686848120208
"21","yplant/euc_plfiles/21d.p","yplant/euc_plfiles/21d_leaf.l",42.1958065129425,23.2849655128532,18.9108410000892,101.386083630257,1.08513712281808,1.32050096435029,0.269125907243575
"22","yplant/euc_plfiles/47nd.p","yplant/euc_plfiles/47nd_leaf.l",63.618871312446,34.6982341019444,28.9206372105016,151.688012530328,1.63106429466357,1.9756574043945,0.404198352490658
"23","yplant/euc_plfiles/23nd.p","yplant/euc_plfiles/23nd_leaf.l",66.0279486252193,36.7764828769317,29.2514657482876,152.318566633252,1.66466047169086,1.98387004336006,0.410274982335347
"24","yplant/euc_plfiles/20d.p","yplant/euc_plfiles/20d_leaf.l",36.9710132353437,20.3243577223748,16.6466555129689,79.5415794368595,0.891286958190114,1.03598766804493,0.217862627005583
"25","yplant/euc_plfiles/19d.p","yplant/euc_plfiles/19d_leaf.l",48.1421600151189,26.3268136418533,21.8153463732657,114.663788387057,1.23110561171206,1.49343615730689,0.304959663591661
"26","yplant/euc_plfiles/22nd.p","yplant/euc_plfiles/22nd_leaf.l",88.5222602651054,47.9596057273061,40.5626545377993,263.416756709214,2.56568170785866,3.43086613868115,0.655786861058062
"27","yplant/euc_plfiles/43d.p","yplant/euc_plfiles/43d_leaf.l",42.7777002378526,23.5581179892521,19.2195822486005,102.662568442475,1.10358413995486,1.33712651457532,0.273313898894514
"28","yplant/euc_plfiles/24nd.p","yplant/euc_plfiles/24nd_leaf.l",78.7877019765899,42.9283051093111,35.8593968672788,214.858711283813,2.18970534645923,2.79842287314335,0.551488505450087
"29","yplant/euc_plfiles/31d.p","yplant/euc_plfiles/31d_leaf.l",17.2260267937763,9.7833091551139,7.44271763866244,33.4205497257822,0.384385836566128,0.435285263635945,0.0932639935743277
"30","yplant/euc_plfiles/32d.p","yplant/euc_plfiles/32d_leaf.l",40.8441768921439,22.6878728785144,18.1563040136295,91.693548779594,1.0068544793107,1.19426074321723,0.247573546982614
"31","yplant/euc_plfiles/34nd.p","yplant/euc_plfiles/34nd_leaf.l",55.0542044418968,30.0541140353961,25.0000904065007,131.764187273282,1.41239372969376,1.71615995145586,0.350346045060189
"32","yplant/euc_plfiles/esalroom2pot50.p","yplant/euc_plfiles/leafpot50_true.lf",10.1998769689868,5.95411345282375,4.24576351616302,20.7297897097324,0.229639743599609,0.269994720402745,0.0564976025187845
"33","yplant/euc_plfiles/Esal-ch7-tree37.p","yplant/euc_plfiles/ch7tree37.lf",22.4273581881814,12.885237220961,9.54212096722039,53.3502107273373,0.553308897617186,0.694858724109115,0.139078197452772
"34","yplant/euc_plfiles/esalroom2pot41.p","yplant/euc_plfiles/leafpot41_true.lf",8.75654355359907,5.01728097675994,3.73926257683913,17.0075301185243,0.19385478763876,0.221514226791039,0.047246503403463
"35","yplant/euc_plfiles/esal-ch2-tree48.p","yplant/euc_plfiles/ch2tree48.lf",16.2249303590275,9.22963478730026,6.99529557172727,39.359615672019,0.403748355325211,0.512638506098161,0.101923230663017
"36","yplant/euc_plfiles/esalroom5pot392.p","yplant/euc_plfiles/leafpot392_true.lf",10.0245336358395,5.73744450916075,4.28708912667875,20.1354191012226,0.225908775871846,0.262253352617191,0.0553180528942782
