"pfile","lfile","totPARleaf","totPARdir","totPARdiff","totPARinc","totA","totA0","totE"
"yplant/euc_plfiles/euchae3.p","yplant/euc_plfiles/euchae.l",5.32653985268475,3.49799513112935,1.82854472155539,12.4928313843118,0.0704800190934876,0.0743212777723056,0.0179298515948755
"yplant/euc_plfiles/euchae1.p","yplant/euc_plfiles/euchae.l",1.23163141243996,0.798489304771127,0.433142107668838,2.72761395296184,0.0154368749037446,0.0162268862852231,0.00392155889216323
"yplant/euc_plfiles/euchae2.p","yplant/euc_plfiles/euchae.l",11.9152666315613,8.06144816381762,3.85381846774372,27.2171633304522,0.151437099913121,0.161918006721595,0.0387238078374403
"yplant/euc_plfiles/euchaeR90.p","yplant/euc_plfiles/euchae.l",6.65497620533951,4.57262444986415,2.08235175547536,13.8083661124645,0.0781569673138179,0.0821475438077962,0.0198828554053072
"yplant/euc_plfiles/euchaeR50.p","yplant/euc_plfiles/euchae.l",3.12535612805541,2.0689790571908,1.05637707086462,6.82343122254846,0.0386299273666875,0.0405933700416451,0.00982920741239228
"yplant/euc_plfiles/euchaeR70.p","yplant/euc_plfiles/euchae.l",6.7552479148421,4.54391431587017,2.21133359897192,15.0092439344689,0.0842292422853234,0.0892917028406211,0.0214663244020759
"yplant/euc_plfiles/euchaeR91.p","yplant/euc_plfiles/euchae.l",4.46354008774025,2.92710729582747,1.53643279191278,10.3602397263946,0.0580973990130938,0.0616342469378061,0.0148273022091723
"yplant/euc_plfiles/euchaeR71.p","yplant/euc_plfiles/euchae.l",3.64242608231294,2.36046699884493,1.28195908346802,8.43052429226322,0.0469506606496779,0.0501541498813706,0.012007772635926
"yplant/euc_plfiles/10nd.p","yplant/euc_plfiles/10nd_leaf.l",164.438045666043,114.309177288139,50.1288683779041,425.590602527898,2.22885862434191,2.5318870010108,0.580631635403681
"yplant/euc_plfiles/11nd.p","yplant/euc_plfiles/11nd_leaf.l",171.48159629654,118.74409231112,52.7375039854206,500.043548844012,2.50119713594229,2.97481606439953,0.660526520265018
"yplant/euc_plfiles/12nd.p","yplant/euc_plfiles/12nd_leaf.l",128.363950961835,88.5868219856702,39.7771289761651,344.688659495793,1.80689142386948,2.05059212113601,0.471139332204645
"yplant/euc_plfiles/7d.p","yplant/euc_plfiles/7d_leaf.l",97.9789703625958,68.1942498223443,29.7847205402515,227.174847967562,1.22762075093306,1.35148906275009,0.317140415572867
"yplant/euc_plfiles/33d.p","yplant/euc_plfiles/33d_leaf.l",82.3571989711495,56.645628201723,25.7115707694265,210.109623072836,1.12114379475184,1.24996609484703,0.290677721448956
"yplant/euc_plfiles/8d.p","yplant/euc_plfiles/8d_leaf.l",116.218648148832,78.207958137481,38.0106900113505,345.473997789544,1.77944210770176,2.05526418815425,0.466387037212991
"yplant/euc_plfiles/35nd.p","yplant/euc_plfiles/35nd_leaf.l",123.560386719022,84.6753756441804,38.885011074842,315.366394276813,1.68466705064886,1.87615062335115,0.436649993309271
"yplant/euc_plfiles/36nd.p","yplant/euc_plfiles/36nd_leaf.l",70.2013677220166,48.6738852122549,21.5274825097617,163.225754195882,0.888111232937051,0.97104861532192,0.228890480332467
"yplant/euc_plfiles/46nd.p","yplant/euc_plfiles/46nd_leaf.l",115.413482661584,78.0935989664435,37.3198836951404,331.545777068212,1.75016415534297,1.97240361561791,0.455372810871054
"yplant/euc_plfiles/9d.p","yplant/euc_plfiles/9d_leaf.l",84.4790796024141,58.4937756618492,25.9853039405649,195.699097563936,1.0636083826372,1.16423623615889,0.274238532119925
"yplant/euc_plfiles/44d.p","yplant/euc_plfiles/44d_leaf.l",64.8787938931538,45.3204375152015,19.5583563779523,136.938485829918,0.757448935996297,0.814662659728594,0.194211135507768
"yplant/euc_plfiles/45d.p","yplant/euc_plfiles/45d_leaf.l",57.6852912682373,40.0816788464223,17.603612421815,122.218814231432,0.67757959648452,0.727093655718662,0.173588447876404
"yplant/euc_plfiles/21d.p","yplant/euc_plfiles/21d_leaf.l",91.4558643708103,62.8920093896615,28.5638549811488,232.064984089277,1.24061519692808,1.3805810398901,0.321397531242108
"yplant/euc_plfiles/47nd.p","yplant/euc_plfiles/47nd_leaf.l",137.369552815368,93.6864142791558,43.6831385362125,347.202248611951,1.85868002350544,2.06554574927367,0.481448025570785
"yplant/euc_plfiles/23nd.p","yplant/euc_plfiles/23nd_leaf.l",143.471827598343,99.2889895312156,44.1828380671271,348.645538683164,1.88691141614782,2.0741320464059,0.487049396242772
"yplant/euc_plfiles/20d.p","yplant/euc_plfiles/20d_leaf.l",79.9830411571831,54.8391221748733,25.1439189823098,182.064586238166,0.998607619981586,1.08312297429219,0.256551710669302
"yplant/euc_plfiles/19d.p","yplant/euc_plfiles/19d_leaf.l",104.023540676277,71.072579364374,32.9509613119031,262.456633838427,1.40498891039084,1.56138442812775,0.363754730131914
"yplant/euc_plfiles/22nd.p","yplant/euc_plfiles/22nd_leaf.l",190.750937928421,129.48312959231,61.2678083361111,602.940790942333,3.03875401627469,3.58696348532742,0.801578272912223
"yplant/euc_plfiles/43d.p","yplant/euc_plfiles/43d_leaf.l",92.694464602591,63.6642718076383,29.0301927949527,234.986760106566,1.26167525778921,1.39796301842557,0.326459988122639
"yplant/euc_plfiles/24nd.p","yplant/euc_plfiles/24nd_leaf.l",170.073947808295,115.91016885084,54.1637789574553,491.795142194844,2.55710323872965,2.92574535313373,0.66825201488745
"yplant/euc_plfiles/31d.p","yplant/euc_plfiles/31d_leaf.l",37.7001920192577,26.4583489253737,11.241843093884,76.4970799015454,0.424626965304292,0.455089847068019,0.108681147353454
"yplant/euc_plfiles/32d.p","yplant/euc_plfiles/32d_leaf.l",88.7171188341374,61.2929532543773,27.4241655797601,209.879513802183,1.13719295988083,1.24859714856928,0.293231102812813
"yplant/euc_plfiles/34nd.p","yplant/euc_plfiles/34nd_leaf.l",118.933618034573,81.1722642754504,37.761353759123,301.598137813712,1.61008261067336,1.79424169641891,0.417427706772889
"yplant/euc_plfiles/esalroom2pot50.p","yplant/euc_plfiles/leafpot50_true.lf",22.4957478194347,16.0827398860826,6.41300793335213,47.4489017319874,0.256576319644265,0.28227892437917,0.0663015232366747
"yplant/euc_plfiles/Esal-ch7-tree37.p","yplant/euc_plfiles/ch7tree37.lf",49.2729007484105,34.860016650925,14.4128840974855,122.114548272228,0.630699713525452,0.726473365643669,0.165450720673572
"yplant/euc_plfiles/esalroom2pot41.p","yplant/euc_plfiles/leafpot41_true.lf",19.2134917069065,13.565527452923,5.64796425398352,38.9289344753363,0.214497660403749,0.231592668108418,0.0550885885404978
"yplant/euc_plfiles/esal-ch2-tree48.p","yplant/euc_plfiles/ch2tree48.lf",35.547288618683,24.9812535988683,10.5660350198147,90.0911472031777,0.462440795636143,0.535962502825527,0.121586832634537
"yplant/euc_plfiles/esalroom5pot392.p","yplant/euc_plfiles/leafpot392_true.lf",21.9769767672739,15.5015486197296,6.47542814754426,46.0884329095601,0.251327886522577,0.274185340295488,0.0647411180555871
"yplant/euc_plfiles/esal-ch10-tree1S.p","yplant/euc_plfiles/ch10tree1S.lf",21.0725720520948,14.9685984297795,6.10397362231537,46.9203391634258,0.252844089432531,0.279134445416023,0.0653311640095385
"yplant/euc_plfiles/esalroom7pot591.p","yplant/euc_plfiles/leafpot591_true.lf",35.8255656765663,24.6734542539013,11.152111422665,75.7896657964961,0.421023875212699,0.450881359929752,0.107682137436858
