"TOA5","ROS_WS","CR3000","4909","CR3000.Std.11","CPU:weather_station_final.CR3","30238","Table05min"
"TIMESTAMP","RECORD","PPFD_Avg","AirTC_Avg","RH","WS_ms_Avg","WS_ms_Max","WindDir","NetSW_Avg","NetLW_Avg","NetRad_Avg","LWmV_Avg","LWMDry_Tot","LWMCon_Tot","LWMWet_Tot"
"2013-04-30 07:00:00",255102,64.14,15.72,93.7,0.033,0.334,121,19.74,-5.257,14.49,355.5,0,0,5
"2013-04-30 07:05:00",255103,77.16,15.77,93.8,0,0,128.3,24.87,-5.091,19.78,352.8,0,0,5
"2013-04-30 07:10:00",255104,70.89,15.92,93.8,0.092,0.308,127.2,25.19,-3.313,21.87,349.8,0,0,5
"2013-04-30 07:15:00",255105,39.62,16.04,93.8,0.031,0.308,140.5,12.18,-2.668,9.51,346.5,0,0,5
"2013-04-30 07:20:00",255106,34.67,16.1,93.8,0.072,0.414,148,10.41,-2.934,7.472,342.9,0,0,5
"2013-04-30 07:25:00",255107,31.63,16.13,93.7,0,0,153.7,9.43,-2.707,6.718,339.5,0,0,5
"2013-04-30 07:30:00",255108,34.4,16.18,93.7,0.21,0.627,158.7,10.24,-2.768,7.468,334.9,0,0,5
"2013-04-30 07:35:00",255109,41.19,16.22,93.7,0.622,0.734,157.9,12.31,-2.986,9.33,329.3,0,0,5
"2013-04-30 07:40:00",255110,48.34,16.28,93.7,0.311,0.867,113.6,13.97,-2.641,11.33,323.9,0,0,5
"2013-04-30 07:45:00",255111,60.23,16.42,93.7,0,0,59.85,16.14,-2.628,13.51,320.4,0,0,5
"2013-04-30 07:50:00",255112,66.09,16.46,93.5,0.031,0.308,71.19,17.14,-3.918,13.23,315.2,0,0,5
"2013-04-30 07:55:00",255113,93.3,16.41,93.4,0,0,21.42,25.76,-5.317,20.44,307.1,0,0,5
"2013-04-30 08:00:00",255114,132.2,16.6,93.5,0.241,0.521,212.5,39.95,-6.562,33.38,299.1,0,0,5
"2013-04-30 08:05:00",255115,176.4,16.85,93.4,0.075,0.388,216.3,54.23,-8.73,45.5,292.7,0,0,5
"2013-04-30 08:10:00",255116,234.1,17.04,93.3,0.031,0.308,218.4,72.26,-11.58,60.68,287.2,0,0,5
"2013-04-30 08:15:00",255117,272,17.21,93.1,0.175,0.414,14.15,83.9,-12.79,71.13,283.5,0,3.5,1.5
"2013-04-30 08:20:00",255118,286.2,17.32,92.9,0.173,0.361,213.3,87.4,-14.15,73.27,279.4,0,5,0
"2013-04-30 08:25:00",255119,341.3,17.43,92.7,0.737,0.974,193.1,104.8,-15.94,88.9,275.9,0,5,0
"2013-04-30 08:30:00",255120,183.5,17.68,92.4,0.459,0.654,211.6,89.2,-18.25,70.92,274.9,0,5,0
"2013-04-30 08:35:00",255121,262.6,17.84,92.1,0.254,0.654,63.05,91.6,-20.73,70.84,274.2,0,5,0
"2013-04-30 08:40:00",255122,343.9,18.03,91.6,0.122,0.414,196.3,104.9,-24.06,80.8,273.7,4.5,0.5,0
"2013-04-30 08:45:00",255123,557.7,18.31,91.4,0.402,0.654,195.7,176.6,-30.84,145.8,272.6,5,0,0
"2013-04-30 08:50:00",255124,420,18.66,89.8,0.374,0.974,203.1,127.4,-40.3,87.1,271.5,5,0,0
"2013-04-30 08:55:00",255125,387.6,18.83,87.8,0.37,1.027,203.1,115.8,-39.71,76.09,271.4,5,0,0
"2013-04-30 09:00:00",255126,376.5,19.1,86.4,0.516,1.053,196.5,112.1,-39.65,72.43,271.3,5,0,0
"2013-04-30 09:05:00",255127,403.2,19.36,84.5,0.187,0.787,193.2,120.3,-40.2,80.1,271.2,5,0,0
"2013-04-30 09:10:00",255128,410.6,19.53,82.1,0.602,1.346,209.8,121.3,-38.62,82.7,270.9,5,0,0
"2013-04-30 09:15:00",255129,386.5,19.7,79.06,0.746,1.267,206,113.7,-37.73,75.95,270.8,5,0,0
"2013-04-30 09:20:00",255130,413,19.83,78.76,0.976,1.187,208.1,122.9,-39.39,83.6,270.6,5,0,0
"2013-04-30 09:25:00",255131,451.5,20.08,76.52,1.16,1.453,196.8,135.5,-39.27,96.2,270.5,5,0,0
"2013-04-30 09:30:00",255132,488.2,20.27,75.92,1.203,1.639,170.2,147.4,-39.41,108,270.5,5,0,0
"2013-04-30 09:35:00",255133,495.9,20.51,75.15,1.269,1.48,186,150.2,-40.15,110.1,270.4,5,0,0
"2013-04-30 09:40:00",255134,498.8,20.62,74.62,1.4,2.066,177.1,152.7,-42.14,110.6,270.3,5,0,0
"2013-04-30 09:45:00",255135,487.7,20.68,73.06,1.602,1.986,176.4,150.9,-46.03,104.9,270.3,5,0,0
"2013-04-30 09:50:00",255136,499.5,20.69,74.17,1.373,1.693,172.8,155.2,-49.06,106.1,270.3,5,0,0
"2013-04-30 09:55:00",255137,507.4,20.8,72.42,1.482,1.879,161.1,157.5,-54.1,103.4,270.1,5,0,0
"2013-04-30 10:00:00",255138,723.5,20.94,70.7,1.647,2.225,168.6,225.5,-65.92,159.5,270,5,0,0
"2013-04-30 10:05:00",255139,856,21.03,71.96,1.208,1.613,187,268.8,-68.08,200.7,269.9,5,0,0
"2013-04-30 10:10:00",255140,1218,21.6,68.22,1.211,1.906,138.6,394.3,-81.7,312.6,269.4,5,0,0
"2013-04-30 10:15:00",255141,901,21.71,66.1,1.727,2.385,14.98,287.2,-77.74,209.4,269,5,0,0
"2013-04-30 10:20:00",255142,825,21.68,66.51,1.394,2.465,16.02,255.5,-75.46,180.1,269.1,5,0,0
"2013-04-30 10:25:00",255143,611.3,21.55,67.89,1.016,1.986,75.81,190.5,-68.68,121.8,269.2,5,0,0
"2013-04-30 10:30:00",255144,801,21.87,66.72,0.755,1.32,157,250.1,-75.84,174.3,269.1,5,0,0
"2013-04-30 10:35:00",255145,818,21.97,66.43,1,1.426,124.6,252.4,-81.5,170.8,269,5,0,0
"2013-04-30 10:40:00",255146,1156,21.99,64.27,1.514,1.906,88.4,371.6,-86.6,285,268.8,5,0,0
"2013-04-30 10:45:00",255147,966,22.35,64.38,1.57,2.598,132.4,309.7,-79.29,230.4,268.5,5,0,0
"2013-04-30 10:50:00",255148,1027,22.22,64.21,1.472,2.012,182.1,320.9,-73.41,247.5,268.5,5,0,0
"2013-04-30 10:55:00",255149,1228,22.08,64.73,1.301,1.959,4.07,393.1,-74.66,318.4,268.6,5,0,0
"2013-04-30 11:00:00",255150,1504,22.44,63.78,1.338,1.986,141.9,494,-92.2,401.8,268.3,5,0,0
"2013-04-30 11:05:00",255151,1492,22.62,63.56,1.599,2.465,155.7,485.2,-95.7,389.5,268,5,0,0
"2013-04-30 11:10:00",255152,1454,23.02,63.19,1.16,1.506,132.1,480.1,-90.5,389.6,267.9,5,0,0
"2013-04-30 11:15:00",255153,1017,23.31,61,1.317,1.932,188.8,329.3,-71.55,257.7,267.6,5,0,0
"2013-04-30 11:20:00",255154,980,23.01,62.15,1.224,1.719,68.64,318.5,-63.85,254.6,267.9,5,0,0
"2013-04-30 11:25:00",255155,602.6,22.9,63.25,1.685,2.545,162.5,192.5,-55.78,136.7,267.7,5,0,0
"2013-04-30 11:30:00",255156,569.3,22.56,63.94,1.173,1.48,166.1,181.5,-55.1,126.4,267.9,5,0,0
"2013-04-30 11:35:00",255157,785.2,22.49,62.63,1.357,1.852,184,253.6,-63.38,190.2,268,5,0,0
"2013-04-30 11:40:00",255158,736,22.66,63.24,1.008,1.56,184.9,231.5,-63.18,168.3,267.9,5,0,0
"2013-04-30 11:45:00",255159,1279,23.2,61.77,0.992,1.293,112.6,414.8,-71.19,343.6,268,5,0,0
"2013-04-30 11:50:00",255160,1590,23.57,60.87,1.163,1.959,86.8,530.3,-79.2,451.1,267.5,5,0,0
"2013-04-30 11:55:00",255161,1530,23.81,59.93,1.123,1.719,217.9,509.3,-82.3,427,267.3,5,0,0
"2013-04-30 12:00:00",255162,1396,24.39,60.92,1.237,1.586,96.3,459.7,-80.4,379.3,267,5,0,0
"2013-04-30 12:05:00",255163,1149,23.9,60.49,1.948,2.412,67.55,367,-76.35,290.6,266.9,5,0,0
"2013-04-30 12:10:00",255164,1222,23.28,60.28,2.185,2.545,90.5,401.2,-86.5,314.7,267.2,5,0,0
"2013-04-30 12:15:00",255165,703.7,22.86,62.97,2.119,2.651,41.86,223.1,-79.28,143.8,267.1,5,0,0
"2013-04-30 12:20:00",255166,373.8,22.39,64.81,1.762,2.092,29.46,112.1,-70.76,41.3,267.5,5,0,0
"2013-04-30 12:25:00",255167,366.2,22.19,66.23,1.735,2.252,46.72,110.8,-64.7,46.13,267.7,5,0,0
"2013-04-30 12:30:00",255168,426.2,22.24,67.99,1.626,2.492,102.3,130.9,-63.54,67.37,267.9,5,0,0
"2013-04-30 12:35:00",255169,497.3,22.38,64.32,1.237,1.826,63.2,154.1,-62.67,91.4,268,5,0,0
"2013-04-30 12:40:00",255170,629.8,22.59,63.82,1.051,1.426,26.4,198.4,-56.7,141.7,267.9,5,0,0
"2013-04-30 12:45:00",255171,1205,23.1,61.2,1.32,2.625,73.6,395,-68.56,326.5,267.9,5,0,0
"2013-04-30 12:50:00",255172,1330,23.63,60.34,1.948,2.811,60.62,435.9,-89.7,346.2,267.4,5,0,0
"2013-04-30 12:55:00",255173,1243,23.45,61.34,2.351,3.104,98.1,405.5,-95.7,309.8,267.2,5,0,0
"2013-04-30 13:00:00",255174,1179,23.34,60.6,1.994,2.865,96.7,384.3,-99.7,284.6,267.2,5,0,0
"2013-04-30 13:05:00",255175,1114,23.25,62.23,1.631,2.545,116.7,364,-100.6,263.4,267.1,5,0,0
"2013-04-30 13:10:00",255176,1122,23.6,62.48,1.794,2.572,91.3,363.5,-102.2,261.3,266.9,5,0,0
"2013-04-30 13:15:00",255177,1103,23.5,60.35,1.967,2.838,38.57,359,-101.3,257.7,267,5,0,0
"2013-04-30 13:20:00",255178,1097,23.6,60.32,1.267,2.039,65.02,360,-101.3,258.7,267,5,0,0
"2013-04-30 13:25:00",255179,1114,23.62,61.74,2.063,2.598,85.9,362.1,-98,264.1,266.9,5,0,0
"2013-04-30 13:30:00",255180,1124,23.55,62.83,1.911,2.625,88.5,365.3,-97.7,267.6,267,5,0,0
"2013-04-30 13:35:00",255181,1079,23.65,59.76,1.671,2.385,78.27,349.6,-94.4,255.2,267,5,0,0
"2013-04-30 13:40:00",255182,1036,23.75,60.42,1.719,2.252,62.13,335.3,-92.2,243.1,267,5,0,0
"2013-04-30 13:45:00",255183,1045,23.79,60.13,2.066,3.078,74.09,339.7,-97.9,241.8,266.8,5,0,0
"2013-04-30 13:50:00",255184,1024,23.91,59.7,1.522,2.492,79.23,333.2,-99,234.1,266.9,5,0,0
"2013-04-30 13:55:00",255185,542.2,23.97,61.16,1.501,2.039,92.8,161.5,-87.4,74.08,266.6,5,0,0
"2013-04-30 14:00:00",255186,514.4,23.38,62.74,1.578,2.279,94.3,156.5,-81.4,75.06,267,5,0,0
"2013-04-30 14:05:00",255187,613.6,23.32,61.88,1.394,2.012,58.05,187.3,-84.1,103.2,267.3,5,0,0
"2013-04-30 14:10:00",255188,617.2,23.52,61.93,1.943,2.412,67.59,186.8,-85.1,101.6,267.1,5,0,0
"2013-04-30 14:15:00",255189,709.3,23.46,61.2,1.426,2.092,57.34,221.5,-86.3,135.2,267.4,5,0,0
"2013-04-30 14:20:00",255190,870,23.83,60.27,1.453,1.879,57.64,279.9,-94.2,185.7,267.2,5,0,0
"2013-04-30 14:25:00",255191,852,24.12,59.76,1.525,2.199,67.38,272.7,-95.8,176.9,267.1,5,0,0
"2013-04-30 14:30:00",255192,652.4,24.32,58.53,1.003,1.666,116.4,204,-92.8,111.2,266.7,5,0,0
"2013-04-30 14:35:00",255193,807,24.03,59.61,1.882,3.051,82.9,257.4,-91.9,165.6,266.7,5,0,0
"2013-04-30 14:40:00",255194,794.9,24.05,57.5,1.304,2.145,54.28,252.8,-92.7,160.1,266.7,5,0,0
"2013-04-30 14:45:00",255195,782.5,24.28,58.15,1.458,2.092,85.3,248.1,-90.7,157.4,266.5,5,0,0
"2013-04-30 14:50:00",255196,784.2,24.2,57.49,1.722,3.158,124.7,249.8,-85.5,164.3,266.5,5,0,0
"2013-04-30 14:55:00",255197,583.6,23.83,59.19,2.058,3.104,75.08,178.2,-79.52,98.6,266.4,5,0,0
"2013-04-30 15:00:00",255198,547.7,23.76,58.31,2.055,2.971,113.2,167.5,-76.9,90.6,266.7,5,0,0
"2013-04-30 15:05:00",255199,651.1,23.92,59.7,1.309,1.506,115.9,205.2,-82.6,122.6,266.8,5,0,0
"2013-04-30 15:10:00",255200,435.1,24.09,58.1,1.552,1.959,121.7,129.2,-80.8,48.48,266.4,5,0,0
"2013-04-30 15:15:00",255201,519.6,23.81,58.02,1.33,1.932,107.2,159.7,-81.9,77.79,266.8,5,0,0
"2013-04-30 15:20:00",255202,440,23.91,58.04,1.647,2.359,117.9,133.3,-79.84,53.49,266.4,5,0,0
"2013-04-30 15:25:00",255203,456.8,23.9,57.07,1.373,2.145,75.89,138.1,-74.21,63.88,266.7,5,0,0
"2013-04-30 15:30:00",255204,545.8,23.94,56.71,1.679,2.039,141.9,171.1,-70.82,100.2,266.7,5,0,0
"2013-04-30 15:35:00",255205,602.8,23.99,55.38,1.618,2.039,128.3,192.2,-71.82,120.3,266.8,5,0,0
"2013-04-30 15:40:00",255206,541.3,24.1,55.74,2.023,2.944,129.4,170.5,-71.85,98.7,266.4,5,0,0
"2013-04-30 15:45:00",255207,384.6,24.21,55.33,1.416,2.359,88.1,115.5,-74.76,40.71,266.5,5,0,0
"2013-04-30 15:50:00",255208,190.1,23.94,57.07,1.682,1.986,117,49.85,-69.66,-19.81,266.4,5,0,0
"2013-04-30 15:55:00",255209,273.7,23.61,58.6,1.338,1.986,103.5,78.59,-69.17,9.42,267,5,0,0
"2013-04-30 16:00:00",255210,169.6,23.61,57.26,0.944,1.4,111.1,42.6,-66.94,-24.33,266.8,5,0,0
"2013-04-30 16:05:00",255211,239.9,23.56,57.8,0.814,1.453,111.5,68.31,-68.09,0.222,267.1,5,0,0
"2013-04-30 16:10:00",255212,243.7,23.63,58.48,0.896,1.48,108.6,69.13,-68.54,0.587,266.9,5,0,0
"2013-04-30 16:15:00",255213,239.2,23.72,56.94,0.545,0.84,167.6,68.66,-68.72,-0.057,266.9,5,0,0
"2013-04-30 16:20:00",255214,218.4,23.91,55.34,0.854,1.16,91.5,61.62,-67.44,-5.824,266.8,5,0,0
"2013-04-30 16:25:00",255215,197,23.93,54.5,1.085,1.453,99.5,55.53,-64.48,-8.95,266.7,5,0,0
"2013-04-30 16:30:00",255216,172.1,23.91,54.02,1.019,1.187,15.73,48.55,-62.46,-13.9,266.7,5,0,0
"2013-04-30 16:35:00",255217,164.3,23.93,53.63,0.689,0.867,118.9,47.32,-55.37,-8.04,266.7,5,0,0
"2013-04-30 16:40:00",255218,155.9,23.82,54.24,0.659,1.08,117.9,46.57,-43.18,3.386,266.8,5,0,0
"2013-04-30 16:45:00",255219,119,23.59,57.03,1.24,1.533,146.2,34.42,-37.59,-3.164,266.8,5,0,0
"2013-04-30 16:50:00",255220,94.8,22.93,64.92,1.458,2.145,117.7,26.66,-43.12,-16.46,267.3,5,0,0
"2013-04-30 16:55:00",255221,72.52,22.18,68.16,1.45,2.119,168.4,20.62,-48.47,-27.85,267.6,5,0,0
"2013-04-30 17:00:00",255222,49.55,21.8,69.64,1.245,1.959,118.3,11.79,-51.72,-39.93,267.9,5,0,0
"2013-04-30 17:05:00",255223,32.06,21.55,70.86,1.437,2.119,140.4,5.416,-54.57,-49.15,268.2,5,0,0
"2013-04-30 17:10:00",255224,20.09,21.35,71.81,1.027,1.213,162.7,1.748,-54.94,-53.19,268.4,5,0,0
"2013-04-30 17:15:00",255225,13.04,21.14,72.83,0.835,1.16,160.1,-0.166,-53.38,-53.55,268.6,5,0,0
"2013-04-30 17:20:00",255226,8.28,20.88,73.96,0.718,1.053,146.6,-1.315,-50.69,-52.01,268.9,5,0,0
"2013-04-30 17:25:00",255227,4.802,20.67,75.01,1.085,1.639,143.9,-1.556,-50.95,-52.51,269,5,0,0
"2013-04-30 17:30:00",255228,2.197,20.47,75.68,1.003,1.24,167,-2.373,-51.65,-54.02,269.2,5,0,0
"2013-04-30 17:35:00",255229,0.768,20.28,76.4,1.208,1.426,112.6,-2.556,-48.78,-51.34,269.3,5,0,0
"2013-04-30 17:40:00",255230,0.259,20.13,76.85,0.702,1.133,167,-2.464,-40.18,-42.65,269.3,5,0,0
"2013-04-30 17:45:00",255231,0.092,19.98,77.55,0.678,1.24,165.1,-2.284,-35.54,-37.83,269.5,5,0,0
"2013-04-30 17:50:00",255232,0,19.87,78,0.974,1.346,154.6,-1.958,-36.65,-38.61,269.5,5,0,0
