"TOA5","ROS_WS","CR3000","4909","CR3000.Std.11","CPU:weather_station_final.CR3","30238","Table05min"
"TIMESTAMP","RECORD","PPFD_Avg","AirTC_Avg","RH","WS_ms_Avg","WS_ms_Max","WindDir","NetSW_Avg","NetLW_Avg","NetRad_Avg","LWmV_Avg","LWMDry_Tot","LWMCon_Tot","LWMWet_Tot"
"2013-05-31 06:55:00",264029,7.591,7.87,97,0.75,0.867,161.9,1.942,-1.9,0.042,374,0,0,5
"2013-05-31 07:00:00",264030,11.87,8.03,96.9,0.585,0.627,162.1,3.062,-2.003,1.059,371.6,0,0,5
"2013-05-31 07:05:00",264031,17.13,8.13,96.9,0.501,0.707,181.6,4.23,-2.252,1.979,370.5,0,0,5
"2013-05-31 07:10:00",264032,23.45,8.26,96.9,0.075,0.414,187.4,5.247,-2.045,3.202,372.4,0,0,5
"2013-05-31 07:15:00",264033,31.56,8.4,96.8,0.297,0.707,166.8,8.5,-2.315,6.185,376.1,0,0,5
"2013-05-31 07:20:00",264034,38.82,8.56,96.8,0.031,0.308,196.1,10.33,-2.673,7.659,378.1,0,0,5
"2013-05-31 07:25:00",264035,53.3,8.68,96.8,0,0,219,15.11,-3.358,11.76,382.5,0,0,5
"2013-05-31 07:30:00",264036,65.69,8.86,96.7,0.477,0.761,18.13,18.46,-3.979,14.48,403,0,0,5
"2013-05-31 07:35:00",264037,74.6,9.01,96.7,0.499,0.761,20.64,21.27,-3.321,17.95,408.4,0,0,5
"2013-05-31 07:40:00",264038,91,9.15,96.6,0.347,0.574,45.24,27.02,-3.309,23.71,411.1,0,0,5
"2013-05-31 07:45:00",264039,110.9,9.32,96.6,0.075,0.388,205.8,33.12,-4.066,29.05,409.2,0,0,5
"2013-05-31 07:50:00",264040,119.4,9.37,96.6,0.287,0.84,119.3,34.8,-5.551,29.24,410.5,0,0,5
"2013-05-31 07:55:00",264041,116.4,9.41,96.5,0.256,0.92,104.7,32.32,-5.978,26.34,401.7,0,0,5
"2013-05-31 08:00:00",264042,143.2,9.51,96.5,0.539,0.974,107.1,42.63,-5.293,37.33,384.7,0,0,5
"2013-05-31 08:05:00",264043,164,9.68,96.5,0.187,0.681,121.6,50.2,-4.878,45.32,382,0,0,5
"2013-05-31 08:10:00",264044,181.8,9.82,96.4,0.581,1.187,114.8,56.32,-4.957,51.36,382.1,0,0,5
"2013-05-31 08:15:00",264045,189.5,10,96.3,0.675,0.894,142.6,58.17,-5.963,52.21,380.1,0,0,5
"2013-05-31 08:20:00",264046,203.4,10.18,96.3,1.069,1.613,109.9,62.72,-7.223,55.49,374.8,0,0,5
"2013-05-31 08:25:00",264047,206.8,10.18,96.3,1.456,1.746,89.8,63.83,-7.381,56.45,357.1,0,0,5
"2013-05-31 08:30:00",264048,234.1,10.32,96.2,1.221,1.506,110.7,73.92,-6.359,67.56,347,0,0,5
"2013-05-31 08:35:00",264049,233.5,10.38,96.2,1.24,1.799,109.2,73.47,-5.235,68.24,342.8,0,0,5
"2013-05-31 08:40:00",264050,256.6,10.56,96.2,1.048,1.346,90.9,82.9,-5.06,77.79,335.8,0,0,5
"2013-05-31 08:45:00",264051,253.4,10.56,96.2,1.384,1.506,111.9,81.4,-4.999,76.44,328.6,0,0,5
"2013-05-31 08:50:00",264052,292.6,10.44,96.2,1.243,1.506,110.2,93.9,-5.608,88.3,320.9,0,0,5
"2013-05-31 08:55:00",264053,289.8,10.48,96.2,0.982,1.48,106.9,94.1,-11.41,82.6,313.2,0,0,5
"2013-05-31 09:00:00",264054,343.4,10.44,96.2,0.872,1.24,119.9,110.7,-14.3,96.4,308,0,0,5
"2013-05-31 09:05:00",264055,449,10.71,96,0.662,1.133,109.5,147.6,-21.68,125.9,303,0,0,5
"2013-05-31 09:10:00",264056,533.9,11.05,95.9,0.768,1.24,103.9,180.2,-28.77,151.5,296.5,0,0,5
"2013-05-31 09:15:00",264057,591.3,11.34,95.7,0.505,1,126.9,200.7,-38.83,161.9,288.5,0,0,5
"2013-05-31 09:20:00",264058,546.1,11.55,95.7,0.217,0.441,48.01,178.8,-51.11,127.7,283.2,0,3.5,1.5
"2013-05-31 09:25:00",264059,614.2,12.13,95.7,0.269,0.494,187.4,206.7,-69.55,137.1,279.4,0,5,0
"2013-05-31 09:30:00",264060,668.7,12.21,95.7,0.397,0.654,204.9,228.7,-76.91,151.8,276.1,0.5,4.5,0
"2013-05-31 09:35:00",264061,691.3,12.27,95.7,0.031,0.308,178.3,235.9,-79.36,156.6,271.5,5,0,0
"2013-05-31 09:40:00",264062,712.1,12.44,95.7,0.586,0.947,199.6,242.8,-82,160.8,270.7,5,0,0
"2013-05-31 09:45:00",264063,728,12.3,95.7,0.447,1.027,165.6,247.8,-81.4,166.4,270.5,5,0,0
"2013-05-31 09:50:00",264064,747.5,12.66,95.7,0.451,0.84,0.249,253.6,-83.2,170.5,270.3,5,0,0
"2013-05-31 09:55:00",264065,765.9,13,95.6,0.619,0.894,61.85,263.2,-66.75,196.5,270.3,5,0,0
"2013-05-31 10:00:00",264066,780.9,13.05,95.6,0.648,1.373,194.1,273.4,-55.07,218.4,270.1,5,0,0
"2013-05-31 10:05:00",264067,797.8,13.43,95.6,0.471,0.84,181.5,277.3,-70.82,206.5,270,5,0,0
"2013-05-31 10:10:00",264068,814,13.51,95.6,0.657,0.84,220.7,275.8,-92.9,183,269.7,5,0,0
"2013-05-31 10:15:00",264069,829,13.58,95.6,0.536,0.947,40.58,279.5,-93.4,186,269.7,5,0,0
"2013-05-31 10:20:00",264070,841,13.74,95.5,0.886,1.639,99,284.2,-93.9,190.2,269.7,5,0,0
"2013-05-31 10:25:00",264071,856,13.8,95.4,0.715,1.16,57.65,289.9,-94.4,195.5,269.5,5,0,0
"2013-05-31 10:30:00",264072,871,14.37,95.4,0.664,1.453,109,297.6,-74.61,222.9,269.2,5,0,0
"2013-05-31 10:35:00",264073,883,14.27,95.1,1.4,2.012,94.5,299.9,-96,203.8,269.1,5,0,0
"2013-05-31 10:40:00",264074,889,14.72,94.2,1.091,1.799,215.1,299.3,-95.7,203.6,269.1,5,0,0
"2013-05-31 10:45:00",264075,909,15.19,89.1,1.187,1.773,118.6,304.3,-97.1,207.3,269,5,0,0
"2013-05-31 10:50:00",264076,921,15.57,84.7,0.888,1.4,53.29,307.9,-98.9,209,268.9,5,0,0
"2013-05-31 10:55:00",264077,932,16.14,77.16,1.136,1.719,95.9,311.5,-100.2,211.3,268.7,5,0,0
"2013-05-31 11:00:00",264078,940,16.49,76.96,1.155,1.586,54.79,313.6,-100.8,212.8,268.6,5,0,0
"2013-05-31 11:05:00",264079,948,16.94,74.03,1.259,1.48,36.51,315.7,-101.8,213.9,268.6,5,0,0
"2013-05-31 11:10:00",264080,956,17.23,75.76,1.093,1.56,79.89,318.5,-102.8,215.7,268.6,5,0,0
"2013-05-31 11:15:00",264081,964,17.93,71.74,0.561,0.787,220.9,320.5,-104.2,216.3,268.6,5,0,0
"2013-05-31 11:20:00",264082,970,18.39,69.77,1.208,1.666,19.74,322.5,-104.6,217.9,268.3,5,0,0
"2013-05-31 11:25:00",264083,973,18.16,70.46,1.267,1.639,13.42,323.1,-104.4,218.7,268.3,5,0,0
"2013-05-31 11:30:00",264084,979,18.4,68.96,0.862,1.533,78.62,325,-106.2,218.8,268.3,5,0,0
"2013-05-31 11:35:00",264085,984,18.78,68.96,0.761,0.974,8.45,325.2,-106.9,218.3,268.1,5,0,0
"2013-05-31 11:40:00",264086,988,19.26,65.04,0.819,1.346,72.37,326.7,-106.5,220.2,267.8,5,0,0
"2013-05-31 11:45:00",264087,991,19.48,68.05,0.798,1.16,219.1,328.4,-107.8,220.6,267.8,5,0,0
"2013-05-31 11:50:00",264088,994,19.93,64.73,0.723,0.92,44.97,328.3,-108.5,219.9,267.7,5,0,0
"2013-05-31 11:55:00",264089,994,20.45,64.56,0.875,1.187,114.4,328.8,-108.5,220.3,267.7,5,0,0
"2013-05-31 12:00:00",264090,909,20.08,63.91,1.088,1.48,45.29,329.2,-108.4,220.8,267.5,5,0,0
"2013-05-31 12:05:00",264091,560.3,20.27,64.32,1.2,1.799,163.5,328.4,-107.6,220.8,267.4,5,0,0
"2013-05-31 12:10:00",264092,992,20.24,65.63,0.799,1.693,23.26,329.3,-105.6,223.8,267.7,5,0,0
"2013-05-31 12:15:00",264093,987,20.85,62.29,0.992,1.426,123.5,326.6,-107.9,218.6,267.2,5,0,0
"2013-05-31 12:20:00",264094,995,20.85,62.4,1.232,1.932,93.8,329.3,-107.7,221.5,267.2,5,0,0
"2013-05-31 12:25:00",264095,979,20.88,61.68,1.536,2.039,115.5,323.9,-107.5,216.5,267.1,5,0,0
"2013-05-31 12:30:00",264096,973,20.97,61.38,1.623,2.012,126.6,322.3,-104.1,218.2,267.1,5,0,0
"2013-05-31 12:35:00",264097,967,21.12,60.99,1.599,2.572,78.84,320.1,-104.7,215.4,267.2,5,0,0
"2013-05-31 12:40:00",264098,962,21.54,58.93,1.562,1.932,115.3,317.7,-105.9,211.8,267.1,5,0,0
"2013-05-31 12:45:00",264099,955,21.95,59.89,1.216,2.039,127.1,315.2,-106.3,208.9,267,5,0,0
"2013-05-31 12:50:00",264100,948,22.39,56.45,1.28,1.932,83.8,311.8,-105.9,205.8,266.9,5,0,0
"2013-05-31 12:55:00",264101,940,22.68,56.77,1.027,1.453,98.1,308.8,-106.1,202.7,267,5,0,0
"2013-05-31 13:00:00",264102,928,22.77,54.89,1.389,1.959,100.1,303.9,-105.7,198.2,266.6,5,0,0
"2013-05-31 13:05:00",264103,903,22.74,52.96,1.448,2.279,145.7,296.5,-104.7,191.9,266.5,5,0,0
"2013-05-31 13:10:00",264104,888,22.9,50.73,1.474,2.145,100,290.6,-103,187.6,266.6,5,0,0
"2013-05-31 13:15:00",264105,898,23.32,45.94,1.259,1.799,57.95,294.5,-104.2,190.3,266.4,5,0,0
"2013-05-31 13:20:00",264106,886,23.57,43.77,2.036,2.651,28.1,290,-101.7,188.3,266.1,5,0,0
"2013-05-31 13:25:00",264107,874,23.65,45.54,1.517,2.092,62.9,285.6,-102.5,183.1,266.4,5,0,0
"2013-05-31 13:30:00",264108,860,23.53,42.64,2.292,2.758,35.76,281.4,-99.4,182,266.1,5,0,0
"2013-05-31 13:35:00",264109,844,23.59,42.26,1.232,1.56,15.48,275.3,-102.3,172.9,266.2,5,0,0
"2013-05-31 13:40:00",264110,827,23.98,43.75,1.357,1.666,52.21,268.7,-101.5,167.2,266.1,5,0,0
"2013-05-31 13:45:00",264111,815,23.91,44.7,1.839,2.225,74.4,264.5,-100.1,164.4,265.8,5,0,0
"2013-05-31 13:50:00",264112,786.5,23.9,43.3,1.679,2.385,77.94,255.8,-99.6,156.3,266,5,0,0
"2013-05-31 13:55:00",264113,780.1,23.91,44.51,2.337,3.051,86.1,252.7,-96.7,156.1,265.8,5,0,0
"2013-05-31 14:00:00",264114,758,23.69,43.53,2.34,3.61,80.1,245.5,-95.4,150.1,265.8,5,0,0
"2013-05-31 14:05:00",264115,742.2,23.73,44.46,1.943,2.705,48.24,239.8,-96,143.9,265.8,5,0,0
"2013-05-31 14:10:00",264116,724.6,23.87,41.48,1.496,1.986,81.1,233.5,-97,136.5,265.9,5,0,0
"2013-05-31 14:15:00",264117,704.9,23.94,46.4,1.53,2.145,87.6,226.4,-95.9,130.5,265.7,5,0,0
"2013-05-31 14:20:00",264118,681.4,24.08,40.44,2.02,2.731,50,218.2,-93,125.2,265.6,5,0,0
"2013-05-31 14:25:00",264119,663.1,23.81,43.68,2.217,3.85,39.92,213.3,-91.8,121.5,265.7,5,0,0
"2013-05-31 14:30:00",264120,643.3,23.96,41.17,1.951,2.998,34.28,206.4,-91.8,114.5,265.6,5,0,0
"2013-05-31 14:35:00",264121,619.9,23.85,43.19,2.553,3.051,36.13,199.2,-89.1,110.1,265.6,5,0,0
"2013-05-31 14:40:00",264122,584.8,23.81,42.31,2.196,2.891,52.74,187.6,-88.4,99.2,265.7,5,0,0
"2013-05-31 14:45:00",264123,588.3,23.79,40.84,1.908,2.785,91,184.6,-88.9,95.7,265.7,5,0,0
"2013-05-31 14:50:00",264124,611.7,23.81,42.19,2.007,2.598,36.56,178.8,-87.6,91.2,265.6,5,0,0
"2013-05-31 14:55:00",264125,463.9,23.85,42.78,1.666,2.438,88.6,147.1,-84.5,62.58,265.6,5,0,0
"2013-05-31 15:00:00",264126,461.4,23.77,42.02,2.257,3.211,54.16,147,-84.2,62.81,265.6,5,0,0
"2013-05-31 15:05:00",264127,353.2,23.58,42.47,2.526,3.051,29.06,110,-80,29.9,265.5,5,0,0
"2013-05-31 15:10:00",264128,349,23.54,42.49,1.669,2.119,61.65,109.2,-79.21,30.04,265.8,5,0,0
"2013-05-31 15:15:00",264129,415.7,23.6,43.36,1.682,2.545,93.1,132.5,-81.2,51.32,265.8,5,0,0
"2013-05-31 15:20:00",264130,421.8,23.61,41.15,2.097,2.598,82.4,135.4,-81.2,54.12,265.6,5,0,0
"2013-05-31 15:25:00",264131,394.3,23.58,41.77,1.943,2.465,78.34,125.8,-80.3,45.47,265.6,5,0,0
"2013-05-31 15:30:00",264132,334.1,23.58,42.47,1.842,2.865,51.38,104.3,-78.71,25.57,265.5,5,0,0
"2013-05-31 15:35:00",264133,291.9,23.56,42.21,2.068,2.625,39.99,90,-76.38,13.61,265.5,5,0,0
"2013-05-31 15:40:00",264134,279.9,23.45,42.08,2.343,2.838,50.39,86.3,-74.98,11.29,265.6,5,0,0
"2013-05-31 15:45:00",264135,276.2,23.41,43.99,1.871,2.465,94.8,85.2,-74.62,10.61,265.7,5,0,0
"2013-05-31 15:50:00",264136,270.3,23.39,45.65,1.482,2.731,68.87,82.7,-74.82,7.88,265.6,5,0,0
"2013-05-31 15:55:00",264137,248.7,23.28,45.82,1.791,2.305,98.8,75.09,-73.62,1.477,265.5,5,0,0
"2013-05-31 16:00:00",264138,221.8,23.21,43.62,1.498,2.199,105.1,65.47,-72.22,-6.747,265.6,5,0,0
"2013-05-31 16:05:00",264139,197.1,23.15,47.26,1.775,2.066,80.8,56.85,-70.77,-13.92,265.6,5,0,0
"2013-05-31 16:10:00",264140,173.5,22.79,52.41,1.986,2.572,86.5,48.71,-70.19,-21.48,265.8,5,0,0
"2013-05-31 16:15:00",264141,149.7,22.46,53.87,1.919,3.051,89.6,40.73,-69.39,-28.65,266,5,0,0
"2013-05-31 16:20:00",264142,127.6,22.29,54.95,1.583,2.279,88.1,32.88,-67.39,-34.51,266.2,5,0,0
"2013-05-31 16:25:00",264143,106.8,22.12,55.24,1.805,2.305,122.8,26.04,-66.61,-40.57,266.3,5,0,0
"2013-05-31 16:30:00",264144,87.1,21.95,55.01,1.97,2.412,85.6,19.95,-65.46,-45.52,266.4,5,0,0
"2013-05-31 16:35:00",264145,66.53,21.78,56,1.493,2.252,104.2,13.54,-63.33,-49.79,266.5,5,0,0
"2013-05-31 16:40:00",264146,54.02,21.58,56.68,1.514,2.012,59.53,10.47,-60.8,-50.33,266.6,5,0,0
"2013-05-31 16:45:00",264147,36.87,21.24,58.92,0.926,1.107,112.8,5.569,-57.97,-52.4,266.7,5,0,0
"2013-05-31 16:50:00",264148,24.51,20.85,60.18,0.902,1.08,133.3,2.489,-55.96,-53.47,267.1,5,0,0
"2013-05-31 16:55:00",264149,16.73,20.5,61.71,0.851,1.107,103.3,0.596,-55.34,-54.75,267.4,5,0,0
"2013-05-31 17:00:00",264150,9.91,20.24,62.99,0.835,0.974,119.5,-0.964,-52.83,-53.79,267.6,5,0,0
"2013-05-31 17:05:00",264151,4.936,19.9,64.87,0.814,0.92,126.8,-2.32,-50.58,-52.9,267.9,5,0,0
"2013-05-31 17:10:00",264152,2.163,19.6,65.48,0.819,0.92,116.4,-2.891,-49.08,-51.97,268.1,5,0,0
"2013-05-31 17:15:00",264153,0.785,19.4,66.21,0.822,0.92,120.3,-2.876,-48.66,-51.53,268.3,5,0,0
"2013-05-31 17:20:00",264154,0.267,19.22,66.59,0.753,0.84,115.2,-3.003,-47.76,-50.76,268.4,5,0,0
"2013-05-31 17:25:00",264155,0.1,19.08,67.06,0.737,0.787,120,-2.912,-47.55,-50.46,268.4,5,0,0
"2013-05-31 17:30:00",264156,0,18.9,67.45,0.606,0.787,126.5,-3.121,-48,-51.12,268.5,5,0,0
"2013-05-31 17:35:00",264157,0,18.73,68,0.466,0.681,114.7,-3.218,-47.45,-50.67,268.8,5,0,0
"2013-05-31 17:40:00",264158,0,18.16,71.02,1.156,1.906,195.2,-3.105,-49.45,-52.55,269,5,0,0
"2013-05-31 17:45:00",264159,0,16.83,73.81,0.635,1.053,217,-3.401,-48.92,-52.32,270.2,5,0,0
"2013-05-31 17:50:00",264160,0,16.28,76.25,0.441,0.707,215.2,-2.807,-47.82,-50.63,270.8,5,0,0
