"TOA5","ROS_WS","CR3000","4909","CR3000.Std.11","CPU:weather_station_final.CR3","30238","Table05min"
"TIMESTAMP","RECORD","PPFD_Avg","AirTC_Avg","RH","WS_ms_Avg","WS_ms_Max","WindDir","NetSW_Avg","NetLW_Avg","NetRad_Avg","LWmV_Avg","LWMDry_Tot","LWMCon_Tot","LWMWet_Tot"
"TS","RN","mV","Deg C","%","meters/second","meters/second","degrees","W/m^2","W/m^2","W/m^2","mV","Minutes","Minutes","Minutes"
"","","Avg","Avg","Smp","Avg","Max","Smp","Avg","Avg","Avg","Avg","Tot","Tot","Tot"
"2013-05-31 00:05:00",263947,0,10.16,95.5,0.143,0.601,122.4,-2.735,-13.61,-16.34,396.6,0,0,5
"2013-05-31 00:10:00",263948,0.017,10.11,95.5,0,0,121.8,-2.848,-13.81,-16.66,392.1,0,0,5
"2013-05-31 00:15:00",263949,0.008,10.11,95.5,0,0,82.6,-2.497,-13.64,-16.14,395.7,0,0,5
"2013-05-31 00:20:00",263950,0.017,10.08,95.5,0,0,83,-2.303,-14.22,-16.52,397.3,0,0,5
"2013-05-31 00:25:00",263951,0.008,9.97,95.5,0,0,89,-2.395,-13.97,-16.37,397.6,0,0,5
"2013-05-31 00:30:00",263952,0.008,9.98,95.5,0,0,78.5,-2.194,-13.87,-16.07,389.1,0,0,5
"2013-05-31 00:35:00",263953,0.008,9.68,95.5,0.532,1.267,174.9,-2.63,-13.61,-16.24,393.6,0,0,5
"2013-05-31 00:40:00",263954,0.017,9.05,95.6,1.232,1.586,180.4,-1.962,-13.58,-15.55,394.6,0,0,5
"2013-05-31 00:45:00",263955,0.008,9.14,95.7,0.251,0.707,184.5,-2.391,-13.09,-15.48,396,0,0,5
"2013-05-31 00:50:00",263956,0,8.9,95.7,0.51,0.814,166.2,-2.42,-12.69,-15.11,399.5,0,0,5
"2013-05-31 00:55:00",263957,0,8.96,95.8,0.878,1.027,161.8,-2.074,-14.22,-16.3,394.9,0,0,5
"2013-05-31 01:00:00",263958,0,9.07,95.9,0.742,0.974,164.7,-2.02,-14.38,-16.4,388.8,0,0,5
"2013-05-31 01:05:00",263959,0.025,9.07,95.9,0.503,1,92,-2.397,-14.08,-16.48,390.2,0,0,5
"2013-05-31 01:10:00",263960,0.008,9.03,96,0.867,0.974,93.9,-2.008,-13.58,-15.59,394.9,0,0,5
"2013-05-31 01:15:00",263961,0.017,9.18,96,0.648,0.974,91.5,-2.17,-13.89,-16.05,394.8,0,0,5
"2013-05-31 01:20:00",263962,0.025,8.86,96,0.804,1.08,165.8,-2.724,-15.08,-17.8,393.7,0,0,5
"2013-05-31 01:25:00",263963,0.017,8.31,96,0.553,1.027,98.5,-2.438,-12.75,-15.19,393.2,0,0,5
"2013-05-31 01:30:00",263964,0.033,8.13,96.1,0.26,0.761,7.76,-1.291,-8.65,-9.94,389.2,0,0,5
"2013-05-31 01:35:00",263965,0,8.48,96.2,0.814,0.947,51.4,-0.4,-7.334,-7.734,382.9,0,0,5
"2013-05-31 01:40:00",263966,0,8.88,96.2,0.419,0.84,39.08,-0.552,-5.821,-6.373,387.3,0,0,5
"2013-05-31 01:45:00",263967,-0.017,8.93,96.2,0.618,0.92,104.6,-0.509,-5.746,-6.255,381.1,0,0,5
"2013-05-31 01:50:00",263968,0.008,9.14,96.2,0.782,0.947,98.5,-0.633,-5.873,-6.506,379.2,0,0,5
"2013-05-31 01:55:00",263969,0,9.22,96.2,0.272,0.814,186.9,-0.502,-3.982,-4.484,377.7,0,0,5
"2013-05-31 02:00:00",263970,0.025,8.98,96.2,0.662,0.84,188.1,-0.477,-3.227,-3.705,374.7,0,0,5
"2013-05-31 02:05:00",263971,0.008,8.69,96.2,0.585,0.787,201.9,-0.22,-1.676,-1.896,371,0,0,5
"2013-05-31 02:10:00",263972,0.008,8.76,96.2,0.287,0.521,176.6,0.023,-1.342,-1.32,367.1,0,0,5
"2013-05-31 02:15:00",263973,0.025,8.9,96.2,0.122,0.468,188.3,-0.053,-1.558,-1.611,363.4,0,0,5
"2013-05-31 02:20:00",263974,0.017,8.99,96.2,0.078,0.441,67.56,-0.197,-2.085,-2.282,361.3,0,0,5
"2013-05-31 02:25:00",263975,0.017,9.14,96.2,0.072,0.414,2.84,-0.206,-2.442,-2.648,361.6,0,0,5
"2013-05-31 02:30:00",263976,0.017,9.32,96.1,0.599,0.867,2.982,-0.188,-2.291,-2.479,365.6,0,0,5
"2013-05-31 02:35:00",263977,0.008,9.45,96.1,0.538,0.707,220.8,-0.206,-2.248,-2.454,390.7,0,0,5
"2013-05-31 02:40:00",263978,0.008,9.55,96.1,0.031,0.308,217.9,-0.461,-3.445,-3.906,394.9,0,0,5
"2013-05-31 02:45:00",263979,0.017,9.62,96.1,0.444,0.947,175.1,-0.764,-4.875,-5.639,400,0,0,5
"2013-05-31 02:50:00",263980,0,9.56,96.1,0.686,1.107,174.1,-1.17,-6.76,-7.93,400.3,0,0,5
"2013-05-31 02:55:00",263981,0.033,9.47,96.1,0,0,194.2,-1.274,-6.181,-7.455,406.6,0,0,5
"2013-05-31 03:00:00",263982,0.017,9.41,96.1,0,0,217.1,-1.391,-6.802,-8.19,399.6,0,0,5
"2013-05-31 03:05:00",263983,0.033,9.37,96.1,0.078,0.388,102.3,-1.853,-8.66,-10.52,410.6,0,0,5
"2013-05-31 03:10:00",263984,0,9.39,96.1,0.122,0.468,166.1,-1.936,-8.3,-10.24,416.2,0,0,5
"2013-05-31 03:15:00",263985,0,9.3,96.1,0.53,0.974,179.4,-1.904,-8.24,-10.14,407.3,0,0,5
"2013-05-31 03:20:00",263986,0,9.14,96.2,0.859,1.053,177.1,-1.727,-8.13,-9.85,403.7,0,0,5
"2013-05-31 03:25:00",263987,0.025,9.08,96.2,0.248,0.84,166.5,-1.756,-7.008,-8.76,403,0,0,5
"2013-05-31 03:30:00",263988,0.025,9,96.2,0.062,0.308,173.3,-1.357,-5.621,-6.978,397.7,0,0,5
"2013-05-31 03:35:00",263989,0.008,8.99,96.2,0,0,144.9,-1.085,-5.496,-6.581,394.3,0,0,5
"2013-05-31 03:40:00",263990,0.017,9.04,96.3,0.447,0.761,99.6,-1.297,-6.351,-7.648,392.6,0,0,5
"2013-05-31 03:45:00",263991,0.025,9.07,96.3,0.502,0.654,90,-1.206,-6.33,-7.536,395.2,0,0,5
"2013-05-31 03:50:00",263992,0,9.12,96.3,0.729,0.867,122.2,-1.536,-8.01,-9.54,390.4,0,0,5
"2013-05-31 03:55:00",263993,0.017,9.07,96.3,0.531,0.894,133.9,-2.033,-8.54,-10.57,393.8,0,0,5
"2013-05-31 04:00:00",263994,0.017,9,96.3,0,0,121.6,-1.798,-6.496,-8.29,392.7,0,0,5
"2013-05-31 04:05:00",263995,0.017,8.93,96.4,0,0,121.7,-1.306,-5.018,-6.324,389.2,0,0,5
"2013-05-31 04:10:00",263996,0.025,8.86,96.4,0.033,0.334,183.8,-0.826,-4.203,-5.028,380.9,0,0,5
"2013-05-31 04:15:00",263997,0.042,8.7,96.4,1.019,1.48,171.6,-0.739,-4.185,-4.924,379.5,0,0,5
"2013-05-31 04:20:00",263998,0.025,8.49,96.5,0.952,1.24,178.2,-0.564,-3.697,-4.26,377.4,0,0,5
"2013-05-31 04:25:00",263999,0.025,8.44,96.5,0.21,0.867,171.5,-0.68,-4.039,-4.719,377.6,0,0,5
"2013-05-31 04:30:00",264000,0,8.47,96.5,0,0,155.8,-0.868,-4.766,-5.634,380.5,0,0,5
"2013-05-31 04:35:00",264001,0.017,8.52,96.5,0,0,155.8,-1,-5.394,-6.394,384,0,0,5
"2013-05-31 04:40:00",264002,0,8.58,96.5,0,0,155.8,-1.161,-5.86,-7.021,391.7,0,0,5
"2013-05-31 04:45:00",264003,-0.008,8.63,96.5,0.031,0.308,95.7,-1.518,-6.99,-8.51,393.6,0,0,5
"2013-05-31 04:50:00",264004,0.008,8.71,96.6,0,0,129.2,-1.823,-8.36,-10.18,396.1,0,0,5
"2013-05-31 04:55:00",264005,0.033,8.67,96.6,0.196,0.787,198.1,-2.079,-8.7,-10.78,390.5,0,0,5
"2013-05-31 05:00:00",264006,0,8.59,96.6,0.07,0.388,163.8,-2.339,-8.84,-11.18,391.2,0,0,5
"2013-05-31 05:05:00",264007,0.017,8.49,96.6,0,0,114.8,-2.404,-8.32,-10.73,394.5,0,0,5
"2013-05-31 05:10:00",264008,0.017,8.42,96.7,0,0,114.8,-2.05,-7.5,-9.55,396.2,0,0,5
"2013-05-31 05:15:00",264009,0.008,8.32,96.7,0,0,114.8,-1.609,-5.151,-6.76,396,0,0,5
"2013-05-31 05:20:00",264010,0,8.2,96.7,0.498,1.027,173.5,-0.844,-4.379,-5.223,393.9,0,0,5
"2013-05-31 05:25:00",264011,0.008,8.05,96.7,0.033,0.334,124.1,-0.942,-4.615,-5.557,389.6,0,0,5
"2013-05-31 05:30:00",264012,0.017,8.06,96.8,0,0,211.4,-0.879,-4.454,-5.333,377.6,0,0,5
"2013-05-31 05:35:00",264013,0,8.09,96.8,0,0,211.8,-1.089,-5.818,-6.907,381.4,0,0,5
"2013-05-31 05:40:00",264014,0.008,8.15,96.8,0.171,0.547,162.6,-1.271,-5.77,-7.041,381.7,0,0,5
"2013-05-31 05:45:00",264015,0,8.22,96.8,0,0,201.6,-1.545,-6.158,-7.703,387,0,0,5
"2013-05-31 05:50:00",264016,0.017,8.14,96.8,0.255,0.654,197.6,-1.683,-6.47,-8.15,404.8,0,0,5
"2013-05-31 05:55:00",264017,0,7.93,96.8,0,0,198.8,-1.959,-6.561,-8.52,416.5,0,0,5
"2013-05-31 06:00:00",264018,0.008,7.799,96.9,0.15,0.521,186.8,-2.1,-7.042,-9.14,422.7,0,0,5
"2013-05-31 06:05:00",264019,0,7.707,96.9,0,0,164.1,-2.658,-7.442,-10.1,411.7,0,0,5
"2013-05-31 06:10:00",264020,0,7.642,96.9,0,0,153.8,-2.242,-7.406,-9.65,404.1,0,0,5
"2013-05-31 06:15:00",264021,0,7.626,97,0,0,165.8,-1.647,-5.449,-7.096,399.1,0,0,5
"2013-05-31 06:20:00",264022,0.008,7.653,97,0,0,149.7,-1.027,-5.112,-6.14,396.4,0,0,5
"2013-05-31 06:25:00",264023,0.025,7.753,96.9,0.397,0.681,119.4,-1.267,-5.452,-6.718,400.3,0,0,5
"2013-05-31 06:30:00",264024,0.134,7.876,96.9,0.49,0.734,110.2,-1.139,-5.179,-6.318,401.4,0,0,5
"2013-05-31 06:35:00",264025,0.368,7.923,96.9,0.531,0.601,115.4,-0.947,-4.433,-5.38,391.4,0,0,5
"2013-05-31 06:40:00",264026,0.936,8.07,96.9,0.064,0.334,108.5,-0.185,-2.855,-3.04,385.3,0,0,5
"2013-05-31 06:45:00",264027,2.266,8.16,96.9,0.403,0.84,163.9,0.264,-2.949,-2.685,381.2,0,0,5
"2013-05-31 06:50:00",264028,4.406,7.861,97,0.955,1.133,162.3,0.82,-2.606,-1.786,376.9,0,0,5
