"TOA5","ROS_WS","CR3000","4909","CR3000.Std.11","CPU:weather_station_final.CR3","30238","Table05min"
"TIMESTAMP","RECORD","PPFD_Avg","AirTC_Avg","RH","WS_ms_Avg","WS_ms_Max","WindDir","NetSW_Avg","NetLW_Avg","NetRad_Avg","LWmV_Avg","LWMDry_Tot","LWMCon_Tot","LWMWet_Tot"
"TS","RN","mV","Deg C","%","meters/second","meters/second","degrees","W/m^2","W/m^2","W/m^2","mV","Minutes","Minutes","Minutes"
"","","Avg","Avg","Smp","Avg","Max","Smp","Avg","Avg","Avg","Avg","Tot","Tot","Tot"
"2013-03-31 00:05:00",246379,0.05,16.89,85.5,0.823,1.453,173.7,-2.365,-35.99,-38.35,273.2,5,0,0
"2013-03-31 00:10:00",246380,0.025,16.67,86.7,0.649,0.761,182,-2.241,-34.75,-36.99,272.3,5,0,0
"2013-03-31 00:15:00",246381,0.042,16.68,87.3,0.678,0.894,185.9,-2,-30.48,-32.48,272.4,5,0,0
"2013-03-31 00:20:00",246382,0.042,16.62,87.7,0.373,0.894,182.6,-1.818,-27.04,-28.86,272.2,5,0,0
"2013-03-31 00:25:00",246383,0.033,16.63,88,0.263,0.494,156.7,-1.74,-28.59,-30.33,272.3,5,0,0
"2013-03-31 00:30:00",246384,0.042,16.62,88.1,0.062,0.308,61.16,-1.818,-30.26,-32.08,271.6,5,0,0
"2013-03-31 00:35:00",246385,0.033,16.65,88.9,0.503,0.787,45.03,-1.437,-29.91,-31.34,272.8,5,0,0
"2013-03-31 00:40:00",246386,0.033,16.83,88.2,0.575,1.027,29.4,-0.862,-28.56,-29.42,273.6,5,0,0
"2013-03-31 00:45:00",246387,0.058,16.9,88,0.031,0.308,65.7,-1.257,-28.89,-30.15,273.8,5,0,0
"2013-03-31 00:50:00",246388,0.033,16.98,87.7,0,0,7.683,-1.261,-30.86,-32.12,273.6,5,0,0
"2013-03-31 00:55:00",246389,0.042,17.06,87.6,0.278,0.521,167.7,-1.616,-31.12,-32.74,273.7,5,0,0
"2013-03-31 01:00:00",246390,0.042,17.09,87.4,0.822,1.107,166.7,-1.65,-31.53,-33.18,273.5,5,0,0
"2013-03-31 01:05:00",246391,0.042,16.98,87.3,0.405,0.974,188,-1.853,-32.5,-34.35,273.6,5,0,0
"2013-03-31 01:10:00",246392,0.042,16.91,87.7,0.283,0.574,117.4,-1.853,-29.11,-30.96,273.8,5,0,0
"2013-03-31 01:15:00",246393,0.042,16.96,88,0.188,0.441,118.2,-1.7,-27.06,-28.76,273.9,5,0,0
"2013-03-31 01:20:00",246394,0.025,17,88.4,0.705,1.267,91,-1.54,-28.14,-29.68,273.9,5,0,0
"2013-03-31 01:25:00",246395,0.033,17.07,88.3,0.907,1.373,59.99,-1.172,-28.3,-29.47,273.8,5,0,0
"2013-03-31 01:30:00",246396,0.042,17.18,87.9,0.776,1.107,27.74,-1.064,-29.03,-30.09,273.6,5,0,0
"2013-03-31 01:35:00",246397,0.033,17.22,87.5,0.276,0.654,208.2,-1.675,-32.1,-33.78,273.7,5,0,0
"2013-03-31 01:40:00",246398,0.058,17.16,87.6,0,0,90.5,-2.459,-36.92,-39.38,273.7,5,0,0
"2013-03-31 01:45:00",246399,0.025,17.14,87.8,0.252,0.761,6.21,-2.295,-38.68,-40.98,272.4,5,0,0
"2013-03-31 01:50:00",246400,0.067,17.12,87.6,0.995,1.267,203,-1.988,-35.97,-37.96,272.3,5,0,0
"2013-03-31 01:55:00",246401,0.042,16.67,87.9,1.552,1.906,200.6,-2.003,-33.63,-35.64,271.6,5,0,0
"2013-03-31 02:00:00",246402,0.05,16.38,89,0.478,0.92,140.9,-2.073,-31.22,-33.29,271,5,0,0
"2013-03-31 02:05:00",246403,0.033,16.4,89.4,0.511,0.761,162.5,-1.782,-29.11,-30.9,271.1,5,0,0
"2013-03-31 02:10:00",246404,0.042,16.51,89.8,0.609,1,89.8,-1.629,-29.69,-31.32,271.6,5,0,0
"2013-03-31 02:15:00",246405,0.042,16.62,90,1.205,1.426,98.2,-1.605,-31.76,-33.36,273.1,5,0,0
"2013-03-31 02:20:00",246406,0.042,16.72,89.8,0.671,0.947,81.2,-1.855,-38.37,-40.22,273.6,5,0,0
"2013-03-31 02:25:00",246407,0.042,16.77,89.7,0.593,0.894,46.5,-2.205,-46.69,-48.89,272.6,5,0,0
"2013-03-31 02:30:00",246408,0.042,16.77,89.2,0.46,0.734,192.3,-2.406,-46.55,-48.96,271.5,5,0,0
"2013-03-31 02:35:00",246409,0.042,16.6,89.1,0.159,0.734,182.3,-2.818,-44.86,-47.68,272.3,5,0,0
"2013-03-31 02:40:00",246410,0.058,16.36,89.1,0.332,0.814,149.6,-2.495,-42.52,-45.01,274.2,2.5,2.5,0
"2013-03-31 02:45:00",246411,0.042,16.23,89.6,0.416,0.92,160.9,-2.312,-41.99,-44.3,276.3,0,5,0
"2013-03-31 02:50:00",246412,0.05,16.25,90.1,0.57,1.027,146.7,-2.086,-42.59,-44.68,278.6,0,5,0
"2013-03-31 02:55:00",246413,0.067,16.28,90.1,0.031,0.308,89.8,-2.529,-39.87,-42.4,281.7,0,5,0
"2013-03-31 03:00:00",246414,0.05,16.22,90.4,0.152,0.414,116.3,-2.342,-34.36,-36.7,286.2,0,0,5
"2013-03-31 03:05:00",246415,0.033,16.15,90.4,0.067,0.334,181,-2.342,-33.32,-35.66,289.4,0,0,5
"2013-03-31 03:10:00",246416,0.025,16.08,90.6,0.031,0.308,208.5,-2.015,-30.54,-32.55,295,0,0,5
"2013-03-31 03:15:00",246417,0.033,15.88,90.6,0.586,0.894,179.4,-2.071,-32.26,-34.33,301.5,0,0,5
"2013-03-31 03:20:00",246418,0.042,15.7,91,0.403,0.867,128.1,-2.232,-33.84,-36.07,305.7,0,0,5
"2013-03-31 03:25:00",246419,0.033,15.77,91.4,0.632,1.053,133.3,-1.759,-28.15,-29.91,308.6,0,0,5
"2013-03-31 03:30:00",246420,0.058,15.76,91.7,0.444,0.574,154.6,-2.137,-30.51,-32.64,311.5,0,0,5
"2013-03-31 03:35:00",246421,0.025,15.84,91.7,0.219,0.734,75.75,-2.48,-30.47,-32.96,314.3,0,0,5
"2013-03-31 03:40:00",246422,0.042,15.74,91.7,0.031,0.308,133.3,-2.256,-27.73,-29.99,317.3,0,0,5
"2013-03-31 03:45:00",246423,0.033,15.71,91.6,0,0,129.8,-2.318,-26.12,-28.44,320.1,0,0,5
"2013-03-31 03:50:00",246424,0.05,15.59,91.6,0,0,130,-2.445,-23.68,-26.12,323.7,0,0,5
"2013-03-31 03:55:00",246425,0.058,15.49,91.8,0.222,0.547,18.19,-1.422,-19.47,-20.89,328.3,0,0,5
"2013-03-31 04:00:00",246426,0.058,15.49,92,0.186,0.468,19.35,-1.075,-17.13,-18.21,331.9,0,0,5
"2013-03-31 04:05:00",246427,0.075,15.52,92,0.049,0.494,217.7,-1.081,-14.75,-15.83,334.6,0,0,5
"2013-03-31 04:10:00",246428,0.067,15.41,92.1,0.923,1.16,22.01,-1.128,-15.65,-16.77,336.9,0,0,5
"2013-03-31 04:15:00",246429,0.05,15.57,92.5,0.707,1.053,20.63,-1.148,-16.54,-17.69,337.7,0,0,5
"2013-03-31 04:20:00",246430,0.05,15.65,92.4,0,0,65.7,-1.648,-16.04,-17.68,338.3,0,0,5
"2013-03-31 04:25:00",246431,0.033,15.72,92.5,0,0,40.58,-1.281,-14.95,-16.23,339.2,0,0,5
"2013-03-31 04:30:00",246432,0.033,15.8,92.5,0.501,0.894,16.47,-1.046,-14.68,-15.72,339.6,0,0,5
"2013-03-31 04:35:00",246433,0.058,15.84,92.5,0.27,0.574,77.58,-1.319,-15.42,-16.74,339.6,0,0,5
"2013-03-31 04:40:00",246434,0.033,15.93,92.5,0.195,0.654,21.4,-1.37,-14.54,-15.91,339.5,0,0,5
"2013-03-31 04:45:00",246435,0.017,15.96,92.4,0.204,0.601,121.5,-1.354,-13.87,-15.22,339.2,0,0,5
"2013-03-31 04:50:00",246436,0.042,15.96,92.3,0.08,0.441,142.1,-1.379,-13.45,-14.83,339,0,0,5
"2013-03-31 04:55:00",246437,0.025,15.93,92.3,0.1,0.388,147.4,-1.431,-13.32,-14.75,338.8,0,0,5
"2013-03-31 05:00:00",246438,0.033,15.89,92.1,0.568,0.974,177,-1.396,-13.13,-14.53,338.6,0,0,5
"2013-03-31 05:05:00",246439,0.033,15.63,91.8,0.763,1.346,171.3,-1.481,-13.57,-15.05,339.1,0,0,5
"2013-03-31 05:10:00",246440,0.05,15.46,92.3,0.269,0.627,118,-1.402,-13.27,-14.67,339.8,0,0,5
"2013-03-31 05:15:00",246441,0.033,15.67,92.6,0.918,1.879,42.54,-1.155,-12.71,-13.86,339.8,0,0,5
"2013-03-31 05:20:00",246442,0.025,15.82,92.5,1.216,1.56,25.53,-1.148,-13.09,-14.24,337.3,0,0,5
"2013-03-31 05:25:00",246443,0.058,15.94,92.3,1.131,1.56,34.24,-1.323,-13.52,-14.84,333.1,0,0,5
"2013-03-31 05:30:00",246444,0.033,16.04,92,0.738,1.267,110.1,-1.478,-13.65,-15.12,328,0,0,5
"2013-03-31 05:35:00",246445,0.058,16.12,91.7,0.678,1.107,70.78,-1.646,-13.7,-15.35,324.7,0,0,5
"2013-03-31 05:40:00",246446,0.067,16.16,91.2,1.099,1.826,137.3,-1.797,-13.95,-15.75,320.6,0,0,5
"2013-03-31 05:45:00",246447,0.084,16.24,90.6,0.879,1.453,175.9,-2.034,-14.08,-16.12,316.3,0,0,5
"2013-03-31 05:50:00",246448,0.084,16.11,90.7,0.72,1.267,152.5,-1.931,-13.92,-15.85,314.2,0,0,5
"2013-03-31 05:55:00",246449,0.109,16.11,90.8,0.109,0.787,44.78,-1.722,-13.46,-15.18,313.4,0,0,5
"2013-03-31 06:00:00",246450,0.334,16.17,90.8,0.747,1.693,39.91,-1.608,-14.16,-15.77,310.4,0,0,5
"2013-03-31 06:05:00",246451,0.785,16.21,90.7,0.103,0.414,20.84,-1.658,-12.37,-14.03,307.6,0,0,5
"2013-03-31 06:10:00",246452,1.395,16.23,90.5,0.814,1.133,222.8,-1.593,-13.94,-15.53,304.5,0,0,5
"2013-03-31 06:15:00",246453,2.164,16.23,90.3,0,0,47.07,-1.432,-13.76,-15.2,301.7,0,0,5
"2013-03-31 06:20:00",246454,3.701,16.26,90.3,0,0,132.1,-0.753,-13.91,-14.66,299.9,0,0,5
"2013-03-31 06:25:00",246455,5.899,16.3,90.2,0.202,0.601,139.9,0.006,-14.38,-14.38,297.8,0,0,5
"2013-03-31 06:30:00",246456,7.603,16.34,90.1,0.598,1,65.58,0.451,-14.42,-13.97,295.2,0,0,5
"2013-03-31 06:35:00",246457,9.46,16.43,89.7,0.867,1.293,92,0.94,-15.27,-14.33,290.9,0,0,5
"2013-03-31 06:40:00",246458,13.7,16.55,89.3,0.29,0.734,178.1,1.929,-16.27,-14.34,286.8,0,0,5
"2013-03-31 06:45:00",246459,17.7,16.58,89.1,0.75,1.08,152,3.063,-16.35,-13.28,284.2,0,2,3
