"TOA5","ROS_WS","CR3000","4909","CR3000.Std.11","CPU:weather_station_final.CR3","30238","Table15min"
"TIMESTAMP","RECORD","Rain_mm_Tot","ASoilTemp_Avg","PTemp_C_Avg","VW_Avg","VW_2_Avg","VW_3_Avg","HalfBR_Avg(1)","HalfBR_Avg(2)","SoilTemp_Avg(1)","SoilTemp_Avg(2)","shf_mv_Avg","shf_Avg"
"TS","RN","mm","Deg C","Deg C","","","","mV/mV","mV/mV","Deg C","Deg C","mV","W/m^2"
"","","Tot","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2013-05-31 00:15:00",87983,0,13.89,8.13,0.15,0.131,0.131,"NAN","NAN","NAN","NAN",-1.631,-26.48
"2013-05-31 00:30:00",87984,0,13.79,7.957,0.15,0.131,0.131,"NAN","NAN","NAN","NAN",-1.672,-27.14
"2013-05-31 00:45:00",87985,0,13.7,7.803,0.15,0.131,0.131,"NAN","NAN","NAN","NAN",-1.722,-27.95
"2013-05-31 01:00:00",87986,0,13.61,7.637,0.15,0.131,0.131,"NAN","NAN","NAN","NAN",-1.722,-27.96
"2013-05-31 01:15:00",87987,0,13.52,7.481,0.15,0.131,0.131,"NAN","NAN","NAN","NAN",-1.714,-27.83
"2013-05-31 01:30:00",87988,0,13.43,7.374,0.15,0.131,0.131,"NAN","NAN","NAN","NAN",-1.743,-28.29
"2013-05-31 01:45:00",87989,0,13.36,7.225,0.15,0.131,0.131,"NAN","NAN","NAN","NAN",-1.739,-28.24
"2013-05-31 02:00:00",87990,0,13.2,7.325,0.15,0.13,0.131,"NAN","NAN","NAN","NAN",-1.653,-26.84
"2013-05-31 02:15:00",87991,0,13.17,7.689,0.15,0.13,0.131,"NAN","NAN","NAN","NAN",-1.514,-24.57
"2013-05-31 02:30:00",87992,0,13.21,8.08,0.15,0.13,0.131,"NAN","NAN","NAN","NAN",-1.37,-22.24
"2013-05-31 02:45:00",87993,0,13.26,8.45,0.15,0.13,0.131,"NAN","NAN","NAN","NAN",-1.245,-20.21
"2013-05-31 03:00:00",87994,0,13.35,8.75,0.15,0.13,0.131,"NAN","NAN","NAN","NAN",-1.16,-18.84
"2013-05-31 03:15:00",87995,0,13.44,8.85,0.15,0.13,0.131,"NAN","NAN","NAN","NAN",-1.137,-18.47
"2013-05-31 03:30:00",87996,0,13.45,8.79,0.15,0.13,0.131,"NAN","NAN","NAN","NAN",-1.17,-18.99
"2013-05-31 03:45:00",87997,0,13.41,8.65,0.15,0.13,0.131,"NAN","NAN","NAN","NAN",-1.212,-19.68
"2013-05-31 04:00:00",87998,0,13.36,8.55,0.15,0.13,0.131,"NAN","NAN","NAN","NAN",-1.228,-19.93
"2013-05-31 04:15:00",87999,0,13.33,8.43,0.149,0.13,0.131,"NAN","NAN","NAN","NAN",-1.256,-20.38
"2013-05-31 04:30:00",88000,0,13.25,8.35,0.149,0.13,0.131,"NAN","NAN","NAN","NAN",-1.25,-20.3
"2013-05-31 04:45:00",88001,0,13.25,8.34,0.149,0.13,0.131,"NAN","NAN","NAN","NAN",-1.212,-19.68
"2013-05-31 05:00:00",88002,0,13.27,8.28,0.149,0.13,0.131,"NAN","NAN","NAN","NAN",-1.19,-19.32
"2013-05-31 05:15:00",88003,0,13.27,8.1,0.149,0.13,0.131,"NAN","NAN","NAN","NAN",-1.239,-20.11
"2013-05-31 05:30:00",88004,0,13.17,7.858,0.149,0.13,0.131,"NAN","NAN","NAN","NAN",-1.306,-21.21
"2013-05-31 05:45:00",88005,0,13.1,7.76,0.149,0.13,0.131,"NAN","NAN","NAN","NAN",-1.297,-21.06
"2013-05-31 06:00:00",88006,0,13.09,7.704,0.149,0.13,0.131,"NAN","NAN","NAN","NAN",-1.274,-20.68
"2013-05-31 06:15:00",88007,0.2,13.1,7.556,0.149,0.13,0.131,"NAN","NAN","NAN","NAN",-1.288,-20.91
"2013-05-31 06:30:00",88008,0,13.01,7.36,0.149,0.13,0.131,"NAN","NAN","NAN","NAN",-1.33,-21.59
"2013-05-31 06:45:00",88009,0,12.91,7.299,0.149,0.13,0.131,"NAN","NAN","NAN","NAN",-1.334,-21.65
"2013-05-31 07:00:00",88010,0,12.83,7.395,0.149,0.13,0.131,"NAN","NAN","NAN","NAN",-1.299,-21.09
"2013-05-31 07:15:00",88011,0,12.8,7.596,0.149,0.13,0.131,"NAN","NAN","NAN","NAN",-1.233,-20.02
"2013-05-31 07:30:00",88012,0,12.8,7.871,0.149,0.13,0.131,"NAN","NAN","NAN","NAN",-1.152,-18.69
"2013-05-31 07:45:00",88013,0,12.83,8.2,0.149,0.13,0.131,"NAN","NAN","NAN","NAN",-1.055,-17.13
"2013-05-31 08:00:00",88014,0,12.89,8.59,0.149,0.13,0.131,"NAN","NAN","NAN","NAN",-0.942,-15.3
"2013-05-31 08:15:00",88015,0,12.95,8.98,0.149,0.13,0.131,"NAN","NAN","NAN","NAN",-0.832,-13.51
"2013-05-31 08:30:00",88016,0,13.03,9.44,0.149,0.13,0.131,"NAN","NAN","NAN","NAN",-0.694,-11.27
"2013-05-31 08:45:00",88017,0,13.14,9.92,0.149,0.13,0.131,"NAN","NAN","NAN","NAN",-0.558,-9.06
"2013-05-31 09:00:00",88018,0,13.32,10.39,0.149,0.13,0.131,"NAN","NAN","NAN","NAN",-0.38,-6.166
"2013-05-31 09:15:00",88019,0,13.46,10.81,0.149,0.13,0.131,"NAN","NAN","NAN","NAN",-0.2,-3.251
"2013-05-31 09:30:00",88020,0,13.5,11.64,0.149,0.13,0.131,"NAN","NAN","NAN","NAN",-0.011,-0.172
"2013-05-31 09:45:00",88021,0,13.66,12.99,0.149,0.13,0.131,"NAN","NAN","NAN","NAN",0.182,2.958
"2013-05-31 10:00:00",88022,0,13.98,14.54,0.149,0.13,0.131,"NAN","NAN","NAN","NAN",0.384,6.241
"2013-05-31 10:15:00",88023,0,14.35,16.03,0.149,0.13,0.131,"NAN","NAN","NAN","NAN",0.628,10.2
"2013-05-31 10:30:00",88024,0,14.74,17.38,0.149,0.13,0.131,"NAN","NAN","NAN","NAN",0.884,14.34
"2013-05-31 10:45:00",88025,0,15.19,18.54,0.149,0.13,0.131,"NAN","NAN","NAN","NAN",1.18,19.16
"2013-05-31 11:00:00",88026,0,15.62,19.46,0.149,0.13,0.131,"NAN","NAN","NAN","NAN",1.45,23.54
"2013-05-31 11:15:00",88027,0,16,20.25,0.149,0.13,0.131,"NAN","NAN","NAN","NAN",1.706,27.7
"2013-05-31 11:30:00",88028,0,16.35,21.06,0.149,0.13,0.131,"NAN","NAN","NAN","NAN",1.946,31.59
"2013-05-31 11:45:00",88029,0,16.73,21.86,0.149,0.13,0.131,"NAN","NAN","NAN","NAN",2.154,34.97
"2013-05-31 12:00:00",88030,0,17.08,22.72,0.149,0.13,0.131,"NAN","NAN","NAN","NAN",2.324,37.72
"2013-05-31 12:15:00",88031,0,17.49,23.59,0.149,0.13,0.131,"NAN","NAN","NAN","NAN",2.479,40.24
"2013-05-31 12:30:00",88032,0,17.89,24.38,0.149,0.13,0.131,"NAN","NAN","NAN","NAN",2.582,41.92
"2013-05-31 12:45:00",88033,0,18.28,24.98,0.149,0.13,0.131,"NAN","NAN","NAN","NAN",2.693,43.71
"2013-05-31 13:00:00",88034,0,18.47,25.53,0.149,0.13,0.131,"NAN","NAN","NAN","NAN",2.777,45.07
"2013-05-31 13:15:00",88035,0,18.71,26.13,0.149,0.13,0.131,"NAN","NAN","NAN","NAN",2.846,46.2
"2013-05-31 13:30:00",88036,0,18.88,26.64,0.149,0.13,0.131,"NAN","NAN","NAN","NAN",2.86,46.43
"2013-05-31 13:45:00",88037,0,19.04,26.95,0.149,0.13,0.131,"NAN","NAN","NAN","NAN",2.839,46.08
