"TOA5","ROS_WS","CR3000","4909","CR3000.Std.11","CPU:weather_station_final.CR3","30238","Table2"
"TIMESTAMP","RECORD","BattV_Min","PTemp_C_Max"
"2013-05-31 00:23:00",2639521,13.03,7.953
"2013-05-31 00:23:30",2639522,13.02,7.948
"2013-05-31 00:24:00",2639523,13.03,7.945
"2013-05-31 00:24:30",2639524,13.01,7.937
"2013-05-31 00:25:00",2639525,13.03,7.934
"2013-05-31 00:25:30",2639526,13.01,7.926
"2013-05-31 00:26:00",2639527,13.03,7.923
"2013-05-31 00:26:30",2639528,13.01,7.918
"2013-05-31 00:27:00",2639529,13.03,7.912
"2013-05-31 00:27:30",2639530,13.02,7.907
"2013-05-31 00:28:00",2639531,13.03,7.904
"2013-05-31 00:28:30",2639532,13.01,7.899
"2013-05-31 00:29:00",2639533,13.03,7.893
"2013-05-31 00:29:30",2639534,13.01,7.888
"2013-05-31 00:30:00",2639535,13.03,7.885
"2013-05-31 00:30:30",2639536,13.01,7.88
"2013-05-31 00:31:00",2639537,13.03,7.877
"2013-05-31 00:31:30",2639538,13.01,7.869
"2013-05-31 00:32:00",2639539,13.03,7.866
"2013-05-31 00:32:30",2639540,13.01,7.861
"2013-05-31 00:33:00",2639541,13.03,7.858
"2013-05-31 00:33:30",2639542,13.01,7.853
"2013-05-31 00:34:00",2639543,13.03,7.847
"2013-05-31 00:34:30",2639544,13.01,7.842
"2013-05-31 00:35:00",2639545,13.03,7.836
"2013-05-31 00:35:30",2639546,13.01,7.828
"2013-05-31 00:36:00",2639547,13.03,7.825
"2013-05-31 00:36:30",2639548,13.01,7.817
"2013-05-31 00:37:00",2639549,13.03,7.812
"2013-05-31 00:37:30",2639550,13.01,7.804
"2013-05-31 00:38:00",2639551,13.03,7.798
"2013-05-31 00:38:30",2639552,13.01,7.79
"2013-05-31 00:39:00",2639553,13.03,7.787
"2013-05-31 00:39:30",2639554,13.01,7.779
"2013-05-31 00:40:00",2639555,13.03,7.774
"2013-05-31 00:40:30",2639556,13.01,7.768
"2013-05-31 00:41:00",2639557,13.03,7.763
"2013-05-31 00:41:30",2639558,13.01,7.757
"2013-05-31 00:42:00",2639559,13.03,7.755
"2013-05-31 00:42:30",2639560,13.01,7.75
"2013-05-31 00:43:00",2639561,13.03,7.747
"2013-05-31 00:43:30",2639562,13.01,7.741
"2013-05-31 00:44:00",2639563,13.03,7.738
"2013-05-31 00:44:30",2639564,13.01,7.736
"2013-05-31 00:45:00",2639565,13.03,7.731
"2013-05-31 00:45:30",2639566,13.01,7.725
"2013-05-31 00:46:00",2639567,13.03,7.72
"2013-05-31 00:46:30",2639568,13.01,7.714
"2013-05-31 00:47:00",2639569,13.03,7.709
"2013-05-31 00:47:30",2639570,13.01,7.706
"2013-05-31 00:48:00",2639571,13.03,7.698
"2013-05-31 00:48:30",2639572,13.01,7.693
"2013-05-31 00:49:00",2639573,13.03,7.687
"2013-05-31 00:49:30",2639574,13.01,7.679
"2013-05-31 00:50:00",2639575,13.03,7.673
"2013-05-31 00:50:30",2639576,13.01,7.665
"2013-05-31 00:51:00",2639577,13.03,7.66
"2013-05-31 00:51:30",2639578,13.01,7.655
"2013-05-31 00:52:00",2639579,13.03,7.649
"2013-05-31 00:52:30",2639580,13.01,7.642
"2013-05-31 00:53:00",2639581,13.03,7.633
"2013-05-31 00:53:30",2639582,13.01,7.628
"2013-05-31 00:54:00",2639583,13.03,7.622
"2013-05-31 00:54:30",2639584,13.01,7.611
"2013-05-31 00:55:00",2639585,13.03,7.606
"2013-05-31 00:55:30",2639586,13.01,7.6
"2013-05-31 00:56:00",2639587,13.03,7.592
"2013-05-31 00:56:30",2639588,13.01,7.587
"2013-05-31 00:57:00",2639589,13.03,7.582
"2013-05-31 00:57:30",2639590,13.01,7.577
"2013-05-31 00:58:00",2639591,13.03,7.571
"2013-05-31 00:58:30",2639592,13.01,7.563
"2013-05-31 00:59:00",2639593,13.03,7.56
"2013-05-31 00:59:30",2639594,13.01,7.555
"2013-05-31 01:00:00",2639595,13.03,7.549
"2013-05-31 01:00:30",2639596,13.01,7.544
"2013-05-31 01:01:00",2639597,13.03,7.541
"2013-05-31 01:01:30",2639598,13.01,7.536
"2013-05-31 01:02:00",2639599,13.03,7.53
"2013-05-31 01:02:30",2639600,13.01,7.528
"2013-05-31 01:03:00",2639601,13.03,7.522
"2013-05-31 01:03:30",2639602,13.01,7.517
"2013-05-31 01:04:00",2639603,13.03,7.514
"2013-05-31 01:04:30",2639604,13.01,7.509
"2013-05-31 01:05:00",2639605,13.03,7.503
"2013-05-31 01:05:30",2639606,13.01,7.501
"2013-05-31 01:06:00",2639607,13.03,7.495
"2013-05-31 01:06:30",2639608,13.01,7.49
"2013-05-31 01:07:00",2639609,13.03,7.487
"2013-05-31 01:07:30",2639610,13.01,7.479
"2013-05-31 01:08:00",2639611,13.03,7.476
"2013-05-31 01:08:30",2639612,13.01,7.471
"2013-05-31 01:09:00",2639613,13.03,7.468
"2013-05-31 01:09:30",2639614,13.01,7.463
"2013-05-31 01:10:00",2639615,13.03,7.46
"2013-05-31 01:10:30",2639616,13.01,7.455
"2013-05-31 01:11:00",2639617,13.03,7.452
"2013-05-31 01:11:30",2639618,13.01,7.447
"2013-05-31 01:12:00",2639619,13.03,7.444
"2013-05-31 01:12:30",2639620,13.01,7.441
"2013-05-31 01:13:00",2639621,13.03,7.438
"2013-05-31 01:13:30",2639622,13.01,7.436
"2013-05-31 01:14:00",2639623,13.03,7.433
"2013-05-31 01:14:30",2639624,13.01,7.43
"2013-05-31 01:15:00",2639625,13.03,7.43
"2013-05-31 01:15:30",2639626,13.01,7.425
"2013-05-31 01:16:00",2639627,13.03,7.422
"2013-05-31 01:16:30",2639628,13.01,7.422
"2013-05-31 01:17:00",2639629,13.03,7.419
"2013-05-31 01:17:30",2639630,13.01,7.414
"2013-05-31 01:18:00",2639631,13.03,7.411
"2013-05-31 01:18:30",2639632,13.01,7.409
"2013-05-31 01:19:00",2639633,13.03,7.406
"2013-05-31 01:19:30",2639634,13.01,7.403
"2013-05-31 01:20:00",2639635,13.03,7.4
"2013-05-31 01:20:30",2639636,13.01,7.398
"2013-05-31 01:21:00",2639637,13.03,7.395
"2013-05-31 01:21:30",2639638,13.01,7.39
"2013-05-31 01:22:00",2639639,13.03,7.387
"2013-05-31 01:22:30",2639640,13.01,7.384
"2013-05-31 01:23:00",2639641,13.03,7.382
"2013-05-31 01:23:30",2639642,13.01,7.373
"2013-05-31 01:24:00",2639643,13.03,7.371
"2013-05-31 01:24:30",2639644,13.01,7.365
"2013-05-31 01:25:00",2639645,13.03,7.363
"2013-05-31 01:25:30",2639646,13.01,7.357
"2013-05-31 01:26:00",2639647,13.03,7.349
"2013-05-31 01:26:30",2639648,13.01,7.343
"2013-05-31 01:27:00",2639649,13.03,7.338
"2013-05-31 01:27:30",2639650,13.01,7.33
"2013-05-31 01:28:00",2639651,13.03,7.324
"2013-05-31 01:28:30",2639652,13.01,7.319
"2013-05-31 01:29:00",2639653,13.03,7.314
"2013-05-31 01:29:30",2639654,13.01,7.306
"2013-05-31 01:30:00",2639655,13.03,7.3
"2013-05-31 01:30:30",2639656,13.01,7.292
"2013-05-31 01:31:00",2639657,13.03,7.284
"2013-05-31 01:31:30",2639658,13.01,7.279
"2013-05-31 01:32:00",2639659,13.03,7.273
"2013-05-31 01:32:30",2639660,13.01,7.265
"2013-05-31 01:33:00",2639661,13.03,7.26
"2013-05-31 01:33:30",2639662,13.01,7.251
"2013-05-31 01:34:00",2639663,13.03,7.249
"2013-05-31 01:34:30",2639664,13.01,7.241
"2013-05-31 01:35:00",2639665,13.03,7.236
"2013-05-31 01:35:30",2639666,13.01,7.23
"2013-05-31 01:36:00",2639667,13.03,7.225
"2013-05-31 01:36:30",2639668,13.01,7.222
"2013-05-31 01:37:00",2639669,13.03,7.217
"2013-05-31 01:37:30",2639670,13.01,7.214
"2013-05-31 01:38:00",2639671,13.03,7.212
"2013-05-31 01:38:30",2639672,13.01,7.206
"2013-05-31 01:39:00",2639673,13.03,7.203
"2013-05-31 01:39:30",2639674,13.01,7.201
"2013-05-31 01:40:00",2639675,13.03,7.201
"2013-05-31 01:40:30",2639676,13.01,7.198
"2013-05-31 01:41:00",2639677,13.03,7.198
"2013-05-31 01:41:30",2639678,13.01,7.196
"2013-05-31 01:42:00",2639679,13.03,7.198
"2013-05-31 01:42:30",2639680,13.01,7.195
"2013-05-31 01:43:00",2639681,13.03,7.198
"2013-05-31 01:43:30",2639682,13.01,7.198
"2013-05-31 01:44:00",2639683,13.03,7.201
"2013-05-31 01:44:30",2639684,13.01,7.201
"2013-05-31 01:45:00",2639685,13.03,7.206
"2013-05-31 01:45:30",2639686,13.01,7.209
"2013-05-31 01:46:00",2639687,13.03,7.212
"2013-05-31 01:46:30",2639688,13.01,7.217
"2013-05-31 01:47:00",2639689,13.03,7.223
"2013-05-31 01:47:30",2639690,13.01,7.228
"2013-05-31 01:48:00",2639691,13.03,7.234
"2013-05-31 01:48:30",2639692,13.01,7.239
"2013-05-31 01:49:00",2639693,13.03,7.25
"2013-05-31 01:49:30",2639694,13.01,7.255
"2013-05-31 01:50:00",2639695,13.03,7.263
"2013-05-31 01:50:30",2639696,13.01,7.271
"2013-05-31 01:51:00",2639697,13.03,7.279
"2013-05-31 01:51:30",2639698,13.01,7.287
"2013-05-31 01:52:00",2639699,13.03,7.298
"2013-05-31 01:52:30",2639700,13.01,7.309
"2013-05-31 01:53:00",2639701,13.03,7.317
"2013-05-31 01:53:30",2639702,13.01,7.328
"2013-05-31 01:54:00",2639703,13.03,7.339
"2013-05-31 01:54:30",2639704,13.01,7.35
"2013-05-31 01:55:00",2639705,13.03,7.36
"2013-05-31 01:55:30",2639706,13.01,7.371
"2013-05-31 01:56:00",2639707,13.03,7.385
"2013-05-31 01:56:30",2639708,13.01,7.395
"2013-05-31 01:57:00",2639709,13.03,7.409
"2013-05-31 01:57:30",2639710,13.01,7.423
"2013-05-31 01:58:00",2639711,13.03,7.433
"2013-05-31 01:58:30",2639712,13.01,7.447
"2013-05-31 01:59:00",2639713,13.03,7.46
"2013-05-31 01:59:30",2639714,13.01,7.471
"2013-05-31 02:00:00",2639715,13.03,7.485
"2013-05-31 02:00:30",2639716,13.01,7.498
"2013-05-31 02:01:00",2639717,13.03,7.512
"2013-05-31 02:01:30",2639718,13.01,7.525
"2013-05-31 02:02:00",2639719,13.03,7.539
"2013-05-31 02:02:30",2639720,13.01,7.552
"2013-05-31 02:03:00",2639721,13.03,7.566
"2013-05-31 02:03:30",2639722,13.01,7.577
"2013-05-31 02:04:00",2639723,13.03,7.59
"2013-05-31 02:04:30",2639724,13.01,7.604
"2013-05-31 02:05:00",2639725,13.03,7.617
"2013-05-31 02:05:30",2639726,13.01,7.628
"2013-05-31 02:06:00",2639727,13.03,7.645
"2013-05-31 02:06:30",2639728,13.01,7.656
"2013-05-31 02:07:00",2639729,13.03,7.669
"2013-05-31 02:07:30",2639730,13.01,7.683
"2013-05-31 02:08:00",2639731,13.03,7.696
"2013-05-31 02:08:30",2639732,13.01,7.707
"2013-05-31 02:09:00",2639733,13.03,7.72
"2013-05-31 02:09:30",2639734,13.01,7.734
"2013-05-31 02:10:00",2639735,13.03,7.747
"2013-05-31 02:10:30",2639736,13.01,7.761
"2013-05-31 02:11:00",2639737,13.03,7.775
"2013-05-31 02:11:30",2639738,13.01,7.788
"2013-05-31 02:12:00",2639739,13.03,7.802
"2013-05-31 02:12:30",2639740,13.01,7.813
"2013-05-31 02:13:00",2639741,13.03,7.826
"2013-05-31 02:13:30",2639742,13.01,7.839
"2013-05-31 02:14:00",2639743,13.03,7.853
"2013-05-31 02:14:30",2639744,13.01,7.866
"2013-05-31 02:15:00",2639745,13.03,7.881
"2013-05-31 02:15:30",2639746,13.01,7.894
"2013-05-31 02:16:00",2639747,13.03,7.907
"2013-05-31 02:16:30",2639748,13.01,7.921
"2013-05-31 02:17:00",2639749,13.03,7.935
"2013-05-31 02:17:30",2639750,13.01,7.945
"2013-05-31 02:18:00",2639751,13.03,7.962
"2013-05-31 02:18:30",2639752,13.01,7.973
"2013-05-31 02:19:00",2639753,13.03,7.986
"2013-05-31 02:19:30",2639754,13.01,7.997
"2013-05-31 02:20:00",2639755,13.03,8.01
"2013-05-31 02:20:30",2639756,13.01,8.02
"2013-05-31 02:21:00",2639757,13.03,8.04
"2013-05-31 02:21:30",2639758,13.01,8.05
"2013-05-31 02:22:00",2639759,13.03,8.06
"2013-05-31 02:22:30",2639760,13.01,8.08
"2013-05-31 02:23:00",2639761,13.03,8.09
"2013-05-31 02:23:30",2639762,13.01,8.1
"2013-05-31 02:24:00",2639763,13.03,8.12
"2013-05-31 02:24:30",2639764,13.01,8.13
"2013-05-31 02:25:00",2639765,13.03,8.14
"2013-05-31 02:25:30",2639766,13.01,8.15
"2013-05-31 02:26:00",2639767,13.03,8.16
"2013-05-31 02:26:30",2639768,13.01,8.18
"2013-05-31 02:27:00",2639769,13.03,8.19
"2013-05-31 02:27:30",2639770,13.01,8.2
"2013-05-31 02:28:00",2639771,13.03,8.21
"2013-05-31 02:28:30",2639772,13.01,8.23
"2013-05-31 02:29:00",2639773,13.03,8.24
"2013-05-31 02:29:30",2639774,13.01,8.25
"2013-05-31 02:30:00",2639775,13.03,8.26
"2013-05-31 02:30:30",2639776,13.01,8.27
"2013-05-31 02:31:00",2639777,13.03,8.29
"2013-05-31 02:31:30",2639778,13.01,8.3
"2013-05-31 02:32:00",2639779,13.03,8.31
"2013-05-31 02:32:30",2639780,13.01,8.32
"2013-05-31 02:33:00",2639781,13.03,8.33
"2013-05-31 02:33:30",2639782,13.01,8.35
"2013-05-31 02:34:00",2639783,13.03,8.36
"2013-05-31 02:34:30",2639784,13.01,8.37
"2013-05-31 02:35:00",2639785,13.03,8.39
"2013-05-31 02:35:30",2639786,13.01,8.4
"2013-05-31 02:36:00",2639787,13.03,8.41
"2013-05-31 02:36:30",2639788,13.01,8.42
"2013-05-31 02:37:00",2639789,13.03,8.44
"2013-05-31 02:37:30",2639790,13.02,8.45
"2013-05-31 02:38:00",2639791,13.03,8.46
"2013-05-31 02:38:30",2639792,13.01,8.47
"2013-05-31 02:39:00",2639793,13.03,8.48
"2013-05-31 02:39:30",2639794,13.01,8.49
"2013-05-31 02:40:00",2639795,13.03,8.51
"2013-05-31 02:40:30",2639796,13.01,8.52
"2013-05-31 02:41:00",2639797,13.03,8.53
"2013-05-31 02:41:30",2639798,13.02,8.54
"2013-05-31 02:42:00",2639799,13.03,8.55
"2013-05-31 02:42:30",2639800,13.01,8.56
"2013-05-31 02:43:00",2639801,13.03,8.57
"2013-05-31 02:43:30",2639802,13.02,8.59
"2013-05-31 02:44:00",2639803,13.03,8.6
"2013-05-31 02:44:30",2639804,13.01,8.61
"2013-05-31 02:45:00",2639805,13.04,8.62
"2013-05-31 02:45:30",2639806,13.01,8.63
"2013-05-31 02:46:00",2639807,13.03,8.64
"2013-05-31 02:46:30",2639808,13.02,8.65
"2013-05-31 02:47:00",2639809,13.03,8.66
"2013-05-31 02:47:30",2639810,13.01,8.67
"2013-05-31 02:48:00",2639811,13.03,8.68
"2013-05-31 02:48:30",2639812,13.02,8.69
"2013-05-31 02:49:00",2639813,13.03,8.7
"2013-05-31 02:49:30",2639814,13.01,8.71
"2013-05-31 02:50:00",2639815,13.03,8.72
"2013-05-31 02:50:30",2639816,13.01,8.72
"2013-05-31 02:51:00",2639817,13.03,8.73
"2013-05-31 02:51:30",2639818,13.01,8.74
"2013-05-31 02:52:00",2639819,13.03,8.75
"2013-05-31 02:52:30",2639820,13.01,8.75
"2013-05-31 02:53:00",2639821,13.03,8.76
"2013-05-31 02:53:30",2639822,13.01,8.77
"2013-05-31 02:54:00",2639823,13.03,8.77
"2013-05-31 02:54:30",2639824,13.01,8.78
"2013-05-31 02:55:00",2639825,13.03,8.78
"2013-05-31 02:55:30",2639826,13.01,8.79
"2013-05-31 02:56:00",2639827,13.03,8.8
"2013-05-31 02:56:30",2639828,13.01,8.8
"2013-05-31 02:57:00",2639829,13.03,8.81
"2013-05-31 02:57:30",2639830,13.01,8.81
"2013-05-31 02:58:00",2639831,13.03,8.81
"2013-05-31 02:58:30",2639832,13.01,8.82
"2013-05-31 02:59:00",2639833,13.03,8.82
"2013-05-31 02:59:30",2639834,13.02,8.83
"2013-05-31 03:00:00",2639835,13.03,8.83
"2013-05-31 03:00:30",2639836,13.01,8.83
"2013-05-31 03:01:00",2639837,13.03,8.84
"2013-05-31 03:01:30",2639838,13.01,8.84
"2013-05-31 03:02:00",2639839,13.03,8.84
"2013-05-31 03:02:30",2639840,13.02,8.84
"2013-05-31 03:03:00",2639841,13.03,8.85
"2013-05-31 03:03:30",2639842,13.01,8.85
"2013-05-31 03:04:00",2639843,13.03,8.85
"2013-05-31 03:04:30",2639844,13.01,8.85
"2013-05-31 03:05:00",2639845,13.03,8.86
"2013-05-31 03:05:30",2639846,13.01,8.86
"2013-05-31 03:06:00",2639847,13.03,8.86
"2013-05-31 03:06:30",2639848,13.01,8.86
"2013-05-31 03:07:00",2639849,13.03,8.86
"2013-05-31 03:07:30",2639850,13.01,8.86
"2013-05-31 03:08:00",2639851,13.03,8.86
"2013-05-31 03:08:30",2639852,13.01,8.86
"2013-05-31 03:09:00",2639853,13.03,8.86
"2013-05-31 03:09:30",2639854,13.01,8.86
"2013-05-31 03:10:00",2639855,13.03,8.86
"2013-05-31 03:10:30",2639856,13.02,8.86
"2013-05-31 03:11:00",2639857,13.03,8.86
"2013-05-31 03:11:30",2639858,13.02,8.86
"2013-05-31 03:12:00",2639859,13.04,8.86
"2013-05-31 03:12:30",2639860,13.02,8.86
"2013-05-31 03:13:00",2639861,13.03,8.85
"2013-05-31 03:13:30",2639862,13.01,8.85
"2013-05-31 03:14:00",2639863,13.03,8.85
"2013-05-31 03:14:30",2639864,13.01,8.85
"2013-05-31 03:15:00",2639865,13.04,8.84
"2013-05-31 03:15:30",2639866,13.01,8.84
"2013-05-31 03:16:00",2639867,13.04,8.84
"2013-05-31 03:16:30",2639868,13.01,8.84
"2013-05-31 03:17:00",2639869,13.04,8.83
"2013-05-31 03:17:30",2639870,13.01,8.83
"2013-05-31 03:18:00",2639871,13.03,8.83
"2013-05-31 03:18:30",2639872,13.01,8.82
"2013-05-31 03:19:00",2639873,13.03,8.82
"2013-05-31 03:19:30",2639874,13.01,8.82
"2013-05-31 03:20:00",2639875,13.03,8.81
"2013-05-31 03:20:30",2639876,13.01,8.81
"2013-05-31 03:21:00",2639877,13.03,8.81
"2013-05-31 03:21:30",2639878,13.01,8.8
"2013-05-31 03:22:00",2639879,13.03,8.8
"2013-05-31 03:22:30",2639880,13.01,8.8
"2013-05-31 03:23:00",2639881,13.03,8.79
"2013-05-31 03:23:30",2639882,13.01,8.79
"2013-05-31 03:24:00",2639883,13.03,8.78
"2013-05-31 03:24:30",2639884,13.01,8.78
"2013-05-31 03:25:00",2639885,13.03,8.77
"2013-05-31 03:25:30",2639886,13.02,8.77
"2013-05-31 03:26:00",2639887,13.03,8.77
"2013-05-31 03:26:30",2639888,13.01,8.76
"2013-05-31 03:27:00",2639889,13.03,8.75
"2013-05-31 03:27:30",2639890,13.01,8.75
"2013-05-31 03:28:00",2639891,13.03,8.74
"2013-05-31 03:28:30",2639892,13.01,8.74
"2013-05-31 03:29:00",2639893,13.04,8.73
"2013-05-31 03:29:30",2639894,13.02,8.73
"2013-05-31 03:30:00",2639895,13.03,8.72
"2013-05-31 03:30:30",2639896,13.02,8.72
"2013-05-31 03:31:00",2639897,13.03,8.71
"2013-05-31 03:31:30",2639898,13.01,8.71
"2013-05-31 03:32:00",2639899,13.03,8.71
"2013-05-31 03:32:30",2639900,13.01,8.7
"2013-05-31 03:33:00",2639901,13.03,8.69
"2013-05-31 03:33:30",2639902,13.01,8.69
"2013-05-31 03:34:00",2639903,13.03,8.69
"2013-05-31 03:34:30",2639904,13.01,8.68
"2013-05-31 03:35:00",2639905,13.03,8.67
"2013-05-31 03:35:30",2639906,13.01,8.67
"2013-05-31 03:36:00",2639907,13.03,8.67
"2013-05-31 03:36:30",2639908,13.01,8.66
"2013-05-31 03:37:00",2639909,13.03,8.66
"2013-05-31 03:37:30",2639910,13.02,8.66
"2013-05-31 03:38:00",2639911,13.03,8.65
"2013-05-31 03:38:30",2639912,13.02,8.65
"2013-05-31 03:39:00",2639913,13.03,8.64
"2013-05-31 03:39:30",2639914,13.02,8.64
"2013-05-31 03:40:00",2639915,13.03,8.63
"2013-05-31 03:40:30",2639916,13.01,8.63
"2013-05-31 03:41:00",2639917,13.04,8.63
"2013-05-31 03:41:30",2639918,13.02,8.62
"2013-05-31 03:42:00",2639919,13.03,8.62
"2013-05-31 03:42:30",2639920,13.02,8.62
"2013-05-31 03:43:00",2639921,13.03,8.61
"2013-05-31 03:43:30",2639922,13.01,8.61
"2013-05-31 03:44:00",2639923,13.03,8.61
"2013-05-31 03:44:30",2639924,13.01,8.6
"2013-05-31 03:45:00",2639925,13.03,8.6
"2013-05-31 03:45:30",2639926,13.02,8.6
"2013-05-31 03:46:00",2639927,13.03,8.59
"2013-05-31 03:46:30",2639928,13.01,8.59
"2013-05-31 03:47:00",2639929,13.03,8.58
"2013-05-31 03:47:30",2639930,13.01,8.58
"2013-05-31 03:48:00",2639931,13.03,8.58
"2013-05-31 03:48:30",2639932,13.01,8.57
"2013-05-31 03:49:00",2639933,13.03,8.57
"2013-05-31 03:49:30",2639934,13.01,8.57
"2013-05-31 03:50:00",2639935,13.03,8.57
"2013-05-31 03:50:30",2639936,13.01,8.56
"2013-05-31 03:51:00",2639937,13.03,8.56
"2013-05-31 03:51:30",2639938,13.02,8.55
"2013-05-31 03:52:00",2639939,13.03,8.55
"2013-05-31 03:52:30",2639940,13.01,8.55
"2013-05-31 03:53:00",2639941,13.03,8.55
"2013-05-31 03:53:30",2639942,13.01,8.55
"2013-05-31 03:54:00",2639943,13.03,8.54
"2013-05-31 03:54:30",2639944,13.01,8.54
"2013-05-31 03:55:00",2639945,13.04,8.54
"2013-05-31 03:55:30",2639946,13.02,8.53
"2013-05-31 03:56:00",2639947,13.03,8.53
"2013-05-31 03:56:30",2639948,13.01,8.52
"2013-05-31 03:57:00",2639949,13.04,8.52
"2013-05-31 03:57:30",2639950,13.02,8.52
"2013-05-31 03:58:00",2639951,13.03,8.51
"2013-05-31 03:58:30",2639952,13.02,8.51
"2013-05-31 03:59:00",2639953,13.04,8.51
"2013-05-31 03:59:30",2639954,13.02,8.5
"2013-05-31 04:00:00",2639955,13.03,8.5
"2013-05-31 04:00:30",2639956,13.01,8.49
"2013-05-31 04:01:00",2639957,13.03,8.49
"2013-05-31 04:01:30",2639958,13.01,8.48
"2013-05-31 04:02:00",2639959,13.03,8.48
"2013-05-31 04:02:30",2639960,13.01,8.48
"2013-05-31 04:03:00",2639961,13.03,8.47
"2013-05-31 04:03:30",2639962,13.01,8.46
"2013-05-31 04:04:00",2639963,13.03,8.46
"2013-05-31 04:04:30",2639964,13.01,8.46
"2013-05-31 04:05:00",2639965,13.03,8.45
"2013-05-31 04:05:30",2639966,13.01,8.45
"2013-05-31 04:06:00",2639967,13.03,8.44
"2013-05-31 04:06:30",2639968,13.01,8.44
"2013-05-31 04:07:00",2639969,13.03,8.43
"2013-05-31 04:07:30",2639970,13.01,8.43
"2013-05-31 04:08:00",2639971,13.03,8.42
"2013-05-31 04:08:30",2639972,13.02,8.42
"2013-05-31 04:09:00",2639973,13.03,8.42
"2013-05-31 04:09:30",2639974,13.01,8.41
"2013-05-31 04:10:00",2639975,13.03,8.4
"2013-05-31 04:10:30",2639976,13.02,8.4
"2013-05-31 04:11:00",2639977,13.03,8.4
"2013-05-31 04:11:30",2639978,13.01,8.39
"2013-05-31 04:12:00",2639979,13.03,8.39
"2013-05-31 04:12:30",2639980,13.02,8.39
"2013-05-31 04:13:00",2639981,13.03,8.38
"2013-05-31 04:13:30",2639982,13.02,8.38
"2013-05-31 04:14:00",2639983,13.03,8.38
"2013-05-31 04:14:30",2639984,13.01,8.37
"2013-05-31 04:15:00",2639985,13.03,8.37
"2013-05-31 04:15:30",2639986,13.01,8.37
"2013-05-31 04:16:00",2639987,13.03,8.37
"2013-05-31 04:16:30",2639988,13.01,8.36
"2013-05-31 04:17:00",2639989,13.03,8.36
"2013-05-31 04:17:30",2639990,13.01,8.36
"2013-05-31 04:18:00",2639991,13.03,8.36
"2013-05-31 04:18:30",2639992,13.01,8.36
"2013-05-31 04:19:00",2639993,13.03,8.36
"2013-05-31 04:19:30",2639994,13.01,8.35
"2013-05-31 04:20:00",2639995,13.03,8.36
"2013-05-31 04:20:30",2639996,13.01,8.35
"2013-05-31 04:21:00",2639997,13.03,8.35
"2013-05-31 04:21:30",2639998,13.01,8.35
"2013-05-31 04:22:00",2639999,13.03,8.35
"2013-05-31 04:22:30",2640000,13.01,8.35
"2013-05-31 04:23:00",2640001,13.03,8.35
"2013-05-31 04:23:30",2640002,13.01,8.35
"2013-05-31 04:24:00",2640003,13.03,8.35
"2013-05-31 04:24:30",2640004,13.01,8.35
"2013-05-31 04:25:00",2640005,13.03,8.35
"2013-05-31 04:25:30",2640006,13.01,8.35
"2013-05-31 04:26:00",2640007,13.03,8.35
"2013-05-31 04:26:30",2640008,13.01,8.35
"2013-05-31 04:27:00",2640009,13.03,8.35
