Date,Unit,OPENversion,Comment,Obs,HHMMSS,FTime,EBal?,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,PhotRange,CondRange,CO2RRange,Nlogs
"\"Thr Mar  7 2013 08:53:52\"","unknown","6.1.4","09:54:45 plot3-7",64,"\"09:58:48\"",3924,0,16.5,0.34,287,3.96,1.29,25.32,5.8,1.46,1,2.93,24.53,25.32,24.05,400.16,379.27,14.71,19.221,48.35,63.17,499.9,1799,1645,101.6,-0.656,0.107,1,-0.22,2.74,1,0,0.16,111115,5.7,0.033,1199.31,10
"\"Thr Mar  7 2013 08:53:52\"","unknown","6.1.4","09:54:45 plot3-7",65,"\"09:58:48\"",3924.5,0,16.5,0.341,287,3.96,1.29,25.32,5.8,1.46,1,2.93,24.54,25.32,24.05,400.17,379.29,14.71,19.222,48.34,63.17,499.9,1799,1644,101.6,-0.656,0.107,1,-0.22,2.74,1,0,0.16,111115,5.7,0.033,1199.31,10
"\"Thr Mar  7 2013 08:53:52\"","unknown","6.1.4","09:54:45 plot3-7",66,"\"10:03:03\"",4180,0,22.1,0.308,1410,4.04,1.44,25.91,5.8,1.46,1,2.93,24.75,25.91,24.03,1599.4,1566.47,14.303,18.902,46.4,61.32,499.9,1799,1670,101.6,-13.5,0.099,0.7,-0.22,2.74,1,0,0.16,111115,5.7,0.033,1199.31,10
"\"Thr Mar  7 2013 08:53:52\"","unknown","6.1.4","09:54:45 plot3-7",67,"\"10:03:03\"",4180.5,0,22.1,0.308,1410,4.04,1.44,25.91,5.8,1.46,1,2.93,24.75,25.91,24.03,1599.42,1566.48,14.303,18.902,46.4,61.32,499.9,1799,1670,101.6,-13.5,0.099,0.7,-0.22,2.74,1,0,0.16,111115,5.7,0.033,1199.31,10
"\"Thr Mar  7 2013 08:53:52\"","unknown","6.1.4","09:54:45 plot3-7",68,"\"10:03:04\"",4181,0,22.1,0.308,1410,4.04,1.44,25.91,5.8,1.46,1,2.93,24.75,25.91,24.03,1599.44,1566.41,14.303,18.903,46.4,61.32,499.9,1799,1670,101.6,-13.5,0.099,0.7,-0.22,2.74,1,0,0.16,111115,5.7,0.033,1199.31,10
"\"Thr Mar  7 2013 08:53:52\"","unknown","6.1.4","09:54:45 plot3-7",69,"\"10:03:04\"",4181.5,0,22.2,0.308,1410,4.04,1.43,25.9,5.8,1.46,1,2.93,24.75,25.9,24.03,1599.47,1566.41,14.303,18.903,46.39,61.31,499.9,1799,1670,101.6,-13.5,0.099,0.7,-0.22,2.74,1,0,0.16,111115,5.7,0.033,1199.31,10
"\"Thr Mar  7 2013 08:53:52\"","unknown","6.1.4","09:54:45 plot3-7",70,"\"10:03:05\"",4182,0,22.2,0.309,1410,4.04,1.43,25.9,5.8,1.46,1,2.93,24.75,25.9,24.03,1599.46,1566.34,14.302,18.902,46.39,61.31,499.9,1799,1669,101.6,-13.5,0.099,1,-0.22,2.74,1,0,0.16,111115,5.7,0.033,1199.31,10
"\"Thr Mar  7 2013 08:53:52\"","unknown","6.1.4","10:06:09 plot3-7allbypass",71,"\"10:08:34\"",4510,0,24.9,0.27,1370,3.64,1.46,26.04,5.8,1.46,1,2.93,24.79,26.04,24.03,1599.11,1563.59,14.788,18.934,47.85,61.27,499.9,1800,1698,101.6,-13.4,0.105,1,-0.22,2.74,1,0,0.16,111115,0.199999999999999,0.001,0.389999999999873,5
"\"Thr Mar  7 2013 08:53:52\"","unknown","6.1.4","10:06:09 plot3-7allbypass",72,"\"10:08:34\"",4510.5,0,24.9,0.27,1370,3.64,1.46,26.04,5.8,1.46,1,2.93,24.79,26.04,24.03,1599.07,1563.58,14.782,18.928,47.83,61.25,499.9,1800,1697,101.6,-13.4,0.105,1,-0.22,2.74,1,0,0.16,111115,0.199999999999999,0.001,0.389999999999873,5
"\"Thr Mar  7 2013 08:53:52\"","unknown","6.1.4","10:06:09 plot3-7allbypass",73,"\"10:08:35\"",4511,0,24.8,0.27,1370,3.64,1.46,26.05,5.8,1.46,1,2.93,24.79,26.05,24.03,1598.99,1563.55,14.777,18.923,47.82,61.24,499.9,1800,1697,101.6,-13.4,0.105,0.7,-0.22,2.74,1,0,0.16,111115,0.199999999999999,0.001,0.389999999999873,5
"\"Thr Mar  7 2013 08:53:52\"","unknown","6.1.4","10:06:09 plot3-7allbypass",74,"\"10:08:35\"",4511.5,0,24.7,0.27,1370,3.64,1.46,26.05,5.8,1.46,1,2.93,24.79,26.05,24.03,1598.87,1563.55,14.771,18.918,47.8,61.22,499.9,1800,1697,101.6,-13.4,0.105,0.7,-0.22,2.74,1,0,0.16,111115,0.199999999999999,0.001,0.389999999999873,5
"\"Thr Mar  7 2013 08:53:52\"","unknown","6.1.4","10:06:09 plot3-7allbypass",75,"\"10:08:36\"",4512,0,24.7,0.269,1370,3.64,1.46,26.05,5.8,1.46,1,2.93,24.79,26.05,24.03,1598.72,1563.47,14.764,18.913,47.78,61.2,499.9,1800,1697,101.6,-13.4,0.105,0.7,-0.22,2.74,1,0,0.16,111115,0.199999999999999,0.001,0.389999999999873,5
