Date,Unit,OPENversion,Comment,Obs,HHMMSS,FTime,EBal?,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,PhotRange,CondRange,CO2RRange,Nlogs
"\"Wed Mar  6 2013 08:02:11\"","unknown","6.1.4","\"08:02:22 plot7-1\"",1,"\"08:09:07\"",446,0,15.9,0.488,306,4.48,1.22,25.03,6,1.42,0,1.42,24.13,25.03,24.03,401.46,380.31,13.99,19.27,47.16,64.96,499.7,1799,199,101.7,0.817,0.0422,0.7,-0.22,2.74,1,0,0.16,111115,6,0.067,1200.39,10
"\"Wed Mar  6 2013 08:02:11\"","unknown","6.1.4","\"08:02:22 plot7-1\"",2,"\"08:09:08\"",447,0,15.8,0.488,307,4.48,1.22,25.02,6,1.42,0,1.42,24.13,25.02,24.03,401.33,380.28,13.991,19.27,47.16,64.96,499.7,1799,199,101.7,0.817,0.0422,0.7,-0.22,2.74,1,0,0.16,111115,6,0.067,1200.39,10
"\"Wed Mar  6 2013 08:02:11\"","unknown","6.1.4","\"08:02:22 plot7-1\"",3,"\"08:09:09\"",448.5,0,15.7,0.489,307,4.48,1.22,25.01,6,1.42,0,1.42,24.13,25.01,24.03,401.02,380.19,13.99,19.268,47.16,64.95,499.7,1799,199,101.7,0.817,0.0422,1,-0.22,2.74,1,0,0.16,111115,6,0.067,1200.39,10
"\"Wed Mar  6 2013 08:02:11\"","unknown","6.1.4","\"08:02:22 plot7-1\"",4,"\"08:09:10\"",449.5,0,15.6,0.489,308,4.48,1.22,25.01,6,1.42,0,1.42,24.13,25.01,24.03,400.8,380.08,13.991,19.269,47.16,64.95,499.8,1799,199,101.7,0.817,0.0422,1,-0.22,2.74,1,0,0.16,111115,6,0.067,1200.39,10
"\"Wed Mar  6 2013 08:02:11\"","unknown","6.1.4","\"08:02:22 plot7-1\"",5,"\"08:09:12\"",450.5,0,15.5,0.489,308,4.48,1.22,25.01,6,1.42,0,1.42,24.13,25.01,24.03,400.6,379.97,13.992,19.27,47.17,64.96,499.8,1799,199,101.7,0.817,0.0422,1,-0.22,2.74,1,0,0.16,111115,6,0.067,1200.39,10
"\"Wed Mar  6 2013 08:02:11\"","unknown","6.1.4","\"08:02:22 plot7-1\"",6,"\"08:12:51\"",670,0,21.3,0.429,1440,4.2,1.27,25.09,6,1.42,0,1.42,24.09,25.09,24.03,1600.76,1567.21,14.031,18.982,47.4,64.12,499.7,1799,205,101.7,-7.9,0.0124,0.7,-0.22,2.74,1,0,0.16,111115,6,0.067,1200.39,10
"\"Wed Mar  6 2013 08:02:11\"","unknown","6.1.4","\"08:02:22 plot7-1\"",7,"\"08:12:52\"",671,0,21.5,0.427,1440,4.19,1.27,25.09,6,1.42,0,1.42,24.09,25.09,24.04,1600.93,1567.26,14.033,18.974,47.41,64.1,499.7,1799,205,101.7,-7.9,0.0124,0.7,-0.22,2.74,1,0,0.16,111115,6,0.067,1200.39,10
"\"Wed Mar  6 2013 08:02:11\"","unknown","6.1.4","\"08:02:22 plot7-1\"",8,"\"08:12:53\"",672,0,21.5,0.425,1440,4.19,1.27,25.09,6,1.42,0,1.42,24.09,25.09,24.03,1600.99,1567.35,14.035,18.965,47.41,64.07,499.7,1799,204,101.7,-7.9,0.0124,0.7,-0.22,2.74,1,0,0.16,111115,6,0.067,1200.39,10
"\"Wed Mar  6 2013 08:02:11\"","unknown","6.1.4","\"08:02:22 plot7-1\"",9,"\"08:12:54\"",673,0,21.3,0.424,1440,4.18,1.27,25.1,6,1.42,0,1.42,24.09,25.1,24.03,1600.92,1567.46,14.036,18.958,47.42,64.04,499.7,1799,204,101.7,-7.9,0.0124,0.7,-0.22,2.74,1,0,0.16,111115,6,0.067,1200.39,10
"\"Wed Mar  6 2013 08:02:11\"","unknown","6.1.4","\"08:02:22 plot7-1\"",10,"\"08:12:55\"",674,0,21.2,0.422,1440,4.17,1.27,25.1,6,1.42,0,1.42,24.09,25.1,24.03,1600.83,1567.47,14.036,18.948,47.42,64.01,499.7,1799,204,101.7,-7.9,0.0124,0.7,-0.22,2.74,1,0,0.16,111115,6,0.067,1200.39,10
