Date,type,plot,pot,CO2,Obs,HHMMSS,FTime,EBal?,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs
04/23/2013,wp_peak,6,1,400,11,13:32:46,1352,0,15.17330654,0.227847463,258.2842456,3.31662395,1.54580346,25.17321968,6,1.420000017,1,2.840000033,22.61231422,25.17321968,20.96063423,399.8059998,380.0990906,12.6336031,16.54495811,46.21257019,60.51995468,500.3509827,1798.747314,1065.540894,100.7472992,1.425849915,-0.056713447,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833918304,0.003316624,298.3232197,295.7623142,287.7995639,1.333817436,3.212663305,31.88833181,15.34337369,23.89276695,2.975736642,0.210925349,1.666859845,1.308876797,0.133250962,26.02144017,0.679518189,54.35215971,372.8864273,0.022116707
04/23/2013,wp_peak,6,1,400,12,13:32:50,1356,0,15.23871359,0.228362475,258.0893662,3.321422538,1.544820917,25.16637421,6,1.420000017,1,2.840000033,22.61607361,25.16637421,20.96325111,399.934906,380.1466064,12.62457371,16.54171562,46.16900253,60.49428558,500.3363037,1798.529785,1065.143433,100.7472992,1.425849915,-0.056713447,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83389384,0.003321423,298.3163742,295.7660736,287.7647592,1.332335185,3.21135409,31.87533676,15.33362114,23.89122391,2.975460607,0.211366628,1.666533173,1.308927434,0.133532753,26.00180659,0.678920611,54.37061605,372.9028518,0.022218608
04/23/2013,wp_peak,6,1,400,13,13:32:55,1361.5,0,15.2696718,0.227623447,257.3914034,3.317645289,1.547686077,25.17538643,6,1.420000017,1,2.840000033,22.62065506,25.17538643,20.96758461,399.8562927,380.0327759,12.61771011,16.53049469,46.13076782,60.43603897,500.3295593,1800.273682,1064.912109,100.7466354,1.425849915,-0.056713447,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833882599,0.003317645,298.3253864,295.7706551,288.0437826,1.336980434,3.213077799,31.89265612,15.36216143,23.89802074,2.97667666,0.210733358,1.665391722,1.311284938,0.133128366,25.93131788,0.677287381,54.29936188,372.7743052,0.022242237
04/23/2013,wp_peak,6,1,400,14,13:32:59,1364.5,0,15.1716687,0.226959658,257.8755625,3.317182693,1.551634208,25.19315338,6,1.420000017,1,2.840000033,22.62332344,25.19315338,20.96901703,399.8269348,380.1204529,12.61276627,16.52509689,46.10512161,60.40638351,500.3205872,1800.282837,1065.199097,100.7464066,1.425849915,-0.056713447,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833867645,0.003317183,298.3431534,295.7733234,288.0452475,1.335151639,3.216478338,31.92648202,15.40138513,23.90823841,2.978505567,0.2101643,1.66484413,1.313661438,0.132765004,25.98003626,0.67840486,54.22064641,372.9085682,0.022059501
04/23/2013,wp_peak,6,1,400,15,13:33:03,1369,0,15.15508982,0.226699366,257.9012346,3.318577802,1.553924759,25.2022438,6,1.420000017,1,2.840000033,22.62663651,25.2022438,20.96917725,399.8441162,380.1566162,12.60565281,16.5196743,46.069767,60.37430191,500.3175354,1800.160645,1063.984619,100.7462158,1.425849915,-0.056713447,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833862559,0.003318578,298.3522438,295.7766365,288.0256967,1.333380298,3.218219432,31.94382444,15.42415014,23.91444016,2.979616125,0.209941088,1.664294672,1.315321453,0.132622482,25.98257344,0.678407855,54.17370065,372.9526123,0.022013716
04/23/2013,wp_peak,6,3,400,16,13:38:40,1705.5,0,9.150027001,0.136000352,268.0792788,2.081778719,1.57658341,24.62745857,5.800000191,1.463913023,1,2.927826047,22.58341789,24.62745857,20.9617691,399.9101257,388.366272,12.8415432,15.21800423,47.05508041,55.76311111,500.3477783,1798.894165,1033.962402,100.7460175,1.809638977,-0.010594711,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.862668555,0.002081779,297.7774586,295.7334179,287.82306,1.997125322,3.10973673,30.86709339,15.64908917,23.60543823,2.924720909,0.129963425,1.533153319,1.39156759,0.081748774,27.0079197,0.690274357,50.40946476,384.1472589,0.012007061
04/23/2013,wp_peak,6,3,400,17,13:38:45,1711,0,9.12963194,0.13577654,268.2561633,2.074578275,1.573648299,24.6035347,5.800000191,1.463913023,1,2.927826047,22.57719994,24.6035347,20.9587059,399.976593,388.4584351,12.83458233,15.20305824,47.04719543,55.72922134,500.3058167,1798.893188,1033.567749,100.7457352,1.809638977,-0.010594711,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.862596207,0.002074578,297.7535347,295.7271999,287.8229037,2.003194747,3.105291579,30.82305741,15.61999917,23.59036732,2.922066284,0.129759026,1.531643279,1.390423005,0.08161938,27.02566438,0.690565937,50.42880659,384.248826,0.011981727
04/23/2013,wp_peak,6,3,400,18,13:38:47,1712.5,0,9.10821176,0.135987251,268.6411747,2.076724578,1.572948143,24.6003418,5.800000191,1.463913023,1,2.927826047,22.57678986,24.6003418,20.95842552,399.908783,388.4152222,12.83332348,15.20411777,47.04376984,55.73451614,500.3331299,1798.967651,1033.411743,100.7457733,1.809638977,-0.010594711,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.862643299,0.002076725,297.7503418,295.7267899,287.8348178,2.00261457,3.104698745,30.81716129,15.61304351,23.58856583,2.921749106,0.129951461,1.531750603,1.389998504,0.0817412,27.06446289,0.691634002,50.44493184,384.2154898,0.011958475
04/23/2013,wp_peak,6,3,400,19,13:38:50,1715.5,0,9.161966248,0.13530185,267.3772298,2.073500764,1.57806765,24.62335968,5.800000191,1.463913023,1,2.927826047,22.57561111,24.62335968,20.95605469,399.9202881,388.3658752,12.82871914,15.19587517,47.02985382,55.70780563,500.3284302,1799.009033,1033.362793,100.7449112,1.809638977,-0.010594711,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.862635196,0.002073501,297.7733597,295.7256111,287.8414389,2.001096623,3.108974745,30.85986883,15.66399366,23.5994854,2.923672112,0.129325413,1.530907094,1.392765017,0.081344891,26.93689527,0.688467363,50.34003736,384.141357,0.012006354
04/23/2013,wp_peak,6,3,400,20,13:38:52,1717.5,0,9.146765957,0.135826731,268.0592924,2.076340204,1.574435931,24.60458183,5.800000191,1.463913023,1,2.927826047,22.57520294,24.60458183,20.95544243,399.9710693,388.4329529,12.82676029,15.19713116,47.0243454,55.71439362,500.3334351,1798.984497,1033.837158,100.7459946,1.809638977,-0.010594711,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.862643825,0.00207634,297.7545818,295.7252029,287.8375131,2.002069155,3.105486024,30.8249081,15.62777695,23.58989239,2.921982663,0.129804866,1.531050093,1.39093257,0.081648398,27.00590001,0.690104406,50.40801685,384.2154434,0.012000307
04/23/2013,wp_peak,6,7,400,21,13:44:12,2037.5,0,12.46002599,0.13868756,228.7149779,1.883330867,1.399043812,25.23242188,6,1.420000017,1,2.840000033,22.48977852,25.23242188,20.96202469,401.2367554,385.4243164,15.89573669,18.11330414,58.58253098,66.75521088,500.3367615,1800.182861,1296.301636,100.7525482,1.499580383,-0.053885803,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833894602,0.001883331,298.3824219,295.6397785,288.0292514,2.060833008,3.224005361,31.99924387,13.88593973,23.8611002,2.970076264,0.132230274,1.824961549,1.145114716,0.083200783,23.04361684,0.593410867,57.56253832,379.5014168,0.01889929
04/23/2013,wp_peak,6,7,400,22,13:44:16,2042,0,12.50496584,0.138012804,227.413445,1.879805263,1.402923283,25.24756813,6,1.420000017,1,2.840000033,22.49128151,25.24756813,20.9623909,401.2360229,385.3724365,15.89031982,18.10361862,58.55734253,66.71356201,500.3682251,1800.30896,1295.068604,100.7527542,1.499580383,-0.053885803,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833947042,0.001879805,298.3975681,295.6412815,288.0494272,2.06101534,3.22691272,32.02803482,13.9244162,23.86942482,2.971563363,0.131616749,1.823989437,1.147573926,0.082812158,22.91253093,0.590113416,57.47315249,379.4281747,0.018941656
04/23/2013,wp_peak,6,7,400,23,13:44:22,2047.5,0,12.4144232,0.139878562,230.4566706,1.90533792,1.403857453,25.26433372,6,1.420000017,1,2.840000033,22.49245644,25.26433372,20.9610939,401.2090454,385.4421692,15.8829422,18.12623787,58.52622223,66.79242706,500.3713074,1800.187866,1294.403198,100.7531815,1.499580383,-0.053885803,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833952179,0.001905338,298.4143337,295.6424564,288.0300522,2.045285322,3.230133587,32.05986689,13.93362902,23.87839508,2.973166527,0.133312518,1.826276133,1.146890394,0.08388637,23.21924275,0.597902069,57.51269956,379.540947,0.018811857
04/23/2013,wp_peak,6,7,400,24,13:44:25,2050.5,0,12.40521089,0.139381561,230.1236901,1.899599884,1.404392809,25.26198196,6,1.420000017,1,2.840000033,22.49288368,25.26198196,20.96157455,401.2590027,385.5050659,15.87983418,18.11648369,58.51310349,66.75458527,500.3517456,1800.188721,1293.959839,100.7529297,1.499580383,-0.053885803,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833919576,0.0018996,298.411982,295.6428837,288.0301889,2.04866558,3.229681617,32.05546108,13.93897739,23.87743282,2.972994516,0.132861007,1.825288807,1.147705709,0.083600335,23.18563597,0.596940768,57.48376676,379.6082228,0.018785111
04/23/2013,wp_peak,6,7,400,25,13:44:27,2052.5,0,12.42329322,0.140084034,230.605598,1.906448813,1.402735163,25.25662613,6,1.420000017,1,2.840000033,22.49400139,25.25662613,20.96228218,401.2644653,385.4848022,15.87772369,18.12255478,58.5018959,66.77303314,500.3224792,1800.245972,1294.08252,100.7538605,1.499580383,-0.053885803,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833870799,0.001906449,298.4066261,295.6440014,288.039349,2.04608571,3.228652519,32.04495097,13.92239619,23.87531376,2.972615749,0.13349914,1.825917356,1.146698393,0.0840046,23.23440425,0.598222282,57.5305244,379.5793636,0.018829226
04/23/2013,wp_peak,7,3,400,26,13:49:17,2343.5,0,16.83263096,0.245006166,253.520143,3.003361438,1.307986023,25.00910568,6,1.420000017,1,2.840000033,22.51149368,25.00910568,20.96115494,399.7639465,378.2175903,15.05933094,18.59374237,55.42836761,68.43735504,500.3692017,1799.315674,96.60115814,100.7553024,1.680732727,-0.053045616,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833948669,0.003003361,298.1591057,295.6614937,287.8905014,1.5077731,3.181404159,31.57555069,12.98180832,23.76029968,2.952120979,0.225548175,1.873418136,1.078702843,0.142595536,25.54349868,0.670302359,61.17784378,370.2161637,0.027815751
04/23/2013,wp_peak,7,3,400,27,13:49:19,2345.5,0,16.81600543,0.244394462,253.3359284,3.001702864,1.310272445,25.0187664,6,1.420000017,1,2.840000033,22.51087189,25.0187664,20.96090508,399.7277222,378.201355,15.05655861,18.58915901,55.42049408,68.42336273,500.351593,1799.294922,96.96528625,100.7557373,1.680732727,-0.053045616,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833919322,0.003001703,298.1687664,295.6608719,287.8871811,1.507191113,3.183236867,31.59360402,13.00444501,23.76481915,2.95292398,0.225029672,1.872964422,1.079959558,0.142263952,25.52504825,0.669844053,61.12439436,370.2078314,0.027764625
04/23/2013,wp_peak,7,3,400,28,13:49:29,2355.5,0,16.92212483,0.245944363,253.1319887,3.013274778,1.307731105,24.99932861,6,1.420000017,1,2.840000033,22.50137901,24.99932861,20.9552784,399.6858521,378.0276489,15.03143597,18.57769012,55.36024475,68.42097473,500.352478,1799.205078,97.01665497,100.7562943,1.680732727,-0.053045616,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833920797,0.003013275,298.1493286,295.651379,287.8728061,1.502392667,3.179550318,31.55684061,12.97915048,23.75035381,2.950354508,0.226343028,1.871819213,1.078535295,0.14310388,25.50464113,0.669612367,61.17527864,369.9836812,0.027980037
04/23/2013,wp_peak,7,3,400,29,13:49:32,2358,0,16.96359243,0.245580032,252.5875442,3.009581687,1.307917922,24.99514961,6,1.420000017,1,2.840000033,22.49817848,24.99514961,20.95384598,399.6375122,377.9309692,15.02600384,18.56805038,55.35077667,68.39849091,500.3377991,1799.131958,96.88827515,100.7558823,1.680732727,-0.053045616,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833896332,0.003009582,298.1451496,295.6481785,287.8611068,1.504335284,3.178758221,31.54910809,12.98105771,23.74666405,2.949699409,0.22603442,1.870840298,1.07885911,0.142906506,25.44968087,0.66834307,61.15581644,369.8672898,0.028048502
04/23/2013,wp_peak,7,3,400,30,13:49:34,2360.5,0,16.90509527,0.245962203,253.2989911,3.007554945,1.305195584,24.97745514,6,1.420000017,1,2.840000033,22.49495888,24.97745514,20.95227242,399.6924744,378.0566711,15.02212143,18.56178474,55.34735107,68.38884735,500.3406982,1799.063599,96.93254089,100.7559738,1.680732727,-0.053045616,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833901164,0.003007555,298.1274551,295.6449589,287.8501693,1.507269986,3.175406281,31.51581153,12.95402679,23.73620701,2.947843507,0.226358138,1.870210698,1.077632809,0.143113544,25.52138651,0.670002702,61.20134232,370.0207985,0.027960983
04/23/2013,wp_peak,7,4,400,31,13:53:18,2583.5,0,18.22044625,0.355945278,279.2974069,4.436036116,1.373264448,25.10939789,5.800000191,1.463913023,1,2.927826047,22.55999756,25.10939789,20.96165848,400.0097656,376.9494019,13.08513451,18.13432312,48.02246857,66.5530014,500.3265686,1799.661987,88.99066925,100.7598038,1.75037384,-0.044034347,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.862631986,0.004436036,298.2593979,295.7099976,287.9459115,0.733049913,3.200475287,31.76341326,13.62909014,23.83469772,2.965364067,0.317362494,1.827210839,1.138153228,0.201491158,28.14195191,0.740941372,60.76400487,368.5480822,0.030040783
04/23/2013,wp_peak,7,4,400,32,13:53:21,2586.5,0,18.23026931,0.355250899,279.0752946,4.429342733,1.373596009,25.10501671,5.800000191,1.463913023,1,2.927826047,22.56064224,25.10501671,20.96093178,400.0043335,376.9354858,13.08109379,18.12274361,48.00576019,66.50790405,500.3245544,1799.515869,89.08538818,100.7598038,1.75037384,-0.044034347,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.862628514,0.004429343,298.2550167,295.7106422,287.9225326,0.736850681,3.199640099,31.75512436,13.63238075,23.83282948,2.965030878,0.316810374,1.82604409,1.138986789,0.201135082,28.11957192,0.740379468,60.73638499,368.5296369,0.03004482
04/23/2013,wp_peak,7,4,400,33,13:53:26,2591.5,0,18.32727586,0.35525245,278.596408,4.432188453,1.374476606,25.10795212,5.800000191,1.463913023,1,2.927826047,22.55924988,25.10795212,20.95741653,400.1217346,376.9378967,13.07430744,18.11949158,47.98508835,66.50183105,500.296936,1799.748657,89.20396423,100.76017,1.75037384,-0.044034347,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.862580896,0.004432188,298.2579521,295.7092499,287.9597787,0.735263496,3.200199657,31.76056231,13.64107074,23.833601,2.96516847,0.316811608,1.825723051,1.139445419,0.201135878,28.07142143,0.739104267,60.71805775,368.4873187,0.030199047
04/23/2013,wp_peak,7,4,400,34,13:53:29,2594.5,0,18.18238945,0.353963016,279.0720149,4.41999113,1.375169341,25.10179329,5.800000191,1.463913023,1,2.927826047,22.55644035,25.10179329,20.95586014,400.0111084,377.0013123,13.06979084,18.10095215,47.97673416,66.44517517,500.3201599,1799.831299,89.20411682,100.7602463,1.75037384,-0.044034347,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.862620937,0.004419991,298.2517933,295.7064404,287.9730014,0.742079014,3.199025738,31.74888764,13.64793549,23.82911682,2.96436885,0.315785725,1.823856396,1.140512453,0.200474313,28.11936495,0.740241495,60.66899928,368.6175403,0.029925526
04/23/2013,wp_peak,7,4,400,35,13:53:32,2597,0,18.19052491,0.353997252,279.0533406,4.421475425,1.375516225,25.10397148,5.800000191,1.463913023,1,2.927826047,22.55689621,25.10397148,20.95490456,400.0363464,377.0170288,13.06882954,18.1015377,47.97211838,66.44582367,500.3340454,1799.786011,89.20619202,100.7607574,1.75037384,-0.044034347,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.862644878,0.004421475,298.2539715,295.7068962,287.9657553,0.741009391,3.199440875,31.7528466,13.6513089,23.83043385,2.964603682,0.315812974,1.82392465,1.140679032,0.200491884,28.11762596,0.740161105,60.66450141,368.6295057,0.029935724
04/23/2013,wp_peak,7,5,400,36,13:57:03,2808.5,0,19.5319678,0.357098018,271.6250703,3.787398176,1.174085131,24.11232948,6,1.420000017,1,2.840000033,22.45383072,24.11232948,20.95250702,399.7623291,374.6351624,13.81274128,18.2721138,51.02257156,67.49494171,500.2759094,1800.155029,73.09540558,100.7632751,1.536811829,-0.091583595,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833793182,0.003787398,297.2623295,295.6038307,288.0247982,1.214417532,3.015243161,29.92402893,11.65191513,23.2830801,2.868397565,0.317212161,1.84115803,1.027239535,0.201492784,27.36983169,0.725038911,64.55675638,365.3506003,0.034512616
04/23/2013,wp_peak,7,5,400,37,13:57:09,2815,0,19.66822316,0.354197493,270.2531204,3.75072735,1.171216698,24.08676147,6,1.420000017,1,2.840000033,22.4456501,24.08676147,20.95283127,399.9039917,374.6338806,13.83906174,18.25463867,51.14536285,67.46411896,500.3548889,1800.126343,71.88903809,100.7635651,1.536811829,-0.091583595,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833924815,0.003750727,297.2367615,295.5956501,288.0202084,1.235940274,3.01061917,29.87805332,11.62341465,23.26620579,2.86547555,0.314921317,1.839402472,1.026073079,0.200014071,27.23166788,0.721379283,64.55804134,365.2845493,0.034760352
04/23/2013,wp_peak,7,5,400,38,13:57:16,2821.5,0,19.75105706,0.351167308,268.9244945,3.72336285,1.171593228,24.08474922,6,1.420000017,1,2.840000033,22.43995285,24.08474922,20.95541191,399.8346558,374.4780273,13.86394691,18.24737167,51.25485992,67.46032715,500.3514099,1799.85791,70.71334076,100.7631302,1.536811829,-0.091583595,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833919017,0.003723363,297.2347492,295.5899529,287.9772592,1.249266706,3.010255516,29.87457327,11.6272016,23.26235104,2.864808413,0.312523619,1.838662288,1.026146126,0.198466759,27.09767385,0.718131572,64.50889078,365.0893208,0.034898824
04/23/2013,wp_peak,7,5,400,39,13:57:18,2824.5,0,19.51384131,0.351830068,270.4931041,3.71507164,1.167054468,24.06008911,6,1.420000017,1,2.840000033,22.43738747,24.06008911,20.95656204,399.7488403,374.6767273,13.87401199,18.2481575,51.30023193,67.47397614,500.2958984,1799.72876,70.37260437,100.7634659,1.536811829,-0.091583595,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833826497,0.003715072,297.2100891,295.5873875,287.9565951,1.256371782,3.005802063,29.83027665,11.58211915,23.24873829,2.86245356,0.313048431,1.838747596,1.023705964,0.198805405,27.25582267,0.721937298,64.6021439,365.4007817,0.03450009
04/23/2013,wp_peak,7,5,400,40,13:57:22,2828,0,19.6662294,0.351999125,269.7490732,3.708565215,1.16452099,24.04905319,6,1.420000017,1,2.840000033,22.43268394,24.04905319,20.95479965,399.8866272,374.6357727,13.88724041,18.25354385,51.36382294,67.51318359,500.3139343,1799.61145,70.24034882,100.763443,1.536811829,-0.091583595,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833856557,0.003708565,297.1990532,295.5826839,287.9378256,1.260431666,3.003810916,29.81052281,11.55697896,23.24086857,2.861092959,0.313182265,1.839289926,1.021803033,0.198891767,27.18084536,0.720030208,64.65770534,365.2873891,0.034810215
04/23/2013,wp_peak,4,2,400,41,14:06:53,3399,0,9.746164346,0.143087093,265.7125894,2.139774401,1.545231766,24.9475193,6,1.420000017,1,2.840000033,22.67872047,24.9475193,20.9557476,400.2298584,387.5481262,13.59627438,16.12086105,49.54541016,58.74511719,500.3463135,1799.932495,1119.958252,100.7707138,1.394752502,-0.009271011,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833910522,0.002139774,298.0975193,295.8287205,287.9891928,1.990704532,3.169742442,31.45499642,15.33413536,23.81311989,2.961517806,0.136223762,1.624510676,1.337007131,0.085730977,26.7760473,0.685624756,52.45795199,382.9152665,0.013351879
